time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,3808,0,1,,,,,,,,,,,,,
1024,1817,0,2,0.0004092704424510632,-0.024137977889040485,0.2,-44.00574064254761,0.13878805121566984,0.012353655,0.1905517578125,-0.8620121479034424,1.0010048151016235,-0.03240153193473816,16,,
1536,1564,0,3,0.0004092704424510632,-0.02508016797946766,0.2,-44.00583863258362,0.003353804786456749,0.014104361,0.1826171875,0.014266133308410645,1.0000125169754028,-0.03340890258550644,32,-2.151377,1258.0
2048,1471,1,4,0.0004092704424510632,-0.025286258518463,0.2,-43.97569131851196,0.0011470376266515814,0.01544249,0.2337646484375,0.0033693909645080566,0.9995955228805542,-0.03100898116827011,48,-2.151377,1258.0
2560,1418,1,5,0.0004092704424510632,-0.024821824161335826,0.2,-43.96605443954468,0.0019981156456196913,0.019018883,0.2626953125,-0.005997776985168457,0.9991154670715332,-0.04343307018280029,64,-2.0735365,1258.0
3072,1386,2,6,0.0004092704424510632,-0.027053899757447653,0.2,-43.94718360900879,0.0033802420293795876,0.014832665,0.248779296875,0.006189167499542236,0.9984639286994934,-0.030864659696817398,80,-2.0735365,1258.0
3584,1358,2,7,0.0004092704424510632,-0.027142540202476084,0.2,-43.94492065906525,0.0021236452666926198,0.020712683,0.3126220703125,0.003345310688018799,0.9995247721672058,-0.03256118670105934,96,-2.0735365,1258.0
4096,1339,3,8,0.0004092704424510632,-0.021705629042116925,0.2,-43.9815810918808,0.004864963790168986,0.013608019,0.2032470703125,0.014687955379486084,1.000483751296997,-0.03635048493742943,112,-2.101350333333333,1258.0
4608,1329,3,9,0.0004092704424510632,-0.023802682058885694,0.2,-44.00358605384827,0.007620690725161694,0.01912449,0.2606201171875,0.008220255374908447,1.0006369352340698,-0.029443884268403053,128,-2.101350333333333,1258.0
5120,1320,3,10,0.0004092704424510632,-0.028285406529903412,0.2,-43.99646747112274,0.0031524162986897863,0.023815732,0.2659912109375,0.05449807643890381,1.0006390810012817,-0.04475395753979683,144,-2.05842075,1258.0
5632,1313,4,11,0.0004092704424510632,-0.027157391246873885,0.2,-43.984270334243774,0.01202037971233949,0.019249592,0.30859375,0.006517469882965088,0.9996107220649719,-0.02263103798031807,160,-2.05842075,1258.0
6144,1306,4,12,0.0004092704424510632,-0.0300892289087642,0.2,-43.9653240442276,0.002391845016973093,0.018232504,0.268310546875,0.03726840019226074,1.000064730644226,-0.02997721917927265,176,-2.05842075,1258.0
6656,1299,5,13,0.0004092704424510632,-0.024367721111048013,0.2,-43.963324189186096,0.003898991890309844,0.023249077,0.2572021484375,0.052212297916412354,0.9988535046577454,-0.019244955852627754,192,-2.0959815999999996,1258.0
7168,1293,5,14,0.0004092704424510632,-0.02623194199986756,0.2,-43.93249273300171,0.019661955535411835,0.029822947,0.2935791015625,0.04616224765777588,0.9983881115913391,-0.01642785593867302,208,-2.0959815999999996,1258.0
7680,1288,5,15,0.0004092704424510632,-0.024817932266159914,0.2,-43.91574311256409,0.0034340513811912388,0.018427419,0.2667236328125,0.5493130683898926,0.9978306889533997,-0.040842454880476,224,-2.082904833333333,1258.0
8192,1284,6,16,0.0004092704424510632,-0.02824427862651646,0.2,-43.88495624065399,0.0202473713143263,0.022197925,0.296875,0.17964160442352295,0.9964109063148499,-0.030356720089912415,240,-2.082904833333333,1258.0
8704,1279,6,17,0.0004092704424510632,-0.03191969491308555,0.2,-43.86045467853546,0.0016124448520713486,0.024048828,0.29248046875,-0.8237212896347046,0.9966723322868347,-0.039721112698316574,256,-2.082904833333333,1258.0
9216,1276,7,18,0.0004092704424510632,-0.023035853140754625,0.2,-43.871777296066284,0.004127706881263293,0.014674518,0.2227783203125,0.1806214451789856,0.996721625328064,-0.035488273948431015,272,-2.089022,1258.0
9728,1273,7,19,0.0004092704424510632,-0.025454620335949585,0.2,-43.871519327163696,0.021950255730189383,0.016837168,0.2325439453125,0.18740344047546387,0.9970912933349609,-0.020604556426405907,288,-2.089022,1258.0
10240,1270,8,20,0.0004092704424510632,-0.0225277075660415,0.2,-43.85270285606384,0.0038428955303970724,0.016854554,0.2210693359375,-0.4931151866912842,0.9949027299880981,-0.03698622062802315,304,-2.0918258749999996,1258.0
10752,1267,8,21,0.0004092704424510632,-0.030931757210055366,0.2,-43.78044104576111,0.023137928685173392,0.02618471,0.2880859375,0.3448408246040344,0.9931535124778748,-0.035931654274463654,320,-2.0918258749999996,1258.0
11264,1261,8,22,0.0004092704424510632,-0.027651528507703915,0.2,-43.75141263008118,0.002187749658332905,0.022473795,0.2440185546875,-1.8129854202270508,0.9931686520576477,-0.04753449186682701,336,-2.0918258749999996,1258.0
11776,1259,9,23,0.0004092704424510632,-0.020831442598137073,0.2,-43.7597781419754,0.0024309756117872894,0.01576756,0.1812744140625,0.2798572778701782,0.9935354590415955,-0.025192545726895332,352,-2.0896326666666662,1258.0
12288,1258,9,24,0.0004092704424510632,-0.026720245194155723,0.2,-43.774842381477356,0.026460940978722647,0.022030383,0.239013671875,0.23801380395889282,0.994236171245575,-0.02107120119035244,368,-2.0896326666666662,1258.0
12800,1256,10,25,0.0004092704424510632,-0.02576164700440131,0.2,-43.77913856506348,0.019317039317684248,0.021276182,0.2327880859375,-0.15970802307128906,0.9935883283615112,-0.021986640989780426,384,-2.0854420999999994,1258.0
13312,1255,10,26,0.0004092704424510632,-0.02521277774212649,0.2,-43.790207743644714,0.0332728554494679,0.024506569,0.2471923828125,0.5551519393920898,0.995201587677002,-0.005372186191380024,400,-2.0854420999999994,1258.0
13824,1254,11,27,0.0004092704424510632,-0.02471896421047859,0.2,-43.82735872268677,0.011298489976979909,0.018520273,0.19677734375,-1.3413505554199219,0.9955093860626221,-0.048919208347797394,416,-2.0854420999999994,1258.0
14336,1253,11,28,0.0004092704424510632,-0.029698516795178875,0.2,-43.820982575416565,0.0033067662807297893,0.028504342,0.2803955078125,0.05626380443572998,0.9951392412185669,-0.04114355891942978,432,-2.096444545454545,1258.0
14848,1254,11,29,0.0004092704424510632,-0.023301734996493906,0.2,-43.81371581554413,0.0305934929929208,0.033667993,0.300537109375,0.040767788887023926,0.9950985312461853,-0.015833942219614983,448,-2.096444545454545,1258.0
15360,1254,12,30,0.0004092704424510632,-0.025528365673380904,0.2,-43.83963346481323,0.003914426175469998,0.019514743,0.262939453125,-0.27558958530426025,0.9970250129699707,-0.045003633946180344,464,-2.091419166666666,1258.0
15872,1254,12,31,0.0004092704424510632,-0.025523667864035815,0.2,-43.8898708820343,0.045293163566384465,0.024978321,0.2427978515625,0.32400941848754883,0.997962236404419,-0.02042294107377529,480,-2.091419166666666,1258.0
16384,1254,13,32,0.0004092704424510632,-0.022869221327709965,0.2,-43.88607728481293,0.0028871213562524645,0.021416206,0.207275390625,-3.530005931854248,0.99680095911026,-0.03420272842049599,496,-2.090823538461538,1258.0
16896,1253,13,33,0.0004092704424510632,-0.02427465296932496,0.2,-43.85708665847778,0.051936039119027555,0.020746898,0.23486328125,0.16937267780303955,0.9966903924942017,-0.019928686320781708,512,-2.090823538461538,1258.0
17408,1252,13,34,0.0004092704424510632,-0.021198385482421145,0.2,-43.87212347984314,0.0029745673655270366,0.02057466,0.24169921875,-1.2656352519989014,0.9977990984916687,-0.03319036588072777,528,-2.090823538461538,1258.0
17920,1252,14,35,0.0004092704424510632,-0.027268169884337112,0.2,-43.9008549451828,0.003364271738973912,0.01961934,0.2431640625,0.06651526689529419,0.9984980821609497,-0.03835952281951904,544,-2.088393785714285,1258.0
18432,1251,14,36,0.0004092704424510632,-0.017537777821416967,0.2,-43.92826426029205,0.05408840940799564,0.017102804,0.166259765625,0.2713530659675598,0.9997615814208984,-0.010302084498107433,560,-2.088393785714285,1258.0
18944,1250,15,37,0.0004092704424510632,-0.026511944481171668,0.2,-43.95511043071747,0.003532496080879355,0.026791077,0.2689208984375,-2.2223095893859863,1.000138521194458,-0.027340807020664215,576,-2.086218133333333,1258.0
19456,1249,15,38,0.0004092704424510632,-0.024082701711449772,0.2,-43.955138206481934,0.04977589979534969,0.019496987,0.1915283203125,0.466738224029541,0.9997298717498779,-0.0188987348228693,592,-2.086218133333333,1258.0
19968,1248,15,39,0.0004092704424510632,-0.02153157294378616,0.2,-43.9473420381546,0.00268090762256179,0.020016272,0.212646484375,-5.483155250549316,0.999782919883728,-0.02494214102625847,608,-2.086218133333333,1258.0
20480,1247,16,40,0.0004092704424510632,-0.023977046250365674,0.2,-43.954243302345276,0.0034704340287134983,0.016075443,0.21533203125,0.08789825439453125,1.0006065368652344,-0.0350462943315506,624,-2.089047375,1258.0
20992,1246,16,41,0.0004092704424510632,-0.021533814520807937,0.2,-43.97932159900665,0.0500707229366526,0.020896846,0.1693115234375,0.31397145986557007,1.0014216899871826,-0.009725188836455345,640,-2.089047375,1258.0
21504,1245,17,42,0.0004092704424510632,-0.025831928418483585,0.2,-43.96548616886139,0.006913066012202762,0.014852405,0.220703125,-0.40734565258026123,0.999115526676178,-0.028384247794747353,656,-2.0901514117647055,1258.0
22016,1243,17,43,0.0004092704424510632,-0.026317308940633666,0.2,-43.89686119556427,0.041456356877461076,0.021524671,0.235107421875,0.440362811088562,0.9975247979164124,-0.02278292179107666,672,-2.0901514117647055,1258.0
22528,1243,18,44,0.0004092704424510632,-0.026216356636723503,0.2,-43.8847199678421,0.002821896498062415,0.021608759,0.2474365234375,-1.3425390720367432,0.9987961649894714,-0.045986078679561615,688,-2.0901514117647055,1258.0
23040,1242,18,45,0.0004092704424510632,-0.025397531760972925,0.2,-43.9229553937912,0.002824850489560049,0.018053126,0.2431640625,0.12103426456451416,0.9992585778236389,-0.03427756205201149,704,-2.080152,1258.0
23552,1242,18,46,0.0004092704424510632,-0.022740934800822288,0.2,-43.92629563808441,0.06306131230667233,0.018063208,0.21044921875,0.4292747974395752,0.9993759989738464,-0.02725612372159958,720,-2.080152,1258.0
