time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,4052,0,1,,,,,,,,,,,,,
1024,1891,0,2,0.0004092704424510632,-0.02978270714811515,0.2,-43.94857084751129,0.09783810200315202,0.01700331,0.2490234375,-0.7842637300491333,0.9974955916404724,-0.04389695078134537,16,,
1536,1604,0,3,0.0004092704424510632,-0.02992236812133342,0.2,-43.86712455749512,0.004731850283860695,0.015441719,0.2420654296875,-0.022669672966003418,0.9946849942207336,-0.036987584084272385,32,-2.022091,1258.0
2048,1493,1,4,0.0004092704424510632,-0.028798315091989934,0.2,-43.780303955078125,0.060929955216124654,0.023459742,0.343994140625,-0.0048819780349731445,0.9923792481422424,-0.0014044102281332016,48,-2.022091,1258.0
2560,1428,1,5,0.0004092704424510632,-0.02134074564673938,0.2,-43.75669348239899,0.0017170783194160322,0.016211642,0.255615234375,0.012626826763153076,0.9934296011924744,-0.02109249122440815,64,-1.9781025,1258.0
3072,1396,2,6,0.0004092704424510632,-0.024513836426194757,0.2,-43.79595243930817,0.06021559261716902,0.019658543,0.27734375,0.005854308605194092,0.9942240715026855,-0.00789608433842659,80,-1.9781025,1258.0
3584,1367,2,7,0.0004092704424510632,-0.03447168291313574,0.2,-43.802810072898865,0.0021826855445397086,0.021954767,0.32568359375,-0.027812719345092773,0.9941243529319763,-0.030442649498581886,96,-1.9781025,1258.0
4096,1347,3,8,0.0004092704424510632,-0.026928091479931027,0.2,-43.79414749145508,0.0054883795528439805,0.016566591,0.2642822265625,0.0008786916732788086,0.9939160943031311,-0.042791951447725296,112,-2.0982963333333333,1258.0
4608,1334,3,9,0.0004092704424510632,-0.02588534663664177,0.2,-43.77298986911774,0.07385093753691763,0.015180955,0.2652587890625,0.006674230098724365,0.9925540685653687,-0.005591131746768951,128,-2.0982963333333333,1258.0
5120,1323,3,10,0.0004092704424510632,-0.019328517184476368,0.2,-43.7438530921936,0.003453865305345971,0.018472122,0.2333984375,0.28864985704421997,0.992969810962677,-0.023943161591887474,144,-2.0920315,1258.0
5632,1313,4,11,0.0004092704424510632,-0.02775470459891949,0.2,-43.74315857887268,0.06463130842894316,0.021856016,0.280029296875,0.045213282108306885,0.9918867349624634,-0.006877448409795761,160,-2.0920315,1258.0
6144,1304,4,12,0.0004092704424510632,-0.030298030615085736,0.2,-43.72498321533203,0.002455914243910229,0.019890951,0.2845458984375,-0.995094895362854,0.992582380771637,-0.02505262941122055,176,-2.0920315,1258.0
6656,1298,5,13,0.0004092704424510632,-0.02714726162957959,0.2,-43.751951932907104,0.003122055408312008,0.015024731,0.2513427734375,0.06896895170211792,0.992957353591919,-0.05041387304663658,192,-2.0938977999999997,1258.0
7168,1290,5,14,0.0004092704424510632,-0.028295170195633546,0.2,-43.73575747013092,0.055266859650146216,0.02356336,0.28662109375,0.09143221378326416,0.9918696880340576,-0.025859836488962173,208,-2.0938977999999997,1258.0
7680,1287,5,15,0.0004092704424510632,-0.024497863800206687,0.2,-43.70684480667114,0.0061710531008429825,0.018901113,0.2891845703125,-1.6273114681243896,0.9912883639335632,-0.02321341633796692,224,-2.1235543333333333,1258.0
8192,1282,6,16,0.0004092704424510632,-0.02652029989985749,0.2,-43.708245515823364,0.05405210272874683,0.023345709,0.2818603515625,0.2665894627571106,0.9919374585151672,-0.00839291512966156,240,-2.1235543333333333,1258.0
8704,1278,6,17,0.0004092704424510632,-0.027038496598834172,0.2,-43.720837116241455,0.004088491616130341,0.021342859,0.2606201171875,-3.119493007659912,0.9918787479400635,-0.0422787182033062,256,-2.1235543333333333,1258.0
9216,1275,7,18,0.0004092704424510632,-0.027484594465931877,0.2,-43.7194629907608,0.0031137050027609803,0.02332769,0.291015625,0.20669043064117432,0.9919590353965759,-0.026153163984417915,272,-2.0889667142857142,1258.0
9728,1271,7,19,0.0004092704424510632,-0.021807146447827108,0.2,-43.71028530597687,0.049285574175883085,0.017087677,0.2725830078125,0.21757394075393677,0.9914716482162476,-0.02015080861747265,288,-2.0889667142857142,1258.0
10240,1268,8,20,0.0004092704424510632,-0.028769290052878205,0.2,-43.704988956451416,0.006178597373946104,0.019294083,0.274658203125,-4.075257301330566,0.9917685985565186,-0.03545919060707092,304,-2.097246125,1258.0
10752,1266,8,21,0.0004092704424510632,-0.0399859556928277,0.2,-43.71296977996826,0.06779315113089979,0.040963706,0.37060546875,0.1566563844680786,0.9915815591812134,-0.03494897112250328,320,-2.097246125,1258.0
11264,1263,8,22,0.0004092704424510632,-0.020973806706024334,0.2,-43.705047369003296,0.0034548265030025505,0.012748312,0.2030029296875,-1.493222713470459,0.9920041561126709,-0.032902512699365616,336,-2.097246125,1258.0
11776,1261,9,23,0.0004092704424510632,-0.025130605208687484,0.2,-43.70532190799713,0.003522673352563288,0.01896156,0.2750244140625,0.17016154527664185,0.9910303950309753,-0.03132502734661102,352,-2.087194222222222,1258.0
12288,1258,9,24,0.0004092704424510632,-0.024821559054544196,0.2,-43.665281534194946,0.058033582172356546,0.018808017,0.262451171875,0.22090226411819458,0.9901034832000732,-0.017535261809825897,368,-2.087194222222222,1258.0
12800,1255,10,25,0.0004092704424510632,-0.027694468764821067,0.2,-43.655354380607605,0.016623475588858128,0.021172265,0.290283203125,-1.3051824569702148,0.9905592799186707,-0.03326735645532608,384,-2.06529,1258.0
13312,1254,10,26,0.0004092704424510632,-0.03231452332693152,0.2,-43.66595995426178,0.0852009013760835,0.02764901,0.3543701171875,0.3243970274925232,0.9907591342926025,-0.026824450120329857,400,-2.06529,1258.0
13824,1252,11,27,0.0004092704424510632,-0.026203995512332767,0.2,-43.64741826057434,0.004998585045541404,0.019541813,0.2618408203125,-4.2740159034729,0.9888646602630615,-0.036438003182411194,416,-2.06529,1258.0
