train/n_updates,time/time_elapsed,time/episodes,train/actor_loss,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/critic_loss,time/fps,rollout/ep_len_mean
4931,227,4,-121.3810806274414,-182.341796875,0.017075341194868088,-4.7978950000000005,5032,0.0008459126528049375,1.2541313171386719,22,1258.0
9963,495,8,-124.91636657714844,-22.18543243408203,0.0008222708129324019,-3.7485912500000005,10064,0.0008459126528049375,5.312239646911621,20,1258.0
14995,816,12,-116.8387680053711,5.235410213470459,0.0007884845836088061,-2.933979666666667,15096,0.0008459126528049375,3.015164375305176,18,1258.0
20027,1135,16,-114.97528839111328,-14.062322616577148,0.0007214804645627737,-2.505889125,20128,0.0008459126528049375,2.676435708999634,17,1258.0
25059,10,20,-113.97079467773438,-52.71947479248047,0.0006047634524293244,-2.2669395,25160,0.0008459126528049375,4.969067573547363,15,1258.0
30091,330,24,-110.8638916015625,30.324888229370117,0.0003774057258851826,-2.0990037916666666,30192,0.0008459126528049375,4.0220746994018555,15,1258.0
35123,652,28,-105.47003936767578,86.88640594482422,0.0004089237190783024,-1.956178035714286,35224,0.0008459126528049375,5.868285655975342,15,1258.0
40155,968,32,-101.89823913574219,-35.043922424316406,0.0007096101180650294,-1.85876075,40256,0.0008459126528049375,2.337845802307129,15,1258.0
45187,1291,36,-93.76073455810547,-1.4567244052886963,0.00017888455477077514,-1.8010137777777777,45288,0.0008459126528049375,5.0204997062683105,15,1258.0
50219,16,40,-85.88175964355469,36.03462600708008,0.00089157500769943,-1.731990825,50320,0.0008459126528049375,3.347975254058838,19,1258.0
55251,260,44,-78.45216369628906,11.447235107421875,0.0006345550646074116,-1.6699119090909091,55352,0.0008459126528049375,3.816563129425049,20,1258.0
60283,511,48,-33.72544860839844,-16.553878784179688,0.0007122814422473311,-1.6225506458333332,60384,0.0008459126528049375,2.29903507232666,20,1258.0
65315,761,52,-22.83417510986328,18.894926071166992,0.0003996910818386823,-1.5969570192307692,65416,0.0008459126528049375,2.0896224975585938,20,1258.0
70347,1005,56,-18.234764099121094,-6.105557441711426,0.0005501909181475639,-1.5841524999999999,70448,0.0008459126528049375,4.663764953613281,20,1258.0
75379,26,60,-13.844843864440918,45.354515075683594,0.0002667383523657918,-1.550607083333333,75480,0.0008459126528049375,1.6853508949279785,17,1258.0
80411,294,64,-7.796162128448486,-93.2129135131836,0.0003945298376493156,-1.5209484843749999,80512,0.0008459126528049375,3.1857643127441406,18,1258.0
85443,575,68,-3.5855319499969482,-60.9738883972168,0.0005792549927718937,-1.4861273088235294,85544,0.0008459126528049375,3.3602278232574463,18,1258.0
90475,871,72,3.77929425239563,-45.28986740112305,0.000569873780477792,-1.4599331527777777,90576,0.0008459126528049375,4.94195556640625,17,1258.0
95507,1164,76,12.592020034790039,-88.68852996826172,0.0006097028963267803,-1.4372046578947366,95608,0.0008459126528049375,12.390687942504883,17,1258.0
