train/learning_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/episodes,train/n_updates
0.0008459126528049375,-4.7614469999999995,32,1258.0,156,0.018043138086795807,1.194575309753418,5032,-165.08502197265625,-124.64002990722656,4,4931
0.0008459126528049375,-3.7064602499999997,31,1258.0,314,0.0013465661322697997,1.8893870115280151,10064,22.420269012451172,-131.51829528808594,8,9963
0.0008459126528049375,-3.0801964166666664,32,1258.0,467,0.0012498842552304268,2.675802230834961,15096,-23.23660659790039,-137.3348388671875,12,14995
0.0008459126528049375,-2.742632875,32,1258.0,624,0.0006587281823158264,3.546916961669922,20128,31.736494064331055,-141.3770751953125,16,20027
0.0008459126528049375,-2.494064,35,1258.0,4,0.0007152424659579992,3.2163684368133545,25160,4.0761823654174805,-145.04673767089844,20,25059
0.0008459126528049375,-2.33312175,28,1258.0,180,0.0011468122247606516,4.086556911468506,30192,23.382673263549805,-148.83958435058594,24,30091
0.0008459126528049375,-2.223492714285715,29,1258.0,345,0.0007954508764669299,4.382980823516846,35224,63.291221618652344,-151.58016967773438,28,35123
0.0008459126528049375,-2.1541675,30,1258.0,492,0.000615880882833153,5.26552152633667,40256,-23.62391471862793,-154.37313842773438,32,40155
0.0008459126528049375,-2.0956670555555554,30,1258.0,663,0.0008209759835153818,18.243793487548828,45288,-35.409523010253906,-154.83253479003906,36,45187
0.0008459126528049375,-2.03573835,34,1258.0,9,0.0008156225085258484,5.91435432434082,50320,-5.438722610473633,-154.99093627929688,40,50219
0.0008459126528049375,-1.9992079545454544,30,1258.0,176,0.0014137222897261381,5.945499420166016,55352,-46.85039138793945,-154.18609619140625,44,55251
0.0008459126528049375,-1.970429125,30,1258.0,340,0.0009220653446391225,9.35531997680664,60384,-14.690191268920898,-144.76202392578125,48,60283
0.0008459126528049375,-1.948175846153846,30,1258.0,501,0.0010643171845003963,14.275548934936523,65416,-6.02343225479126,-139.50177001953125,52,65315
0.0008459126528049375,-1.9270131071428571,30,1258.0,669,0.0013144869590178132,18.66769027709961,70448,-44.88710021972656,-130.20169067382812,56,70347
0.0008459126528049375,-1.9159834333333332,32,1258.0,14,0.0023075961507856846,46.92831039428711,75480,61.67526626586914,-102.94276428222656,60,75379
0.0008459126528049375,-1.9157886562499997,26,1258.0,204,0.0006337667000479996,3.5862579345703125,80512,-8.457945823669434,-80.8907470703125,64,80411
0.0008459126528049375,-1.9005640882352939,27,1258.0,380,0.0006961946492083371,7.104691028594971,85544,26.718196868896484,-79.342529296875,68,85443
0.0008459126528049375,-1.8967128749999997,27,1258.0,566,0.0008915452053770423,2.952192783355713,90576,88.11366271972656,-69.12346649169922,72,90475
0.0008459126528049375,-1.9222380657894735,27,1258.0,737,0.00045301797217689455,12.540556907653809,95608,0.9633426666259766,-72.0917739868164,76,95507
