train/learning_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/episodes,train/n_updates
0.0008459126528049375,-4.73173725,34,1258.0,144,0.017259642481803894,1.3016457557678223,5032,-159.30198669433594,-122.58837890625,4,4931
0.0008459126528049375,-3.801497125,33,1258.0,297,0.0010554627515375614,2.216461658477783,10064,68.39684295654297,-126.18922424316406,8,9963
0.0008459126528049375,-3.189642916666667,32,1258.0,460,0.001006557373329997,5.332389831542969,15096,-0.795969545841217,-132.00083923339844,12,14995
0.0008459126528049375,-2.868523125,32,1258.0,618,0.000770589685998857,2.00407075881958,20128,-31.069650650024414,-135.89810180664062,16,20027
0.0008459126528049375,-2.7523035499999997,34,1258.0,4,0.0008359209168702364,30.01508903503418,25160,170.74114990234375,-137.4208526611328,20,25059
0.0008459126528049375,-2.6504768333333333,33,1258.0,155,0.0012650868156924844,3.032785654067993,30192,75.56614685058594,-131.2911376953125,24,30091
0.0008459126528049375,-2.5454723571428572,33,1258.0,305,0.0013773255050182343,2.2541732788085938,35224,-30.896892547607422,-115.65484619140625,28,35123
0.0008459126528049375,-2.45860875,31,1258.0,477,0.0012853497173637152,4.194799423217773,40256,-72.69775390625,-121.73446655273438,32,40155
0.0008459126528049375,-2.378981972222222,32,1258.0,628,0.0005639329901896417,2.1942999362945557,45288,13.131326675415039,-118.51517486572266,36,45187
0.0008459126528049375,-2.31039585,27,1258.0,11,0.0007199058309197426,19.931224822998047,50320,12.370203971862793,-111.87213897705078,40,50219
0.0008459126528049375,-2.26501025,30,1258.0,175,0.0014213135000318289,41.846622467041016,55352,64.3041000366211,-98.90518951416016,44,55251
0.0008459126528049375,-2.2421287291666663,30,1258.0,345,0.00076908094342798,4.320962429046631,60384,39.628753662109375,-93.94019317626953,48,60283
0.0008459126528049375,-2.1975962115384613,29,1258.0,527,0.0006324396235868335,0.6524228453636169,65416,107.8583984375,-91.52320861816406,52,65315
0.0008459126528049375,-2.1583083392857145,29,1258.0,704,0.000496559776365757,2.454333782196045,70448,96.16557312011719,-92.8434829711914,56,70347
0.0008459126528049375,-2.114039316666667,25,1258.0,18,0.0009582414058968425,0.9908055067062378,75480,-45.717384338378906,-93.33524322509766,60,75379
0.0008459126528049375,-2.09321525,25,1258.0,217,0.0013928760308772326,25.231136322021484,80512,-26.631641387939453,-90.74540710449219,64,80411
0.0008459126528049375,-2.0850043088235295,25,1258.0,409,0.0006115459837019444,2.0740671157836914,85544,71.59957885742188,-84.4375,68,85443
0.0008459126528049375,-2.0575916805555554,26,1258.0,595,0.00036669496330432594,29.608055114746094,90576,26.857433319091797,-78.79998016357422,72,90475
0.0008459126528049375,-2.0283931052631576,25,1258.0,795,0.0007688011974096298,2.648073673248291,95608,45.67055130004883,-69.00675964355469,76,95507
