train/learning_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/episodes,train/n_updates
0.0008459126528049375,-4.93466875,30,1258.0,163,0.017264407128095627,1.0740375518798828,5032,-167.04171752929688,-121.19873046875,4,4931
0.0008459126528049375,-3.949209,30,1258.0,330,0.0011538310209289193,2.103060245513916,10064,11.324997901916504,-124.7860336303711,8,9963
0.0008459126528049375,-3.287073083333334,30,1258.0,498,0.0008136398973874748,2.4323315620422363,15096,-24.53990364074707,-128.6663818359375,12,14995
0.0008459126528049375,-2.84942975,29,1258.0,681,0.0009842606959864497,2.669545888900757,20128,4.15536642074585,-131.70669555664062,16,20027
0.0008459126528049375,-2.62940025,28,1258.0,5,0.0007885797531343997,3.4198710918426514,25160,38.519142150878906,-136.00387573242188,20,25059
0.0008459126528049375,-2.4997571666666665,31,1258.0,163,0.0004940454382449389,16.374103546142578,30192,53.81163024902344,-135.76507568359375,24,30091
0.0008459126528049375,-2.377372964285714,31,1258.0,328,0.0009766011498868465,3.537264347076416,35224,24.39696502685547,-139.607421875,28,35123
0.0008459126528049375,-2.3290643749999997,30,1258.0,503,0.0007700801943428814,25.647321701049805,40256,-6.826348304748535,-137.06692504882812,32,40155
0.0008459126528049375,-2.265177361111111,29,1258.0,685,0.0007680862909182906,8.044021606445312,45288,-46.750091552734375,-131.90538024902344,36,45187
0.0008459126528049375,-2.226676275,26,1258.0,11,0.0004687823820859194,43.040260314941406,50320,67.99401092529297,-135.57888793945312,40,50219
0.0008459126528049375,-2.1654482954545453,30,1258.0,177,0.000662260630633682,11.292308807373047,55352,4.900650501251221,-134.20115661621094,44,55251
0.0008459126528049375,-2.1172747708333333,30,1258.0,337,0.0012021136935800314,7.051571369171143,60384,56.47372817993164,-133.2773895263672,48,60283
0.0008459126528049375,-2.099582096153846,30,1258.0,500,0.000533106445800513,12.12074089050293,65416,-43.869380950927734,-125.85665893554688,52,65315
0.0008459126528049375,-2.1114717678571426,30,1258.0,661,0.0013306395849213004,6.003787994384766,70448,-62.35771179199219,-118.4677505493164,56,70347
0.0008459126528049375,-2.0977217166666664,30,1258.0,15,0.0005472009070217609,13.519098281860352,75480,31.416601181030273,-114.84999084472656,60,75379
0.0008459126528049375,-2.0716914218749998,26,1258.0,204,0.000918910838663578,14.360573768615723,80512,40.32390594482422,-105.13410186767578,64,80411
0.0008459126528049375,-2.0627346911764706,25,1258.0,406,0.0018678815104067326,3.5263421535491943,85544,-5.98706579208374,-93.7674789428711,68,85443
0.0008459126528049375,-2.066358055555556,25,1258.0,606,0.00033891803468577564,5.158605575561523,90576,76.3045883178711,-90.52354431152344,72,90475
0.0008459126528049375,-2.054001986842105,26,1258.0,778,0.0009536275174468756,8.319150924682617,95608,-5.658646106719971,-73.49839782714844,76,95507
