rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,time/fps,train/n_updates,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,time/episodes
1257.0,5028,-124.36470031738281,0.0008459126528049375,0.01749727502465248,-177.3090057373047,28,4927,176,2.213344097137451,-5.317726,4
1257.0,10056,-131.8591766357422,0.0008459126528049375,0.0009053764515556395,11.230411529541016,27,9955,365,5.739603042602539,-4.211452250000001,8
1257.0,15084,-129.380859375,0.0008459126528049375,0.0010023519862443209,205.8561248779297,27,14983,555,52.47844314575195,-3.561853166666667,12
1257.0,20112,-117.04888916015625,0.0008459126528049375,0.00028115103486925364,6.2605133056640625,27,20011,722,3.8861496448516846,-3.205626875,16
1257.0,25140,-111.1962661743164,0.0008459126528049375,0.0008945789304561913,3.3792481422424316,26,25039,5,3.8931117057800293,-3.03068045,20
1257.0,30168,-97.90528869628906,0.0008459126528049375,0.0007670636987313628,-5.508298397064209,26,30067,196,3.982269048690796,-2.870561541666666,24
1257.0,35196,-89.33019256591797,0.0008459126528049375,0.0010558548383414745,-42.59382629394531,27,35095,369,3.037893772125244,-2.7815248928571426,28
1257.0,40224,-82.36174011230469,0.0008459126528049375,0.0005295622395351529,63.50394058227539,27,40123,561,3.3099536895751953,-2.74363109375,32
1257.0,45252,-78.79435729980469,0.0008459126528049375,0.0005336214671842754,-76.23457336425781,28,45151,716,3.9021172523498535,-2.6970323888888887,36
1257.0,50280,-63.4716682434082,0.0008459126528049375,0.0007234775694087148,31.115474700927734,26,50179,10,2.340573310852051,-2.6311145000000002,40
1257.0,55308,-58.22529983520508,0.0008459126528049375,0.0006117819575592875,31.177581787109375,26,55207,201,1.7052340507507324,-2.5824088863636367,44
1257.0,60336,-52.37637710571289,0.0008459126528049375,0.0002956424141302705,31.352272033691406,27,60235,377,2.447106122970581,-2.529558229166667,48
1257.0,65364,-36.279415130615234,0.0008459126528049375,0.0010052353609353304,16.61859703063965,28,65263,532,3.3232944011688232,-2.4679000384615386,52
1257.0,70392,-31.371763229370117,0.0008459126528049375,0.000522407004609704,-25.3607177734375,29,70291,688,2.0639877319335938,-2.4462167678571434,56
1257.0,75420,-25.062219619750977,0.0008459126528049375,0.0008630697266198695,5.229861259460449,29,75319,14,4.0584235191345215,-2.409912166666667,60
1257.0,80448,-21.924463272094727,0.0008459126528049375,0.0008936780504882336,-10.0552396774292,29,80347,183,1.762969732284546,-2.378276171875,64
1257.0,85476,-10.196446418762207,0.0008459126528049375,0.0006539548048749566,82.77192687988281,29,85375,354,12.489276885986328,-2.346965455882353,68
1257.0,90504,-4.190723419189453,0.0008459126528049375,0.001051086699590087,-11.195876121520996,29,90403,524,4.01284122467041,-2.324548347222222,72
1257.0,95532,1.3211570978164673,0.0008459126528049375,0.0005902599659748375,11.454521179199219,29,95431,695,5.183932304382324,-2.308030828947368,76
