time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,1,4155,,,,,,,,,,,,,
1024,0,2,1928,0.2584228515625,-0.03233794297557324,0.01725898,0.2,-0.03358544781804085,-44.00192606449127,0.10595918443141272,-0.11496567726135254,0.0004092704424510632,1.0011943578720093,16,,
1536,0,3,1662,0.265869140625,-0.026454663049662486,0.014570684,0.2,-0.04527460038661957,-44.033809781074524,0.003956608852604404,-0.024665355682373047,0.0004092704424510632,1.0016285181045532,32,-2.09354,1257.0
2048,1,4,1553,0.3238525390625,-0.03644947169232182,0.025328282,0.2,-0.050232939422130585,-44.03547191619873,0.010148689587367699,0.009648561477661133,0.0004092704424510632,1.0016276836395264,48,-2.09354,1257.0
2560,1,5,1494,0.203857421875,-0.02040980340098031,0.013071871,0.2,-0.03447290509939194,-44.013267040252686,0.0044137640434200875,0.0003541707992553711,0.0004092704424510632,0.9999784231185913,64,-2.2996515,1257.0
3072,2,6,1456,0.279052734375,-0.02554847378632985,0.020673962,0.2,-0.018416697159409523,-43.96018576622009,0.016437989950645715,-0.0014753341674804688,0.0004092704424510632,0.9987747669219971,80,-2.2996515,1257.0
3584,2,7,1431,0.2525634765625,-0.024578398442827165,0.016284801,0.2,-0.02853674255311489,-43.93563270568848,0.002386014773946954,0.04091614484786987,0.0004092704424510632,0.9981792569160461,96,-2.2996515,1257.0
4096,2,8,1414,0.267822265625,-0.025853887345874682,0.019184828,0.2,-0.032428525388240814,-43.91584300994873,0.0037003112956881523,-0.028551340103149414,0.0004092704424510632,0.9977991580963135,112,-2.3428946666666666,1257.0
4608,3,9,1402,0.2725830078125,-0.024482214590534568,0.016873024,0.2,-0.0202429611235857,-43.90979552268982,0.02493968466296792,0.0011246204376220703,0.0004092704424510632,0.9974901676177979,128,-2.3428946666666666,1257.0
5120,3,10,1392,0.242919921875,-0.025346312701003626,0.016533298,0.2,-0.03564455732703209,-43.873019337654114,0.003077285422477871,-0.004934191703796387,0.0004092704424510632,0.9954822659492493,144,-2.33357025,1257.0
5632,4,11,1384,0.286865234375,-0.030276156961917877,0.02168075,0.2,-0.026174113154411316,-43.82427537441254,0.03283919207751751,0.0024791955947875977,0.0004092704424510632,0.9952319264411926,160,-2.33357025,1257.0
6144,4,12,1376,0.2115478515625,-0.019785487063927576,0.012142562,0.2,-0.019039833918213844,-43.823331356048584,0.002664875988557469,0.03674972057342529,0.0004092704424510632,0.9950402975082397,176,-2.33357025,1257.0
6656,4,13,1368,0.240966796875,-0.026725889852968976,0.015288513,0.2,-0.049110859632492065,-43.81368827819824,0.0027815543253382202,-0.014652252197265625,0.0004092704424510632,0.9947226047515869,192,-2.3337586000000003,1257.0
7168,5,14,1360,0.3353271484375,-0.03988756726903375,0.037520174,0.2,-0.0241751279681921,-43.787943959236145,0.04151528229704127,-0.001723647117614746,0.0004092704424510632,0.9931931495666504,208,-2.3337586000000003,1257.0
7680,5,15,1352,0.2396240234375,-0.026860753670916893,0.015800595,0.2,-0.027072107419371605,-43.76419651508331,0.0030574519623769447,0.009475767612457275,0.0004092704424510632,0.9938953518867493,224,-2.3221168333333337,1257.0
8192,6,16,1349,0.21533203125,-0.02167875473969616,0.018081106,0.2,-0.013667220249772072,-43.778558135032654,0.04892082849983126,0.0007669925689697266,0.0004092704424510632,0.9937569499015808,240,-2.3221168333333337,1257.0
8704,6,17,1347,0.224365234375,-0.027694051066646352,0.01815057,0.2,-0.03605052828788757,-43.784735560417175,0.002002213841478806,0.03326517343521118,0.0004092704424510632,0.9951306581497192,256,-2.3221168333333337,1257.0
9216,6,18,1346,0.2086181640625,-0.022003020931151696,0.017395088,0.2,-0.034635644406080246,-43.83595311641693,0.0021523127797991037,0.004237830638885498,0.0004092704424510632,0.9964467883110046,272,-2.3287047142857142,1257.0
9728,7,19,1343,0.2640380859375,-0.025211731102899648,0.025558699,0.2,0.0013755448162555695,-43.86989462375641,0.061329224961809814,-0.0005779266357421875,0.0004092704424510632,0.9972279667854309,288,-2.3287047142857142,1257.0
10240,7,20,1340,0.17138671875,-0.020498096448136494,0.012849923,0.2,-0.017331819981336594,-43.8683922290802,0.0035603997093858197,-0.006772518157958984,0.0004092704424510632,0.9964591860771179,304,-2.360979375,1257.0
10752,8,21,1338,0.24755859375,-0.025733227012096904,0.020522837,0.2,-0.00877854973077774,-43.83206033706665,0.06810610881075263,-5.5909156799316406e-05,0.0004092704424510632,0.9952160716056824,320,-2.360979375,1257.0
11264,8,22,1335,0.228515625,-0.026091131381690502,0.01776822,0.2,-0.029980134218931198,-43.783331632614136,0.003628958285844419,0.0004928708076477051,0.0004092704424510632,0.9934090375900269,336,-2.360979375,1257.0
11776,8,23,1333,0.201171875,-0.024031185341300443,0.014298677,0.2,-0.014642536640167236,-43.730939984321594,0.00262693312834017,0.0012465715408325195,0.0004092704424510632,0.9920138716697693,352,-2.364084888888889,1257.0
12288,9,24,1331,0.2685546875,-0.026106711040483788,0.033432588,0.2,-0.007839135825634003,-43.71101927757263,0.07735760265495628,-0.00019478797912597656,0.0004092704424510632,0.9924505949020386,368,-2.364084888888889,1257.0
12800,9,25,1328,0.2244873046875,-0.02300749257847201,0.0144364,0.2,-0.024090010672807693,-43.740591049194336,0.004881077889876906,0.0010721683502197266,0.0004092704424510632,0.9937831163406372,384,-2.3748971,1257.0
13312,10,26,1326,0.21484375,-0.01936732357717119,0.015620805,0.2,0.00830155611038208,-43.75582480430603,0.08852030779235065,0.00018274784088134766,0.0004092704424510632,0.9930837750434875,400,-2.3748971,1257.0
13824,10,27,1325,0.2406005859375,-0.027006191288819537,0.018066457,0.2,-0.0416996069252491,-43.722299575805664,0.004201195210043807,0.000433504581451416,0.0004092704424510632,0.9923282265663147,416,-2.3748971,1257.0
14336,10,28,1324,0.216552734375,-0.021501973329577595,0.01771494,0.2,-0.035934776067733765,-43.71391141414642,0.0019001949622179382,0.0006987452507019043,0.0004092704424510632,0.9924409985542297,432,-2.3661904545454546,1257.0
14848,11,29,1324,0.264404296875,-0.02225723235460464,0.02461735,0.2,-0.01697155088186264,-43.70879340171814,0.01769938410143368,0.0003351569175720215,0.0004092704424510632,0.9914935827255249,448,-2.3661904545454546,1257.0
15360,11,30,1323,0.185791015625,-0.018171222603996284,0.013297325,0.2,-0.026776514947414398,-43.6682710647583,0.0035336986038601026,0.0011188983917236328,0.0004092704424510632,0.9902680516242981,464,-2.360480416666667,1257.0
15872,11,31,1322,0.2412109375,-0.024606042832601815,0.014979012,0.2,0.019118532538414,-43.6047180891037,0.12278251186944544,-6.830692291259766e-05,0.0004092704424510632,0.9868319630622864,480,-2.360480416666667,1257.0
16384,12,32,1321,0.201904296875,-0.02046165196225047,0.01765315,0.2,-0.02942364476621151,-43.531965255737305,0.0043641390730044805,0.00014787912368774414,0.0004092704424510632,0.9871458411216736,496,-2.356606230769231,1257.0
16896,12,33,1321,0.2386474609375,-0.028384354503941722,0.024130702,0.2,0.023563850671052933,-43.561593890190125,0.12322033732198179,8.767843246459961e-05,0.0004092704424510632,0.9881187081336975,512,-2.356606230769231,1257.0
17408,13,34,1320,0.2298583984375,-0.02484910501516424,0.022207774,0.2,-0.04630644619464874,-43.56316125392914,0.0022579062169825193,0.004884958267211914,0.0004092704424510632,0.9870034456253052,528,-2.356606230769231,1257.0
17920,13,35,1320,0.2105712890625,-0.023599521606229246,0.015406654,0.2,-0.032827895134687424,-43.51581561565399,0.0037707909868913703,0.00018388032913208008,0.0004092704424510632,0.9851633906364441,544,-2.3571675,1257.0
18432,13,36,1319,0.2855224609375,-0.030820608808426186,0.029618233,0.2,0.018894903361797333,-43.49522519111633,0.1301651003304869,0.0001786947250366211,0.0004092704424510632,0.9865979552268982,560,-2.3571675,1257.0
18944,14,37,1319,0.234375,-0.025926441565388814,0.016730014,0.2,-0.039428554475307465,-43.52702569961548,0.004423386431881227,0.0006058216094970703,0.0004092704424510632,0.9858367443084717,576,-2.3513938,1257.0
19456,14,38,1318,0.22119140625,-0.02527823721175082,0.02306163,0.2,0.033055245876312256,-43.49528706073761,0.13035311200655997,2.0503997802734375e-05,0.0004092704424510632,0.9856049418449402,592,-2.3513938,1257.0
19968,15,39,1317,0.2314453125,-0.024957995192380622,0.01729453,0.2,-0.034878674894571304,-43.499749183654785,0.0026428813143866137,-0.0009287595748901367,0.0004092704424510632,0.9861477017402649,608,-2.3513938,1257.0
20480,15,40,1316,0.2314453125,-0.023905159498099238,0.019811526,0.2,-0.037207696586847305,-43.5048588514328,0.003867232080665417,0.0002784132957458496,0.0004092704424510632,0.985714316368103,624,-2.3576178125,1257.0
20992,15,41,1315,0.2479248046875,-0.03033275855705142,0.019317724,0.2,0.043501053005456924,-43.45568382740021,0.14578052470460534,0.00010597705841064453,0.0004092704424510632,0.9832808971405029,640,-2.3576178125,1257.0
21504,16,42,1315,0.197998046875,-0.02217144606402144,0.014165514,0.2,-0.03617294877767563,-43.42117702960968,0.005386921147874091,0.0003463625907897949,0.0004092704424510632,0.9843361377716064,656,-2.3599058235294117,1257.0
