time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,1,4096,,,,,,,,,,,,,
1024,0,2,1952,0.2637939453125,-0.0251171680574771,0.018581714,0.2,-0.033415287733078,-43.94790804386139,0.1330129301859415,0.05581533908843994,0.0004092704424510632,0.9975482821464539,16,,
1536,0,3,1654,0.286865234375,-0.03172743628965691,0.019547569,0.2,-0.04542156308889389,-43.91733157634735,0.004336335092375521,-0.005376100540161133,0.0004092704424510632,0.9982512593269348,32,-2.337316,1257.0
2048,1,4,1536,0.2760009765625,-0.026726167765446007,0.020891719,0.2,-0.03755940869450569,-43.931981444358826,0.005805503897136077,0.0031131505966186523,0.0004092704424510632,0.998262345790863,48,-2.337316,1257.0
2560,1,5,1474,0.2340087890625,-0.022385232528904453,0.016355723,0.2,-0.023856204003095627,-43.941082239151,0.003410147222894011,0.003093898296356201,0.0004092704424510632,0.9989458322525024,64,-2.3547184999999997,1257.0
3072,2,6,1433,0.230224609375,-0.02625571412499994,0.015553769,0.2,-0.034481484442949295,-43.9499329328537,0.00376432049961295,0.004549622535705566,0.0004092704424510632,0.9986670017242432,80,-2.3547184999999997,1257.0
3584,2,7,1408,0.1954345703125,-0.021410569141153246,0.0139784925,0.2,-0.03660085052251816,-43.93267261981964,0.0027303138849674724,0.032358407974243164,0.0004092704424510632,0.9980725049972534,96,-2.3547184999999997,1257.0
4096,2,8,1388,0.241455078125,-0.025131285161478445,0.015188962,0.2,-0.03475267440080643,-43.89460229873657,0.0035123900888720527,-0.01670241355895996,0.0004092704424510632,0.995968759059906,112,-2.301126,1257.0
4608,3,9,1378,0.2034912109375,-0.019949362525949255,0.014330031,0.2,-0.026754017919301987,-43.859599590301514,0.00982444387045689,0.002000868320465088,0.0004092704424510632,0.9970081448554993,128,-2.301126,1257.0
5120,3,10,1368,0.20947265625,-0.020879351723124273,0.016579445,0.2,-0.021624483168125153,-43.91095161437988,0.003922982650692575,0.0006471872329711914,0.0004092704424510632,0.9984745979309082,144,-2.342996,1257.0
5632,4,11,1359,0.2606201171875,-0.02314882840437349,0.02096086,0.2,-0.03124917671084404,-43.931803822517395,0.019138448406010866,0.0011196136474609375,0.0004092704424510632,0.9983320832252502,160,-2.342996,1257.0
6144,4,12,1351,0.247314453125,-0.027238361901254393,0.018738747,0.2,-0.02927011251449585,-43.915940046310425,0.0026500962412683293,0.011564135551452637,0.0004092704424510632,0.9980104565620422,176,-2.342996,1257.0
6656,4,13,1344,0.2196044921875,-0.02733214304316789,0.016226772,0.2,-0.03529922291636467,-43.91557490825653,0.0026780577572935726,0.0036516785621643066,0.0004092704424510632,0.9979282021522522,192,-2.3857424,1257.0
7168,5,14,1339,0.24462890625,-0.025487202306976542,0.016617438,0.2,-0.029993128031492233,-43.880048990249634,0.028497515188064426,9.375810623168945e-05,0.0004092704424510632,0.9955669641494751,208,-2.3857424,1257.0
7680,5,15,1334,0.225830078125,-0.022344401251757517,0.013726778,0.2,-0.03175957873463631,-43.80940568447113,0.004399442688736599,-0.0010126829147338867,0.0004092704424510632,0.9938545227050781,224,-2.3712825,1257.0
8192,6,16,1330,0.2642822265625,-0.023782436328474432,0.017599478,0.2,-0.021029477939009666,-43.763015031814575,0.03628468990791589,0.0006704330444335938,0.0004092704424510632,0.992713451385498,240,-2.3712825,1257.0
8704,6,17,1326,0.2171630859375,-0.021994873008225113,0.013996535,0.2,-0.0244526956230402,-43.72927451133728,0.0028911347217217553,-9.489059448242188e-05,0.0004092704424510632,0.9917520880699158,256,-2.3712825,1257.0
9216,6,18,1322,0.223876953125,-0.021415663184598088,0.01994031,0.2,-0.02367602288722992,-43.70841026306152,0.0020697021136584226,0.008097648620605469,0.0004092704424510632,0.9913146495819092,272,-2.335690714285714,1257.0
9728,7,19,1319,0.289306640625,-0.028502479137387127,0.023634957,0.2,-0.007363786920905113,-43.69804620742798,0.05621660046745092,-0.00013828277587890625,0.0004092704424510632,0.9912477135658264,288,-2.335690714285714,1257.0
10240,7,20,1317,0.2100830078125,-0.024124449613736942,0.018379377,0.2,-0.03639519214630127,-43.69381105899811,0.0042231369006913155,0.0008855462074279785,0.0004092704424510632,0.9906591773033142,304,-2.3528095,1257.0
10752,8,21,1313,0.2535400390625,-0.02751961798639968,0.020279855,0.2,-0.010731279850006104,-43.6943553686142,0.06006730196531862,6.705522537231445e-05,0.0004092704424510632,0.9920601844787598,320,-2.3528095,1257.0
11264,8,22,1310,0.2294921875,-0.026707793920650147,0.016701281,0.2,-0.03498762473464012,-43.74950432777405,0.0027029439916077536,-0.001195073127746582,0.0004092704424510632,0.9939221143722534,336,-2.3528095,1257.0
11776,9,23,1307,0.2176513671875,-0.022976816806476563,0.014636541,0.2,-0.032527752220630646,-43.79268395900726,0.0017280477386520943,0.009967625141143799,0.0004092704424510632,0.994274377822876,352,-2.352999666666667,1257.0
12288,9,24,1304,0.2578125,-0.02719467564020306,0.022376917,0.2,0.003052644431591034,-43.75852715969086,0.07436313317157328,-4.839897155761719e-05,0.0004092704424510632,0.9917066097259521,368,-2.352999666666667,1257.0
12800,9,25,1302,0.2564697265625,-0.029273926076712087,0.023996424,0.2,-0.029148001223802567,-43.689499378204346,0.004750959597004112,0.001115262508392334,0.0004092704424510632,0.990543007850647,384,-2.3702514,1257.0
13312,10,26,1301,0.2359619140625,-0.024946053832536563,0.020458383,0.2,0.01117672398686409,-43.688398480415344,0.08851893059909344,0.0002161860466003418,0.0004092704424510632,0.9916052222251892,400,-2.3702514,1257.0
13824,10,27,1300,0.2005615234375,-0.02544002867944073,0.01575791,0.2,-0.03246794641017914,-43.68786656856537,0.0034310014016227797,-0.005678892135620117,0.0004092704424510632,0.9899149537086487,416,-2.3702514,1257.0
14336,11,28,1299,0.220458984375,-0.02474517143855337,0.019262012,0.2,-0.030928410589694977,-43.65197956562042,0.0012929532858834136,0.010483324527740479,0.0004092704424510632,0.9901882410049438,432,-2.3557555454545454,1257.0
14848,11,29,1298,0.205078125,-0.017248816759092733,0.02007387,0.2,-0.013626299798488617,-43.657649636268616,0.017858451588836033,0.0011729001998901367,0.0004092704424510632,0.9900096654891968,448,-2.3557555454545454,1257.0
15360,11,30,1294,0.2034912109375,-0.020179728948278353,0.015359627,0.2,-0.02665380947291851,-43.63325273990631,0.003821582969976589,-0.0062825679779052734,0.0004092704424510632,0.9886483550071716,464,-2.3489253333333333,1257.0
15872,12,31,1294,0.199462890625,-0.02189632765657734,0.016865037,0.2,0.02894260734319687,-43.58405268192291,0.12268267036415637,0.0005422234535217285,0.0004092704424510632,0.9868706464767456,480,-2.3489253333333333,1257.0
16384,12,32,1293,0.2230224609375,-0.02661423860990908,0.015246043,0.2,-0.03317849710583687,-43.555524826049805,0.0038208462938200682,-0.0038892030715942383,0.0004092704424510632,0.9874253869056702,496,-2.355689307692308,1257.0
16896,13,33,1292,0.236328125,-0.02421000688627828,0.020325333,0.2,0.02890121191740036,-43.58381199836731,0.12369054579176009,5.644559860229492e-05,0.0004092704424510632,0.9884178042411804,512,-2.355689307692308,1257.0
17408,13,34,1291,0.2418212890625,-0.028544503380544484,0.017229311,0.2,-0.03769737109541893,-43.59355044364929,0.0032334906718460843,0.005461156368255615,0.0004092704424510632,0.9878880977630615,528,-2.355689307692308,1257.0
