time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,1,4054,,,,,,,,,,,,,
1024,0,2,1989,0.26123046875,-0.03191022321698256,0.016980458,0.2,-0.03996963053941727,-44.002169609069824,0.20911608927417547,-0.9675776958465576,0.0004092704424510632,1.0012980699539185,16,,
1536,0,3,1715,0.2620849609375,-0.027831151135615073,0.017259756,0.2,-0.04907575622200966,-44.03099966049194,0.0048995803881553,0.010127723217010498,0.0004092704424510632,1.001192569732666,32,-2.607246,1257.0
2048,1,4,1597,0.3076171875,-0.027924793263082393,0.022202676,0.2,-0.032213762402534485,-44.03189420700073,0.027035449631512165,-0.008743762969970703,0.0004092704424510632,1.0021673440933228,48,-2.607246,1257.0
2560,1,5,1532,0.2908935546875,-0.029922877707576845,0.021286901,0.2,-0.029990538954734802,-44.050647497177124,0.005232282499491703,-0.006320953369140625,0.0004092704424510632,1.0018645524978638,64,-2.5637705,1257.0
3072,2,6,1495,0.31201171875,-0.030693970969878137,0.023908611,0.2,-0.0259005818516016,-44.04451811313629,0.014751015783986077,0.001805722713470459,0.0004092704424510632,1.002403974533081,80,-2.5637705,1257.0
3584,2,7,1470,0.275146484375,-0.031618342516594566,0.016014226,0.2,-0.03901265561580658,-44.07697772979736,0.002160891795938369,0.020790457725524902,0.0004092704424510632,1.0036782026290894,96,-2.5637705,1257.0
4096,2,8,1450,0.2335205078125,-0.023170107509940863,0.015742354,0.2,-0.03157878294587135,-44.07262361049652,0.0027657991777232382,-0.004569888114929199,0.0004092704424510632,1.0016753673553467,112,-2.5366483333333334,1257.0
4608,3,9,1436,0.2337646484375,-0.02712684532161802,0.015496319,0.2,-0.03594718500971794,-44.008742332458496,0.0075295127026038244,0.004233181476593018,0.0004092704424510632,1.0003790855407715,128,-2.5366483333333334,1257.0
5120,3,10,1425,0.28271484375,-0.03137263530516066,0.018265001,0.2,-0.039502184838056564,-43.981740832328796,0.0036518261294986587,0.0019280314445495605,0.0004092704424510632,0.9998571276664734,144,-2.51704625,1257.0
5632,3,11,1414,0.3409423828125,-0.032693050598027185,0.024320804,0.2,-0.045469194650650024,-43.97125041484833,0.004397906865051482,0.01004016399383545,0.0004092704424510632,0.9999925494194031,160,-2.51704625,1257.0
6144,4,12,1404,0.2427978515625,-0.02364905759168323,0.014510399,0.2,-0.03415203467011452,-43.950647950172424,0.0020880791344097815,0.005050301551818848,0.0004092704424510632,0.9979178309440613,176,-2.51704625,1257.0
6656,4,13,1397,0.3055419921875,-0.03368594584753737,0.019688096,0.2,-0.04510371759533882,-43.896682381629944,0.0026913590263575315,-0.003508329391479492,0.0004092704424510632,0.9972795248031616,192,-2.4706934,1257.0
7168,5,14,1392,0.2952880859375,-0.029986008012201637,0.019978,0.2,-0.029537757858633995,-43.89478850364685,0.004184115357929841,0.003473997116088867,0.0004092704424510632,0.9978970289230347,208,-2.4706934,1257.0
7680,5,15,1386,0.248779296875,-0.027973881260550115,0.014460914,0.2,-0.03936096280813217,-43.8951975107193,0.0034992140645044856,0.003875911235809326,0.0004092704424510632,0.9967001676559448,224,-2.4369183333333333,1257.0
8192,5,16,1382,0.244384765625,-0.024633918364997953,0.018291056,0.2,-0.028101779520511627,-43.883435130119324,0.008888176598702557,0.003870069980621338,0.0004092704424510632,0.9982333183288574,240,-2.4369183333333333,1257.0
8704,6,17,1378,0.277587890625,-0.027328627940732986,0.023614973,0.2,-0.02257189340889454,-43.950695633888245,0.0034145898098358884,0.005934417247772217,0.0004092704424510632,1.0003877878189087,256,-2.4369183333333333,1257.0
9216,6,18,1369,0.1995849609375,-0.0184995332674589,0.012789228,0.2,-0.01302696205675602,-43.99227213859558,0.0021289448050083593,0.0008706450462341309,0.0004092704424510632,1.00090754032135,272,-2.404332142857143,1257.0
9728,7,19,1358,0.2694091796875,-0.02726235328736948,0.021160103,0.2,-0.032052233815193176,-43.99066436290741,0.017843492329120636,-0.0014557838439941406,0.0004092704424510632,1.0005338191986084,288,-2.404332142857143,1257.0
10240,7,20,1355,0.22509765625,-0.02366249109036289,0.015449129,0.2,-0.03703327849507332,-43.98494231700897,0.004419235738168936,0.00018298625946044922,0.0004092704424510632,1.000705599784851,304,-2.39007575,1257.0
10752,7,21,1354,0.26416015625,-0.024493742152117193,0.023697916,0.2,-0.0225076861679554,-43.964178681373596,0.02335809828946367,-0.0005103349685668945,0.0004092704424510632,0.9989725351333618,320,-2.39007575,1257.0
11264,8,22,1354,0.197021484375,-0.023996480682399124,0.01376255,0.2,-0.0276491679251194,-43.88898575305939,0.0035459307982819155,0.0006130337715148926,0.0004092704424510632,0.9958398938179016,336,-2.39007575,1257.0
11776,8,23,1352,0.2474365234375,-0.026605467515764758,0.018547643,0.2,-0.03935541957616806,-43.80494713783264,0.0020478945298236795,-0.0021320581436157227,0.0004092704424510632,0.9944227337837219,352,-2.383350888888889,1257.0
12288,9,24,1352,0.262451171875,-0.02511290431721136,0.024538293,0.2,-0.009843437001109123,-43.817269802093506,0.03437641420168802,-0.0002535581588745117,0.0004092704424510632,0.996711015701294,368,-2.383350888888889,1257.0
12800,9,25,1350,0.2490234375,-0.028984019372728653,0.02632145,0.2,-0.029567183926701546,-43.84107422828674,0.004248583019943908,0.002245187759399414,0.0004092704424510632,0.9953095316886902,384,-2.3803773999999995,1257.0
13312,9,26,1350,0.1868896484375,-0.021123445563716814,0.013455391,0.2,-0.007001468911767006,-43.77173614501953,0.046796089969575405,-9.620189666748047e-05,0.0004092704424510632,0.9925456643104553,400,-2.3803773999999995,1257.0
13824,10,27,1349,0.1910400390625,-0.019474097032798454,0.011741744,0.2,-0.028293976560235023,-43.69895827770233,0.0037943246716167778,-0.0021027326583862305,0.0004092704424510632,0.9913069605827332,416,-2.3803773999999995,1257.0
14336,10,28,1349,0.1800537109375,-0.021171500724449288,0.013718357,0.2,-0.03640187531709671,-43.69226098060608,0.001459537461414584,0.0035427212715148926,0.0004092704424510632,0.9925625324249268,432,-2.3663981818181816,1257.0
14848,11,29,1348,0.26318359375,-0.019502074450429063,0.023073241,0.2,-0.02251463010907173,-43.72745335102081,0.011575958196772262,0.0005123019218444824,0.0004092704424510632,0.9928689002990723,448,-2.3663981818181816,1257.0
15360,11,30,1348,0.172607421875,-0.020440141990548,0.013255585,0.2,-0.034476201981306076,-43.71323490142822,0.0036214210267644376,-0.0009473562240600586,0.0004092704424510632,0.9916096925735474,464,-2.3435373333333334,1257.0
15872,11,31,1347,0.2381591796875,-0.025279407447669655,0.022458237,0.2,-0.011840377002954483,-43.663745045661926,0.07274379767477512,-0.0001100301742553711,0.0004092704424510632,0.9898567199707031,480,-2.3435373333333334,1257.0
16384,12,32,1345,0.1881103515625,-0.02498733310494572,0.015081382,0.2,-0.04431324452161789,-43.64133930206299,0.004577570354740601,-0.0005550384521484375,0.0004092704424510632,0.9906550645828247,496,-2.335088846153846,1257.0
16896,12,33,1344,0.1849365234375,-0.02021062810672447,0.0153535325,0.2,0.006558343768119812,-43.68888318538666,0.0773164170095697,1.0669231414794922e-05,0.0004092704424510632,0.992458164691925,512,-2.335088846153846,1257.0
