time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,0,1,4175,,,,,,,,,,,,,
1024,0,2,1968,0.2164306640625,-0.02441863584681414,0.012589914,0.2,-0.03583011403679848,-44.01184630393982,0.10103106060705613,-0.15307104587554932,0.0004092704424510632,1.0013905763626099,16,,
1536,0,3,1683,0.260009765625,-0.026789707131683826,0.01607502,0.2,-0.042347222566604614,-44.03802132606506,0.004256206055288203,-0.020323991775512695,0.0004092704424510632,1.002020001411438,32,-2.580542,1257.0
2048,1,4,1562,0.332275390625,-0.036390622321050614,0.033254705,0.2,-0.03465116396546364,-44.06710886955261,0.03144085162784904,0.0063555240631103516,0.0004092704424510632,1.0034469366073608,48,-2.580542,1257.0
2560,1,5,1495,0.2716064453125,-0.02581419763737358,0.01848321,0.2,-0.022790519520640373,-44.09909439086914,0.0035196776370867155,0.013670921325683594,0.0004092704424510632,1.0035966634750366,64,-2.4602994999999996,1257.0
3072,2,6,1452,0.2708740234375,-0.026872907619690523,0.02158424,0.2,-0.031928520649671555,-44.07201528549194,0.013366406928980723,-0.0023359060287475586,0.0004092704424510632,1.0018894672393799,80,-2.4602994999999996,1257.0
3584,2,7,1420,0.21142578125,-0.020711037097498775,0.013131753,0.2,-0.03576073795557022,-44.04709076881409,0.002604148168757092,0.04403442144393921,0.0004092704424510632,1.0024322271347046,96,-2.4602994999999996,1257.0
4096,2,8,1400,0.2578125,-0.025468346240813844,0.020682495,0.2,-0.026805773377418518,-44.0453839302063,0.0033491496578790247,-0.011160850524902344,0.0004092704424510632,1.0011019706726074,112,-2.406657333333333,1257.0
4608,3,9,1385,0.239990234375,-0.02225431671831757,0.016035415,0.2,-0.03813531994819641,-44.005911111831665,0.005515617755008861,0.024005591869354248,0.0004092704424510632,1.0009099245071411,128,-2.406657333333333,1257.0
5120,3,10,1372,0.24853515625,-0.024186079390347004,0.018255826,0.2,-0.033146899193525314,-44.0008704662323,0.003488249160000123,0.004623711109161377,0.0004092704424510632,1.0002226829528809,144,-2.393315,1257.0
5632,4,11,1356,0.2540283203125,-0.02520731941331178,0.019193813,0.2,-0.043546661734580994,-43.977829337120056,0.0037490554896066897,0.03973656892776489,0.0004092704424510632,0.9996896982192993,160,-2.393315,1257.0
6144,4,12,1346,0.274169921875,-0.029956448794109747,0.017179877,0.2,-0.03439665213227272,-43.97202825546265,0.002387640568485949,0.07036447525024414,0.0004092704424510632,0.9999009370803833,176,-2.393315,1257.0
6656,4,13,1339,0.21875,-0.02165043057175353,0.011768873,0.2,-0.02995782531797886,-43.97125601768494,0.002234496179880807,0.0021785497665405273,0.0004092704424510632,0.9997432231903076,192,-2.3928756,1257.0
7168,5,14,1335,0.3236083984375,-0.03173168460489251,0.03099792,0.2,-0.043660420924425125,-43.97128975391388,0.006288202479481697,0.010567724704742432,0.0004092704424510632,0.9995720982551575,208,-2.3928756,1257.0
7680,5,15,1330,0.2779541015625,-0.03156489164393861,0.018059246,0.2,-0.044557925313711166,-43.94995677471161,0.0038566393268411048,-0.00022220611572265625,0.0004092704424510632,0.9988998174667358,224,-2.4003031666666668,1257.0
8192,6,16,1327,0.201416015625,-0.02015885867876932,0.014923412,0.2,-0.01984742283821106,-43.94112527370453,0.010778869880596176,0.010662555694580078,0.0004092704424510632,0.9990431070327759,240,-2.4003031666666668,1257.0
8704,6,17,1322,0.269287109375,-0.029349372343858704,0.017463896,0.2,-0.04412981867790222,-43.965962648391724,0.0031473795388592407,0.04013669490814209,0.0004092704424510632,1.0007410049438477,256,-2.4003031666666668,1257.0
9216,6,18,1319,0.1990966796875,-0.021088763445732184,0.014295092,0.2,-0.01975361816585064,-43.99947488307953,0.002213254541857168,0.02062171697616577,0.0004092704424510632,1.000948429107666,272,-2.385646285714286,1257.0
9728,7,19,1316,0.21826171875,-0.0235977848933544,0.015269069,0.2,-0.025254100561141968,-44.0009526014328,0.018280151212820783,-0.002874612808227539,0.0004092704424510632,1.001409888267517,288,-2.385646285714286,1257.0
10240,7,20,1313,0.223388671875,-0.02418407768709585,0.015156086,0.2,-0.04410666599869728,-43.9948296546936,0.0037021513853687793,-0.0009503364562988281,0.0004092704424510632,0.9997910857200623,304,-2.3672364999999997,1257.0
10752,8,21,1310,0.2998046875,-0.031428023125045,0.029963125,0.2,-0.027161404490470886,-43.92886281013489,0.024958438123576343,0.001426398754119873,0.0004092704424510632,0.998292863368988,320,-2.3672364999999997,1257.0
11264,8,22,1308,0.2423095703125,-0.021421900542918593,0.019098908,0.2,-0.02188025414943695,-43.90485060214996,0.003383658840903081,0.0193900465965271,0.0004092704424510632,0.9980454444885254,336,-2.3672364999999997,1257.0
11776,9,23,1307,0.18994140625,-0.021998170530423522,0.011929343,0.2,-0.024154091253876686,-43.88381636142731,0.0015701791526225861,0.015290021896362305,0.0004092704424510632,0.9966548681259155,352,-2.3506596666666666,1257.0
12288,9,24,1305,0.2210693359375,-0.02061405208951328,0.015435332,0.2,-0.0029691755771636963,-43.85198998451233,0.03641981160035357,-0.00012767314910888672,0.0004092704424510632,0.99619460105896,368,-2.3506596666666666,1257.0
12800,9,25,1304,0.239990234375,-0.024097615416394547,0.01919495,0.2,-0.045508284121751785,-43.82959985733032,0.00423215510090813,0.0009260773658752441,0.0004092704424510632,0.9952715635299683,384,-2.3465725999999996,1257.0
13312,10,26,1303,0.2449951171875,-0.02679728482326027,0.020143293,0.2,-0.0159157644957304,-43.78275537490845,0.04458788479678333,0.00045865774154663086,0.0004092704424510632,0.9937159419059753,400,-2.3465725999999996,1257.0
13824,10,27,1302,0.2813720703125,-0.03222110166097991,0.022048753,0.2,-0.029898684471845627,-43.748180866241455,0.003981941597885452,0.004398465156555176,0.0004092704424510632,0.9935430884361267,416,-2.3465725999999996,1257.0
14336,11,28,1302,0.2506103515625,-0.027167992207978386,0.016425319,0.2,-0.03818695247173309,-43.73113930225372,0.0015275271325663198,0.013321399688720703,0.0004092704424510632,0.9920068383216858,432,-2.345802727272727,1257.0
14848,11,29,1301,0.30712890625,-0.02375124703394249,0.033458956,0.2,-0.024812333285808563,-43.686320781707764,0.011204531518160366,0.004789948463439941,0.0004092704424510632,0.9915871024131775,448,-2.345802727272727,1257.0
15360,11,30,1300,0.194091796875,-0.021209555663517676,0.012789797,0.2,-0.030765611678361893,-43.684239983558655,0.004575001708872151,-0.009060382843017578,0.0004092704424510632,0.9912652373313904,464,-2.3518155833333334,1257.0
15872,12,31,1300,0.2386474609375,-0.03054300812073052,0.01763395,0.2,-0.009247105568647385,-43.65618360042572,0.07355653494596481,5.054473876953125e-05,0.0004092704424510632,0.9895843267440796,480,-2.3518155833333334,1257.0
16384,12,32,1299,0.244140625,-0.026259442587615922,0.01891555,0.2,-0.03679417073726654,-43.58256554603577,0.004359436185040977,0.0017216205596923828,0.0004092704424510632,0.9863874316215515,496,-2.349889,1257.0
16896,13,33,1298,0.23486328125,-0.02625142475881148,0.021264058,0.2,-0.0028757676482200623,-43.50204920768738,0.08280961960554123,0.00046747922897338867,0.0004092704424510632,0.9853132963180542,512,-2.349889,1257.0
17408,13,34,1298,0.2398681640625,-0.02855542954057455,0.018706255,0.2,-0.036845725029706955,-43.468658566474915,0.0019994921203760896,0.029905974864959717,0.0004092704424510632,0.9836122393608093,528,-2.349889,1257.0
17920,13,35,1298,0.30419921875,-0.03534623408631887,0.031808242,0.2,-0.0393512099981308,-43.43732273578644,0.0037515569347306155,-0.009688377380371094,0.0004092704424510632,0.9839776158332825,544,-2.3400862142857144,1257.0
18432,14,36,1297,0.2432861328125,-0.030238450985052623,0.02146395,0.2,-0.0017702840268611908,-43.46320831775665,0.08739308710210025,4.649162292480469e-06,0.0004092704424510632,0.984869658946991,560,-2.3400862142857144,1257.0
18944,14,37,1297,0.214599609375,-0.02374271090957336,0.015814047,0.2,-0.029895298182964325,-43.47316825389862,0.003976644853537437,0.0005891919136047363,0.0004092704424510632,0.9843629598617554,576,-2.3266417999999995,1257.0
19456,15,38,1296,0.2506103515625,-0.024048451072303578,0.026312957,0.2,0.012016352266073227,-43.441457629203796,0.09346249443478882,0.00048482418060302734,0.0004092704424510632,0.9831883907318115,592,-2.3266417999999995,1257.0
19968,15,39,1295,0.2303466796875,-0.028295186784816906,0.01676701,0.2,-0.0330001562833786,-43.42063760757446,0.0023801494244253263,0.014374792575836182,0.0004092704424510632,0.9833425879478455,608,-2.3266417999999995,1257.0
20480,15,40,1295,0.2568359375,-0.026031255678390153,0.021628197,0.2,-0.04799221083521843,-43.42461943626404,0.002549437173001934,-0.00585329532623291,0.0004092704424510632,0.9828786253929138,624,-2.3226659375,1257.0
20992,16,41,1294,0.25927734375,-0.025479592331976164,0.019558886,0.2,0.014559533447027206,-43.41971480846405,0.10367906442843378,0.0003215670585632324,0.0004092704424510632,0.9835448265075684,640,-2.3226659375,1257.0
21504,16,42,1293,0.231689453125,-0.029143085528630763,0.016031608,0.2,-0.041887350380420685,-43.451762557029724,0.0035536134855647106,0.006254911422729492,0.0004092704424510632,0.9849159121513367,656,-2.3115498235294116,1257.0
22016,17,43,1293,0.25146484375,-0.028096011141315103,0.018985152,0.2,0.010925255715847015,-43.46726965904236,0.1037313889246434,0.0004892945289611816,0.0004092704424510632,0.9842718839645386,672,-2.3115498235294116,1257.0
22528,17,44,1292,0.21630859375,-0.02400566398864612,0.01701997,0.2,-0.02910427749156952,-43.46700596809387,0.0034088049760612193,0.010750889778137207,0.0004092704424510632,0.9856466054916382,688,-2.3115498235294116,1257.0
23040,17,45,1292,0.232666015625,-0.025150781686534174,0.016029201,0.2,-0.04152563586831093,-43.49574422836304,0.0018370361176494043,0.003736734390258789,0.0004092704424510632,0.985433042049408,704,-2.3078591666666664,1257.0
23552,18,46,1292,0.301025390625,-0.02689254845608957,0.022749387,0.2,0.010992050170898438,-43.49157178401947,0.11235738988034427,0.0002345442771911621,0.0004092704424510632,0.9862036108970642,720,-2.3078591666666664,1257.0
24064,18,47,1292,0.252685546875,-0.03080336616403656,0.0160017,0.2,-0.04524125158786774,-43.535757660865784,0.003782311119721271,0.006390810012817383,0.0004092704424510632,0.9883567094802856,736,-2.2942376315789472,1257.0
24576,19,48,1291,0.2777099609375,-0.027175127615919337,0.023433395,0.2,0.011040236800909042,-43.594332337379456,0.1135892120655626,0.00044226646423339844,0.0004092704424510632,0.9891200661659241,752,-2.2942376315789472,1257.0
25088,19,49,1291,0.2142333984375,-0.022761832195101306,0.014801733,0.2,-0.029835430905222893,-43.59575271606445,0.003060681490751449,0.007774531841278076,0.0004092704424510632,0.9888583421707153,768,-2.2942376315789472,1257.0
25600,19,50,1290,0.19921875,-0.020432888180948794,0.011929678,0.2,-0.024174559861421585,-43.5704448223114,0.0018594476860016584,0.0004994869232177734,0.0004092704424510632,0.9873982667922974,784,-2.2980828499999997,1257.0
26112,20,51,1289,0.2559814453125,-0.023921130399685353,0.022818211,0.2,0.04194793105125427,-43.51797294616699,0.11889775679446757,0.0001901388168334961,0.0004092704424510632,0.9856998920440674,800,-2.2980828499999997,1257.0
26624,20,52,1289,0.2718505859375,-0.02938463567988947,0.02327566,0.2,-0.05009793862700462,-43.476125955581665,0.0040050166280707344,0.0020291805267333984,0.0004092704424510632,0.9849560856819153,816,-2.2949088571428566,1257.0
27136,21,53,1289,0.2303466796875,-0.023524138567154296,0.021899484,0.2,0.03237985074520111,-43.435311675071716,0.12712060357443988,0.00032216310501098633,0.0004092704424510632,0.9825716614723206,832,-2.2949088571428566,1257.0
27648,21,54,1289,0.2044677734375,-0.021506025193957612,0.016496088,0.2,-0.03792313486337662,-43.380645513534546,0.004455636764760129,0.00044167041778564453,0.0004092704424510632,0.9825044870376587,848,-2.2949088571428566,1257.0
28160,21,55,1288,0.2008056640625,-0.022833476614323445,0.016010756,0.2,-0.033944398164749146,-43.38621377944946,0.001389378232488525,0.005283772945404053,0.0004092704424510632,0.9823400378227234,864,-2.300155909090909,1257.0
28672,22,56,1288,0.24755859375,-0.019360419042641297,0.028953139,0.2,-0.0030506420880556107,-43.37388837337494,0.039165691487141885,0.0004519820213317871,0.0004092704424510632,0.9816157221794128,880,-2.300155909090909,1257.0
29184,22,57,1288,0.14794921875,-0.01828917577950051,0.010766324,0.2,-0.027754906564950943,-43.37623941898346,0.0034022807521978393,-0.000415802001953125,0.0004092704424510632,0.9827633500099182,896,-2.2961327826086957,1257.0
29696,23,58,1288,0.2664794921875,-0.03097815734508913,0.025485452,0.2,0.03735902160406113,-43.39864528179169,0.1583738997578621,0.0004690885543823242,0.0004092704424510632,0.9823278784751892,912,-2.2961327826086957,1257.0
30208,23,59,1288,0.2197265625,-0.02547921799850883,0.015256582,0.2,-0.03686364367604256,-43.371126651763916,0.004311587814299855,0.002122640609741211,0.0004092704424510632,0.981683611869812,928,-2.2959935000000002,1257.0
30720,23,60,1288,0.266357421875,-0.02669456099101808,0.021629382,0.2,0.05030050873756409,-43.34977650642395,0.1548379473388195,0.00013214349746704102,0.0004092704424510632,0.9805206656455994,944,-2.2959935000000002,1257.0
31232,24,61,1288,0.258544921875,-0.029885143652791157,0.023007005,0.2,-0.0392691008746624,-43.32798480987549,0.0023918516526464373,0.014574050903320312,0.0004092704424510632,0.9811877608299255,960,-2.2959935000000002,1257.0
31744,24,62,1288,0.2037353515625,-0.023083269188646227,0.017723981,0.2,-0.02925124019384384,-43.35050702095032,0.0035447724658297375,-0.002563953399658203,0.0004092704424510632,0.9811172485351562,976,-2.2931994400000004,1257.0
32256,25,63,1288,0.2147216796875,-0.02391537076618988,0.02269335,0.2,0.03952886164188385,-43.32051396369934,0.15567927504889667,0.00035953521728515625,0.0004092704424510632,0.9793885350227356,992,-2.2931994400000004,1257.0
32768,25,64,1287,0.165283203125,-0.01854975026799366,0.015094045,0.2,-0.02635699324309826,-43.263182282447815,0.005380509748647455,0.0006943941116333008,0.0004092704424510632,0.97800213098526,1008,-2.2875192692307698,1257.0
33280,25,65,1287,0.2047119140625,-0.021025737092713825,0.01757125,0.2,0.04125813767313957,-43.22161567211151,0.15763630159199238,0.0002085566520690918,0.0004092704424510632,0.9765662550926208,1024,-2.2875192692307698,1257.0
33792,26,66,1287,0.242431640625,-0.0300063122267602,0.022307247,0.2,-0.044025272130966187,-43.17114341259003,0.0032595464508631267,0.0018871426582336426,0.0004092704424510632,0.9750596880912781,1040,-2.2875192692307698,1257.0
34304,26,67,1286,0.246337890625,-0.027680134036927484,0.015245794,0.2,-0.034332308918237686,-43.112934947013855,0.0021149415770196356,0.00016736984252929688,0.0004092704424510632,0.9723564982414246,1056,-2.28135362962963,1257.0
34816,27,68,1286,0.2474365234375,-0.024433636164758354,0.016575249,0.2,0.04111895710229874,-43.04669713973999,0.15179784526117146,0.00032395124435424805,0.0004092704424510632,0.9719378352165222,1072,-2.28135362962963,1257.0
35328,27,69,1286,0.17919921875,-0.017983876867219806,0.014383057,0.2,-0.024913348257541656,-43.0636442899704,0.004126836633076891,0.001930832862854004,0.0004092704424510632,0.9732906222343445,1088,-2.2793547500000004,1257.0
35840,27,70,1286,0.2742919921875,-0.02934560624998994,0.022758666,0.2,0.006144065409898758,-43.08439826965332,0.1509462366811931,0.00023561716079711914,0.0004092704424510632,0.9726174473762512,1104,-2.2793547500000004,1257.0
36352,28,71,1286,0.213134765625,-0.024223803637141827,0.015980117,0.2,-0.03197956830263138,-43.08471357822418,0.0027941360422119033,0.0018054842948913574,0.0004092704424510632,0.9744322896003723,1120,-2.2793547500000004,1257.0
36864,28,72,1285,0.24609375,-0.027098098915303126,0.018608682,0.2,-0.038023240864276886,-43.14281976222992,0.0024449470329273026,-6.330013275146484e-05,0.0004092704424510632,0.9757770895957947,1136,-2.2725855517241382,1257.0
37376,29,73,1285,0.2374267578125,-0.02460523255285807,0.018587884,0.2,0.037751704454422,-43.14293968677521,0.15921644493937492,0.00029772520065307617,0.0004092704424510632,0.9742146134376526,1152,-2.2725855517241382,1257.0
37888,29,74,1285,0.22216796875,-0.025811577652348205,0.018560775,0.2,-0.041149694472551346,-43.08590066432953,0.0044640501801040955,0.001484692096710205,0.0004092704424510632,0.9729034900665283,1168,-2.2698926,1257.0
38400,29,75,1285,0.2578125,-0.030131579493172467,0.03006408,0.2,0.01632998138666153,-43.035348892211914,0.14911912521347404,0.0002904534339904785,0.0004092704424510632,0.9705086350440979,1184,-2.2698926,1257.0
38912,30,76,1285,0.248779296875,-0.028572589028044604,0.017431937,0.2,-0.04440983012318611,-42.97303926944733,0.0035731958705582656,0.0010541081428527832,0.0004092704424510632,0.9700332880020142,1200,-2.2698926,1257.0
39424,30,77,1285,0.26416015625,-0.028446319978684187,0.017883938,0.2,-0.038436926901340485,-42.979138135910034,0.002032488861004822,0.0004329085350036621,0.0004092704424510632,0.9705235362052917,1216,-2.267142,1257.0
39936,31,78,1285,0.260986328125,-0.028756766085280105,0.025708701,0.2,0.05060500651597977,-43.00634980201721,0.1545276064425707,0.000260770320892334,0.0004092704424510632,0.9715423583984375,1232,-2.267142,1257.0
40448,31,79,1285,0.203369140625,-0.022455254016676918,0.015732374,0.2,-0.029338207095861435,-43.04280436038971,0.003941987939469982,0.001863241195678711,0.0004092704424510632,0.9733173251152039,1248,-2.26601959375,1257.0
40960,31,80,1286,0.244384765625,-0.028379075854900293,0.015831219,0.2,0.04439064487814903,-43.089608669281006,0.16633619321510196,0.00028693675994873047,0.0004092704424510632,0.9737167954444885,1264,-2.26601959375,1257.0
41472,32,81,1286,0.2191162109375,-0.022727855495759286,0.01890091,0.2,-0.03721540421247482,-43.08819365501404,0.004168791463598609,-0.0007836818695068359,0.0004092704424510632,0.9738934636116028,1280,-2.26601959375,1257.0
41984,32,82,1286,0.2325439453125,-0.025815667482675053,0.020824272,0.2,-0.040725503116846085,-43.09363639354706,0.0010578334113233723,0.0004968643188476562,0.0004092704424510632,0.9739165306091309,1296,-2.258102787878788,1257.0
42496,33,83,1286,0.2860107421875,-0.023019304731860757,0.0325168,0.2,0.0010716021060943604,-43.09649300575256,0.06338958907872438,0.00023323297500610352,0.0004092704424510632,0.9741436839103699,1312,-2.258102787878788,1257.0
43008,33,84,1286,0.2169189453125,-0.023471483087632805,0.016833518,0.2,-0.03881757706403732,-43.09863591194153,0.003941310482332483,0.001236557960510254,0.0004092704424510632,0.9738419055938721,1328,-2.259841029411765,1257.0
43520,33,85,1286,0.2496337890625,-0.024596157454652712,0.021920567,0.2,0.058904558420181274,-43.09556210041046,0.18498584581539035,0.0005835294723510742,0.0004092704424510632,0.9741459488868713,1344,-2.259841029411765,1257.0
44032,34,86,1286,0.2208251953125,-0.022653568245004863,0.015899375,0.2,-0.03332880884408951,-43.11022388935089,0.003781520928896498,-0.0012720823287963867,0.0004092704424510632,0.9745152592658997,1360,-2.2623137714285715,1257.0
44544,34,87,1286,0.2540283203125,-0.028231164935277775,0.02431974,0.2,0.053310737013816833,-43.11839199066162,0.182759546674788,0.0001526474952697754,0.0004092704424510632,0.9749800562858582,1376,-2.2623137714285715,1257.0
45056,35,88,1286,0.2545166015625,-0.02639563923003152,0.015926974,0.2,-0.03669208660721779,-43.13806664943695,0.003189549272065051,0.0008597970008850098,0.0004092704424510632,0.9753224849700928,1392,-2.2623137714285715,1257.0
45568,35,89,1286,0.2474365234375,-0.030119036848191172,0.018276837,0.2,-0.049755923449993134,-43.14474010467529,0.0036749568025697954,0.00020444393157958984,0.0004092704424510632,0.975662887096405,1408,-2.2598070833333335,1257.0
46080,35,90,1286,0.280517578125,-0.028045023856975604,0.030278206,0.2,0.04539632052183151,-43.14323425292969,0.1812096443027258,0.00021833181381225586,0.0004092704424510632,0.9746816158294678,1424,-2.2598070833333335,1257.0
46592,36,91,1287,0.2281494140625,-0.023947666501044296,0.01786337,0.2,-0.024123746901750565,-43.110389947891235,0.0050752538300002925,0.00044155120849609375,0.0004092704424510632,0.9741763472557068,1440,-2.261996972972973,1257.0
47104,36,92,1288,0.218017578125,-0.024478831328451633,0.02112573,0.2,0.06558258831501007,-43.11573827266693,0.17438650643453002,0.00018936395645141602,0.0004092704424510632,0.9749573469161987,1456,-2.261996972972973,1257.0
47616,36,93,1288,0.275634765625,-0.030263004184234887,0.023969863,0.2,-0.05062946677207947,-43.12556576728821,0.0026387401012470946,0.0007107257843017578,0.0004092704424510632,0.9746435880661011,1472,-2.261996972972973,1257.0
48128,37,94,1288,0.232177734375,-0.02380432578502223,0.018127494,0.2,-0.022892460227012634,-43.12273812294006,0.0025364229040860664,0.0001442432403564453,0.0004092704424510632,0.9755080342292786,1488,-2.2572793947368424,1257.0
48640,37,95,1288,0.2078857421875,-0.022993802711425815,0.014500863,0.2,0.0574570931494236,-43.12271177768707,0.17570853233337402,0.0002994537353515625,0.0004092704424510632,0.9736249446868896,1504,-2.2572793947368424,1257.0
49152,38,96,1288,0.2415771484375,-0.02704656234709546,0.017575126,0.2,-0.034321583807468414,-43.036683678627014,0.005223853178904392,0.0018218159675598145,0.0004092704424510632,0.9709092378616333,1520,-2.2533765384615387,1257.0
49664,38,97,1288,0.20068359375,-0.021910429320996627,0.017595965,0.2,0.049540821462869644,-42.97985327243805,0.16437659203074872,0.00029593706130981445,0.0004092704424510632,0.9701381325721741,1536,-2.2533765384615387,1257.0
50176,38,98,1288,0.23486328125,-0.024080169459921308,0.016199552,0.2,-0.03948573023080826,-42.97384250164032,0.003517854980600532,0.0008278489112854004,0.0004092704424510632,0.9704936742782593,1552,-2.2533765384615387,1257.0
50688,39,99,1288,0.1748046875,-0.02043057074479293,0.014432436,0.2,-0.031194478273391724,-42.96921396255493,0.0019250021468906198,0.0010091662406921387,0.0004092704424510632,0.9694564342498779,1568,-2.251928375,1257.0
51200,39,100,1288,0.214599609375,-0.021670212008757517,0.017566834,0.2,0.04569787532091141,-42.921459913253784,0.17640202166512609,0.0002777576446533203,0.0004092704424510632,0.9676727056503296,1584,-2.251928375,1257.0
51712,40,101,1288,0.186279296875,-0.02172336826333776,0.0154232485,0.2,-0.037491269409656525,-42.89746427536011,0.005157134699402377,0.0010915398597717285,0.0004092704424510632,0.9687394499778748,1600,-2.2532398048780484,1257.0
