train/ent_coef_loss,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,time/fps
-181.87786865234375,0.0008459126528049375,5032,-4.590930500000001,1258.0,4,468,4931,-121.0553970336914,1.2112033367156982,0.01705647073686123,10
-4.008463382720947,0.0008459126528049375,10064,-3.4315926250000004,1258.0,8,944,9963,-128.49075317382812,6.096020698547363,0.0010272613726556301,10
5.837559700012207,0.0008459126528049375,15096,-2.7144245833333334,1258.0,12,1419,14995,-130.53993225097656,5.796154499053955,0.0010025164810940623,10
-14.018579483032227,0.0008459126528049375,20128,-2.3563602500000003,1258.0,16,1889,20027,-123.03713989257812,4.2478928565979,0.0011615267721936107,10
-2.8248209953308105,0.0008459126528049375,25160,-2.1102927499999997,1258.0,20,14,25059,-121.8514404296875,4.790534019470215,0.0009247627458535135,10
-9.98994255065918,0.0008459126528049375,30192,-1.9341987916666668,1258.0,24,473,30091,-118.34317779541016,2.912968158721924,0.0007482981309294701,10
-15.88020133972168,0.0008459126528049375,35224,-1.8250950357142854,1258.0,28,932,35123,-116.89794921875,1.9113073348999023,0.00038726310594938695,10
48.22484588623047,0.0008459126528049375,40256,-1.79081275,1258.0,32,1391,40155,-98.36624908447266,5.8728718757629395,0.0005288561806082726,10
11.26724910736084,0.0008459126528049375,45288,-1.736582111111111,1258.0,36,1846,45187,-87.64899444580078,11.562030792236328,0.0005497456295415759,10
50.16408920288086,0.0008459126528049375,50320,-1.7041669250000002,1258.0,40,29,50219,-82.96864318847656,8.869270324707031,0.0008465253631584346,10
2.284285068511963,0.0008459126528049375,55352,-1.6533178863636364,1258.0,44,498,55251,-72.46109771728516,10.43975830078125,0.0013060530181974173,10
-30.22083282470703,0.0008459126528049375,60384,-1.6231309583333335,1258.0,48,973,60283,-63.23588180541992,19.64529037475586,0.0016518569318577647,10
-67.98990631103516,0.0008459126528049375,65416,-1.5916740961538463,1258.0,52,1441,65315,-49.0770149230957,23.397891998291016,0.0014549718471243978,10
12.773338317871094,0.0008459126528049375,70448,-1.556114357142857,1258.0,56,1904,70347,-36.14778137207031,29.37407684326172,0.0015504964394494891,10
-19.743331909179688,0.0008459126528049375,75480,-1.5266327833333333,1258.0,60,44,75379,-14.141202926635742,27.65399932861328,0.0016636071959510446,10
-32.627174377441406,0.0008459126528049375,80512,-1.513278234375,1258.0,64,508,80411,6.4036149978637695,20.491867065429688,0.0014689061790704727,10
-86.83468627929688,0.0008459126528049375,85544,-1.48873025,1258.0,68,975,85443,10.91319751739502,13.74937629699707,0.0008411071612499654,10
-92.09840393066406,0.0008459126528049375,90576,-1.479329736111111,1258.0,72,1443,90475,22.286285400390625,11.148153305053711,0.0009695789194665849,10
