train/critic_loss,rollout/ep_len_mean,time/episodes,train/ent_coef_loss,train/n_updates,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/actor_loss,train/ent_coef
1.7296650409698486,1223.0,4,-158.06515502929688,4791,11,-4.18308075,439,4892,0.0008459126528049375,-122.41730499267578,0.01938682608306408
50.360801696777344,1223.0,8,-5.08590030670166,9683,10,-3.131234875,891,9784,0.0008459126528049375,-128.15249633789062,0.0014580207644030452
51.76144790649414,1223.0,12,0.4266955852508545,14575,10,-2.478881916666667,1343,14676,0.0008459126528049375,-134.0371551513672,0.0008148127817548811
30.787368774414062,1223.0,16,34.31025695800781,19467,10,-2.1841049999999997,1795,19568,0.0008459126528049375,-129.03662109375,0.0016275133239105344
7.04803466796875,1223.0,20,-70.93885040283203,24359,10,-1.9803788999999998,2246,24460,0.0008459126528049375,-117.90637969970703,0.0014518192037940025
19.377727508544922,1223.0,24,-59.21751022338867,29251,10,-1.8964277083333332,398,29352,0.0008459126528049375,-113.46492004394531,0.0008049590396694839
2.4463882446289062,1223.0,28,-87.01226806640625,34143,10,-1.8236405,847,34244,0.0008459126528049375,-108.31538391113281,0.0008971129427663982
1.8587677478790283,1223.0,32,-85.21236419677734,39035,10,-1.7492861249999998,1295,39136,0.0008459126528049375,-96.1889877319336,0.0014229193329811096
13.047798156738281,1223.0,36,323.7427062988281,43927,10,-1.688145333333333,1740,44028,0.0008459126528049375,-77.97114562988281,0.0019283279543742537
1.169737458229065,1223.0,40,-36.273887634277344,48819,10,-1.6618846,2185,48920,0.0008459126528049375,-78.89723205566406,0.0006059354054741561
4.319595813751221,1223.0,44,46.03820037841797,53711,10,-1.5861608863636365,352,53812,0.0008459126528049375,-74.68589782714844,0.0009000428253784776
2.0171890258789062,1223.0,48,20.46344757080078,58603,10,-1.5479553125,808,58704,0.0008459126528049375,-68.33126068115234,0.001089617027901113
19.426067352294922,1223.0,52,57.57960510253906,63495,10,-1.517678153846154,1274,63596,0.0008459126528049375,-67.40846252441406,0.000565074326004833
12.549280166625977,1223.0,56,6.224090576171875,68387,10,-1.4836431964285715,1739,68488,0.0008459126528049375,-60.82415771484375,0.0012188616674393415
6.90151309967041,1223.0,60,-30.771568298339844,73279,10,-1.4487052666666667,2202,73380,0.0008459126528049375,-53.754573822021484,0.0019408164080232382
10.923274993896484,1223.0,64,-1.3985462188720703,78171,10,-1.4145042343749998,312,78272,0.0008459126528049375,-50.440269470214844,0.0010052761062979698
55.702362060546875,1223.0,68,9.21638298034668,83063,10,-1.3903140588235292,779,83164,0.0008459126528049375,-42.67851257324219,0.0016008408274501562
43.75069808959961,1223.0,72,36.70057678222656,87955,10,-1.3736879583333332,1245,88056,0.0008459126528049375,-37.998756408691406,0.0010792843531817198
