train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps
4931,-122.40241241455078,0.0008459126528049375,1.8317883014678955,-163.29087829589844,0.017291052266955376,4,75,1258.0,-5.01843125,5032,66
9963,-120.52310943603516,0.0008459126528049375,3.4030017852783203,-77.05834197998047,0.0007436848827637732,8,153,1258.0,-3.735325,10064,65
14995,-115.05390930175781,0.0008459126528049375,4.045729160308838,-60.150630950927734,0.0005115713574923575,12,230,1258.0,-3.2721139999999997,15096,65
20027,-110.03251647949219,0.0008459126528049375,1.3287314176559448,49.07673645019531,0.000795325729995966,16,308,1258.0,-2.9073355625,20128,65
25059,-105.12345886230469,0.0008459126528049375,2.839977264404297,-26.735485076904297,0.00038545820279978216,20,2,1258.0,-2.71008755,25160,65
30091,-87.62435913085938,0.0008459126528049375,6.2741804122924805,20.242822647094727,0.00045637143193744123,24,79,1258.0,-2.5056425833333336,30192,65
35123,-85.10519409179688,0.0008459126528049375,2.4824373722076416,-21.618032455444336,0.0006703352555632591,28,156,1258.0,-2.4088634285714288,35224,65
40155,-66.79693603515625,0.0008459126528049375,1.5890388488769531,6.607274532318115,0.0003978430468123406,32,233,1258.0,-2.3481544375,40256,65
45187,-59.64399337768555,0.0008459126528049375,1.3293037414550781,-60.154335021972656,0.0006764260469935834,36,311,1258.0,-2.29293525,45288,65
50219,-59.263893127441406,0.0008459126528049375,1.2435853481292725,13.429429054260254,0.000633646734058857,40,4,1258.0,-2.243631475,50320,64
55251,-55.08451461791992,0.0008459126528049375,1.3999671936035156,8.05896282196045,0.00031907172524370253,44,82,1258.0,-2.2294964318181822,55352,65
60283,-49.68717575073242,0.0008459126528049375,4.980844497680664,-47.80349349975586,0.0005302829085849226,48,159,1258.0,-2.203546708333333,60384,64
65315,-51.779640197753906,0.0008459126528049375,1.2929350137710571,7.928065299987793,0.000400625285692513,52,238,1258.0,-2.198725865384615,65416,64
70347,-47.01897430419922,0.0008459126528049375,1.7511579990386963,75.89262390136719,0.00030780668021179736,56,316,1258.0,-2.1842787678571427,70448,64
75379,-44.82887268066406,0.0008459126528049375,0.7557475566864014,113.63484191894531,0.0004876895109191537,60,7,1258.0,-2.1630467999999996,75480,62
80411,-38.85135269165039,0.0008459126528049375,1.2510215044021606,-1.5478649139404297,0.000486138800624758,64,89,1258.0,-2.15279478125,80512,61
85443,-41.821319580078125,0.0008459126528049375,1.6578412055969238,-33.46561813354492,0.000810493715107441,68,170,1258.0,-2.155839,85544,61
90475,-33.61716079711914,0.0008459126528049375,2.3136119842529297,29.98650360107422,0.00045523906010203063,72,251,1258.0,-2.1624689166666666,90576,61
95507,-32.23998260498047,0.0008459126528049375,4.15460729598999,-88.1389389038086,0.0006814358639530838,76,334,1258.0,-2.169359118421053,95608,61
