train/learning_rate,rollout/ep_rew_mean,train/ent_coef,train/actor_loss,train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed
0.0008459126528049375,-4.4658637500000005,0.01729709655046463,-121.7423095703125,4931,11,1258.0,4,2.103929042816162,-172.57635498046875,5032,420
0.0008459126528049375,-3.366042375,0.0013094659661874175,-127.71350860595703,9963,12,1258.0,8,6.443702697753906,34.83129119873047,10064,835
0.0008459126528049375,-2.724394166666667,0.001147616421803832,-133.1712646484375,14995,11,1258.0,12,8.389041900634766,52.266929626464844,15096,1265
0.0008459126528049375,-2.4580474375,0.0010097026824951172,-132.2631378173828,20027,11,1258.0,16,5.367840766906738,49.50752258300781,20128,1712
0.0008459126528049375,-2.2311003,0.0008134630043059587,-132.70506286621094,25059,11,1258.0,20,2.3660435676574707,49.06398010253906,25160,14
0.0008459126528049375,-2.029917708333333,0.0006922237225808203,-129.34844970703125,30091,11,1258.0,24,2.144751787185669,-69.02189636230469,30192,455
0.0008459126528049375,-1.9049886071428568,0.0006878380663692951,-111.77313232421875,35123,11,1258.0,28,3.721320629119873,-40.483802795410156,35224,895
0.0008459126528049375,-1.8076690625,0.0010346451308578253,-109.45923614501953,40155,11,1258.0,32,9.668128967285156,-35.43449783325195,40256,1328
0.0008459126528049375,-1.7582941111111112,0.0006619780324399471,-103.030517578125,45187,11,1258.0,36,6.37465238571167,20.649429321289062,45288,1775
0.0008459126528049375,-1.6935207499999998,0.0008380657527595758,-99.23725128173828,50219,11,1258.0,40,3.4413623809814453,-34.36692810058594,50320,27
0.0008459126528049375,-1.6384502045454545,0.0012353950878605247,-92.14813232421875,55251,11,1258.0,44,7.358592987060547,9.919525146484375,55352,455
0.0008459126528049375,-1.6121389375,0.0009102650219574571,-86.04193115234375,60283,11,1258.0,48,34.154380798339844,49.02218246459961,60384,895
0.0008459126528049375,-1.580043288461538,0.00175782002042979,-68.5600814819336,65315,11,1258.0,52,47.842857360839844,94.91748046875,65416,1341
0.0008459126528049375,-1.562667732142857,0.0009668268612585962,-71.22825622558594,70347,11,1258.0,56,138.67776489257812,8.499515533447266,70448,1788
0.0008459126528049375,-1.5354324,0.0022547664120793343,-62.420772552490234,75379,11,1258.0,60,9.393899917602539,-12.83812427520752,75480,40
0.0008459126528049375,-1.524933109375,0.0017104155849665403,-40.764827728271484,80411,11,1258.0,64,35.34208679199219,24.5639591217041,80512,491
0.0008459126528049375,-1.518724294117647,0.0015500647714361548,-34.24824142456055,85443,11,1258.0,68,95.16981506347656,-23.939008712768555,85544,940
0.0008459126528049375,-1.5010010416666668,0.0015232872683554888,-28.51163101196289,90475,11,1258.0,72,7.914989471435547,4.674428939819336,90576,1380
0.0008459126528049375,-1.4877934342105263,0.004456839989870787,2.447927474975586,95507,11,1258.0,76,139.0990753173828,-4.693055152893066,95608,1819
