time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/learning_rate,train/approx_kl,train/std,train/loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/entropy_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,3632,1,512,,,,,,,,,,,,,
0,1753,2,1024,-1.7019588947296143,0.0004092704424510632,0.014112002,0.9976021647453308,-0.03531281277537346,0.16016565025711316,0.2347412109375,16,0.2,-43.95320498943329,-0.02746137764188461,,
1,1512,3,1536,-0.11854076385498047,0.0004092704424510632,0.024583112,0.997021496295929,-0.03355608135461807,0.003672543083666824,0.330078125,32,0.2,-43.89884901046753,-0.03269776885281317,1258.0,-2.350171
1,1409,4,2048,-0.0010883808135986328,0.0004092704424510632,0.016093327,0.9984604716300964,-0.013931533321738243,0.01207264645199757,0.2239990234375,48,0.2,-43.909902691841125,-0.01705888911965303,1258.0,-2.350171
1,1353,5,2560,-0.0027298927307128906,0.0004092704424510632,0.018555645,0.9996525049209595,-0.026144640520215034,0.0038552149853785522,0.3240966796875,64,0.2,-43.95641374588013,-0.03253775599296205,1258.0,-2.4231465
2,1325,6,3072,-0.0027327537536621094,0.0004092704424510632,0.015687332,0.997803807258606,-0.027854813262820244,0.006563122558873147,0.23681640625,80,0.2,-43.95304811000824,-0.024117111664963886,1258.0,-2.4231465
2,1301,7,3584,-0.00466465950012207,0.0004092704424510632,0.017737053,0.9971664547920227,-0.031732335686683655,0.005004030630516354,0.258056640625,96,0.2,-43.897960782051086,-0.026855561358388513,1258.0,-2.4231465
3,1286,8,4096,0.0114402174949646,0.0004092704424510632,0.015804455,0.9969602823257446,-0.04548906907439232,0.00278193559643114,0.2423095703125,112,0.2,-43.89191496372223,-0.02568262055865489,1258.0,-2.457721
3,1273,9,4608,0.00277632474899292,0.0004092704424510632,0.020660505,0.9942497611045837,-0.04956401139497757,0.0038709878353984095,0.2911376953125,128,0.2,-43.850257992744446,-0.036966644765925594,1258.0,-2.457721
4,1265,10,5120,0.0005563497543334961,0.0004092704424510632,0.022240784,0.9934613704681396,-0.0404241718351841,0.0052880633738823235,0.2625732421875,144,0.2,-43.77954387664795,-0.026888168009463698,1258.0,-2.48773175
4,1258,11,5632,0.00250852108001709,0.0004092704424510632,0.018304188,0.9915348887443542,-0.024494461715221405,0.006940151972230524,0.2257080078125,160,0.2,-43.751386523246765,-0.021256964770145714,1258.0,-2.48773175
4,1250,12,6144,0.00994563102722168,0.0004092704424510632,0.031544115,0.9924070239067078,-0.04471215605735779,0.004276582651073113,0.3426513671875,176,0.2,-43.719305992126465,-0.03422553642303683,1258.0,-2.48773175
5,1245,13,6656,0.018301546573638916,0.0004092704424510632,0.019722689,0.9923146367073059,-0.03717247396707535,0.0021038675513409544,0.246337890625,192,0.2,-43.73951983451843,-0.027100615378003567,1258.0,-2.464229
5,1239,14,7168,-0.0015190839767456055,0.0004092704424510632,0.026375184,0.9928680062294006,-0.03934871777892113,0.012380123225739226,0.2938232421875,208,0.2,-43.74702787399292,-0.032797425985336304,1258.0,-2.464229
6,1235,15,7680,0.019784510135650635,0.0004092704424510632,0.022168554,0.9946634769439697,-0.05166838318109512,0.0038146064471220598,0.24365234375,224,0.2,-43.77351987361908,-0.029774149748845957,1258.0,-2.472983833333333
6,1232,16,8192,0.0033999085426330566,0.0004092704424510632,0.019592999,0.9961796998977661,-0.03059200942516327,0.019841387547785416,0.251220703125,240,0.2,-43.8317312002182,-0.023355816199909896,1258.0,-2.472983833333333
7,1228,17,8704,0.06009715795516968,0.0004092704424510632,0.017514924,0.9955939650535583,-0.02947820909321308,0.003920761242625304,0.2176513671875,256,0.2,-43.84673738479614,-0.020550502493279055,1258.0,-2.472983833333333
7,1226,18,9216,0.014566421508789062,0.0004092704424510632,0.013288912,0.9967513680458069,-0.03138883784413338,0.002845721806806978,0.1973876953125,272,0.2,-43.84452152252197,-0.0222651380172465,1258.0,-2.4548864285714282
7,1224,19,9728,0.003629148006439209,0.0004092704424510632,0.014871907,0.998624861240387,-0.018307313323020935,0.03354318888159469,0.202392578125,288,0.2,-43.89798545837402,-0.024219498329330236,1258.0,-2.4548864285714282
8,1220,20,10240,0.08735334873199463,0.0004092704424510632,0.027793523,0.9997164011001587,-0.03204520419239998,0.003542069607647136,0.278564453125,304,0.2,-43.9442994594574,-0.026224138870020397,1258.0,-2.46354
8,1217,21,10752,0.01700294017791748,0.0004092704424510632,0.014662995,0.9996381998062134,-0.006693296134471893,0.04162553109927103,0.219482421875,320,0.2,-43.95954430103302,-0.019703241538081784,1258.0,-2.46354
9,1215,22,11264,0.45175254344940186,0.0004092704424510632,0.018127132,1.0020442008972168,-0.031020237132906914,0.0030044014492887072,0.23193359375,336,0.2,-43.98590648174286,-0.022551737129106186,1258.0,-2.46354
9,1213,23,11776,0.1652432084083557,0.0004092704424510632,0.016014978,1.0028674602508545,-0.04240294173359871,0.003396083160623675,0.2374267578125,352,0.2,-44.04804539680481,-0.026260302198352292,1258.0,-2.467827777777778
10,1210,24,12288,0.006346404552459717,0.0004092704424510632,0.020649485,1.0016509294509888,-0.013234583660960197,0.049656340619549155,0.246337890625,368,0.2,-44.037795186042786,-0.021548876393353567,1258.0,-2.467827777777778
10,1209,25,12800,0.5558468103408813,0.0004092704424510632,0.0155168995,1.001834750175476,-0.02167128026485443,0.002272065747092711,0.2132568359375,384,0.2,-44.01351821422577,-0.02386710596329067,1258.0,-2.4809598
11,1207,26,13312,0.12205755710601807,0.0004092704424510632,0.018479725,1.0005559921264648,-0.011323153972625732,0.05318797123618424,0.212646484375,400,0.2,-44.004815101623535,-0.019992085959529504,1258.0,-2.4809598
11,1206,27,13824,0.35645318031311035,0.0004092704424510632,0.01449951,0.9991432428359985,-0.025520270690321922,0.004760062300192658,0.183837890625,416,0.2,-43.95293128490448,-0.01772555483330507,1258.0,-2.4809598
11,1205,28,14336,0.49291396141052246,0.0004092704424510632,0.011721464,0.9978321194648743,-0.02997528947889805,0.004382696315587964,0.165771484375,432,0.2,-43.91577875614166,-0.015403582161525264,1258.0,-2.4992083636363636
12,1204,29,14848,0.21595287322998047,0.0004092704424510632,0.033977523,0.9969078898429871,-0.018047545105218887,0.027885704213986173,0.3035888671875,448,0.2,-43.87379717826843,-0.023091189097613096,1258.0,-2.4992083636363636
12,1203,30,15360,-1.1153607368469238,0.0004092704424510632,0.025927957,0.9966363310813904,-0.05185209959745407,0.007285256237082649,0.278564453125,464,0.2,-43.85909140110016,-0.03278019427671097,1258.0,-2.507509833333333
13,1202,31,15872,0.25609809160232544,0.0004092704424510632,0.022914048,0.9950387477874756,0.014693140983581543,0.058094198582693934,0.2623291015625,480,0.2,-43.828718185424805,-0.02292750816559419,1258.0,-2.507509833333333
13,1201,32,16384,0.0449981689453125,0.0004092704424510632,0.022607435,0.9945997595787048,-0.024953395128250122,0.007243766631290782,0.2274169921875,496,0.2,-43.78835368156433,-0.02172991813858971,1258.0,-2.509638846153846
14,1201,33,16896,0.2575947046279907,0.0004092704424510632,0.021672959,0.9942764639854431,0.0016896799206733704,0.06003477703779936,0.2313232421875,512,0.2,-43.782190561294556,-0.023916648264275864,1258.0,-2.509638846153846
14,1200,34,17408,-0.3381003141403198,0.0004092704424510632,0.017605655,0.9957579970359802,-0.03899962455034256,0.009577096367138438,0.266845703125,528,0.2,-43.791619062423706,-0.029486976651242003,1258.0,-2.509638846153846
14,1200,35,17920,0.1700114607810974,0.0004092704424510632,0.016431488,0.9943230152130127,-0.02260388433933258,0.0020294031892262865,0.2110595703125,544,0.2,-43.809802412986755,-0.020135808546910994,1258.0,-2.518339714285714
15,1200,36,18432,0.13255494832992554,0.0004092704424510632,0.020373251,0.9926536083221436,0.016738897189497948,0.08931676915381104,0.240478515625,560,0.2,-43.74924564361572,-0.01902911491924897,1258.0,-2.518339714285714
15,1200,37,18944,-0.7014119625091553,0.0004092704424510632,0.020386802,0.9920130968093872,-0.015267173759639263,0.011476359621156007,0.259033203125,576,0.2,-43.71281695365906,-0.02268279517738847,1258.0,-2.5155832
16,1199,38,19456,0.2523297071456909,0.0004092704424510632,0.021706622,0.9918949604034424,-0.0030287187546491623,0.07329744414892048,0.2840576171875,592,0.2,-43.69619846343994,-0.027956658148468705,1258.0,-2.5155832
16,1198,39,19968,-0.40575313568115234,0.0004092704424510632,0.018522052,0.9914641380310059,-0.03208222612738609,0.007160944645875134,0.2344970703125,608,0.2,-43.68919885158539,-0.020745687841554172,1258.0,-2.5155832
17,1198,40,20480,0.3308081030845642,0.0004092704424510632,0.015543349,0.9922807812690735,-0.03505251929163933,0.002501072747691069,0.21875,624,0.2,-43.69317042827606,-0.024200646454119124,1258.0,-2.524493875
