time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/learning_rate,train/approx_kl,train/std,train/loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/entropy_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,3754,1,512,,,,,,,,,,,,,
0,1752,2,1024,-1.1107430458068848,0.0004092704424510632,0.016305927,0.9995426535606384,-0.036854952573776245,0.12234389608784113,0.2279052734375,16,0.2,-43.9834361076355,-0.026158409600611776,,
1,1506,3,1536,-0.019957542419433594,0.0004092704424510632,0.024276188,0.9995021820068359,-0.04079823195934296,0.0033696528516884428,0.31591796875,32,0.2,-43.97026288509369,-0.03178312111776904,1258.0,-2.597523
1,1389,4,2048,-0.007701873779296875,0.0004092704424510632,0.01910429,0.9989189505577087,-0.03587193787097931,0.004384196588944178,0.3057861328125,48,0.2,-43.96083462238312,-0.028316512296441942,1258.0,-2.597523
1,1334,5,2560,0.005639076232910156,0.0004092704424510632,0.02009125,0.9999158382415771,-0.0518311932682991,0.003911736028385349,0.3031005859375,64,0.2,-43.96004056930542,-0.033247792642214336,1258.0,-2.4370915
2,1300,6,3072,-0.00441431999206543,0.0004092704424510632,0.018994048,0.9999133944511414,-0.03853152319788933,0.007357939975918271,0.3017578125,80,0.2,-43.98512601852417,-0.02863584432634525,1258.0,-2.4370915
2,1281,7,3584,0.02220594882965088,0.0004092704424510632,0.015472176,1.0010374784469604,-0.02765643410384655,0.004180238691333216,0.2237548828125,96,0.2,-43.991162180900574,-0.0218960028141737,1258.0,-2.4370915
3,1268,8,4096,0.02285456657409668,0.0004092704424510632,0.01555495,1.0020281076431274,-0.032810673117637634,0.0024898344418033957,0.2347412109375,112,0.2,-44.03120720386505,-0.024120884016156197,1258.0,-2.47542
3,1256,9,4608,0.002683579921722412,0.0004092704424510632,0.01843882,1.003239393234253,-0.025202549993991852,0.01748457210487686,0.278076171875,128,0.2,-44.063698530197144,-0.025226178695447743,1258.0,-2.47542
4,1248,10,5120,0.07063907384872437,0.0004092704424510632,0.019674998,1.0045427083969116,-0.032400719821453094,0.003796072051045485,0.2281494140625,144,0.2,-44.10187304019928,-0.02213502791710198,1258.0,-2.5049185000000005
4,1240,11,5632,0.010827839374542236,0.0004092704424510632,0.021468813,1.0033607482910156,-0.017558172345161438,0.024101010232698172,0.296630859375,160,0.2,-44.10979521274567,-0.02506684158288408,1258.0,-2.5049185000000005
4,1233,12,6144,0.3336471915245056,0.0004092704424510632,0.025593936,1.0008314847946167,-0.022510575130581856,0.0032123524142662063,0.3011474609375,176,0.2,-44.0457444190979,-0.02770811914524529,1258.0,-2.5049185000000005
5,1228,13,6656,0.3448743224143982,0.0004092704424510632,0.012178743,1.0012835264205933,-0.03685460239648819,0.0024218883372668643,0.2139892578125,192,0.2,-44.00468873977661,-0.024202892353059724,1258.0,-2.5032336000000006
5,1224,14,7168,0.025324761867523193,0.0004092704424510632,0.024110898,1.001399040222168,-0.006222928874194622,0.03270685428287834,0.2889404296875,208,0.2,-44.02532434463501,-0.02599601401016116,1258.0,-2.5032336000000006
6,1220,15,7680,0.6757643222808838,0.0004092704424510632,0.016996976,1.0002679824829102,-0.027392199262976646,0.005312622339260997,0.2127685546875,224,0.2,-44.00450575351715,-0.025149558787234128,1258.0,-2.483082166666667
6,1217,16,8192,0.1289495825767517,0.0004092704424510632,0.01724784,0.9989833235740662,-0.01938345655798912,0.03839003312168643,0.2606201171875,240,0.2,-43.96507108211517,-0.025195096794050187,1258.0,-2.483082166666667
7,1214,17,8704,0.5877285003662109,0.0004092704424510632,0.015969843,0.9991319179534912,-0.03393077477812767,0.0034329597547184676,0.2252197265625,256,0.2,-43.94215476512909,-0.024158453408745117,1258.0,-2.483082166666667
7,1211,18,9216,0.4400966763496399,0.0004092704424510632,0.020538319,0.999291181564331,-0.0326208733022213,0.0029909437216701917,0.248779296875,272,0.2,-43.95174169540405,-0.026170249446295202,1258.0,-2.503766
8,1209,19,9728,0.13475221395492554,0.0004092704424510632,0.015313229,0.9994625449180603,-0.0005376115441322327,0.04118767927866429,0.228271484375,288,0.2,-43.95646810531616,-0.026870197863900103,1258.0,-2.503766
8,1207,20,10240,-0.8095613718032837,0.0004092704424510632,0.01620395,1.0023466348648071,-0.039139628410339355,0.005400404923420865,0.2418212890625,304,0.2,-43.99310386180878,-0.028375492300256155,1258.0,-2.526955875
8,1205,21,10752,0.22780537605285645,0.0004092704424510632,0.03133498,1.0024677515029907,-0.02800348959863186,0.04479110811371356,0.3040771484375,320,0.2,-44.06091618537903,-0.032024529471527785,1258.0,-2.526955875
9,1203,22,11264,0.18094176054000854,0.0004092704424510632,0.02216091,1.0032622814178467,-0.03244387358427048,0.004198700757115148,0.2401123046875,336,0.2,-44.057302594184875,-0.024764509209489916,1258.0,-2.526955875
9,1201,23,11776,0.18558788299560547,0.0004092704424510632,0.018836409,1.0030680894851685,-0.03812849149107933,0.0034630691407073755,0.2490234375,352,0.2,-44.07977247238159,-0.03034642072452698,1258.0,-2.543950555555556
10,1200,24,12288,0.10347282886505127,0.0004092704424510632,0.025954934,1.0027620792388916,-0.008684135973453522,0.04382785124471411,0.2576904296875,368,0.2,-44.060537815093994,-0.02671358859515749,1258.0,-2.543950555555556
10,1199,25,12800,-2.283560276031494,0.0004092704424510632,0.024206711,1.0024609565734863,-0.035137321799993515,0.008847210359817836,0.255859375,384,0.2,-44.06224524974823,-0.02663474576547742,1258.0,-2.5402526
11,1197,26,13312,0.4080488085746765,0.0004092704424510632,0.018744428,1.003124713897705,-0.0038756299763917923,0.04466352646704763,0.2489013671875,400,0.2,-44.05717968940735,-0.02509746386203915,1258.0,-2.5402526
11,1195,27,13824,-0.3379030227661133,0.0004092704424510632,0.015430757,1.0029642581939697,-0.029992183670401573,0.009278289857320487,0.1927490234375,416,0.2,-44.06923246383667,-0.023361848361673765,1258.0,-2.5402526
11,1194,28,14336,0.6989274024963379,0.0004092704424510632,0.016527977,1.002456784248352,-0.041318513453006744,0.007311241250135936,0.21923828125,432,0.2,-44.05550265312195,-0.023301965891732834,1258.0,-2.562108181818182
12,1193,29,14848,0.5757468938827515,0.0004092704424510632,0.038246084,1.0018110275268555,-0.03150276839733124,0.021261654910631478,0.2882080078125,448,0.2,-44.03474748134613,-0.024609941494418308,1258.0,-2.562108181818182
12,1192,30,15360,-3.3221187591552734,0.0004092704424510632,0.02006149,1.002900242805481,-0.04860128089785576,0.006726421524945181,0.251220703125,464,0.2,-44.03206765651703,-0.03073463961482048,1258.0,-2.5682422500000004
13,1192,31,15872,0.10857665538787842,0.0004092704424510632,0.022817986,1.0038015842437744,-0.02151050977408886,0.05301183374831453,0.28076171875,480,0.2,-44.077354192733765,-0.02712358976714313,1258.0,-2.5682422500000004
13,1191,32,16384,-0.510888934135437,0.0004092704424510632,0.010681,1.0042821168899536,-0.04691646993160248,0.005214805983996484,0.1402587890625,496,0.2,-44.09460484981537,-0.020842090278165415,1258.0,-2.566336461538462
14,1190,33,16896,0.4152956008911133,0.0004092704424510632,0.015341484,1.0046393871307373,-0.016941364854574203,0.05148073914460838,0.203369140625,512,0.2,-44.10710406303406,-0.023323603098106105,1258.0,-2.566336461538462
14,1189,34,17408,-0.49073493480682373,0.0004092704424510632,0.019751936,1.0048305988311768,-0.02561025507748127,0.013546605332521722,0.2762451171875,528,0.2,-44.11776518821716,-0.026640170661266893,1258.0,-2.566336461538462
15,1189,35,17920,0.184836745262146,0.0004092704424510632,0.030320644,1.0056486129760742,-0.032571941614151,0.0023290780154638924,0.3035888671875,544,0.2,-44.12916922569275,-0.030212690791813657,1258.0,-2.5513945714285713
15,1188,36,18432,0.17359107732772827,0.0004092704424510632,0.024358135,1.0066628456115723,0.003494037315249443,0.09423622011672705,0.199462890625,560,0.2,-44.16100072860718,-0.018916700799309183,1258.0,-2.5513945714285713
15,1188,37,18944,-0.5633368492126465,0.0004092704424510632,0.018340427,1.0070728063583374,-0.03060806356370449,0.00531759512523422,0.233154296875,576,0.2,-44.18372142314911,-0.026566261614789255,1258.0,-2.543157933333333
16,1187,38,19456,0.3544211983680725,0.0004092704424510632,0.022885446,1.0067030191421509,0.016275115311145782,0.09942069300450385,0.2392578125,592,0.2,-44.18360948562622,-0.024313576461281627,1258.0,-2.543157933333333
16,1187,39,19968,-0.4200756549835205,0.0004092704424510632,0.019403346,1.007859230041504,-0.04157693684101105,0.005170872209419031,0.2493896484375,608,0.2,-44.18743276596069,-0.02931494485528674,1258.0,-2.543157933333333
17,1186,40,20480,-0.06543207168579102,0.0004092704424510632,0.017881628,1.0068440437316895,-0.03518619388341904,0.002413619888102403,0.27734375,624,0.2,-44.204758524894714,-0.03223871578666149,1258.0,-2.5310713125
17,1186,41,20992,0.14080780744552612,0.0004092704424510632,0.020039225,1.0067588090896606,0.0030141640454530716,0.09740054153371602,0.2108154296875,640,0.2,-44.1687308549881,-0.025779602234251797,1258.0,-2.5310713125
18,1186,42,21504,-2.26263427734375,0.0004092704424510632,0.019897927,1.0061067342758179,-0.042499348521232605,0.009719675857922994,0.260498046875,656,0.2,-44.16841459274292,-0.025030439894180745,1258.0,-2.5325922352941177
18,1186,43,22016,0.22316515445709229,0.0004092704424510632,0.021171637,1.0056754350662231,0.0022801589220762253,0.1185338837094605,0.199462890625,672,0.2,-44.14264130592346,-0.02295952472195495,1258.0,-2.5325922352941177
18,1185,44,22528,-0.28790199756622314,0.0004092704424510632,0.023287494,1.0060274600982666,-0.03923295438289642,0.010081187647301704,0.296142578125,688,0.2,-44.140074133872986,-0.028384372606524266,1258.0,-2.5325922352941177
19,1185,45,23040,0.18172860145568848,0.0004092704424510632,0.013306262,1.0043116807937622,-0.02674120105803013,0.0022874652313475963,0.1917724609375,704,0.2,-44.13507437705994,-0.02011735645646695,1258.0,-2.5286802777777777
