train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
0.0008459126528049375,217,4892,-119.9097900390625,-174.21627807617188,4,1223.0,4791,22,1.4583659172058105,-4.6536675,0.01950393058359623
0.0008459126528049375,440,9784,-128.69998168945312,48.74159240722656,8,1223.0,9683,22,2.569406747817993,-3.595596625,0.0011952827917411923
0.0008459126528049375,655,14676,-133.8486328125,93.77546691894531,12,1223.0,14575,22,4.085331916809082,-2.9007496666666674,0.0011645747581496835
0.0008459126528049375,878,19568,-132.4287567138672,10.367934226989746,16,1223.0,19467,22,20.23666000366211,-2.529726375,0.0024077598936855793
0.0008459126528049375,1110,24460,-124.31657409667969,2.7994041442871094,20,1223.0,24359,22,5.4573469161987305,-2.3499229,0.0010231486521661282
0.0008459126528049375,199,29352,-104.45669555664062,-5.734678268432617,24,1223.0,29251,21,5.853883743286133,-2.205507916666667,0.001108956173993647
0.0008459126528049375,421,34244,-105.01736450195312,50.37823486328125,28,1223.0,34143,21,2.837679624557495,-2.077997107142857,0.0006229493301361799
0.0008459126528049375,638,39136,-97.32441711425781,67.05231475830078,32,1223.0,39035,22,0.8268440961837769,-1.99559984375,0.0004582017718348652
0.0008459126528049375,871,44028,-71.62875366210938,3.679105043411255,36,1223.0,43927,21,6.322043418884277,-1.9354281666666668,0.0012569997925311327
0.0008459126528049375,1090,48920,-69.47602081298828,87.25498962402344,40,1223.0,48819,21,2.1018919944763184,-1.8919618749999998,0.000623698637355119
0.0008459126528049375,176,53812,-65.02622985839844,21.897523880004883,44,1223.0,53711,21,6.944857120513916,-1.8697717727272725,0.0006939803133718669
0.0008459126528049375,401,58704,-64.37945556640625,-22.96526527404785,48,1223.0,58603,21,10.851816177368164,-1.8414576666666662,0.0003711915633175522
0.0008459126528049375,631,63596,-62.575679779052734,-41.03211212158203,52,1223.0,63495,21,4.108973503112793,-1.8156644423076922,0.00033974970574490726
0.0008459126528049375,859,68488,-48.76495361328125,-32.148868560791016,56,1223.0,68387,21,20.365345001220703,-1.782371357142857,0.0014300260227173567
0.0008459126528049375,1098,73380,-43.430816650390625,9.341463088989258,60,1223.0,73279,21,2.5321974754333496,-1.76541625,0.0012639639899134636
0.0008459126528049375,162,78272,-40.92729187011719,-23.57485008239746,64,1223.0,78171,20,16.270206451416016,-1.741525296875,0.00038836043677292764
0.0008459126528049375,427,83164,-23.701766967773438,10.915960311889648,68,1223.0,83063,19,4.66079044342041,-1.7129128676470586,0.0010882561327889562
