train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/actor_loss,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,time/fps,rollout/ep_rew_mean
0.0008459126528049375,-158.3550567626953,4791,4,-121.77735900878906,0.9706621170043945,255,4892,1223.0,0.019400471821427345,19,-4.406198249999999
0.0008459126528049375,-28.726543426513672,9683,8,-128.9982147216797,10.955530166625977,503,9784,1223.0,0.0010202950797975063,19,-3.4928127499999997
0.0008459126528049375,93.47557830810547,14575,12,-118.20604705810547,137.61753845214844,762,14676,1223.0,0.0010218487586826086,19,-2.8001953333333334
0.0008459126528049375,-56.34059524536133,19467,16,-109.8968505859375,7.169350624084473,1000,19568,1223.0,0.0013805164489895105,19,-2.4945668750000003
0.0008459126528049375,130.0370635986328,24359,20,-100.63839721679688,28.773326873779297,1234,24460,1223.0,0.0011725658550858498,19,-2.2695324
0.0008459126528049375,-5.767242431640625,29251,24,-88.84989929199219,3.277428150177002,212,29352,1223.0,0.0012268390273675323,20,-2.1151753333333336
0.0008459126528049375,-39.34127426147461,34143,28,-87.85295104980469,1.1927237510681152,449,34244,1223.0,0.0007312239031307399,20,-1.9983470714285716
0.0008459126528049375,69.71833801269531,39035,32,-85.4439926147461,1.0009015798568726,701,39136,1223.0,0.0004211156629025936,20,-1.91339384375
0.0008459126528049375,-66.81791687011719,43927,36,-82.20172882080078,1.3484573364257812,956,44028,1223.0,0.0004637846432160586,19,-1.8366228333333332
0.0008459126528049375,39.98753356933594,48819,40,-82.03340148925781,0.753264307975769,1207,48920,1223.0,0.0003867008490487933,19,-1.75591565
0.0008459126528049375,-16.169797897338867,53711,44,-61.12202072143555,7.112992286682129,200,53812,1223.0,0.0006542530027218163,19,-1.6978967499999997
0.0008459126528049375,-23.89902687072754,58603,48,-55.63554763793945,11.309366226196289,445,58704,1223.0,0.0008118583355098963,19,-1.6689225833333332
0.0008459126528049375,-15.411478042602539,63495,52,-51.38232421875,2.6240596771240234,685,63596,1223.0,0.0004924698150716722,19,-1.6417538653846153
0.0008459126528049375,-19.858253479003906,68387,56,-42.725563049316406,1.7298492193222046,931,68488,1223.0,0.0004272264486644417,19,-1.615354142857143
0.0008459126528049375,55.39801788330078,73279,60,-40.37956619262695,2.3905234336853027,1160,73380,1223.0,0.000399088894482702,20,-1.5864151500000003
0.0008459126528049375,-83.48059844970703,78171,64,-31.825971603393555,3.914188861846924,159,78272,1223.0,0.0005661625764332712,20,-1.56031278125
0.0008459126528049375,-61.10292434692383,83063,68,-27.182706832885742,4.163509368896484,404,83164,1223.0,0.0009337643859907985,20,-1.5410760588235295
0.0008459126528049375,-59.970951080322266,87955,72,-9.115540504455566,10.470876693725586,650,88056,1223.0,0.0012662666849792004,20,-1.530998527777778
0.0008459126528049375,5.626713275909424,92847,76,0.025476574897766113,5.474349021911621,896,92948,1223.0,0.0005827724235132337,20,-1.5259358421052631
0.0008459126528049375,1.364504098892212,97739,80,14.609038352966309,6.737387657165527,1144,97840,1223.0,0.0007664827280677855,19,-1.5259449750000003
