time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_range,train/approx_kl,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/learning_rate,train/std,train/policy_gradient_loss,train/value_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3873,1,,,,,,,,,,,,,
1024,0,1852,2,0.2,0.017425131,-0.04311485216021538,0.2208251953125,-43.99741208553314,16,0.0004092704424510632,1.0003612041473389,-0.030356377799762413,0.12534187120036222,-1.1775860786437988,,
1536,0,1592,3,0.2,0.016888492,-0.042699068784713745,0.24462890625,-43.95612895488739,32,0.0004092704424510632,0.9971905946731567,-0.02485874194826465,0.004450005166290794,-0.0085219144821167,1257.0,-2.403506
2048,1,1478,4,0.2,0.01878799,-0.041530538350343704,0.286865234375,-43.86932456493378,48,0.0004092704424510632,0.9958429932594299,-0.03350317233707756,0.003997443840489723,0.004261314868927002,1257.0,-2.403506
2560,1,1420,5,0.2,0.012390725,-0.035689856857061386,0.207763671875,-43.84769523143768,64,0.0004092704424510632,0.9953253865242004,-0.023988122527953237,0.003382967901416123,-0.00036656856536865234,1257.0,-2.4138355000000002
3072,2,1386,6,0.2,0.01629679,-0.03797527775168419,0.2637939453125,-43.84027934074402,80,0.0004092704424510632,0.9954226613044739,-0.025800509756663814,0.005040029936935753,0.0007112622261047363,1257.0,-2.4138355000000002
3584,2,1365,7,0.2,0.020259712,-0.045559611171483994,0.3209228515625,-43.84502637386322,96,0.0004092704424510632,0.9959608912467957,-0.03553053908399306,0.002147017847164534,0.04967004060745239,1257.0,-2.4138355000000002
4096,3,1346,8,0.2,0.013428865,-0.012268238700926304,0.2081298828125,-43.863025307655334,112,0.0004092704424510632,0.996462881565094,-0.022001841163728386,0.003733938130608294,-0.0181959867477417,1257.0,-2.4235930000000003
4608,3,1330,9,0.2,0.024466058,-0.039209429174661636,0.3519287109375,-43.86384153366089,128,0.0004092704424510632,0.9956575036048889,-0.030311522205010988,0.015214859013212845,-0.0006067752838134766,1257.0,-2.4235930000000003
5120,3,1320,10,0.2,0.0149779385,-0.0327673964202404,0.27587890625,-43.85866677761078,144,0.0004092704424510632,0.9973579049110413,-0.026984401047229767,0.0033949075077543966,-0.0026569366455078125,1257.0,-2.441834
5632,4,1309,11,0.2,0.016249785,-0.017870180308818817,0.2335205078125,-43.89269292354584,160,0.0004092704424510632,0.9966385960578918,-0.017973946713027544,0.022110215213615447,0.0008848905563354492,1257.0,-2.441834
