time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_range,train/approx_kl,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/learning_rate,train/std,train/policy_gradient_loss,train/value_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,3809,1,,,,,,,,,,,,,
1024,0,1803,2,0.2,0.013623964,-0.043677568435668945,0.220458984375,-43.980432629585266,16,0.0004092704424510632,0.9994989633560181,-0.028616004332434386,0.10581000363163184,0.10296928882598877,,
1536,0,1555,3,0.2,0.015996214,-0.017815303057432175,0.2330322265625,-43.96112883090973,32,0.0004092704424510632,0.9989975690841675,-0.02416112628998235,0.003942488110624254,-0.004050254821777344,1257.0,-2.231682
2048,1,1462,4,0.2,0.018000964,-0.034581124782562256,0.247802734375,-43.951757073402405,48,0.0004092704424510632,0.9990244507789612,-0.02442633904865943,0.005160861859621946,0.02256840467453003,1257.0,-2.231682
2560,1,1403,5,0.2,0.016097527,-0.033759381622076035,0.262451171875,-43.93677580356598,64,0.0004092704424510632,0.9977734684944153,-0.026813993157702498,0.0037558883777819574,0.004954397678375244,1257.0,-2.311889
3072,2,1368,6,0.2,0.015212175,-0.02216661535203457,0.2657470703125,-43.919615626335144,80,0.0004092704424510632,0.998329758644104,-0.027897515625227243,0.0018506035921745934,0.02170109748840332,1257.0,-2.311889
3584,2,1345,7,0.2,0.01827826,-0.045627474784851074,0.280517578125,-43.914318561553955,96,0.0004092704424510632,0.9968351125717163,-0.029075323909637518,0.00222415982716484,0.061824679374694824,1257.0,-2.311889
4096,3,1330,8,0.2,0.01666779,-0.028990529477596283,0.2509765625,-43.86131763458252,112,0.0004092704424510632,0.9957258105278015,-0.02749417454469949,0.003434818449022714,0.010619878768920898,1257.0,-2.4001563333333333
4608,3,1317,9,0.2,0.024590593,-0.04141444340348244,0.3385009765625,-43.829821944236755,128,0.0004092704424510632,0.9942713379859924,-0.028589506866410375,0.00844881235389039,-0.011339306831359863,1257.0,-2.4001563333333333
5120,3,1307,10,0.2,0.02116381,-0.03945427015423775,0.2979736328125,-43.796870827674866,144,0.0004092704424510632,0.9942309260368347,-0.028108557889936492,0.004361159939435311,0.0031384825706481934,1257.0,-2.40665175
5632,4,1298,11,0.2,0.016976576,-0.03136984258890152,0.2645263671875,-43.77724897861481,160,0.0004092704424510632,0.9921627640724182,-0.0256053447665181,0.011706403805874288,0.0004891157150268555,1257.0,-2.40665175
6144,4,1291,12,0.2,0.01489525,-0.03505346179008484,0.23779296875,-43.715415716171265,176,0.0004092704424510632,0.9912009239196777,-0.024427324562566355,0.0025309230404673144,0.02859574556350708,1257.0,-2.40665175
