time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_range,train/approx_kl,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/learning_rate,train/std,train/policy_gradient_loss,train/value_loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
6656,5,1278,13,0.2,0.01766657,-0.029423529282212257,0.2645263671875,-43.796499848365784,192,0.0004092704424510632,0.9939619302749634,-0.023612908626091667,0.0023463307625206653,-0.0067948102951049805,1257.0,-2.37688
7168,5,1272,14,0.2,0.017550865,-0.02924766018986702,0.27392578125,-43.783499360084534,208,0.0004092704424510632,0.9933741092681885,-0.02606746321544051,0.013259790779557079,0.0007264018058776855,1257.0,-2.37688
7680,6,1269,15,0.2,0.01408169,-0.04954732209444046,0.2469482421875,-43.74972462654114,224,0.0004092704424510632,0.9921073913574219,-0.02729823495610617,0.003977798834966961,0.0019600987434387207,1257.0,-2.3629233333333333
8192,6,1265,16,0.2,0.018943617,-0.027353055775165558,0.2366943359375,-43.72074604034424,240,0.0004092704424510632,0.9917432069778442,-0.025898273597704247,0.016771151480497792,0.002480745315551758,1257.0,-2.3629233333333333
8704,6,1262,17,0.2,0.023493385,-0.0374547578394413,0.2781982421875,-43.72679543495178,256,0.0004092704424510632,0.9924525618553162,-0.029303675808478147,0.003459443883912172,0.010014712810516357,1257.0,-2.3629233333333333
9216,7,1260,18,0.2,0.015984304,-0.024612421169877052,0.2357177734375,-43.74175977706909,272,0.0004092704424510632,0.9923427104949951,-0.023061006009811535,0.0024644943296152633,-0.00573575496673584,1257.0,-2.3260965714285717
9728,7,1257,19,0.2,0.023457028,-0.0252214465290308,0.275634765625,-43.73040473461151,288,0.0004092704424510632,0.9921116232872009,-0.027038102853111923,0.030000193510204554,0.0013562440872192383,1257.0,-2.3260965714285717
10240,8,1255,20,0.2,0.01724106,-0.042302679270505905,0.2459716796875,-43.717408180236816,304,0.0004092704424510632,0.9914085865020752,-0.030561006511561573,0.003921814663044643,0.010950982570648193,1257.0,-2.3341145
10752,8,1251,21,0.2,0.018532977,-0.016002066433429718,0.2449951171875,-43.714359402656555,320,0.0004092704424510632,0.9928401112556458,-0.024126509131747298,0.033020113944076,0.007467687129974365,1257.0,-2.3341145
11264,9,1249,22,0.2,0.015533119,-0.04109271243214607,0.2037353515625,-43.74372088909149,336,0.0004092704424510632,0.9926950335502625,-0.024728274831431918,0.002690912824618863,-0.01889359951019287,1257.0,-2.3341145
11776,9,1247,23,0.2,0.013996631,-0.02510491944849491,0.2247314453125,-43.72978866100311,352,0.0004092704424510632,0.9928339123725891,-0.0252902066858951,0.001665543059061747,0.005944609642028809,1257.0,-2.328608
12288,9,1245,24,0.2,0.029983032,-0.013699928298592567,0.3284912109375,-43.743027210235596,368,0.0004092704424510632,0.993495523929596,-0.03108961519319564,0.04166870878543705,0.0036319494247436523,1257.0,-2.328608
12800,10,1244,25,0.2,0.014047059,-0.03060760162770748,0.203125,-43.74394989013672,384,0.0004092704424510632,0.9926536083221436,-0.021550897683482617,0.0035130182586726733,0.04473608732223511,1257.0,-2.3185881999999998
13312,10,1243,26,0.2,0.017086735,-0.0022810492664575577,0.222900390625,-43.7176171541214,400,0.0004092704424510632,0.9921643733978271,-0.02432983971084468,0.05183967377524823,0.005504190921783447,1257.0,-2.3185881999999998
13824,11,1242,27,0.2,0.012742829,-0.027266643941402435,0.1839599609375,-43.70938539505005,416,0.0004092704424510632,0.9916079044342041,-0.019932313269237056,0.0047209001568262465,0.02787703275680542,1257.0,-2.3185881999999998
14336,11,1239,28,0.2,0.015761074,-0.025992736220359802,0.2218017578125,-43.70118832588196,432,0.0004092704424510632,0.9919613599777222,-0.021330339601263404,0.0017638545468798839,0.08654570579528809,1257.0,-2.3248153636363638
14848,11,1238,29,0.2,0.041535616,-0.023238256573677063,0.3018798828125,-43.68993544578552,448,0.0004092704424510632,0.9902982115745544,-0.0240400328184478,0.012416383360687178,0.01084047555923462,1257.0,-2.3248153636363638
15360,12,1236,30,0.2,0.0152120795,-0.030301116406917572,0.229736328125,-43.64811658859253,464,0.0004092704424510632,0.9899495244026184,-0.022977902786806226,0.004108395383809693,-0.030295610427856445,1257.0,-2.3308750000000003
15872,12,1236,31,0.2,0.023908198,-0.010800965130329132,0.2763671875,-43.640610694885254,480,0.0004092704424510632,0.9894979000091553,-0.026630576321622357,0.07782912871334702,0.0029500722885131836,1257.0,-2.3308750000000003
16384,13,1235,32,0.2,0.018005129,-0.034259818494319916,0.275146484375,-43.64033341407776,496,0.0004092704424510632,0.9902746677398682,-0.026114017076906748,0.002471707837685244,-0.15784943103790283,1257.0,-2.3388134615384617
16896,13,1234,33,0.2,0.021228235,-0.013332493603229523,0.2508544921875,-43.65135705471039,512,0.0004092704424510632,0.9896426200866699,-0.02729090269713197,0.07813349005300552,0.00897294282913208,1257.0,-2.3388134615384617
17408,14,1233,34,0.2,0.016278045,-0.038231004029512405,0.21337890625,-43.60608434677124,528,0.0004092704424510632,0.98752760887146,-0.022873666413943283,0.0029140920014469884,-0.3050093650817871,1257.0,-2.3388134615384617
17920,14,1233,35,0.2,0.015816815,-0.030490003526210785,0.2177734375,-43.54696464538574,544,0.0004092704424510632,0.9865433573722839,-0.024275828967802227,0.0035033648746320978,-0.1821122169494629,1257.0,-2.3510684285714283
18432,14,1231,36,0.2,0.020348506,-0.00319652259349823,0.2529296875,-43.525603890419006,560,0.0004092704424510632,0.9861568212509155,-0.024843855411745608,0.0779569351579994,0.07914489507675171,1257.0,-2.3510684285714283
18944,15,1230,37,0.2,0.018589938,-0.04736810922622681,0.232666015625,-43.53104257583618,576,0.0004092704424510632,0.9866722822189331,-0.027763882724684663,0.003778081179916626,-0.1441185474395752,1257.0,-2.3472972
19456,15,1229,38,0.2,0.02551185,-0.007961921393871307,0.2491455078125,-43.52071678638458,592,0.0004092704424510632,0.984986424446106,-0.025020689412485808,0.09050181577913463,0.022526919841766357,1257.0,-2.3472972
19968,16,1229,39,0.2,0.020793643,-0.03720206767320633,0.240234375,-43.47704100608826,608,0.0004092704424510632,0.9842947721481323,-0.02654065444949083,0.004001813955255784,-1.1803288459777832,1257.0,-2.3472972
20480,16,1228,40,0.2,0.017831394,-0.03487107530236244,0.238037109375,-43.45880627632141,624,0.0004092704424510632,0.9834644198417664,-0.025200316275004297,0.0025648937626101542,-0.02342832088470459,1257.0,-2.3551370625
20992,17,1228,41,0.2,0.017727897,-8.15950334072113e-05,0.228759765625,-43.44058346748352,640,0.0004092704424510632,0.9835062623023987,-0.024084444507025182,0.08297669247258455,0.019396424293518066,1257.0,-2.3551370625
21504,17,1227,42,0.2,0.012728005,-0.023515447974205017,0.164794921875,-43.43889760971069,656,0.0004092704424510632,0.9831783175468445,-0.019230115663958713,0.005954683991149068,-1.7317652702331543,1257.0,-2.344832705882353
22016,17,1226,43,0.2,0.019197606,0.01931023970246315,0.2086181640625,-43.42816400527954,672,0.0004092704424510632,0.9825705289840698,-0.019616289238911122,0.08854400191921741,0.00927037000656128,1257.0,-2.344832705882353
22528,18,1226,44,0.2,0.01761182,-0.03151186555624008,0.2237548828125,-43.42546892166138,688,0.0004092704424510632,0.9835067391395569,-0.027556775166885927,0.004477010159462225,-1.0447800159454346,1257.0,-2.344832705882353
23040,18,1225,45,0.2,0.02106395,-0.031363628804683685,0.25537109375,-43.437899231910706,704,0.0004092704424510632,0.9827545285224915,-0.027277247441816144,0.0022457209961430635,-0.05839240550994873,1257.0,-2.3435091666666668
23552,19,1224,46,0.2,0.017719103,-0.02089017443358898,0.22802734375,-43.38583600521088,720,0.0004092704424510632,0.9808909893035889,-0.02452311327215284,0.0655698865884915,0.040937066078186035,1257.0,-2.3435091666666668
24064,19,1224,47,0.2,0.015115658,-0.04373421147465706,0.2347412109375,-43.34275031089783,736,0.0004092704424510632,0.9804863333702087,-0.02537421978195198,0.007969099802721757,-4.859896183013916,1257.0,-2.340199157894737
24576,20,1224,48,0.2,0.01852369,-0.009354587644338608,0.2230224609375,-43.33267331123352,752,0.0004092704424510632,0.9796070456504822,-0.021791233819385525,0.08056875155307353,0.016174495220184326,1257.0,-2.340199157894737
25088,20,1223,49,0.2,0.018506266,-0.03905760869383812,0.235107421875,-43.30823016166687,768,0.0004092704424510632,0.9796880483627319,-0.026990045473212376,0.007960629016452003,-3.0488786697387695,1257.0,-2.340199157894737
25600,20,1223,50,0.2,0.012052203,-0.028236284852027893,0.1983642578125,-43.308539271354675,784,0.0004092704424510632,0.9791938662528992,-0.020593639696016908,0.0020282110199332237,0.05293703079223633,1257.0,-2.3357591500000003
26112,21,1223,51,0.2,0.024521802,-0.0232657752931118,0.2523193359375,-43.25467813014984,800,0.0004092704424510632,0.9764692783355713,-0.024396623302891385,0.05960770865203813,0.03932344913482666,1257.0,-2.3357591500000003
26624,21,1223,52,0.2,0.017898586,-0.03370996564626694,0.229248046875,-43.20916974544525,816,0.0004092704424510632,0.9773733019828796,-0.027354529011063278,0.006413458468159661,-1.9090893268585205,1257.0,-2.333158
27136,22,1223,53,0.2,0.023804247,-0.00944603979587555,0.2520751953125,-43.224437952041626,832,0.0004092704424510632,0.9765938520431519,-0.026399327151011676,0.07138644147198647,0.052497267723083496,1257.0,-2.333158
27648,22,1223,54,0.2,0.014306707,-0.027553685009479523,0.198974609375,-43.211888551712036,848,0.0004092704424510632,0.9774889945983887,-0.021911191943218,0.007228950024000369,-2.518251657485962,1257.0,-2.333158
28160,23,1223,55,0.2,0.019129056,-0.0329948365688324,0.2451171875,-43.24443805217743,864,0.0004092704424510632,0.977852463722229,-0.029498243908165023,0.001980642569833435,0.17124855518341064,1257.0,-2.3251136363636364
28672,23,1223,56,0.2,0.030330325,-0.01670142263174057,0.2664794921875,-43.22526478767395,880,0.0004092704424510632,0.9768959879875183,-0.020741713524330407,0.029114507109625265,0.05411714315414429,1257.0,-2.3251136363636364
29184,23,1223,57,0.2,0.015342741,-0.04659578204154968,0.22509765625,-43.200414538383484,896,0.0004092704424510632,0.9763981699943542,-0.02721258529345505,0.005195219309825916,-1.3728952407836914,1257.0,-2.3327779565217392
29696,24,1222,58,0.2,0.025743935,0.001368798315525055,0.2232666015625,-43.19651794433594,912,0.0004092704424510632,0.9763833284378052,-0.02604013959353324,0.1079688414465636,0.05947679281234741,1257.0,-2.3327779565217392
30208,24,1221,59,0.2,0.020729562,-0.04158198833465576,0.228515625,-43.19838201999664,928,0.0004092704424510632,0.9771540760993958,-0.028876742973807268,0.005818867452035192,-0.710402250289917,1257.0,-2.336019708333333
30720,25,1221,60,0.2,0.017661583,-0.0011677518486976624,0.2115478515625,-43.21404528617859,944,0.0004092704424510632,0.9770862460136414,-0.027939176477957517,0.10053925530519336,0.1029934287071228,1257.0,-2.336019708333333
31232,25,1221,61,0.2,0.019391991,-0.03640510141849518,0.2222900390625,-43.220651626586914,960,0.0004092704424510632,0.9779537320137024,-0.02368067717179656,0.006496591864561196,-5.876463890075684,1257.0,-2.336019708333333
31744,25,1221,62,0.2,0.016898941,-0.03807704523205757,0.2413330078125,-43.2569385766983,976,0.0004092704424510632,0.9791319966316223,-0.026571945447358303,0.0030156633583828807,0.004007816314697266,1257.0,-2.3353221599999996
32256,26,1221,63,0.2,0.02067838,-0.022511379793286324,0.2572021484375,-43.269477009773254,992,0.0004092704424510632,0.9783555269241333,-0.02522833744296804,0.09009541640989482,0.04532742500305176,1257.0,-2.3353221599999996
32768,26,1220,64,0.2,0.021260835,-0.03465309739112854,0.23876953125,-43.24381470680237,1008,0.0004092704424510632,0.9782300591468811,-0.028238031081855297,0.009785718779312447,-2.9512579441070557,1257.0,-2.3303058076923078
33280,27,1220,65,0.2,0.01948911,0.003119036555290222,0.2008056640625,-43.231236934661865,1024,0.0004092704424510632,0.9774001240730286,-0.022753193232347257,0.08468658709898591,0.16914081573486328,1257.0,-2.3303058076923078
33792,27,1220,66,0.2,0.020986527,-0.03599611297249794,0.24609375,-43.18916428089142,1040,0.0004092704424510632,0.9758595824241638,-0.024255526361230295,0.003498387788567925,-6.152286052703857,1257.0,-2.3303058076923078
34304,28,1220,67,0.2,0.020859823,-0.026519302278757095,0.2474365234375,-43.15575969219208,1056,0.0004092704424510632,0.9756782650947571,-0.02475091998348944,0.002522638074879069,-0.04033327102661133,1257.0,-2.3269648148148145
34816,28,1220,68,0.2,0.013322936,0.010683223605155945,0.196533203125,-43.17067337036133,1072,0.0004092704424510632,0.9761545062065125,-0.018344290845561773,0.12633150583133101,0.038786470890045166,1257.0,-2.3269648148148145
35328,28,1220,69,0.2,0.018273389,-0.019904691725969315,0.21923828125,-43.17206025123596,1088,0.0004092704424510632,0.9757252335548401,-0.022440179833211005,0.009601727593690157,-2.2413392066955566,1257.0,-2.3262722142857144
35840,29,1220,70,0.2,0.023416597,-0.01234608143568039,0.2464599609375,-43.15445601940155,1104,0.0004092704424510632,0.9754917025566101,-0.023158714902820066,0.09167140326462686,0.06054103374481201,1257.0,-2.3262722142857144
36352,29,1220,71,0.2,0.013699898,-0.018665365874767303,0.21337890625,-43.15781283378601,1120,0.0004092704424510632,0.9758340716362,-0.01920005420106463,0.0070421484124381095,-1.6003224849700928,1257.0,-2.3262722142857144
36864,30,1219,72,0.2,0.021891087,-0.037523265928030014,0.2496337890625,-43.16043472290039,1136,0.0004092704424510632,0.9756066799163818,-0.027105082292109728,0.0021942129787930753,-0.12203729152679443,1257.0,-2.325147586206896
37376,30,1219,73,0.2,0.019392937,-0.01211816817522049,0.1937255859375,-43.15152359008789,1152,0.0004092704424510632,0.9756603240966797,-0.022875247123010922,0.07749541621888056,0.13865888118743896,1257.0,-2.325147586206896
37888,31,1219,74,0.2,0.015115218,-0.0387854129076004,0.2344970703125,-43.16695713996887,1168,0.0004092704424510632,0.9764512181282043,-0.024797672056593,0.007730540484772064,-2.095377206802368,1257.0,-2.330156633333333
38400,31,1219,75,0.2,0.024685686,-0.01918894052505493,0.245361328125,-43.17527425289154,1184,0.0004092704424510632,0.9759311079978943,-0.026830714399693534,0.09853218821808696,0.16068428754806519,1257.0,-2.330156633333333
38912,31,1219,76,0.2,0.012518572,-0.031820204108953476,0.2437744140625,-43.14556908607483,1200,0.0004092704424510632,0.97507244348526,-0.023922588530695066,0.009756054627359845,-0.4749704599380493,1257.0,-2.330156633333333
39424,32,1219,77,0.2,0.02390048,-0.02517930418252945,0.3121337890625,-43.14068937301636,1216,0.0004092704424510632,0.9757282137870789,-0.03045063417084748,0.012581574817886576,0.23973488807678223,1257.0,-2.3330640322580645
39936,32,1219,78,0.2,0.026924439,-0.00866243802011013,0.2435302734375,-43.142739057540894,1232,0.0004092704424510632,0.9749241471290588,-0.022536484146257862,0.08357597724534571,0.4883332848548889,1257.0,-2.3330640322580645
40448,33,1219,79,0.2,0.019769019,-0.03166152164340019,0.2440185546875,-43.13534343242645,1248,0.0004092704424510632,0.9754695296287537,-0.024716401516343467,0.013725618642638437,-3.9295310974121094,1257.0,-2.3323627499999997
40960,33,1218,80,0.2,0.026198234,0.0022934824228286743,0.2847900390625,-43.14140594005585,1264,0.0004092704424510632,0.9749640226364136,-0.024763235647697,0.11862421128898859,0.0601118803024292,1257.0,-2.3323627499999997
41472,34,1218,81,0.2,0.021660853,-0.031449221074581146,0.291259765625,-43.14677274227142,1280,0.0004092704424510632,0.9766689538955688,-0.03028534204349853,0.003906620157067664,-1.2697596549987793,1257.0,-2.3323627499999997
41984,34,1218,82,0.2,0.01673935,-0.033025212585926056,0.2408447265625,-43.196300864219666,1296,0.0004092704424510632,0.9771817326545715,-0.024132734470185824,0.0028097622634959407,0.3599826693534851,1257.0,-2.336804393939394
42496,34,1218,83,0.2,0.020158581,-0.010678760707378387,0.1949462890625,-43.20649468898773,1312,0.0004092704424510632,0.9776763916015625,-0.02152174897491932,0.05474312190199271,0.13134270906448364,1257.0,-2.336804393939394
43008,35,1218,84,0.2,0.01991932,-0.0364735908806324,0.2232666015625,-43.21751356124878,1328,0.0004092704424510632,0.9775699377059937,-0.024728900840273127,0.01289328960410785,-3.4508066177368164,1257.0,-2.3354915
43520,35,1218,85,0.2,0.021487154,-0.0024928152561187744,0.1734619140625,-43.21991229057312,1344,0.0004092704424510632,0.9778566956520081,-0.025287174154073,0.15358092437963933,0.11778920888900757,1257.0,-2.3354915
44032,36,1218,86,0.2,0.015389678,-0.02106049470603466,0.233154296875,-43.203306555747986,1360,0.0004092704424510632,0.9759814143180847,-0.022487961032311432,0.008466715720715001,-0.6226561069488525,1257.0,-2.328982485714285
44544,36,1218,87,0.2,0.01896163,0.0012176446616649628,0.1751708984375,-43.147873878479004,1376,0.0004092704424510632,0.9752799272537231,-0.023355246623395942,0.1382547584362328,0.22361087799072266,1257.0,-2.328982485714285
45056,36,1218,88,0.2,0.016138736,-0.02514069154858589,0.229736328125,-43.14886450767517,1392,0.0004092704424510632,0.9754465818405151,-0.026164282942772843,0.0027231331969232997,-7.920516014099121,1257.0,-2.328982485714285
45568,37,1218,89,0.2,0.021929642,-0.038313448429107666,0.2603759765625,-43.136120676994324,1408,0.0004092704424510632,0.9741194844245911,-0.02901003317674622,0.0036822963375016116,-0.043683767318725586,1257.0,-2.3262184722222217
46080,37,1218,90,0.2,0.016034544,0.004907000809907913,0.160400390625,-43.10114395618439,1424,0.0004092704424510632,0.9733947515487671,-0.02082371083088219,0.19137557363137603,0.11744368076324463,1257.0,-2.3262184722222217
46592,38,1218,91,0.2,0.0167519,-0.028848107904195786,0.2435302734375,-43.099438190460205,1440,0.0004092704424510632,0.9745590090751648,-0.0243335337145254,0.013983561570057645,-1.7149901390075684,1257.0,-2.3217250270270267
47104,38,1218,92,0.2,0.029051702,-0.007842108607292175,0.1878662109375,-43.14281165599823,1456,0.0004092704424510632,0.9756273031234741,-0.025392666168045253,0.16798673709854484,0.16954344511032104,1257.0,-2.3217250270270267
47616,39,1218,93,0.2,0.02332625,-0.037570707499980927,0.2747802734375,-43.14820039272308,1472,0.0004092704424510632,0.9743857979774475,-0.025920291169313714,0.004744464698887896,-12.501026153564453,1257.0,-2.3217250270270267
48128,39,1218,94,0.2,0.017182812,-0.02712077647447586,0.2203369140625,-43.092299938201904,1488,0.0004092704424510632,0.9728152751922607,-0.02406539741787128,0.002145167611161014,-0.06037485599517822,1257.0,-2.3172721578947364
48640,39,1218,95,0.2,0.015363498,0.028980938717722893,0.13037109375,-43.06180536746979,1504,0.0004092704424510632,0.972457230091095,-0.01904626154282596,0.2419777682516724,0.08494633436203003,1257.0,-2.3172721578947364
49152,40,1218,96,0.2,0.015899276,-0.0352509543299675,0.16748046875,-43.05651009082794,1520,0.0004092704424510632,0.9724286198616028,-0.021977968281134963,0.026373368047643453,-5.251016616821289,1257.0,-2.3093810256410254
49664,40,1218,97,0.2,0.0143323345,0.009905911982059479,0.1151123046875,-43.04994833469391,1536,0.0004092704424510632,0.9723472595214844,-0.017872374461148866,0.18522274738643318,0.15237098932266235,1257.0,-2.3093810256410254
50176,41,1218,98,0.2,0.016755313,-0.026894278824329376,0.21435546875,-43.03691911697388,1552,0.0004092704424510632,0.9715034365653992,-0.022128084805444814,0.012441754937754013,-1.8617546558380127,1257.0,-2.3093810256410254
50688,41,1218,99,0.2,0.020528868,-0.04620356485247612,0.260986328125,-43.023842573165894,1568,0.0004092704424510632,0.9724040031433105,-0.028737427259329706,0.002492551862815162,-0.12330520153045654,1257.0,-2.3076051
51200,42,1218,100,0.2,0.017775811,-0.010260839015245438,0.1302490234375,-43.055028796195984,1584,0.0004092704424510632,0.97236168384552,-0.019705616308783647,0.144720513606444,0.17945784330368042,1257.0,-2.3076051
51712,42,1217,101,0.2,0.015704434,-0.029385754838585854,0.1966552734375,-43.04451251029968,1600,0.0004092704424510632,0.9725114703178406,-0.018120973531040363,0.014939898406737484,-3.406416893005371,1257.0,-2.3113074146341464
52224,42,1217,102,0.2,0.017580137,0.005383927375078201,0.146240234375,-43.05551624298096,1616,0.0004092704424510632,0.9727244973182678,-0.017481402697740123,0.1418900793651119,0.22772002220153809,1257.0,-2.3113074146341464
52736,43,1217,103,0.2,0.021608695,-0.03537033870816231,0.251708984375,-43.05861020088196,1632,0.0004092704424510632,0.9729927182197571,-0.02570956334238872,0.009727864016895182,-0.9075354337692261,1257.0,-2.3113074146341464
53248,43,1217,104,0.2,0.018482054,-0.02767874300479889,0.249755859375,-43.06796038150787,1648,0.0004092704424510632,0.9733230471611023,-0.023561650043120608,0.0028588815621333197,-0.17609751224517822,1257.0,-2.309812238095238
53760,44,1217,105,0.2,0.02094225,-0.012381460517644882,0.17236328125,-43.07935154438019,1664,0.0004092704424510632,0.9736781120300293,-0.023003427559160627,0.12822513724677265,0.2712138891220093,1257.0,-2.309812238095238
54272,44,1216,106,0.2,0.016788485,-0.029838329181075096,0.20703125,-43.09256911277771,1680,0.0004092704424510632,0.9739915132522583,-0.021645280852681026,0.0153853963711299,-4.753576278686523,1257.0,-2.308087255813953
54784,45,1216,107,0.2,0.013638575,0.023318838328123093,0.12841796875,-43.09947955608368,1696,0.0004092704424510632,0.9745835661888123,-0.017563365036039613,0.19856809999328107,0.19067895412445068,1257.0,-2.308087255813953
55296,45,1216,108,0.2,0.022981167,-0.03784732520580292,0.238037109375,-43.091540694236755,1712,0.0004092704424510632,0.9731252193450928,-0.023961895378306508,0.006099574995459989,-1.0718138217926025,1257.0,-2.308087255813953
55808,45,1216,109,0.2,0.013666749,-0.021522371098399162,0.2108154296875,-43.06321942806244,1728,0.0004092704424510632,0.9733413457870483,-0.02294097667618189,0.015931913920212537,0.52201247215271,1257.0,-2.310632159090909
56320,46,1216,110,0.2,0.040980846,-0.02693173661828041,0.27001953125,-43.07376849651337,1744,0.0004092704424510632,0.9738397002220154,-0.021355577424401417,0.043141652742633596,0.5027799606323242,1257.0,-2.310632159090909
56832,46,1216,111,0.2,0.022629445,-0.025456223636865616,0.2391357421875,-43.077473759651184,1760,0.0004092704424510632,0.9730267524719238,-0.02493235154543072,0.007441810535965487,-4.831381797790527,1257.0,-2.310200711111111
57344,47,1216,112,0.2,0.016924571,0.02386040985584259,0.12646484375,-43.058067321777344,1776,0.0004092704424510632,0.9728277325630188,-0.019598181068431586,0.2283519885968417,0.1791730523109436,1257.0,-2.310200711111111
57856,47,1216,113,0.2,0.0153111955,-0.006546761840581894,0.2127685546875,-43.04621636867523,1792,0.0004092704424510632,0.9719275236129761,-0.02327802119543776,0.030972119129728526,-0.978205680847168,1257.0,-2.3126405
58368,47,1216,114,0.2,0.013904047,0.01622772216796875,0.1231689453125,-43.014811396598816,1808,0.0004092704424510632,0.9714744091033936,-0.017011492789606564,0.14988768775947392,0.46885573863983154,1257.0,-2.3126405
58880,48,1216,115,0.2,0.019255852,-0.03401261195540428,0.269775390625,-43.022759437561035,1824,0.0004092704424510632,0.9724291563034058,-0.02448051262763329,0.004316878246754641,-6.959132671356201,1257.0,-2.3126405
59392,48,1215,116,0.2,0.01995529,-0.03624521940946579,0.27294921875,-43.060521841049194,1840,0.0004092704424510632,0.9730722904205322,-0.02975462900940329,0.004496512294281274,-0.028055548667907715,1257.0,-2.314736063829787
59904,49,1214,117,0.2,0.023082843,-0.011129532009363174,0.1573486328125,-43.07040989398956,1856,0.0004092704424510632,0.973154604434967,-0.024530140741262585,0.20104200090281665,0.1928613781929016,1257.0,-2.314736063829787
60416,49,1214,118,0.2,0.02608829,-0.03826839476823807,0.2974853515625,-43.09981858730316,1872,0.0004092704424510632,0.9757681488990784,-0.03115337785857264,0.014907662523910403,-3.073474884033203,1257.0,-2.3157920416666666
60928,50,1214,119,0.2,0.014545318,0.008364859968423843,0.13671875,-43.177159547805786,1888,0.0004092704424510632,0.9769443273544312,-0.01709951135853771,0.15614597010426223,0.31774622201919556,1257.0,-2.3157920416666666
61440,50,1214,120,0.2,0.018221669,-0.024389034137129784,0.2425537109375,-43.16558587551117,1904,0.0004092704424510632,0.975752055644989,-0.025127139291726053,0.0034373649177723564,-4.250002384185791,1257.0,-2.3157920416666666
61952,50,1214,121,0.2,0.017140476,-0.02915794774889946,0.205078125,-43.163875460624695,1920,0.0004092704424510632,0.9778406023979187,-0.02218406660540495,0.002775342156382976,-0.1303638219833374,1257.0,-2.316888306122449
62464,51,1215,122,0.2,0.013003901,-0.003518221899867058,0.171630859375,-43.21489441394806,1936,0.0004092704424510632,0.978282630443573,-0.021246026182780042,0.21133580012246966,0.15856552124023438,1257.0,-2.316888306122449
62976,51,1215,123,0.2,0.0136733595,-0.020502127707004547,0.1822509765625,-43.2036098241806,1952,0.0004092704424510632,0.9775770902633667,-0.019811754769762047,0.019786512886639684,-4.611086845397949,1257.0,-2.31750924
63488,52,1215,124,0.2,0.014534311,0.00891883671283722,0.090576171875,-43.185157895088196,1968,0.0004092704424510632,0.9771618843078613,-0.013522104345611297,0.23493205034174025,0.1143726110458374,1257.0,-2.31750924
64000,52,1215,125,0.2,0.01622654,-0.02511812001466751,0.22119140625,-43.16982817649841,1984,0.0004092704424510632,0.9768660068511963,-0.02238111456972547,0.008214379646233283,-6.128119945526123,1257.0,-2.31750924
