time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,4216,0,1,,,,,,,,,,,,,
1024,2601,0,2,16,-0.034577570389956236,-0.14245831966400146,0.19967474578879774,0.25,0.2,0.018467356,-0.04098505526781082,1.0024508237838745,0.0004092704424510632,-44.01993441581726,,
1536,2303,0,3,32,-0.033759309735614806,-0.08454549312591553,0.004287779600417707,0.2618408203125,0.2,0.020861842,-0.038572072982788086,1.0019694566726685,0.0004092704424510632,-44.06197512149811,1257.0,-2.937843
2048,2175,0,4,48,-0.023975812800927088,-0.009607434272766113,0.006309651173069142,0.2528076171875,0.2,0.01663314,-0.027867190539836884,1.0016248226165771,0.0004092704424510632,-44.03712177276611,1257.0,-2.937843
2560,2113,1,5,64,-0.02644288557348773,0.007123470306396484,0.005411550431745127,0.3519287109375,0.2,0.023297165,-0.033966269344091415,1.0005133152008057,0.0004092704424510632,-44.020713329315186,1257.0,-2.9009115000000003
3072,2052,1,6,80,-0.027761258621467277,0.002278447151184082,0.005594105015916284,0.285400390625,0.2,0.019448735,-0.03140956535935402,1.0018001794815063,0.0004092704424510632,-44.01342558860779,1257.0,-2.9009115000000003
3584,2027,1,7,96,-0.025228627084288746,0.006010651588439941,0.012167591834440827,0.279052734375,0.2,0.020443164,-0.02271793968975544,1.0016134977340698,0.0004092704424510632,-44.0430783033371,1257.0,-2.9009115000000003
4096,2015,2,8,112,-0.018617222005559597,0.003360152244567871,0.005464672969537787,0.1807861328125,0.2,0.012131043,-0.021796271204948425,1.0015970468521118,0.0004092704424510632,-44.03245830535889,1257.0,-2.9427853333333336
4608,1997,2,9,128,-0.02379958439269103,0.0031331777572631836,0.017845187394414097,0.279296875,0.2,0.023824297,-0.031387776136398315,1.0010162591934204,0.0004092704424510632,-44.02602446079254,1257.0,-2.9427853333333336
5120,1985,2,10,144,-0.026173804202699102,-0.00506591796875,0.0027370427815185394,0.244873046875,0.2,0.017978407,-0.050737712532281876,1.002332329750061,0.0004092704424510632,-44.026849031448364,1257.0,-2.9852147500000004
5632,1975,2,11,160,-0.027442838909337297,0.0006097555160522461,0.015238220919854939,0.2955322265625,0.2,0.023328956,-0.024124618619680405,1.0019999742507935,0.0004092704424510632,-44.05785822868347,1257.0,-2.9852147500000004
6144,1964,3,12,176,-0.03173652273835614,0.007092714309692383,0.012063423753716052,0.3037109375,0.2,0.018995123,-0.03247521445155144,1.0018712282180786,0.0004092704424510632,-44.035736083984375,1257.0,-2.9852147500000004
6656,1960,3,13,192,-0.02511710612452589,-0.0011864900588989258,0.005391813218011521,0.2615966796875,0.2,0.018239863,-0.030539797618985176,1.0028352737426758,0.0004092704424510632,-44.0497567653656,1257.0,-2.9966986
7168,1950,3,14,208,-0.02318975262460299,0.00128173828125,0.048084749025292695,0.29443359375,0.2,0.019283049,0.003106728196144104,1.0040313005447388,0.0004092704424510632,-44.08480250835419,1257.0,-2.9966986
7680,1942,3,15,224,-0.027924461086513475,-0.005331635475158691,0.0034197491986560635,0.2786865234375,0.2,0.016794987,-0.044150903820991516,1.0025882720947266,0.0004092704424510632,-44.09006690979004,1257.0,-2.9858085000000005
8192,1938,4,16,240,-0.02808473995537497,0.0014655590057373047,0.045715112471953034,0.3140869140625,0.2,0.019705255,-0.02268536388874054,1.0010756254196167,0.0004092704424510632,-44.03580057621002,1257.0,-2.9858085000000005
8704,1937,4,17,256,-0.02497300428512972,0.005298256874084473,0.009543311200104654,0.3338623046875,0.2,0.03134278,-0.02960062026977539,1.0008089542388916,0.0004092704424510632,-44.00275468826294,1257.0,-2.9858085000000005
9216,1930,4,18,272,-0.029681494634132832,0.0008675456047058105,0.006376593664754182,0.2821044921875,0.2,0.017949793,-0.046078719198703766,1.0005407333374023,0.0004092704424510632,-44.00390923023224,1257.0,-3.002933
9728,1927,5,19,288,-0.032717060268623754,0.0010338425636291504,0.08998046512715518,0.3720703125,0.2,0.026424102,0.005212627351284027,1.0023993253707886,0.0004092704424510632,-44.016607999801636,1257.0,-3.002933
10240,1926,5,20,304,-0.024445880961138755,-0.02975749969482422,0.003281478537246585,0.2244873046875,0.2,0.013378251,-0.028764281421899796,1.0008457899093628,0.0004092704424510632,-44.03696393966675,1257.0,-2.99624875
10752,1922,5,21,320,-0.028543608328618575,0.001354992389678955,0.08783414936624467,0.3194580078125,0.2,0.021358069,0.006045699119567871,0.9995608329772949,0.0004092704424510632,-43.97469413280487,1257.0,-2.99624875
