time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,4056,0,1,,,,,,,,,,,,,
1024,2320,0,2,16,-0.02908141113584861,-0.23817551136016846,0.1765060857287608,0.251220703125,0.2,0.018134564,-0.03888429328799248,0.9996486902236938,0.0004092704424510632,-43.97969734668732,,
1536,2023,0,3,32,-0.031128951261052862,-0.007100939750671387,0.004629863637092058,0.2529296875,0.2,0.017318869,-0.036566976457834244,1.0010861158370972,0.0004092704424510632,-43.99062979221344,1257.0,-2.926012
2048,1895,1,4,48,-0.03569261427037418,0.0010926127433776855,0.044610721757635474,0.348388671875,0.2,0.025870904,-0.0198235884308815,1.0007951259613037,0.0004092704424510632,-44.02113628387451,1257.0,-2.926012
2560,1831,1,5,64,-0.028719443536829203,-0.0043114423751831055,0.00586651104822522,0.3131103515625,0.2,0.028282503,-0.029795441776514053,0.9983209371566772,0.0004092704424510632,-43.97248339653015,1257.0,-2.9390865
3072,1791,1,6,80,-0.02718651739996858,0.0009222030639648438,0.058190065901726484,0.287353515625,0.2,0.025719363,-0.012982020154595375,0.9981381893157959,0.0004092704424510632,-43.91961932182312,1257.0,-2.9390865
3584,1762,2,7,96,-0.030942697485443205,0.01581394672393799,0.016225236642640084,0.337158203125,0.2,0.02424665,-0.024574358016252518,0.9981236457824707,0.0004092704424510632,-43.92571580410004,1257.0,-2.9390865
4096,1738,2,8,112,-0.02620492495771032,-0.014081597328186035,0.005782264022855088,0.285888671875,0.2,0.019781878,-0.0276683010160923,0.9986451864242554,0.0004092704424510632,-43.93073379993439,1257.0,-2.997665666666667
4608,1720,2,9,128,-0.0302891505707521,0.003100454807281494,0.09443420288152993,0.32080078125,0.2,0.018546611,0.007771093398332596,0.997765839099884,0.0004092704424510632,-43.930325865745544,1257.0,-2.997665666666667
5120,1706,3,10,144,-0.028474236460169777,-0.3078972101211548,0.002310111616679933,0.2398681640625,0.2,0.01577713,-0.02561163902282715,0.9968350529670715,0.0004092704424510632,-43.89299666881561,1257.0,-2.9682615
5632,1694,3,11,160,-0.025304343173047528,0.01511991024017334,0.08136460673995316,0.2685546875,0.2,0.021761991,0.0009788013994693756,0.9967076182365417,0.0004092704424510632,-43.87815082073212,1257.0,-2.9682615
6144,1678,3,12,176,-0.02262521770899184,-0.003411412239074707,0.00927856343332678,0.251708984375,0.2,0.020236157,-0.03198374807834625,0.9963663220405579,0.0004092704424510632,-43.873666524887085,1257.0,-2.9682615
6656,1672,3,13,192,-0.021137877280125394,-0.023939132690429688,0.005632535961922258,0.215087890625,0.2,0.012843613,-0.03132927417755127,0.9978193044662476,0.0004092704424510632,-43.882580280303955,1257.0,-2.9508692
7168,1677,4,14,208,-0.02683642110787332,0.009718120098114014,0.11145826778374612,0.2891845703125,0.2,0.019549176,0.01710725948214531,0.999129593372345,0.0004092704424510632,-43.9335480928421,1257.0,-2.9508692
