rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/ent_coef,time/fps,train/n_updates,train/critic_loss,time/total_timesteps,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/learning_rate
-4.34716975,4,1258.0,0.017229348421096802,31,4931,1.20015549659729,5032,-122.82963562011719,158,-167.6479949951172,0.0008459126528049375
-3.428674,8,1258.0,0.0010289124911651015,31,9963,4.953035831451416,10064,-129.88990783691406,319,-26.58969497680664,0.0008459126528049375
-2.76445625,12,1258.0,0.0006062492611818016,31,14995,7.886225700378418,15096,-132.0828094482422,481,111.82936096191406,0.0008459126528049375
-2.445384875,16,1258.0,0.0006346391746774316,30,20027,2.2583396434783936,20128,-131.0241241455078,657,110.10332489013672,0.0008459126528049375
-2.18804825,20,1258.0,0.0006368752219714224,25,25059,11.648127555847168,25160,-116.50347900390625,6,29.204341888427734,0.0008459126528049375
-2.0810810416666667,24,1258.0,0.00047078009811230004,26,30091,2.3456344604492188,30192,-114.2029800415039,193,-16.57485008239746,0.0008459126528049375
-1.9805681785714284,28,1258.0,0.0005040221731178463,29,35123,3.5082826614379883,35224,-101.21122741699219,351,88.90599060058594,0.0008459126528049375
-1.9020200937500003,32,1258.0,0.00035844516241922975,29,40155,2.1065993309020996,40256,-97.69717407226562,509,-9.590415954589844,0.0008459126528049375
-1.8562738611111118,36,1258.0,0.00037112837890163064,30,45187,3.7769713401794434,45288,-90.76565551757812,668,14.199005126953125,0.0008459126528049375
-1.8056563,40,1258.0,0.0007867112290114164,26,50219,5.433597564697266,50320,-72.80540466308594,11,6.798163414001465,0.0008459126528049375
-1.7492020000000001,44,1258.0,0.0003947961376979947,26,55251,4.7720866203308105,55352,-66.59711456298828,199,-11.437570571899414,0.0008459126528049375
-1.6919668541666668,48,1258.0,0.0004988585133105516,26,60283,4.947360038757324,60384,-62.25737762451172,387,-64.57896423339844,0.0008459126528049375
-1.6451261538461535,52,1258.0,0.0005459205131046474,27,65315,1.8814868927001953,65416,-55.4759521484375,564,-68.31664276123047,0.0008459126528049375
-1.606900392857143,56,1258.0,0.00031201919773593545,28,70347,2.5744409561157227,70448,-49.616695404052734,723,-82.5729751586914,0.0008459126528049375
-1.5840322833333333,60,1258.0,0.00013247315655462444,31,75379,2.7108988761901855,75480,-39.83138656616211,15,8.652936935424805,0.0008459126528049375
-1.5501440312499999,64,1258.0,0.00024204302462749183,30,80411,3.557669162750244,80512,-40.872737884521484,178,8.078789710998535,0.0008459126528049375
-1.5383658529411761,68,1258.0,0.00023755262373015285,30,85443,7.60029411315918,85544,-33.36320495605469,343,-27.428874969482422,0.0008459126528049375
-1.5224768333333334,72,1258.0,0.0005877400981262326,31,90475,5.605236530303955,90576,-36.05786895751953,494,-12.703965187072754,0.0008459126528049375
