time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/actor_loss,time/fps,train/n_updates,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,train/ent_coef,time/episodes,time/time_elapsed
5032,0.0008459126528049375,-4.921627750000001,-122.67720794677734,66,4931,-157.65139770507812,1258.0,1.940015435218811,0.017528608441352844,4,75
10064,0.0008459126528049375,-3.750884125,-130.3350830078125,65,9963,-7.4425482749938965,1258.0,5.345128059387207,0.0012362867128103971,8,152
15096,0.0008459126528049375,-3.0693105833333334,-127.4333724975586,65,14995,48.740631103515625,1258.0,4.124295711517334,0.001025412930175662,12,230
20128,0.0008459126528049375,-2.74541325,-116.95639038085938,65,20027,-58.66786575317383,1258.0,4.1658172607421875,0.0011230789823457599,16,307
25160,0.0008459126528049375,-2.53388035,-98.1432876586914,66,25059,-6.262192249298096,1258.0,12.7510986328125,0.0012322681723162532,20,2
30192,0.0008459126528049375,-2.4079835833333334,-95.69316864013672,65,30091,78.42726135253906,1258.0,3.3092737197875977,0.0007414619321934879,24,79
35224,0.0008459126528049375,-2.2975669642857146,-98.619873046875,65,35123,69.12442016601562,1258.0,3.8138656616210938,0.0006624358939006925,28,156
40256,0.0008459126528049375,-2.22330209375,-94.23208618164062,64,40155,-37.158599853515625,1258.0,3.1377463340759277,0.0007176448125392199,32,235
45288,0.0008459126528049375,-2.190120472222222,-92.62014770507812,64,45187,-59.43825149536133,1258.0,2.12174916267395,0.00045810520532540977,36,313
50320,0.0008459126528049375,-2.189835375,-91.31061553955078,64,50219,-14.42564582824707,1258.0,3.7656643390655518,0.0003753851633518934,40,4
55352,0.0008459126528049375,-2.153337840909091,-77.41566467285156,63,55251,-75.19458770751953,1258.0,4.003604888916016,0.000795432657469064,44,83
60384,0.0008459126528049375,-2.1309672708333336,-69.94280242919922,63,60283,35.4600830078125,1258.0,5.4886250495910645,0.0009453580714762211,48,162
65416,0.0008459126528049375,-2.100788230769231,-69.41192626953125,63,65315,-36.1006965637207,1258.0,5.663376808166504,0.0010753447422757745,52,241
70448,0.0008459126528049375,-2.0850598035714287,-60.22554016113281,63,70347,-27.792327880859375,1258.0,5.372126579284668,0.0006601478671655059,56,320
75480,0.0008459126528049375,-2.0722685166666666,-54.408447265625,62,75379,-55.9571533203125,1258.0,2.6778664588928223,0.0006521757459267974,60,7
80512,0.0008459126528049375,-2.0676574531250003,-41.57911682128906,61,80411,73.17677307128906,1258.0,3.786846160888672,0.00044723699102178216,64,89
85544,0.0008459126528049375,-2.044914367647059,-42.22696304321289,61,85443,-20.072525024414062,1258.0,2.7819125652313232,0.0006339368992485106,68,171
90576,0.0008459126528049375,-2.0312944166666664,-24.339509963989258,61,90475,14.574162483215332,1258.0,3.3629496097564697,0.0006521635805256665,72,254
95608,0.0008459126528049375,-2.011671539473684,-19.337169647216797,61,95507,-7.215442657470703,1258.0,6.616742134094238,0.001096581225283444,76,337
