train/actor_loss,time/episodes,train/n_updates,time/fps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/learning_rate
-120.57501983642578,4,4931,22,4.38242769241333,227,-4.961475999999999,0.017040641978383064,-168.09725952148438,1258.0,5032,0.0008459126528049375
-127.18584442138672,8,9963,21,3.3470664024353027,477,-3.9054006249999995,0.0015432038344442844,-28.34722900390625,1258.0,10064,0.0008459126528049375
-116.13420104980469,12,14995,21,5.590878009796143,715,-3.2818287499999994,0.0007142830872908235,243.49688720703125,1258.0,15096,0.0008459126528049375
-113.70329284667969,16,20027,21,2.9267237186431885,955,-2.9123020000000004,0.0009148404933512211,53.88542556762695,1258.0,20128,0.0008459126528049375
-112.21175384521484,20,25059,22,5.927833557128906,7,-2.6474087500000003,0.0009686463745310903,-0.5544391870498657,1258.0,25160,0.0008459126528049375
-109.16060638427734,24,30091,20,1.386444091796875,248,-2.5259627083333336,0.0004849748802371323,-16.398723602294922,1258.0,30192,0.0008459126528049375
-107.35503387451172,28,35123,20,2.0043327808380127,492,-2.4299924285714285,0.0004023682267870754,10.008817672729492,1258.0,35224,0.0008459126528049375
-100.10586547851562,32,40155,20,4.070625305175781,729,-2.346016875,0.0004981078673154116,-12.32229232788086,1258.0,40256,0.0008459126528049375
-103.43791198730469,36,45187,20,1.4001847505569458,968,-2.3190275833333334,0.00035653714439831674,22.350839614868164,1258.0,45288,0.0008459126528049375
-98.28182983398438,40,50219,21,1.6074861288070679,14,-2.292017275,0.0004922124790027738,-28.332073211669922,1258.0,50320,0.0008459126528049375
-94.61966705322266,44,55251,20,2.8602957725524902,256,-2.253063,0.00043612829176709056,2.675028085708618,1258.0,55352,0.0008459126528049375
-94.02182006835938,48,60283,20,5.178430080413818,505,-2.2218072083333333,0.0002916384837590158,-123.66519927978516,1258.0,60384,0.0008459126528049375
-86.06069946289062,52,65315,20,1.7264413833618164,744,-2.21218525,0.00035881539224646986,12.620723724365234,1258.0,65416,0.0008459126528049375
-85.90943908691406,56,70347,20,2.0667858123779297,998,-2.1830432857142856,0.0003363581490702927,-146.74105834960938,1258.0,70448,0.0008459126528049375
-80.31689453125,60,75379,19,1.3383042812347412,24,-2.1565457166666664,0.00034757188404910266,63.454864501953125,1258.0,75480,0.0008459126528049375
-73.60930633544922,64,80411,19,1.5549513101577759,277,-2.1430493125,0.00045460675028152764,15.389394760131836,1258.0,80512,0.0008459126528049375
-70.20829010009766,68,85443,19,4.093414306640625,536,-2.102779294117647,0.0009676777990534902,-23.196483612060547,1258.0,85544,0.0008459126528049375
-62.61235046386719,72,90475,19,6.080811023712158,793,-2.075720125,0.0009799167746677995,25.697612762451172,1258.0,90576,0.0008459126528049375
-59.942935943603516,76,95507,19,2.9444234371185303,1045,-2.0530327236842107,0.0006866746698506176,12.903255462646484,1258.0,95608,0.0008459126528049375
