time/total_timesteps,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,train/n_updates,rollout/ep_rew_mean,train/ent_coef,train/learning_rate,time/fps,time/time_elapsed,train/actor_loss,time/episodes
5032,-165.66453552246094,1258.0,2.329348564147949,4931,-4.073125,0.017493946477770805,0.0008459126528049375,24,205,-123.9579849243164,4
10064,48.7974853515625,1258.0,4.886458873748779,9963,-3.20250475,0.0013058854965493083,0.0008459126528049375,23,420,-130.00941467285156,8
15096,15.174886703491211,1258.0,5.238304138183594,14995,-2.6132008333333334,0.0012050383957102895,0.0008459126528049375,23,644,-135.54583740234375,12
20128,48.97509002685547,1258.0,6.197092533111572,20027,-2.2259554375,0.0010422131745144725,0.0008459126528049375,23,870,-138.74411010742188,16
25160,14.881528854370117,1258.0,7.612966537475586,25059,-2.0154271,0.001146717113442719,0.0008459126528049375,22,7,-142.2095184326172,20
30192,-17.354373931884766,1258.0,10.458799362182617,30091,-1.8695144166666668,0.0017150535713881254,0.0008459126528049375,22,230,-137.85797119140625,24
35224,2.367460250854492,1258.0,6.095668792724609,35123,-1.776451642857143,0.0005443053087219596,0.0008459126528049375,22,453,-132.64210510253906,28
40256,-18.460189819335938,1258.0,2.0478579998016357,40155,-1.7025969062500002,0.0005357503541745245,0.0008459126528049375,22,676,-130.45785522460938,32
45288,55.5297737121582,1258.0,3.4992756843566895,45187,-1.6361738611111112,0.0003901672316715121,0.0008459126528049375,22,891,-98.5864028930664,36
50320,63.51495361328125,1258.0,7.598294258117676,50219,-1.588268775,0.0012916972627863288,0.0008459126528049375,23,13,-78.0178451538086,40
55352,38.14201736450195,1258.0,1.7872012853622437,55251,-1.5593273409090906,0.001020885887555778,0.0008459126528049375,22,238,-71.07611846923828,44
60384,-73.76947021484375,1258.0,5.8087873458862305,60283,-1.5420633333333333,0.0006110842805355787,0.0008459126528049375,22,463,-65.27247619628906,48
65416,-23.367948532104492,1258.0,4.716527938842773,65315,-1.5056025961538462,0.0007385191274806857,0.0008459126528049375,22,677,-62.46104049682617,52
70448,20.347536087036133,1258.0,25.10871124267578,70347,-1.4724385535714286,0.0007339048897847533,0.0008459126528049375,22,895,-59.7661247253418,56
75480,-29.7584285736084,1258.0,7.103460788726807,75379,-1.4549518333333333,0.0015320314560085535,0.0008459126528049375,20,23,-48.59331512451172,60
80512,34.219573974609375,1258.0,8.113011360168457,80411,-1.437129546875,0.0012859884882345796,0.0008459126528049375,19,276,-43.746177673339844,64
85544,0.06735801696777344,1258.0,35.5455322265625,85443,-1.4186617941176471,0.0017152098007500172,0.0008459126528049375,19,532,-32.156070709228516,68
90576,39.954776763916016,1258.0,22.730953216552734,90475,-1.4061534861111111,0.0020182472653687,0.0008459126528049375,19,787,-21.145977020263672,72
95608,-43.15594482421875,1258.0,12.972000122070312,95507,-1.389264302631579,0.0012399341212585568,0.0008459126528049375,19,1043,-13.997333526611328,76
