time/total_timesteps,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,train/n_updates,rollout/ep_rew_mean,train/ent_coef,train/learning_rate,time/fps,time/time_elapsed,train/actor_loss,time/episodes
5032,-173.46681213378906,1258.0,2.0345754623413086,4931,-4.241751750000001,0.017307046800851822,0.0008459126528049375,23,216,-121.86065673828125,4
10064,33.75025177001953,1258.0,7.87736701965332,9963,-3.2282605,0.0010731646325439215,0.0008459126528049375,22,444,-128.642578125,8
15096,53.38712692260742,1258.0,26.08647918701172,14995,-2.481900583333333,0.0015557932201772928,0.0008459126528049375,22,680,-129.7399444580078,12
20128,21.409860610961914,1258.0,2.583644390106201,20027,-2.183476875,0.0007605472346767783,0.0008459126528049375,20,972,-125.51609802246094,16
25160,88.55068969726562,1258.0,2.774649143218994,25059,-1.9314313000000003,0.000654163770377636,0.0008459126528049375,16,9,-121.93681335449219,20
30192,60.32322692871094,1258.0,4.419746398925781,30091,-1.7659842916666666,0.0005610684165731072,0.0008459126528049375,16,320,-121.47624969482422,24
35224,-4.63252067565918,1258.0,3.0313096046447754,35123,-1.6773365714285713,0.0007010988192632794,0.0008459126528049375,16,633,-114.6241226196289,28
40256,-42.3157958984375,1258.0,12.280546188354492,40155,-1.5959064375,0.0013614499475806952,0.0008459126528049375,16,934,-108.79559326171875,32
45288,11.63247013092041,1258.0,11.970474243164062,45187,-1.5475316666666667,0.001241837628185749,0.0008459126528049375,16,1247,-104.0896987915039,36
50320,80.30606842041016,1258.0,5.219753265380859,50219,-1.49622965,0.00103741604834795,0.0008459126528049375,16,19,-100.35022735595703,40
55352,-15.69200611114502,1258.0,11.806255340576172,55251,-1.4751744545454548,0.001333320513367653,0.0008459126528049375,16,328,-93.28633117675781,44
60384,-23.82326316833496,1258.0,20.790430068969727,60283,-1.43721475,0.0017242400208488107,0.0008459126528049375,17,608,-79.62354278564453,48
65416,-33.68594741821289,1258.0,10.256256103515625,65315,-1.402271807692308,0.0008675010176375508,0.0008459126528049375,18,845,-63.29271697998047,52
70448,-18.273807525634766,1258.0,216.05239868164062,70347,-1.3702397142857146,0.0024434118531644344,0.0008459126528049375,18,1093,-67.21788024902344,56
75480,-12.59309196472168,1258.0,33.85143280029297,75379,-1.3435901166666668,0.0028478680178523064,0.0008459126528049375,20,23,-49.59157180786133,60
80512,-16.965778350830078,1258.0,39.7873420715332,80411,-1.328076015625,0.0023871175944805145,0.0008459126528049375,19,279,-30.139141082763672,64
85544,10.826135635375977,1258.0,22.825946807861328,85443,-1.325746794117647,0.0013138804351910949,0.0008459126528049375,18,556,-21.993885040283203,68
90576,-18.02994728088379,1258.0,187.3646240234375,90475,-1.3165319444444445,0.002965813735499978,0.0008459126528049375,19,816,-12.190042495727539,72
95608,20.507951736450195,1258.0,64.11359405517578,95507,-1.3031256315789475,0.002843656111508608,0.0008459126528049375,19,1082,13.052892684936523,76
