train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/critic_loss,rollout/ep_rew_mean,time/fps,train/ent_coef,time/episodes,train/n_updates,train/learning_rate,time/time_elapsed
-122.88325500488281,1258.0,-183.79495239257812,5032,1.2044613361358643,-4.42459225,10,0.017049159854650497,4,4931,0.0008459126528049375,489
-130.0755157470703,1258.0,10.73445987701416,10064,4.569169044494629,-3.3344432499999996,10,0.0009466030169278383,8,9963,0.0008459126528049375,988
-125.4636459350586,1258.0,-55.335968017578125,15096,3.1716396808624268,-2.6516810833333335,10,0.0009004154126159847,12,14995,0.0008459126528049375,1487
-104.82904815673828,1258.0,-9.912816047668457,20128,11.471707344055176,-2.288199875,10,0.0014860887313261628,16,20027,0.0008459126528049375,1986
-94.94078826904297,1258.0,39.50400161743164,25160,11.865196228027344,-2.11097,10,0.0005857179057784379,20,25059,0.0008459126528049375,15
-88.69392395019531,1258.0,-43.338951110839844,30192,2.7386350631713867,-2.022513333333333,10,0.000587032875046134,24,30091,0.0008459126528049375,511
-62.60665512084961,1258.0,-42.32961654663086,35224,4.928614616394043,-1.9413548214285714,10,0.0009570427355356514,28,35123,0.0008459126528049375,1004
-58.44654846191406,1258.0,-70.33020782470703,40256,3.186612367630005,-1.87859521875,10,0.0008999921847134829,32,40155,0.0008459126528049375,1485
-29.151668548583984,1258.0,5.437873840332031,45288,11.151304244995117,-1.8115316388888887,10,0.001174262841232121,36,45187,0.0008459126528049375,1979
-17.51827049255371,1258.0,-80.77457427978516,50320,6.492368698120117,-1.7882061999999999,10,0.0004759591829497367,40,50219,0.0008459126528049375,30
-6.316277503967285,1258.0,71.51457977294922,55352,5.659061431884766,-1.775089227272727,10,0.0002833885373547673,44,55251,0.0008459126528049375,510
2.2090702056884766,1258.0,-40.84724044799805,60384,5.619543552398682,-1.7458317708333333,10,0.0004570521996356547,48,60283,0.0008459126528049375,1000
6.97578239440918,1258.0,-33.67416763305664,65416,4.592774868011475,-1.7082834615384614,10,0.0005702078342437744,52,65315,0.0008459126528049375,1504
14.42261028289795,1258.0,-53.606544494628906,70448,6.358613967895508,-1.673153196428571,10,0.0005880588432773948,56,70347,0.0008459126528049375,2008
20.79663848876953,1258.0,-38.48139190673828,75480,5.813570022583008,-1.6508927833333331,9,0.0006789365434087813,60,75379,0.0008459126528049375,50
27.236948013305664,1258.0,-78.9510498046875,80512,8.025566101074219,-1.62877434375,9,0.0009819144615903497,64,80411,0.0008459126528049375,581
31.115070343017578,1258.0,-48.095367431640625,85544,4.540411949157715,-1.6110375882352939,9,0.0007467992254532874,68,85443,0.0008459126528049375,1119
