time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/learning_rate,train/explained_variance,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/n_updates,train/value_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
3909,512,1,0,,,,,,,,,,,,,
2143,1024,2,0,0.2591552734375,0.0004092704424510632,-0.2568323612213135,0.015755448,-43.98484921455383,-0.03263945668004453,0.2,-0.041310157626867294,16,0.07468654504191363,1.0002100467681885,,
1808,1536,3,0,0.2939453125,0.0004092704424510632,0.006775200366973877,0.020384926,-44.02626049518585,-0.03185184783069417,0.2,-0.04149238020181656,32,0.00273113248476875,1.002571940422058,-2.215031,1258.0
1721,2048,4,1,0.3336181640625,0.0004092704424510632,-0.004539370536804199,0.024096131,-44.043577909469604,-0.030588790847104974,0.2,-0.04077758267521858,48,0.004987214058928657,1.0004749298095703,-2.215031,1258.0
1681,2560,5,1,0.3035888671875,0.0004092704424510632,0.011699497699737549,0.020674719,-43.977126717567444,-0.031018473848234862,0.2,-0.04199395701289177,64,0.0022068584003136493,0.9992433190345764,-2.2231515,1258.0
1650,3072,6,1,0.2706298828125,0.0004092704424510632,0.009288489818572998,0.020294689,-43.950416922569275,-0.02529406236135401,0.2,-0.026812583208084106,80,0.00980703448294662,0.9984658360481262,-2.2231515,1258.0
1628,3584,7,2,0.2113037109375,0.0004092704424510632,0.003954172134399414,0.014519412,-43.93067824840546,-0.025784941302845255,0.2,-0.0284822229295969,96,0.0012522764518507756,0.9982653856277466,-2.2231515,1258.0
1616,4096,8,2,0.3033447265625,0.0004092704424510632,0.017262756824493408,0.021708343,-43.93976974487305,-0.03207099104474764,0.2,-0.041498370468616486,112,0.005361503390304279,0.9989445209503174,-2.2267083333333333,1258.0
1591,4608,9,2,0.263916015625,0.0004092704424510632,0.007084786891937256,0.015974082,-43.916008830070496,-0.028301448735874146,0.2,-0.03894498944282532,128,0.014745181979378685,0.9960445165634155,-2.2267083333333333,1258.0
1584,5120,10,3,0.229248046875,0.0004092704424510632,0.001761317253112793,0.015786052,-43.82976293563843,-0.02228175036725588,0.2,-0.025840064510703087,144,0.002147298127965769,0.9947329759597778,-2.285699,1258.0
