time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/learning_rate,train/explained_variance,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/n_updates,train/value_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
4227,512,1,0,,,,,,,,,,,,,
2436,1024,2,0,0.18212890625,0.0004092704424510632,-1.7287681102752686,0.012196806,-43.98257076740265,-0.026233935670461506,0.2,-0.0359010323882103,16,0.17599840532784583,0.9995892643928528,,
2126,1536,3,0,0.2264404296875,0.0004092704424510632,-0.05302834510803223,0.015514666,-43.98374795913696,-0.023042710119625553,0.2,-0.03571673855185509,32,0.0029855243701604195,1.0006533861160278,-2.367724,1258.0
2014,2048,4,1,0.280517578125,0.0004092704424510632,0.007953226566314697,0.019268151,-44.00769805908203,-0.02637679765757639,0.2,-0.031004294753074646,48,0.015524166083196178,1.0004467964172363,-2.367724,1258.0
1934,2560,5,1,0.2559814453125,0.0004092704424510632,-0.029587388038635254,0.016079454,-43.991816997528076,-0.020939808353432454,0.2,-0.031133469194173813,64,0.002429949789075181,1.0001667737960815,-2.2907064999999998,1258.0
1891,3072,6,1,0.281982421875,0.0004092704424510632,0.01591712236404419,0.015869077,-43.99422633647919,-0.025762665238289628,0.2,-0.026479586958885193,80,0.023595421225763857,1.0003466606140137,-2.2907064999999998,1258.0
1863,3584,7,1,0.23486328125,0.0004092704424510632,0.026804029941558838,0.015580675,-43.98317313194275,-0.02846196506288834,0.2,-0.05566925182938576,96,0.0017473596544732573,0.9994806051254272,-2.2907064999999998,1258.0
1840,4096,8,2,0.2967529296875,0.0004092704424510632,0.020020604133605957,0.019681267,-43.98189961910248,-0.031094615333131514,0.2,-0.039256658405065536,112,0.005397901666583493,1.0008282661437988,-2.303991,1258.0
1821,4608,9,2,0.3095703125,0.0004092704424510632,0.02606409788131714,0.023745885,-44.047168016433716,-0.028936076269019395,0.2,-0.029871083796024323,128,0.030032909009605646,1.0032672882080078,-2.303991,1258.0
1808,5120,10,2,0.243408203125,0.0004092704424510632,-0.13809311389923096,0.016943261,-44.07297945022583,-0.022792079180362634,0.2,-0.04439517483115196,144,0.004119576205994235,1.00190269947052,-2.3086875,1258.0
1796,5632,11,3,0.18603515625,0.0004092704424510632,0.005836009979248047,0.014527274,-43.99337840080261,-0.017385005558026023,0.2,0.004501514136791229,160,0.04872117564082146,0.9987143278121948,-2.3086875,1258.0
1787,6144,12,3,0.2119140625,0.0004092704424510632,0.008244097232818604,0.015534862,-43.922820806503296,-0.026178992440691218,0.2,-0.02967715822160244,176,0.0020303922156017506,0.9983085989952087,-2.3086875,1258.0
1780,6656,13,3,0.275390625,0.0004092704424510632,0.03820347785949707,0.020500418,-43.93601059913635,-0.027286648051813245,0.2,-0.0325518473982811,192,0.006683276049443521,0.9991623759269714,-2.3440942,1258.0
1775,7168,14,4,0.2923583984375,0.0004092704424510632,0.023656725883483887,0.027395891,-43.95215940475464,-0.029879680601879954,0.2,-0.031628720462322235,208,0.04847387783229351,0.9989389181137085,-2.3440942,1258.0
1773,7680,15,4,0.21435546875,0.0004092704424510632,-0.9932651519775391,0.014873002,-43.91623771190643,-0.02699601489439374,0.2,-0.039324600249528885,224,0.002753727327217348,0.9969372749328613,-2.3088753333333334,1258.0
1769,8192,16,4,0.2396240234375,0.0004092704424510632,0.11952638626098633,0.01968348,-43.8391900062561,-0.023061460597091354,0.2,-0.020925458520650864,240,0.05102981289383024,0.9941551685333252,-2.3088753333333334,1258.0
1767,8704,17,4,0.26220703125,0.0004092704424510632,-2.0967414379119873,0.016964406,-43.78844368457794,-0.02750267699593678,0.2,-0.04241174831986427,256,0.0030755203624721617,0.9943880438804626,-2.3088753333333334,1258.0
1763,9216,18,5,0.2357177734375,0.0004092704424510632,0.03837251663208008,0.02094302,-43.79689931869507,-0.024447083356790245,0.2,-0.0288974829018116,272,0.007536664241342805,0.9940184950828552,-2.3128194285714287,1258.0
1754,9728,19,5,0.244140625,0.0004092704424510632,0.029544293880462646,0.019715203,-43.811898946762085,-0.023350103227130603,0.2,0.004160221666097641,288,0.06353960919659585,0.9957140684127808,-2.3128194285714287,1258.0
1749,10240,20,5,0.2713623046875,0.0004092704424510632,-0.002852201461791992,0.019679917,-43.83077573776245,-0.030672187742311507,0.2,-0.039969898760318756,304,0.0033583663425815757,0.9947232007980347,-2.3344345,1258.0
1748,10752,21,6,0.268798828125,0.0004092704424510632,0.14517652988433838,0.017980011,-43.77501356601715,-0.026913602167041972,0.2,0.0016502328217029572,320,0.06541054777335376,0.9921722412109375,-2.3344345,1258.0
1746,11264,22,6,0.2374267578125,0.0004092704424510632,-3.4459729194641113,0.0138224475,-43.69419205188751,-0.025184003228787333,0.2,-0.03162599354982376,336,0.0021626185298373457,0.9897767901420593,-2.3344345,1258.0
1745,11776,23,6,0.25830078125,0.0004092704424510632,0.13420289754867554,0.021172412,-43.63288998603821,-0.02766445898305392,0.2,-0.03704400360584259,352,0.006363858294207603,0.9886878132820129,-2.333368111111111,1258.0
1745,12288,24,7,0.2696533203125,0.0004092704424510632,0.14680039882659912,0.03270966,-43.63445270061493,-0.027126736094942316,0.2,-0.0008725598454475403,368,0.08337333856616169,0.9896061420440674,-2.333368111111111,1258.0
1743,12800,25,7,0.19677734375,0.0004092704424510632,-0.4371732473373413,0.014758776,-43.65234065055847,-0.023314402147661895,0.2,-0.04048630967736244,384,0.0043465469098009635,0.9898435473442078,-2.3485199,1258.0
1742,13312,26,7,0.3009033203125,0.0004092704424510632,0.10648423433303833,0.03279487,-43.64587044715881,-0.024730958451982588,0.2,-0.004527367651462555,400,0.05832370393909514,0.9892098903656006,-2.3485199,1258.0
1740,13824,27,7,0.278076171875,0.0004092704424510632,-2.3515403270721436,0.02526512,-43.631993532180786,-0.030520021660777275,0.2,-0.0581195093691349,416,0.003317109749332303,0.9891251921653748,-2.3485199,1258.0
1739,14336,28,8,0.245849609375,0.0004092704424510632,0.36781370639801025,0.015000049,-43.63754653930664,-0.026064045552629977,0.2,-0.03529519587755203,432,0.0048529902487643994,0.9898562431335449,-2.3302063636363637,1258.0
1737,14848,29,8,0.2528076171875,0.0004092704424510632,0.21495580673217773,0.021190869,-43.65689551830292,-0.021755388821475208,0.2,-0.01376245729625225,448,0.033968037518206984,0.9898388385772705,-2.3302063636363637,1258.0
1736,15360,30,8,0.256103515625,0.0004092704424510632,-3.7095017433166504,0.018973473,-43.64831030368805,-0.03309292750782333,0.2,-0.04124964773654938,464,0.002712789129873272,0.9899037480354309,-2.3132112499999997,1258.0
1735,15872,31,9,0.2694091796875,0.0004092704424510632,0.14462542533874512,0.025488013,-43.6506609916687,-0.029260434792377055,0.2,-0.00371725857257843,480,0.0654427174013108,0.98955899477005,-2.3132112499999997,1258.0
1733,16384,32,9,0.24609375,0.0004092704424510632,-0.9860398769378662,0.015957475,-43.606704115867615,-0.02404123060114216,0.2,-0.035965077579021454,496,0.002876152011594968,0.9869701266288757,-2.312195230769231,1258.0
1732,16896,33,9,0.189453125,0.0004092704424510632,0.26794975996017456,0.019942734,-43.5248259305954,-0.0250132723886054,0.2,-0.004991598427295685,512,0.07404785323888063,0.984778642654419,-2.312195230769231,1258.0
1731,17408,34,10,0.215576171875,0.0004092704424510632,-1.3155970573425293,0.020927709,-43.498220920562744,-0.024245702690677717,0.2,-0.03000957891345024,528,0.005577466465183534,0.9859488606452942,-2.312195230769231,1258.0
1730,17920,35,10,0.292236328125,0.0004092704424510632,-0.03369712829589844,0.028339334,-43.53000497817993,-0.03372189312358387,0.2,-0.04447963833808899,544,0.0030199473731045146,0.9857105612754822,-2.3072245714285713,1258.0
1729,18432,36,10,0.2327880859375,0.0004092704424510632,0.09153562784194946,0.02260252,-43.50681173801422,-0.02186829285346903,0.2,0.003838043659925461,560,0.10381122538819909,0.9851804375648499,-2.3072245714285713,1258.0
1729,18944,37,10,0.227783203125,0.0004092704424510632,-1.2938997745513916,0.01864449,-43.48238241672516,-0.02380919632560108,0.2,-0.025022953748703003,576,0.009665243545896374,0.9838566780090332,-2.297643133333333,1258.0
1728,19456,38,11,0.2415771484375,0.0004092704424510632,0.08837634325027466,0.022152884,-43.43657445907593,-0.025688424240797758,0.2,-0.005281485617160797,592,0.09255382453557104,0.9825171232223511,-2.297643133333333,1258.0
1726,19968,39,11,0.24658203125,0.0004092704424510632,-2.9072911739349365,0.019276887,-43.41868329048157,-0.02782737991947215,0.2,-0.04595255106687546,608,0.005420332825451624,0.9831939339637756,-2.297643133333333,1258.0
1726,20480,40,11,0.217041015625,0.0004092704424510632,0.036500513553619385,0.018066006,-43.42748749256134,-0.023275576924788766,0.2,-0.035717543214559555,624,0.0062633722118334845,0.9824928641319275,-2.3001624375,1258.0
1726,20992,41,12,0.186767578125,0.0004092704424510632,0.08496075868606567,0.018778738,-43.39630603790283,-0.01731794886291027,0.2,-0.0050375740975141525,640,0.1309188852319494,0.9816206097602844,-2.3001624375,1258.0
1725,21504,42,12,0.150146484375,0.0004092704424510632,-9.240350723266602,0.01079758,-43.40507233142853,-0.01781327089702245,0.2,-0.02687346190214157,656,0.004917622052744264,0.9834758043289185,-2.3045698235294116,1258.0
1724,22016,43,12,0.182373046875,0.0004092704424510632,0.0925247073173523,0.01566569,-43.46308970451355,-0.01960966690967325,0.2,0.031528040766716,672,0.1776380599476397,0.9843530058860779,-2.3045698235294116,1258.0
1723,22528,44,13,0.2564697265625,0.0004092704424510632,-9.600458145141602,0.02130764,-43.46665608882904,-0.026470519980648533,0.2,-0.03221379965543747,688,0.004930753810185706,0.9837339520454407,-2.3045698235294116,1258.0
1722,23040,45,13,0.2757568359375,0.0004092704424510632,0.19376373291015625,0.018941091,-43.441118240356445,-0.030803626621491276,0.2,-0.04394001513719559,704,0.005763394896348473,0.9834690690040588,-2.299694611111111,1258.0
1721,23552,46,13,0.2412109375,0.0004092704424510632,0.17659777402877808,0.02852723,-43.441256523132324,-0.027169087494257838,0.2,0.010582961142063141,720,0.11007352080196142,0.9837080240249634,-2.299694611111111,1258.0
1721,24064,47,13,0.190185546875,0.0004092704424510632,-2.7608232498168945,0.016755281,-43.45154416561127,-0.020868355946731754,0.2,-0.034055668860673904,736,0.012373322606435977,0.9841582179069519,-2.302441789473684,1258.0
1721,24576,48,14,0.2022705078125,0.0004092704424510632,0.13986533880233765,0.020879691,-43.46448481082916,-0.024596432980615646,0.2,0.03322829306125641,752,0.1405983658041805,0.9845927953720093,-2.302441789473684,1258.0
1721,25088,49,14,0.21435546875,0.0004092704424510632,-9.072500228881836,0.0152533315,-43.466458320617676,-0.02569452181342058,0.2,-0.041326601058244705,768,0.0034867260765167885,0.984380841255188,-2.302441789473684,1258.0
1721,25600,50,14,0.2244873046875,0.0004092704424510632,0.11467248201370239,0.017504439,-43.42127597332001,-0.023924031789647415,0.2,-0.024837685748934746,784,0.0068228722957428545,0.9814952611923218,-2.3005609,1258.0
1721,26112,51,15,0.128173828125,0.0004092704424510632,0.1734897494316101,0.017740749,-43.35673272609711,-0.018470329086994752,0.2,0.011228702962398529,800,0.1420952418120578,0.981127917766571,-2.3005609,1258.0
1721,26624,52,15,0.260009765625,0.0004092704424510632,-6.7108259201049805,0.02232033,-43.369258880615234,-0.028290770525927655,0.2,-0.035335030406713486,816,0.0076210971383261494,0.9814522862434387,-2.2991606666666664,1258.0
1721,27136,53,15,0.168701171875,0.0004092704424510632,0.11433213949203491,0.020112645,-43.37132155895233,-0.023757628878229298,0.2,-0.0020282305777072906,832,0.18087081820704043,0.9817695617675781,-2.2991606666666664,1258.0
1721,27648,54,16,0.2784423828125,0.0004092704424510632,-6.6008076667785645,0.018797033,-43.38082313537598,-0.03153110042330809,0.2,-0.04862135648727417,848,0.0033493329901830293,0.9819014072418213,-2.2991606666666664,1258.0
1720,28160,55,16,0.2911376953125,0.0004092704424510632,0.3596009612083435,0.02385734,-43.39927923679352,-0.029793157635140233,0.2,-0.04696248471736908,864,0.007256250115460716,0.9831244945526123,-2.2958973636363633,1258.0
1720,28672,56,16,0.227783203125,0.0004092704424510632,0.22768932580947876,0.023103837,-43.417842388153076,-0.019999333570012823,0.2,-0.0046146344393491745,880,0.11338334763422608,0.9827994704246521,-2.2958973636363633,1258.0
1719,29184,57,16,0.23876953125,0.0004092704424510632,-5.0123114585876465,0.016470227,-43.40106785297394,-0.029527929436881095,0.2,-0.04322260618209839,896,0.005326442187651992,0.9824785590171814,-2.301547565217391,1258.0
1718,29696,58,17,0.2236328125,0.0004092704424510632,0.04203808307647705,0.020235112,-43.39628708362579,-0.023718495038338006,0.2,0.02671896666288376,912,0.2669149823486805,0.9824581146240234,-2.301547565217391,1258.0
1717,30208,59,17,0.2041015625,0.0004092704424510632,-3.965766429901123,0.014510182,-43.41427481174469,-0.022976261054282077,0.2,-0.029658954590559006,928,0.004078910027601523,0.9840531945228577,-2.3034093749999998,1258.0
1717,30720,60,17,0.10888671875,0.0004092704424510632,0.18257993459701538,0.015399293,-43.447927951812744,-0.015173757099546492,0.2,0.03605165705084801,944,0.24303687433712184,0.98374342918396,-2.3034093749999998,1258.0
1717,31232,61,18,0.263671875,0.0004092704424510632,-1.3562309741973877,0.020706609,-43.422577023506165,-0.027094098535599187,0.2,-0.02044084295630455,960,0.010690109542338178,0.9833226203918457,-2.3034093749999998,1258.0
1717,31744,62,18,0.23583984375,0.0004092704424510632,0.01457756757736206,0.016275562,-43.421568632125854,-0.02713355032756226,0.2,-0.03803647682070732,976,0.0026073523295053747,0.9831411242485046,-2.30153168,1258.0
1716,32256,63,18,0.1517333984375,0.0004092704424510632,0.048532068729400635,0.017719122,-43.41346347332001,-0.019784760545007885,0.2,0.0628034770488739,992,0.3663389205466956,0.9833829998970032,-2.30153168,1258.0
1716,32768,64,19,0.2535400390625,0.0004092704424510632,-7.174909591674805,0.018684655,-43.432931661605835,-0.02854311076225713,0.2,-0.05186076462268829,1008,0.004714233939012047,0.9842230677604675,-2.3012655,1258.0
1716,33280,65,19,0.1116943359375,0.0004092704424510632,0.16955876350402832,0.017999241,-43.441166281700134,-0.01709507689520251,0.2,0.045952148735523224,1024,0.3055449314415455,0.984113872051239,-2.3012655,1258.0
1715,33792,66,19,0.17236328125,0.0004092704424510632,-12.92595386505127,0.018217873,-43.43629205226898,-0.018973900383571163,0.2,-0.03077431209385395,1040,0.01197263957146788,0.9841190576553345,-2.3012655,1258.0
1715,34304,67,19,0.2772216796875,0.0004092704424510632,0.032022714614868164,0.025122441,-43.44060015678406,-0.0272413442726247,0.2,-0.04411209002137184,1056,0.005502049745700788,0.9843566417694092,-2.3041824074074073,1258.0
1715,34816,68,20,0.09423828125,0.0004092704424510632,0.06953978538513184,0.015035346,-43.44715225696564,-0.019437831186223775,0.2,0.05413448438048363,1072,0.38870424614287913,0.9843000769615173,-2.3041824074074073,1258.0
1714,35328,69,20,0.181884765625,0.0004092704424510632,-7.019947052001953,0.015025534,-43.43909430503845,-0.017878653132356703,0.2,-0.028119225054979324,1088,0.00564199127984466,0.9840441942214966,-2.2983386785714286,1258.0
1714,35840,70,20,0.1011962890625,0.0004092704424510632,0.04952967166900635,0.014324253,-43.4350368976593,-0.01603069571137894,0.2,0.1819159835577011,1104,0.5613158890046179,0.9839656949043274,-2.2983386785714286,1258.0
1714,36352,71,21,0.220458984375,0.0004092704424510632,-9.541441917419434,0.020185806,-43.41229319572449,-0.023983671911992133,0.2,-0.03339969739317894,1120,0.010539530114328954,0.9823527932167053,-2.2983386785714286,1258.0
