rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/actor_loss
-4.9451805,0.7395820617675781,5032,455,0.0175178125500679,-178.57774353027344,11,4,1258.0,4931,0.0008459126528049375,-122.33719635009766
-3.94165125,2.2950572967529297,10064,914,0.0012122649932280183,-35.52773666381836,11,8,1258.0,9963,0.0008459126528049375,-128.88670349121094
-3.299429,1.320162057876587,15096,1373,0.0011752796126529574,7.086515426635742,10,12,1258.0,14995,0.0008459126528049375,-132.56149291992188
-2.9525405,1.7498061656951904,20128,1829,0.0006761222612112761,40.87139129638672,11,16,1258.0,20027,0.0008459126528049375,-136.23873901367188
-2.76463605,1.525780200958252,25160,14,0.0010629914468154311,-64.96546173095703,11,20,1258.0,25059,0.0008459126528049375,-137.90603637695312
-2.6027343333333333,1.704369306564331,30192,466,0.001176494057290256,4.499524116516113,11,24,1258.0,30091,0.0008459126528049375,-139.50875854492188
-2.4839444285714287,2.2187647819519043,35224,917,0.0011517251841723919,26.68869400024414,11,28,1258.0,35123,0.0008459126528049375,-143.39602661132812
-2.4322830937499997,3.053203582763672,40256,1382,0.0010082944063469768,69.53803253173828,11,32,1258.0,40155,0.0008459126528049375,-144.35806274414062
-2.3889692777777776,4.297731399536133,45288,1836,0.0007577982032671571,-76.01185607910156,11,36,1258.0,45187,0.0008459126528049375,-147.71673583984375
-2.391587725,3.348947048187256,50320,29,0.0005769922863692045,-56.79108428955078,10,40,1258.0,50219,0.0008459126528049375,-146.15420532226562
-2.382830931818182,4.176804542541504,55352,485,0.0008417571661993861,-33.205135345458984,11,44,1258.0,55251,0.0008459126528049375,-145.47386169433594
-2.3685729583333335,3.2957146167755127,60384,938,0.001654797582887113,15.019693374633789,11,48,1258.0,60283,0.0008459126528049375,-145.93179321289062
-2.3262454423076924,3.3759164810180664,65416,1395,0.0017835641046985984,-23.87093162536621,11,52,1258.0,65315,0.0008459126528049375,-145.88600158691406
-2.3112937142857146,57.14555358886719,70448,1841,0.0015641167992725968,-18.99761199951172,11,56,1258.0,70347,0.0008459126528049375,-146.295166015625
-2.2937697500000005,56.29944610595703,75480,42,0.001445041038095951,-10.671664237976074,11,60,1258.0,75379,0.0008459126528049375,-146.5006103515625
-2.287699828125,6.157728672027588,80512,496,0.001448446186259389,-8.875252723693848,11,64,1258.0,80411,0.0008459126528049375,-143.5353240966797
-2.288248205882353,3.8408284187316895,85544,959,0.0016813611146062613,-0.4867188334465027,10,68,1258.0,85443,0.0008459126528049375,-141.49404907226562
-2.2829245416666666,3.81834077835083,90576,1425,0.001676672720350325,-42.66653060913086,10,72,1258.0,90475,0.0008459126528049375,-142.72210693359375
