time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
18,9216,6,1491,0.9954327344894409,-0.02939790824893862,0.0004092704424510632,-0.0405706986784935,0.2557373046875,-43.84273159503937,0.6173123121261597,0.019267999,0.004341553372796625,272,0.2,-2.3375152857142854,1258.0
19,9728,6,1480,0.9937509298324585,-0.0259221015003277,0.0004092704424510632,-0.019390283152461052,0.2242431640625,-43.80236876010895,0.4984235167503357,0.0202763,0.0370003420393914,288,0.2,-2.3375152857142854,1258.0
20,10240,6,1473,0.9920774102210999,-0.026442212518304586,0.0004092704424510632,-0.04182752966880798,0.19140625,-43.75365352630615,0.16120213270187378,0.017954398,0.007149434299208224,304,0.2,-2.33568025,1258.0
21,10752,7,1472,0.9907773733139038,-0.025943669563275762,0.0004092704424510632,-0.017417022958397865,0.229248046875,-43.71040403842926,0.6840500831604004,0.018679654,0.038546730240341276,320,0.2,-2.33568025,1258.0
22,11264,7,1467,0.9890705347061157,-0.030734461222891696,0.0004092704424510632,-0.04004635661840439,0.2423095703125,-43.664915919303894,-0.08910953998565674,0.018004641,0.004933442978654057,336,0.2,-2.33568025,1258.0
23,11776,7,1472,0.988341748714447,-0.030740388727281243,0.0004092704424510632,-0.03213414177298546,0.2755126953125,-43.61941909790039,0.4860422611236572,0.025713883,0.0049071322864620015,352,0.2,-2.3525283333333333,1258.0
24,12288,8,1476,0.9890233278274536,-0.024536105862352997,0.0004092704424510632,-0.028739523142576218,0.18505859375,-43.62119281291962,0.47863876819610596,0.022191763,0.04155343014281243,368,0.2,-2.3525283333333333,1258.0
25,12800,8,1478,0.9898795485496521,-0.02831725169380661,0.0004092704424510632,-0.032663002610206604,0.2216796875,-43.64425265789032,-0.12337672710418701,0.017381683,0.008226356672821566,384,0.2,-2.3515693,1258.0
26,13312,8,1479,0.9892523288726807,-0.01714040571823716,0.0004092704424510632,-0.0011139828711748123,0.145263671875,-43.65149211883545,0.37889373302459717,0.014339192,0.07420266536064446,400,0.2,-2.3515693,1258.0
27,13824,9,1480,0.9889563918113708,-0.02463339563109912,0.0004092704424510632,-0.030929626896977425,0.251708984375,-43.629265546798706,-0.2644917964935303,0.024030676,0.003995002378360368,416,0.2,-2.3515693,1258.0
28,14336,9,1479,0.9889889359474182,-0.024173210113076493,0.0004092704424510632,-0.04456931725144386,0.2529296875,-43.62773096561432,0.658610463142395,0.017150767,0.010428052104543895,432,0.2,-2.3635671818181816,1258.0
29,14848,10,1482,0.9876912236213684,-0.020086761069251224,0.0004092704424510632,-0.030368613079190254,0.257080078125,-43.604987025260925,0.5000942349433899,0.026900524,0.027834747394081205,448,0.2,-2.3635671818181816,1258.0
30,15360,10,1485,0.9864456653594971,-0.026679297123337165,0.0004092704424510632,-0.03296007588505745,0.2054443359375,-43.5670520067215,-0.9139982461929321,0.0154053345,0.008312468940857798,464,0.2,-2.366152833333333,1258.0
31,15872,10,1483,0.9863381385803223,-0.016639875364489853,0.0004092704424510632,-0.01209532842040062,0.1259765625,-43.539379715919495,0.5434716939926147,0.013522503,0.05689823458669707,480,0.2,-2.366152833333333,1258.0
32,16384,11,1486,0.9861404299736023,-0.0245009929058142,0.0004092704424510632,-0.0457637682557106,0.2196044921875,-43.536959528923035,0.4061833620071411,0.016138215,0.0043107811361551285,496,0.2,-2.376533153846154,1258.0
33,16896,11,1486,0.9857690930366516,-0.02002842180081643,0.0004092704424510632,-0.0024274028837680817,0.155517578125,-43.52729654312134,0.6821019649505615,0.015759356,0.0785737702390179,512,0.2,-2.376533153846154,1258.0
34,17408,11,1485,0.9881030917167664,-0.03258048777934164,0.0004092704424510632,-0.0367610789835453,0.281982421875,-43.544625639915466,-0.9655953645706177,0.026095916,0.008067576789471786,528,0.2,-2.376533153846154,1258.0
35,17920,12,1487,0.9878984093666077,-0.021012332697864622,0.0004092704424510632,-0.031922679394483566,0.2230224609375,-43.59883010387421,-0.06733536720275879,0.01385613,0.0036311763724370394,544,0.2,-2.3754051428571428,1258.0
36,18432,12,1487,0.986808180809021,-0.02914725022856146,0.0004092704424510632,-0.009874716401100159,0.2279052734375,-43.571775674819946,0.22517657279968262,0.027306639,0.09034747804980725,560,0.2,-2.3754051428571428,1258.0
37,18944,12,1489,0.9869869351387024,-0.020923624804709107,0.0004092704424510632,-0.03204989805817604,0.1751708984375,-43.55090510845184,0.375707745552063,0.017190538,0.006566024516359903,576,0.2,-2.3708310666666668,1258.0
38,19456,13,1491,0.9868937730789185,-0.022526144966832362,0.0004092704424510632,-0.012644963338971138,0.2034912109375,-43.56182527542114,0.6486725807189941,0.025546655,0.0739893849240616,592,0.2,-2.3708310666666668,1258.0
39,19968,13,1494,0.9851186871528625,-0.029583603522041813,0.0004092704424510632,-0.035351913422346115,0.2415771484375,-43.53047227859497,-0.8798229694366455,0.019500885,0.0033891226412379183,608,0.2,-2.3708310666666668,1258.0
40,20480,13,1489,0.9846396446228027,-0.032422692762338556,0.0004092704424510632,-0.05434390529990196,0.2696533203125,-43.49025058746338,0.1877545714378357,0.019868357,0.006432408976252191,624,0.2,-2.3740934375,1258.0
41,20992,14,1489,0.9838916659355164,-0.02422532541095279,0.0004092704424510632,-0.015162548050284386,0.1680908203125,-43.46945524215698,0.438947856426239,0.022591189,0.08702168636955321,640,0.2,-2.3740934375,1258.0
42,21504,14,1489,0.9851811528205872,-0.027750102162826806,0.0004092704424510632,-0.04504821076989174,0.2637939453125,-43.46838641166687,-0.9039926528930664,0.021566326,0.005072089232271537,656,0.2,-2.371579117647059,1258.0
43,22016,14,1490,0.985116720199585,-0.018236064381198958,0.0004092704424510632,-0.008823651820421219,0.1385498046875,-43.500592827796936,0.494839608669281,0.014501255,0.10643724829424173,672,0.2,-2.371579117647059,1258.0
44,22528,15,1492,0.9836372137069702,-0.029277501424076036,0.0004092704424510632,-0.038930971175432205,0.234375,-43.46691358089447,-0.5421717166900635,0.01686935,0.0035737980506382883,688,0.2,-2.371579117647059,1258.0
45,23040,15,1494,0.9838946461677551,-0.029622517482494004,0.0004092704424510632,-0.03590523079037666,0.2833251953125,-43.43975007534027,0.5028891563415527,0.026199955,0.006070519855711609,704,0.2,-2.373044777777778,1258.0
46,23552,15,1494,0.9843257665634155,-0.02076295811275486,0.0004092704424510632,-0.018299579620361328,0.13916015625,-43.45816135406494,0.6106209754943848,0.019585814,0.07234696549130604,720,0.2,-2.373044777777778,1258.0
47,24064,16,1492,0.9844879508018494,-0.026569708628812805,0.0004092704424510632,-0.032610852271318436,0.2218017578125,-43.462931394577026,-0.0006008148193359375,0.018832259,0.012080483022145927,736,0.2,-2.371000105263158,1258.0
48,24576,16,1493,0.9847175478935242,-0.01275053111021407,0.0004092704424510632,0.04540298506617546,0.08154296875,-43.47090220451355,0.7564255595207214,0.01109943,0.1021901739295572,752,0.2,-2.371000105263158,1258.0
49,25088,16,1492,0.9841495752334595,-0.02439044159837067,0.0004092704424510632,-0.01566225476562977,0.259765625,-43.464338302612305,-0.3285454511642456,0.019757805,0.0024156979998224415,768,0.2,-2.371000105263158,1258.0
50,25600,17,1491,0.9836447238922119,-0.02678175202163402,0.0004092704424510632,-0.03526146709918976,0.23681640625,-43.44724690914154,0.5406473875045776,0.0188408,0.007750686228973791,784,0.2,-2.3672511500000004,1258.0
51,26112,17,1490,0.9843016862869263,-0.020624397351639345,0.0004092704424510632,-0.015432892367243767,0.1690673828125,-43.43866991996765,0.6294780969619751,0.021119291,0.06144896161276847,800,0.2,-2.3672511500000004,1258.0
52,26624,17,1490,0.9843976497650146,-0.026549152156803757,0.0004092704424510632,-0.032026078552007675,0.2252197265625,-43.45696318149567,-0.10427236557006836,0.021855922,0.014211771311238408,816,0.2,-2.3688798571428573,1258.0
53,27136,18,1488,0.9847235679626465,-0.019964751350926235,0.0004092704424510632,0.030385972931981087,0.100341796875,-43.460514187812805,0.8163649439811707,0.01274953,0.14298331644386053,832,0.2,-2.3688798571428573,1258.0
54,27648,18,1489,0.9841915369033813,-0.025630141026340425,0.0004092704424510632,-0.04719524085521698,0.2174072265625,-43.457805156707764,-0.3277088403701782,0.016596204,0.0037138437837711535,848,0.2,-2.3688798571428573,1258.0
55,28160,18,1490,0.9825458526611328,-0.02751900655857753,0.0004092704424510632,-0.024849269539117813,0.2459716796875,-43.42495906352997,0.727920413017273,0.018430306,0.028244230896234512,864,0.2,-2.3737424545454546,1258.0
56,28672,19,1491,0.9811398983001709,-0.024972712562885135,0.0004092704424510632,-0.03400738164782524,0.255859375,-43.36946702003479,0.7776139378547668,0.026479369,0.03496216988423839,880,0.2,-2.3737424545454546,1258.0
57,29184,19,1493,0.9813307523727417,-0.028817339363740757,0.0004092704424510632,-0.03186993673443794,0.248779296875,-43.34399461746216,-0.5592983961105347,0.017685443,0.00947753427317366,896,0.2,-2.369960391304348,1258.0
58,29696,19,1494,0.9817033410072327,-0.013033198192715645,0.0004092704424510632,0.0845816507935524,0.1044921875,-43.35790026187897,0.7017418146133423,0.015625106,0.21596204757224768,912,0.2,-2.369960391304348,1258.0
59,30208,20,1495,0.9811463952064514,-0.024332281143870205,0.0004092704424510632,-0.032426320016384125,0.2327880859375,-43.35570931434631,0.1723291277885437,0.01915669,0.005556759766477626,928,0.2,-2.36762825,1258.0
60,30720,20,1497,0.9803770780563354,-0.010246355908748228,0.0004092704424510632,0.08373410999774933,0.0386962890625,-43.3321076631546,0.6733695268630981,0.010494282,0.20875168009661138,944,0.2,-2.36762825,1258.0
61,31232,20,1498,0.9807664752006531,-0.022287252213573083,0.0004092704424510632,-0.021905114874243736,0.193115234375,-43.326767802238464,-1.2391366958618164,0.016089808,0.005064725468400866,960,0.2,-2.36762825,1258.0
62,31744,21,1498,0.9796785116195679,-0.02514294147840701,0.0004092704424510632,-0.036235202103853226,0.23193359375,-43.322330832481384,0.09205776453018188,0.01706926,0.0027307060263410676,976,0.2,-2.36314232,1258.0
63,32256,21,1498,0.9787968397140503,-0.013707899925066158,0.0004092704424510632,0.016741015017032623,0.0985107421875,-43.28473210334778,0.3085588216781616,0.012144662,0.17750919237732887,992,0.2,-2.36314232,1258.0
64,32768,21,1497,0.9760063886642456,-0.02592168262344785,0.0004092704424510632,-0.039284925907850266,0.2423095703125,-43.2308189868927,0.20414257049560547,0.023607824,0.0031563570810249075,1008,0.2,-2.3567470384615388,1258.0
65,33280,22,1499,0.9750643968582153,-0.01396605082845781,0.0004092704424510632,0.05653625354170799,0.0704345703125,-43.16379451751709,0.6803008317947388,0.015187774,0.1859095199033618,1024,0.2,-2.3567470384615388,1258.0
66,33792,22,1501,0.9755366444587708,-0.027483648853376508,0.0004092704424510632,-0.03736666217446327,0.24560546875,-43.162126421928406,-1.9216206073760986,0.022176344,0.005343029530195054,1040,0.2,-2.3567470384615388,1258.0
67,34304,22,1500,0.976317822933197,-0.02705709145811852,0.0004092704424510632,-0.03525243699550629,0.247314453125,-43.18457591533661,0.11386185884475708,0.020776274,0.004941827210132033,1056,0.2,-2.3515170370370373,1258.0
68,34816,23,1501,0.9768006205558777,-0.013214266247814521,0.0004092704424510632,0.0008399114012718201,0.0653076171875,-43.212743043899536,0.4280050992965698,0.012975935,0.1888558262726292,1072,0.2,-2.3515170370370373,1258.0
69,35328,23,1501,0.9766796231269836,-0.029271405044710264,0.0004092704424510632,-0.040594324469566345,0.2864990234375,-43.214343309402466,-0.9675235748291016,0.025134541,0.0034125000529456884,1088,0.2,-2.3513319999999998,1258.0
70,35840,23,1501,0.9761615991592407,-0.016440350998891518,0.0004092704424510632,0.00950809195637703,0.090576171875,-43.20750594139099,0.5713531970977783,0.017624892,0.19751253095455468,1104,0.2,-2.3513319999999998,1258.0
71,36352,24,1498,0.9760338068008423,-0.027006328076822683,0.0004092704424510632,-0.028292426839470863,0.280029296875,-43.19187533855438,-1.4263043403625488,0.021076046,0.0026203939560218714,1120,0.2,-2.3513319999999998,1258.0
72,36864,24,1497,0.9766619801521301,-0.023124753890442662,0.0004092704424510632,-0.03130033239722252,0.220947265625,-43.192418336868286,0.4403728246688843,0.0151573755,0.006558280379977077,1136,0.2,-2.349089068965517,1258.0
73,37376,24,1497,0.9766780734062195,-0.015682723358622752,0.0004092704424510632,0.006084322929382324,0.0853271484375,-43.209681153297424,0.5877522230148315,0.015589939,0.1881332922494039,1152,0.2,-2.349089068965517,1258.0
74,37888,25,1499,0.9781273603439331,-0.024969724705442786,0.0004092704424510632,-0.03891800716519356,0.234130859375,-43.223432660102844,-1.0759592056274414,0.016167289,0.00877946447872091,1168,0.2,-2.3422174,1258.0
75,38400,25,1499,0.9787271618843079,-0.011038735887268558,0.0004092704424510632,0.008656425401568413,0.0709228515625,-43.26610553264618,0.6744250655174255,0.018716667,0.1906986425165087,1184,0.2,-2.3422174,1258.0
76,38912,25,1498,0.9796877503395081,-0.03135378425940871,0.0004092704424510632,-0.04432225227355957,0.2686767578125,-43.284894704818726,0.24172335863113403,0.023745101,0.00725924652942922,1200,0.2,-2.3422174,1258.0
77,39424,26,1499,0.9827667474746704,-0.027579004148719832,0.0004092704424510632,-0.027343135327100754,0.23876953125,-43.34526455402374,0.6231749057769775,0.01855057,0.026228993490803987,1216,0.2,-2.3447600967741935,1258.0
78,39936,26,1498,0.9834805727005005,-0.012825904137571342,0.0004092704424510632,-0.012377766892313957,0.0999755859375,-43.41753876209259,0.7547948956489563,0.010842836,0.1450062778312713,1232,0.2,-2.3447600967741935,1258.0
79,40448,27,1497,0.9851585626602173,-0.023472365719499066,0.0004092704424510632,-0.019999302923679352,0.2127685546875,-43.43696081638336,-0.07174074649810791,0.015172684,0.01681628980441019,1248,0.2,-2.33929709375,1258.0
80,40960,27,1496,0.9860039949417114,-0.018638700028532185,0.0004092704424510632,0.03125491738319397,0.06982421875,-43.49000310897827,0.8339685201644897,0.014097691,0.31696965359151363,1264,0.2,-2.33929709375,1258.0
81,41472,27,1496,0.9847773909568787,-0.02193601508042775,0.0004092704424510632,-0.0268853846937418,0.218994140625,-43.48149907588959,-1.1622097492218018,0.016463703,0.008773226189077832,1280,0.2,-2.33929709375,1258.0
82,41984,28,1494,0.9834697246551514,-0.017211200422025286,0.0004092704424510632,-0.007938116788864136,0.1693115234375,-43.431074023246765,0.6720399260520935,0.01668257,0.05088608828373253,1296,0.2,-2.337551090909091,1258.0
83,42496,28,1493,0.9829780459403992,-0.016020043534808792,0.0004092704424510632,-0.02560330554842949,0.158935546875,-43.40354311466217,0.824408233165741,0.020526223,0.06409820792032406,1312,0.2,-2.337551090909091,1258.0
84,43008,28,1492,0.9833095669746399,-0.025127259956207126,0.0004092704424510632,-0.024698970839381218,0.248779296875,-43.396459221839905,-1.0518875122070312,0.01770255,0.011530178337125108,1328,0.2,-2.3360824411764702,1258.0
85,43520,29,1492,0.9838329553604126,-0.013164398085791618,0.0004092704424510632,-0.0007385015487670898,0.0645751953125,-43.41023027896881,0.6821614503860474,0.011667307,0.20430390327237546,1344,0.2,-2.3360824411764702,1258.0
86,44032,29,1492,0.9838498830795288,-0.02924780495231971,0.0004092704424510632,-0.034238047897815704,0.29638671875,-43.42337214946747,0.18608444929122925,0.022268463,0.004388717708934564,1360,0.2,-2.3327056857142856,1258.0
87,44544,29,1492,0.9838088154792786,-0.011371442466042936,0.0004092704424510632,0.05082239583134651,0.03759765625,-43.420066833496094,0.7404555082321167,0.00927873,0.31718554347753525,1376,0.2,-2.3327056857142856,1258.0
88,45056,30,1491,0.9844663143157959,-0.025419222860364243,0.0004092704424510632,-0.02983192726969719,0.2672119140625,-43.43154990673065,-0.8663724660873413,0.01742543,0.004763406264828518,1392,0.2,-2.3327056857142856,1258.0
89,45568,30,1492,0.9841383099555969,-0.03251186458510347,0.0004092704424510632,-0.06054786220192909,0.2593994140625,-43.43425166606903,0.16585791110992432,0.01970568,0.002254441031254828,1408,0.2,-2.331336694444444,1258.0
90,46080,30,1490,0.9842850565910339,-0.012955728088854812,0.0004092704424510632,0.06761905550956726,0.0650634765625,-43.41823184490204,0.2729734182357788,0.010272775,0.421330738812685,1424,0.2,-2.331336694444444,1258.0
91,46592,31,1489,0.9856334924697876,-0.0303894046228379,0.0004092704424510632,-0.04379141703248024,0.2857666015625,-43.44405686855316,-0.15335369110107422,0.018962082,0.0023747647974232677,1440,0.2,-2.330724648648648,1258.0
92,47104,31,1488,0.9859074354171753,-0.013375947710301261,0.0004092704424510632,0.0406460165977478,0.0574951171875,-43.47243940830231,0.5486012697219849,0.01161314,0.3605557584669441,1456,0.2,-2.330724648648648,1258.0
93,47616,31,1489,0.986348032951355,-0.02380611951230094,0.0004092704424510632,-0.0401296466588974,0.2503662109375,-43.48146903514862,-2.5340235233306885,0.020167064,0.007451130470144562,1472,0.2,-2.330724648648648,1258.0
94,48128,32,1488,0.9840933680534363,-0.023318371881032363,0.0004092704424510632,-0.03084723837673664,0.24658203125,-43.46116745471954,-0.10255813598632812,0.015709983,0.004288861178793013,1488,0.2,-2.3248253421052625,1258.0
95,48640,32,1489,0.9829760789871216,-0.009432323990040459,0.0004092704424510632,0.1033964455127716,0.0465087890625,-43.394962191581726,0.2544230818748474,0.011032734,0.4369707715231925,1504,0.2,-2.3248253421052625,1258.0
96,49152,32,1490,0.9839850068092346,-0.029626955401909072,0.0004092704424510632,-0.03873660787940025,0.25927734375,-43.38849604129791,0.1327947974205017,0.017125886,0.005935781678999774,1520,0.2,-2.321482615384615,1258.0
97,49664,33,1489,0.9844149351119995,-0.011867521112435497,0.0004092704424510632,0.07834537327289581,0.0789794921875,-43.42049968242645,0.3886711001396179,0.010332633,0.4053316186182201,1536,0.2,-2.321482615384615,1258.0
98,50176,33,1489,0.9825775623321533,-0.020579345291480422,0.0004092704424510632,-0.025814887136220932,0.2384033203125,-43.39995789527893,-0.13216757774353027,0.018354814,0.003294967784313485,1552,0.2,-2.321482615384615,1258.0
99,50688,34,1490,0.9813701510429382,-0.021465481404447928,0.0004092704424510632,-0.034218259155750275,0.2017822265625,-43.3366379737854,0.45527422428131104,0.016511358,0.00811939720006194,1568,0.2,-2.325389125,1258.0
100,51200,34,1490,0.9813581109046936,-0.013445262717141304,0.0004092704424510632,0.023619838058948517,0.068603515625,-43.319955229759216,0.5811024308204651,0.012612626,0.3579797095153481,1584,0.2,-2.325389125,1258.0
101,51712,34,1488,0.9804388880729675,-0.029085350935929455,0.0004092704424510632,-0.02965487726032734,0.2686767578125,-43.30533468723297,0.041213035583496094,0.020416945,0.021235509542748332,1600,0.2,-2.3251521707317075,1258.0
102,52224,35,1482,0.9801336526870728,-0.014252312015742064,0.0004092704424510632,0.06729377806186676,0.0811767578125,-43.277079463005066,0.813723087310791,0.013040038,0.3593476079404354,1616,0.2,-2.3251521707317075,1258.0
103,52736,35,1474,0.9814085364341736,-0.029503189987735823,0.0004092704424510632,-0.038751598447561264,0.265869140625,-43.28731882572174,0.07793968915939331,0.02425599,0.019748321297811344,1632,0.2,-2.3251521707317075,1258.0
104,53248,36,1466,0.9825812578201294,-0.020345018157968298,0.0004092704424510632,-0.021972617134451866,0.19775390625,-43.334847807884216,0.6893975734710693,0.016279351,0.035838167648762465,1648,0.2,-2.3270480238095237,1258.0
105,53760,36,1458,0.9827859997749329,-0.010168929482460953,0.0004092704424510632,-0.004085542634129524,0.0570068359375,-43.354315757751465,0.6680670380592346,0.01060177,0.23349634534679353,1664,0.2,-2.3270480238095237,1258.0
106,54272,37,1451,0.9814164042472839,-0.02594233186391648,0.0004092704424510632,-0.04664814844727516,0.245361328125,-43.33978891372681,-0.13095831871032715,0.022158068,0.013257070939289406,1680,0.2,-2.3285047441860467,1258.0
107,54784,37,1452,0.9811595678329468,-0.014166113440296613,0.0004092704424510632,0.09779202193021774,0.0999755859375,-43.30851900577545,0.7895453572273254,0.015670545,0.2994276690296829,1696,0.2,-2.3285047441860467,1258.0
108,55296,38,1452,0.9821590781211853,-0.02345872059231624,0.0004092704424510632,-0.017732936888933182,0.2127685546875,-43.32006216049194,-0.4724465608596802,0.012857204,0.0060967734607402235,1712,0.2,-2.3285047441860467,1258.0
109,55808,38,1452,0.9823161363601685,-0.026057130482513458,0.0004092704424510632,0.022098358720541,0.2008056640625,-43.34308874607086,0.7750706076622009,0.021227043,0.09101345832459629,1728,0.2,-2.3239622954545456,1258.0
110,56320,38,1453,0.9830402135848999,-0.024539880600059405,0.0004092704424510632,-0.022657742723822594,0.18798828125,-43.34979176521301,0.8409781455993652,0.03419312,0.10109159565763548,1744,0.2,-2.3239622954545456,1258.0
111,56832,39,1454,0.9845934510231018,-0.021800142494612373,0.0004092704424510632,-0.015409440733492374,0.2200927734375,-43.387088656425476,-1.590311050415039,0.016220635,0.0167851198639255,1760,0.2,-2.323681888888889,1258.0
112,57344,39,1453,0.9851543307304382,-0.011566156914341263,0.0004092704424510632,0.11926908046007156,0.04296875,-43.41933584213257,0.6911047697067261,0.01009605,0.5570518220774829,1776,0.2,-2.323681888888889,1258.0
113,57856,39,1455,0.9870610237121582,-0.018616084416862577,0.0004092704424510632,-0.023329393938183784,0.19677734375,-43.45134460926056,-1.1995203495025635,0.015811825,0.0027961852138105314,1792,0.2,-2.323681888888889,1258.0
114,58368,40,1453,0.9866534471511841,-0.021908134964178316,0.0004092704424510632,0.0381644181907177,0.1668701171875,-43.48071503639221,0.7022182941436768,0.017145881,0.14205989241600037,1808,0.2,-2.3234910652173912,1258.0
115,58880,40,1453,0.9867900609970093,-0.02472117573779542,0.0004092704424510632,-0.020185742527246475,0.3099365234375,-43.46363377571106,0.8515320420265198,0.041699305,0.066192404308822,1824,0.2,-2.3234910652173912,1258.0
116,59392,40,1454,0.9882868528366089,-0.029700043072807603,0.0004092704424510632,-0.04358244314789772,0.266357421875,-43.49146258831024,-0.2281193733215332,0.019668791,0.007244150125188753,1840,0.2,-2.323462744680851,1258.0
117,59904,41,1454,0.9888166785240173,-0.011304114741506055,0.0004092704424510632,0.11943495273590088,0.070556640625,-43.53358018398285,0.7326240539550781,0.014725706,0.3819634336978197,1856,0.2,-2.323462744680851,1258.0
118,60416,41,1453,0.9881014227867126,-0.028257602418307215,0.0004092704424510632,-0.029590636491775513,0.27880859375,-43.52655053138733,0.28644728660583496,0.020893399,0.0074569382559275255,1872,0.2,-2.3238541875000003,1258.0
119,60928,41,1454,0.9878472089767456,-0.009422795003047213,0.0004092704424510632,0.1440243273973465,0.0562744140625,-43.50691211223602,0.8551371693611145,0.011674825,0.42259395914152265,1888,0.2,-2.3238541875000003,1258.0
120,61440,42,1454,0.9849253296852112,-0.02096951448766049,0.0004092704424510632,-0.033791434019804,0.229736328125,-43.469563364982605,-3.2626986503601074,0.013478097,0.004668442677939311,1904,0.2,-2.3238541875000003,1258.0
121,61952,42,1455,0.9849992990493774,-0.02623608207795769,0.0004092704424510632,-0.03453366458415985,0.2857666015625,-43.40217697620392,-0.19545018672943115,0.021710152,0.004898373284959234,1920,0.2,-2.3218818775510206,1258.0
122,62464,42,1456,0.9852784872055054,-0.010879347901209258,0.0004092704424510632,0.04236796870827675,0.09423828125,-43.4245810508728,0.26203399896621704,0.012541773,0.5629911958239973,1936,0.2,-2.3218818775510206,1258.0
123,62976,43,1455,0.9841641187667847,-0.030260834653745405,0.0004092704424510632,-0.04153435304760933,0.3284912109375,-43.406819581985474,0.4254607558250427,0.02820784,0.007176198560046032,1952,0.2,-2.3202156400000002,1258.0
124,63488,43,1454,0.9837509989738464,-0.01004004203423392,0.0004092704424510632,0.06518697738647461,0.075927734375,-43.37329864501953,0.7440065145492554,0.012981601,0.5799279673956335,1968,0.2,-2.3202156400000002,1258.0
125,64000,43,1455,0.9835981130599976,-0.019679053948493674,0.0004092704424510632,-0.031908195465803146,0.19580078125,-43.369420886039734,-0.4358934164047241,0.013738096,0.002767701691482216,1984,0.2,-2.3202156400000002,1258.0
