time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3689,,,,,,,,,,,,,
2,1024,0,2002,0.999538004398346,-0.025108254398219287,0.0004092704424510632,-0.0389653705060482,0.2197265625,-43.98751664161682,-1.160627841949463,0.0149072185,0.15661043004729436,16,0.2,,
3,1536,0,1695,0.996662974357605,-0.029456822550855577,0.0004092704424510632,-0.03598378971219063,0.26416015625,-43.93104958534241,0.011079788208007812,0.018432286,0.002713305198994931,32,0.2,-2.368269,1258.0
4,2048,1,1624,0.9969951510429382,-0.026136725340620615,0.0004092704424510632,-0.026703938841819763,0.3128662109375,-43.87969434261322,0.04158681631088257,0.017100682,0.004336424273787998,48,0.2,-2.368269,1258.0
5,2560,1,1572,0.9962840676307678,-0.0231742419564398,0.0004092704424510632,-0.0365254208445549,0.218994140625,-43.88545823097229,0.07585680484771729,0.015374099,0.002316316320502665,64,0.2,-2.423533,1258.0
6,3072,1,1538,0.9948238134384155,-0.033784953819122165,0.0004092704424510632,-0.03887656703591347,0.33837890625,-43.84534561634064,0.03818601369857788,0.02422274,0.010893992701312527,80,0.2,-2.423533,1258.0
7,3584,2,1530,0.993102490901947,-0.022914611879969016,0.0004092704424510632,-0.03787612542510033,0.2288818359375,-43.79659879207611,-0.017450451850891113,0.013720753,0.0014535471000272082,96,0.2,-2.423533,1258.0
8,4096,2,1527,0.9930706024169922,-0.027604461705777794,0.0004092704424510632,-0.03487362340092659,0.2781982421875,-43.760488748550415,0.00474172830581665,0.015532533,0.0052702887551276945,112,0.2,-2.362333,1258.0
9,4608,3,1526,0.9917793869972229,-0.026752993173431605,0.0004092704424510632,-0.03719461336731911,0.2679443359375,-43.75274395942688,0.021098613739013672,0.015484181,0.01032306814158801,128,0.2,-2.362333,1258.0
10,5120,3,1515,0.9895811676979065,-0.024343792378203943,0.0004092704424510632,-0.036001842468976974,0.23095703125,-43.69000780582428,-0.10194838047027588,0.014713005,0.0021029793606430758,144,0.2,-2.3480842500000003,1258.0
11,5632,3,1502,0.9882789254188538,-0.026446908741490915,0.0004092704424510632,-0.030137576162815094,0.260009765625,-43.63153827190399,0.08455681800842285,0.020505533,0.02068893116666004,160,0.2,-2.3480842500000003,1258.0
12,6144,4,1498,0.9871872067451477,-0.023823461458960082,0.0004092704424510632,-0.028690727427601814,0.22216796875,-43.6010822057724,0.046484947204589844,0.012651653,0.0014387928549695062,176,0.2,-2.3480842500000003,1258.0
13,6656,4,1490,0.9869834780693054,-0.025143329257844016,0.0004092704424510632,-0.027856890112161636,0.2451171875,-43.574745774269104,0.22370654344558716,0.019350277,0.005463495661388151,192,0.2,-2.3157178000000003,1258.0
14,7168,4,1480,0.9865108728408813,-0.0339316405588761,0.0004092704424510632,-0.04103162884712219,0.2840576171875,-43.568498969078064,0.2523382902145386,0.022602037,0.02153408178128302,208,0.2,-2.3157178000000003,1258.0
15,7680,5,1474,0.98562091588974,-0.026867464155657217,0.0004092704424510632,-0.035922273993492126,0.269287109375,-43.54349648952484,0.10291481018066406,0.02031948,0.0024504028260707855,224,0.2,-2.3230058333333337,1258.0
16,8192,5,1478,0.9867008328437805,-0.02775534737156704,0.0004092704424510632,-0.03997630625963211,0.2679443359375,-43.53982067108154,0.3109169602394104,0.02432409,0.025125524029135704,240,0.2,-2.3230058333333337,1258.0
17,8704,5,1478,0.9880110025405884,-0.022632213309407234,0.0004092704424510632,-0.03255770727992058,0.2095947265625,-43.58335518836975,-0.5072895288467407,0.017431397,0.0032193555307458155,256,0.2,-2.3230058333333337,1258.0
18,9216,6,1479,0.9884350895881653,-0.01996236274135299,0.0004092704424510632,-0.03700200095772743,0.215087890625,-43.6091046333313,0.04941856861114502,0.015300567,0.008064384965109639,272,0.2,-2.328223428571429,1258.0
19,9728,6,1479,0.988007664680481,-0.020364207739476115,0.0004092704424510632,-0.01611885242164135,0.2471923828125,-43.6081360578537,0.10735476016998291,0.015784014,0.033342942828312516,288,0.2,-2.328223428571429,1258.0
20,10240,6,1481,0.9878531694412231,-0.028800902102375403,0.0004092704424510632,-0.04261542856693268,0.2515869140625,-43.5936998128891,0.34714198112487793,0.01740093,0.003766703637666069,304,0.2,-2.299776125,1258.0
21,10752,7,1482,0.9865151643753052,-0.023114674957469106,0.0004092704424510632,-0.03381405025720596,0.2269287109375,-43.57305705547333,0.5978326201438904,0.016111687,0.03650495316833258,320,0.2,-2.299776125,1258.0
22,11264,7,1478,0.9849094152450562,-0.018080819281749427,0.0004092704424510632,-0.031005434691905975,0.1595458984375,-43.52436649799347,-0.7397369146347046,0.0138638895,0.002467387017532019,336,0.2,-2.299776125,1258.0
23,11776,7,1482,0.9833894371986389,-0.02082573292136658,0.0004092704424510632,-0.03280062600970268,0.209716796875,-43.47443866729736,0.5049536228179932,0.016730031,0.006008800817653537,352,0.2,-2.302444666666667,1258.0
24,12288,8,1480,0.9820799231529236,-0.018529768742155284,0.0004092704424510632,-0.01620905101299286,0.2041015625,-43.42553007602692,0.6020004749298096,0.017590117,0.02526025995030068,368,0.2,-2.302444666666667,1258.0
25,12800,8,1477,0.9812792539596558,-0.028908354288432747,0.0004092704424510632,-0.04524407908320427,0.2415771484375,-43.38803505897522,-0.6109057664871216,0.022235204,0.0037816585827386007,384,0.2,-2.2925734,1258.0
26,13312,9,1474,0.9807515740394592,-0.02132339463059907,0.0004092704424510632,-0.014065389521420002,0.176513671875,-43.37484312057495,0.45981210470199585,0.01998496,0.043540398066397756,400,0.2,-2.2925734,1258.0
27,13824,9,1479,0.9802377820014954,-0.03122916009306209,0.0004092704424510632,-0.039240505546331406,0.2701416015625,-43.354305386543274,-0.5464701652526855,0.019226868,0.0031509608816122636,416,0.2,-2.2925734,1258.0
28,14336,9,1481,0.9805908799171448,-0.028464807517593727,0.0004092704424510632,-0.02806394174695015,0.2425537109375,-43.349263191223145,0.6668025255203247,0.021102509,0.008517389025655575,432,0.2,-2.296606181818182,1258.0
29,14848,10,1481,0.9797371625900269,-0.023108107547159307,0.0004092704424510632,-0.028507325798273087,0.2659912109375,-43.3503520488739,0.5221626162528992,0.03666174,0.020509890018729493,448,0.2,-2.296606181818182,1258.0
30,15360,10,1483,0.98026442527771,-0.022204118693480268,0.0004092704424510632,-0.029878757894039154,0.2127685546875,-43.328822016716,-0.8119857311248779,0.017870937,0.0066849944851128384,464,0.2,-2.3057269166666665,1258.0
31,15872,10,1486,0.9801095724105835,-0.02258755365619436,0.0004092704424510632,0.022380873560905457,0.2032470703125,-43.34456157684326,0.6506415605545044,0.020608075,0.09264474338851869,480,0.2,-2.3057269166666665,1258.0
32,16384,10,1490,0.9792249202728271,-0.026681751594878733,0.0004092704424510632,-0.028952576220035553,0.2354736328125,-43.32526886463165,0.5066745281219482,0.01666573,0.0022333973793138284,496,0.2,-2.297601153846154,1258.0
33,16896,11,1485,0.9786948561668396,-0.02203908710362157,0.0004092704424510632,0.016570966690778732,0.17578125,-43.29769992828369,0.6328431367874146,0.02045026,0.08022379712201655,512,0.2,-2.297601153846154,1258.0
34,17408,11,1484,0.9816477298736572,-0.02315657155122608,0.0004092704424510632,-0.035759054124355316,0.2088623046875,-43.33143663406372,-0.7239960432052612,0.019678349,0.003280820423242403,528,0.2,-2.297601153846154,1258.0
35,17920,12,1483,0.9820092916488647,-0.020195519464323297,0.0004092704424510632,-0.02815215289592743,0.1744384765625,-43.4019011259079,-0.12519049644470215,0.014332013,0.0031051600562932435,544,0.2,-2.3003545714285716,1258.0
36,18432,12,1481,0.9813978672027588,-0.014606519573135301,0.0004092704424510632,-0.005332650616765022,0.10546875,-43.38592171669006,0.1985800862312317,0.013544403,0.10672392626293004,560,0.2,-2.3003545714285716,1258.0
37,18944,12,1481,0.9811943173408508,-0.03103282359370496,0.0004092704424510632,-0.04107390716671944,0.2786865234375,-43.37409281730652,0.24282562732696533,0.028086565,0.0055719779775245115,576,0.2,-2.296484066666667,1258.0
38,19456,13,1477,0.9812178015708923,-0.02121906788670458,0.0004092704424510632,-0.008845264092087746,0.1883544921875,-43.36956739425659,0.6641626954078674,0.022620631,0.07717136794235557,592,0.2,-2.296484066666667,1258.0
39,19968,13,1480,0.9818325042724609,-0.027180275734281167,0.0004092704424510632,-0.04128878563642502,0.22998046875,-43.378721475601196,-1.0117077827453613,0.016453154,0.0025735816670930944,608,0.2,-2.296484066666667,1258.0
