time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,2680,,,,,,,,,,,,,
2,1024,0,1314,0.9986083507537842,-0.030283483065431938,0.0004092704424510632,-0.046626314520835876,0.2249755859375,-43.96680247783661,-2.625265598297119,0.012502413,0.1565406526951847,16,0.2,,
3,1536,1,1162,1.0006349086761475,-0.02385293404222466,0.0004092704424510632,-0.025593828409910202,0.21044921875,-43.96396017074585,-0.013502836227416992,0.014666811,0.002839583259628853,32,0.2,-2.186886,1258.0
4,2048,1,1100,1.0011265277862549,-0.024065812292974442,0.0004092704424510632,-0.032384809106588364,0.248046875,-44.01743221282959,0.0034502148628234863,0.019326102,0.009380545117892325,48,0.2,-2.186886,1258.0
5,2560,2,1066,1.0003156661987305,-0.026777056860737503,0.0004092704424510632,-0.026110012084245682,0.258544921875,-44.00951302051544,-0.0004146099090576172,0.017472964,0.002398918692051666,64,0.2,-2.1883325,1258.0
6,3072,2,1049,0.9992965459823608,-0.022667934506898746,0.0004092704424510632,-0.02683737501502037,0.25048828125,-43.97820746898651,0.0051808953285217285,0.017945321,0.005286611238261685,80,0.2,-2.1883325,1258.0
7,3584,3,1038,0.9994175434112549,-0.028368987041176297,0.0004092704424510632,-0.027900010347366333,0.2803955078125,-43.96160936355591,0.0035306215286254883,0.0177687,0.0012172428305348149,96,0.2,-2.1883325,1258.0
8,4096,3,1026,0.9978466033935547,-0.029814592620823532,0.0004092704424510632,-0.0428788922727108,0.319091796875,-43.94503402709961,0.0024216175079345703,0.024472464,0.007430296842358075,112,0.2,-2.2538,1258.0
9,4608,4,1012,0.9950070977210999,-0.02493495355884079,0.0004092704424510632,-0.034764792770147324,0.2327880859375,-43.873738169670105,-0.008474349975585938,0.018605612,0.0026758344683912583,128,0.2,-2.2538,1258.0
10,5120,4,1040,0.9941405057907104,-0.02108319039689377,0.0004092704424510632,-0.041659802198410034,0.2344970703125,-43.80684220790863,-0.011118769645690918,0.015853535,0.003142023488180712,144,0.2,-2.3144335,1258.0
11,5632,5,1067,0.9929332137107849,-0.024430542951449752,0.0004092704424510632,-0.022441819310188293,0.263427734375,-43.78092932701111,-0.004619598388671875,0.019073192,0.010692001873394474,160,0.2,-2.3144335,1258.0
12,6144,5,1096,0.9925928711891174,-0.02711869915947318,0.0004092704424510632,-0.030584217980504036,0.2696533203125,-43.75112569332123,0.003611922264099121,0.019066865,0.001551858993479982,176,0.2,-2.3144335,1258.0
13,6656,5,1117,0.9929686784744263,-0.022728500684024766,0.0004092704424510632,-0.028621474280953407,0.2742919921875,-43.75318157672882,0.007205009460449219,0.020461578,0.004759207702591084,192,0.2,-2.3160312,1258.0
14,7168,6,1138,0.9914154410362244,-0.028139708243543282,0.0004092704424510632,-0.04099731147289276,0.2535400390625,-43.74054837226868,-0.0005750656127929688,0.017573059,0.015138760791160166,208,0.2,-2.3160312,1258.0
15,7680,6,1154,0.989431619644165,-0.025031934303115122,0.0004092704424510632,-0.03018316812813282,0.246337890625,-43.682737588882446,-0.0015174150466918945,0.020559292,0.0031611749072908424,224,0.2,-2.315638,1258.0
16,8192,6,1170,0.9860442876815796,-0.025138472177786753,0.0004092704424510632,-0.02160261571407318,0.25439453125,-43.59715807437897,0.0032877326011657715,0.02088326,0.025841361726634204,240,0.2,-2.315638,1258.0
17,8704,7,1186,0.9850329160690308,-0.02948094218299957,0.0004092704424510632,-0.03173467144370079,0.28271484375,-43.520238161087036,0.05682778358459473,0.023598999,0.0015973025820130715,256,0.2,-2.315638,1258.0
18,9216,7,1193,0.9828538298606873,-0.02811539986578282,0.0004092704424510632,-0.03525876998901367,0.2318115234375,-43.482837557792664,0.08894604444503784,0.015966728,0.00677400003769435,272,0.2,-2.309429714285714,1258.0
19,9728,8,1203,0.9811156392097473,-0.0259136822714936,0.0004092704424510632,-0.034164391458034515,0.2388916015625,-43.416162848472595,0.015981674194335938,0.017579906,0.026068854494951665,288,0.2,-2.309429714285714,1258.0
20,10240,8,1217,0.9793681502342224,-0.027579051675274968,0.0004092704424510632,-0.02645828388631344,0.2562255859375,-43.36109662055969,0.38299185037612915,0.01721128,0.002134297898010118,304,0.2,-2.301155125,1258.0
21,10752,8,1224,0.9782905578613281,-0.030031626985874027,0.0004092704424510632,-0.027796857059001923,0.3187255859375,-43.31234920024872,0.0405198335647583,0.02170664,0.02664751431439072,320,0.2,-2.301155125,1258.0
22,11264,9,1236,0.9775078296661377,-0.03053974686190486,0.0004092704424510632,-0.04862428456544876,0.2408447265625,-43.286603569984436,0.09448844194412231,0.016802162,0.0018270678247063188,336,0.2,-2.301155125,1258.0
23,11776,9,1242,0.9784834980964661,-0.032501426292583346,0.0004092704424510632,-0.038014207035303116,0.312255859375,-43.28239560127258,0.3394598364830017,0.021789111,0.004770150706463028,352,0.2,-2.299150555555556,1258.0
24,12288,9,1249,0.9790651202201843,-0.024788317794445902,0.0004092704424510632,-0.0411769300699234,0.27099609375,-43.31900990009308,0.28808653354644775,0.021822669,0.02247910699225031,368,0.2,-2.299150555555556,1258.0
25,12800,10,1259,0.9794147610664368,-0.0286021942156367,0.0004092704424510632,-0.03785204514861107,0.280517578125,-43.322402358055115,-0.18835783004760742,0.021784842,0.0032114576861204114,384,0.2,-2.3029872000000005,1258.0
26,13312,10,1265,0.979684591293335,-0.02636763796908781,0.0004092704424510632,-0.026444030925631523,0.304443359375,-43.33483648300171,0.1862468123435974,0.02392549,0.029592637671157718,400,0.2,-2.3029872000000005,1258.0
27,13824,10,1275,0.9812795519828796,-0.01901011296286015,0.0004092704424510632,-0.024808187037706375,0.2100830078125,-43.36163663864136,0.3224841356277466,0.015879087,0.0015874748896749225,416,0.2,-2.3029872000000005,1258.0
28,14336,11,1279,0.9812190532684326,-0.021382674371125177,0.0004092704424510632,-0.023560471832752228,0.21142578125,-43.391298055648804,0.36292290687561035,0.013431553,0.005974794716166798,432,0.2,-2.3153120000000005,1258.0
29,14848,11,1285,0.9822326302528381,-0.024567279528127983,0.0004092704424510632,-0.0331430584192276,0.2752685546875,-43.39298331737518,0.3103591203689575,0.028803162,0.016580299445195124,448,0.2,-2.3153120000000005,1258.0
30,15360,11,1293,0.981713593006134,-0.021080625170725398,0.0004092704424510632,-0.02499202825129032,0.2015380859375,-43.414703249931335,-0.36836886405944824,0.015132284,0.0032677257258910686,464,0.2,-2.3183812500000003,1258.0
31,15872,12,1301,0.9811376929283142,-0.025975670432671905,0.0004092704424510632,-0.0265330970287323,0.2376708984375,-43.384185433387756,0.4375115633010864,0.018013444,0.02636773802805692,480,0.2,-2.3183812500000003,1258.0
32,16384,12,1305,0.9802218079566956,-0.027504739591677207,0.0004092704424510632,-0.036341141909360886,0.25,-43.3659029006958,0.5152942538261414,0.02141437,0.003788321959291352,496,0.2,-2.3271690000000005,1258.0
33,16896,12,1306,0.9773901700973511,-0.024131793092237785,0.0004092704424510632,-0.03119586780667305,0.221435546875,-43.30786848068237,0.5951758623123169,0.01865223,0.03788885549874976,512,0.2,-2.3271690000000005,1258.0
34,17408,13,1312,0.9754639267921448,-0.028376488073263317,0.0004092704424510632,-0.047433216124773026,0.2587890625,-43.22806441783905,-0.9109978675842285,0.021637531,0.00240478923660703,528,0.2,-2.3271690000000005,1258.0
35,17920,13,1316,0.9751889109611511,-0.026762346766190603,0.0004092704424510632,-0.04373445361852646,0.2501220703125,-43.18846023082733,0.009050965309143066,0.019328065,0.004005609043815639,544,0.2,-2.3141890714285718,1258.0
36,18432,14,1314,0.9762444496154785,-0.028497837076429278,0.0004092704424510632,-0.03421162813901901,0.22607421875,-43.1971640586853,0.15355533361434937,0.019267756,0.05051551409997046,560,0.2,-2.3141890714285718,1258.0
37,18944,14,1313,0.9769358038902283,-0.024680211150553077,0.0004092704424510632,-0.038572851568460464,0.2138671875,-43.22800421714783,0.057207345962524414,0.018096192,0.0027553159088711254,576,0.2,-2.3181298000000004,1258.0
38,19456,14,1314,0.9770527482032776,-0.016562172677367926,0.0004092704424510632,-0.00823310948908329,0.1533203125,-43.239956736564636,0.5031716823577881,0.017778732,0.06527744722552598,592,0.2,-2.3181298000000004,1258.0
39,19968,15,1319,0.978539764881134,-0.02517946978332475,0.0004092704424510632,-0.04013873636722565,0.2178955078125,-43.253798604011536,-0.7680097818374634,0.01674119,0.005020793090807274,608,0.2,-2.3181298000000004,1258.0
40,20480,15,1323,0.9780598282814026,-0.025913878343999386,0.0004092704424510632,-0.03897593170404434,0.2779541015625,-43.277910351753235,0.09948647022247314,0.023227956,0.00605786767846439,624,0.2,-2.3259620625,1258.0
41,20992,15,1325,0.9775183796882629,-0.026118877111002803,0.0004092704424510632,-0.02312902919948101,0.203369140625,-43.252702832221985,0.28924793004989624,0.020158637,0.057429813081398606,640,0.2,-2.3259620625,1258.0
42,21504,16,1327,0.9790191054344177,-0.02677971429511672,0.0004092704424510632,-0.026055769994854927,0.2481689453125,-43.26002013683319,-1.3271210193634033,0.019847043,0.002348756624996895,656,0.2,-2.320965117647059,1258.0
43,22016,16,1330,0.9796520471572876,-0.02606737957103178,0.0004092704424510632,-0.02371065504848957,0.21484375,-43.30831444263458,0.3797949552536011,0.02077196,0.0628052152460441,672,0.2,-2.320965117647059,1258.0
44,22528,16,1333,0.9795504808425903,-0.023534836334874853,0.0004092704424510632,-0.03213522583246231,0.2138671875,-43.30639898777008,-0.7925049066543579,0.016981551,0.002090953836159315,688,0.2,-2.320965117647059,1258.0
45,23040,17,1338,0.9804422855377197,-0.028353849018458277,0.0004092704424510632,-0.0390661396086216,0.2545166015625,-43.314523577690125,0.28032320737838745,0.018627636,0.007127619493985549,704,0.2,-2.332188333333333,1258.0
46,23552,17,1340,0.9810376763343811,-0.023157755291322246,0.0004092704424510632,-0.004147414118051529,0.1712646484375,-43.34281349182129,0.5925688743591309,0.015368715,0.04875101282959804,720,0.2,-2.332188333333333,1258.0
47,24064,17,1339,0.9811725616455078,-0.025752383982762694,0.0004092704424510632,-0.024136310443282127,0.2357177734375,-43.350955843925476,0.11287641525268555,0.021948973,0.006133754955953918,736,0.2,-2.3309980526315788,1258.0
48,24576,18,1342,0.9813677668571472,-0.021013783232774585,0.0004092704424510632,-0.01709071174263954,0.184814453125,-43.35646831989288,0.752413272857666,0.01766675,0.06738127174321562,752,0.2,-2.3309980526315788,1258.0
49,25088,18,1345,0.9812120199203491,-0.02408406781614758,0.0004092704424510632,-0.03165426105260849,0.2205810546875,-43.35719406604767,-1.5173368453979492,0.017009247,0.0025636399259383325,768,0.2,-2.3309980526315788,1258.0
