time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
25,12800,8,1445,1.0064568519592285,-0.02408084034686908,0.0004092704424510632,-0.03364047780632973,0.2177734375,-44.155606508255005,-0.7642320394515991,0.017436597,0.008548019570298493,384,0.2,-2.3864875999999997,1258.0
26,13312,9,1447,1.0062627792358398,-0.028411674895323813,0.0004092704424510632,-0.03468968719244003,0.292724609375,-44.16622769832611,0.41087692975997925,0.025162295,0.03855895617743954,400,0.2,-2.3864875999999997,1258.0
27,13824,9,1449,1.005204439163208,-0.025956124227377586,0.0004092704424510632,-0.02991512045264244,0.2845458984375,-44.14638543128967,-0.05917501449584961,0.016553795,0.0036819126398768276,416,0.2,-2.3864875999999997,1258.0
28,14336,9,1449,1.0043513774871826,-0.021865670976694673,0.0004092704424510632,-0.0282328762114048,0.174560546875,-44.11093604564667,0.6251177787780762,0.011638196,0.008314381339005195,432,0.2,-2.376636727272727,1258.0
29,14848,10,1454,1.003391981124878,-0.02575507533038035,0.0004092704424510632,-0.026896459981799126,0.2958984375,-44.08094096183777,0.5519771575927734,0.043829255,0.019754743058001623,448,0.2,-2.376636727272727,1258.0
30,15360,10,1458,1.0040980577468872,-0.03006287553580478,0.0004092704424510632,-0.03409423679113388,0.259765625,-44.07365703582764,-0.310510516166687,0.017218096,0.005739393287512939,464,0.2,-2.3678019166666666,1258.0
31,15872,10,1458,1.0042141675949097,-0.021662971019395627,0.0004092704424510632,-0.011808346956968307,0.1859130859375,-44.09126543998718,0.6318598389625549,0.019340893,0.06102065148297697,480,0.2,-2.3678019166666666,1258.0
32,16384,11,1458,1.0053279399871826,-0.022750735835870728,0.0004092704424510632,-0.027045872062444687,0.2000732421875,-44.09911131858826,0.5268073081970215,0.01620477,0.009084695426281542,496,0.2,-2.3628550769230765,1258.0
33,16896,11,1452,1.0080366134643555,-0.027504926634719595,0.0004092704424510632,-0.014129454270005226,0.2574462890625,-44.162553191185,0.7809250354766846,0.021844652,0.04324689041823149,512,0.2,-2.3628550769230765,1258.0
34,17408,12,1449,1.0074723958969116,-0.030362022371264175,0.0004092704424510632,-0.03858282417058945,0.245361328125,-44.205915331840515,-1.1077406406402588,0.021719415,0.003920169670891482,528,0.2,-2.3628550769230765,1258.0
35,17920,12,1447,1.0066403150558472,-0.020625641554943286,0.0004092704424510632,-0.018000207841396332,0.1998291015625,-44.16895794868469,-0.03522026538848877,0.015362735,0.004310460724809673,544,0.2,-2.3673119285714286,1258.0
36,18432,12,1445,1.0053404569625854,-0.020586380938766524,0.0004092704424510632,0.00949222594499588,0.1722412109375,-44.140003085136414,0.23642128705978394,0.016990356,0.06732433324214071,560,0.2,-2.3673119285714286,1258.0
37,18944,13,1439,1.0057064294815063,-0.022404699702747166,0.0004092704424510632,-0.027030596509575844,0.20068359375,-44.11419355869293,0.18140214681625366,0.015469385,0.004661697937990539,576,0.2,-2.3608118,1258.0
38,19456,13,1438,1.0074125528335571,-0.027923208865104243,0.0004092704424510632,0.00493457168340683,0.225830078125,-44.146615982055664,0.7110524773597717,0.030111369,0.06277337111532688,592,0.2,-2.3608118,1258.0
39,19968,13,1441,1.0075627565383911,-0.024623450110084377,0.0004092704424510632,-0.03281255066394806,0.2225341796875,-44.17986834049225,-2.009462356567383,0.016064836,0.003877353941788897,608,0.2,-2.3608118,1258.0
40,20480,14,1446,1.0052692890167236,-0.02574676787480712,0.0004092704424510632,-0.03728257492184639,0.3026123046875,-44.15171730518341,0.15537577867507935,0.021939721,0.00554738911887398,624,0.2,-2.3644071249999996,1258.0
41,20992,14,1449,1.0051259994506836,-0.023331644988502376,0.0004092704424510632,-0.0287741981446743,0.2186279296875,-44.099162459373474,0.3746700882911682,0.018906742,0.06409847125178203,640,0.2,-2.3644071249999996,1258.0
42,21504,14,1448,1.0049957036972046,-0.03012872026010882,0.0004092704424510632,-0.04321466013789177,0.261962890625,-44.10364782810211,-0.2066504955291748,0.015097457,0.003800211154157296,656,0.2,-2.3672402352941173,1258.0
43,22016,15,1448,1.005135178565979,-0.018708931776927784,0.0004092704424510632,-0.00923176296055317,0.1666259765625,-44.09731984138489,0.2767358422279358,0.021338448,0.07803112035617232,672,0.2,-2.3672402352941173,1258.0
44,22528,15,1452,1.0037505626678467,-0.01966321890358813,0.0004092704424510632,-0.018664788454771042,0.174072265625,-44.083500623703,-0.7892616987228394,0.012461744,0.002123536090948619,688,0.2,-2.3672402352941173,1258.0
45,23040,15,1456,1.0017445087432861,-0.031647248164517805,0.0004092704424510632,-0.03731376305222511,0.297119140625,-44.038129448890686,0.19580376148223877,0.02767256,0.007257726741954684,704,0.2,-2.3714248888888885,1258.0
46,23552,16,1459,1.0008643865585327,-0.022014231915818527,0.0004092704424510632,-0.021754605695605278,0.1846923828125,-43.985968232154846,0.47205716371536255,0.019930173,0.05411408358486369,720,0.2,-2.3714248888888885,1258.0
47,24064,16,1462,1.00039541721344,-0.025091234652791172,0.0004092704424510632,-0.031079338863492012,0.2745361328125,-43.965983748435974,0.2729954123497009,0.025373492,0.0063448046712437645,736,0.2,-2.3627164210526312,1258.0
48,24576,16,1463,1.0002952814102173,-0.01864705230400432,0.0004092704424510632,-0.004856910556554794,0.164794921875,-43.96050798892975,0.7309294939041138,0.016901216,0.06690567405894399,752,0.2,-2.3627164210526312,1258.0
49,25088,17,1466,0.9993481040000916,-0.02209203506936319,0.0004092704424510632,-0.040452875196933746,0.1925048828125,-43.9470899105072,-0.9609841108322144,0.013607933,0.0033658038373687305,768,0.2,-2.3627164210526312,1258.0
50,25600,17,1465,0.9980231523513794,-0.014471949354629032,0.0004092704424510632,-0.026645231992006302,0.158935546875,-43.90802204608917,0.5731430649757385,0.011931039,0.007869991153711453,784,0.2,-2.3689735499999998,1258.0
51,26112,17,1467,0.9987144470214844,-0.019533217811840586,0.0004092704424510632,-0.02357342652976513,0.15185546875,-43.89480483531952,0.6523789167404175,0.016055146,0.04139350901823491,800,0.2,-2.3689735499999998,1258.0
52,26624,18,1468,0.9980881810188293,-0.023711738002020866,0.0004092704424510632,-0.03907349333167076,0.184814453125,-43.90913462638855,0.06408113241195679,0.015429928,0.010836396846571006,816,0.2,-2.3740433333333333,1258.0
53,27136,18,1466,0.9979393482208252,-0.019294710873509757,0.0004092704424510632,-0.008748576045036316,0.1683349609375,-43.89169919490814,0.7802115678787231,0.016222622,0.06447005376685411,832,0.2,-2.3740433333333333,1258.0
54,27648,18,1463,0.99762362241745,-0.03006211332103703,0.0004092704424510632,-0.04121748358011246,0.28466796875,-43.88984155654907,-0.40653765201568604,0.021256823,0.004938063582812902,848,0.2,-2.3740433333333333,1258.0
55,28160,19,1465,0.9982691407203674,-0.0258456346928142,0.0004092704424510632,-0.018649563193321228,0.2451171875,-43.88857901096344,0.699591875076294,0.020165477,0.02090474625583738,864,0.2,-2.3724319545454544,1258.0
56,28672,19,1464,0.9984754323959351,-0.02388701171730645,0.0004092704424510632,-0.02958786115050316,0.2310791015625,-43.90746879577637,0.7716901302337646,0.028272677,0.021357101533794776,880,0.2,-2.3724319545454544,1258.0
57,29184,19,1465,0.9978646039962769,-0.0277269096695818,0.0004092704424510632,-0.03923848271369934,0.256591796875,-43.89632833003998,-0.36980223655700684,0.019611346,0.010782299737911671,896,0.2,-2.371909,1258.0
58,29696,20,1464,0.9978702664375305,-0.015963034980813973,0.0004092704424510632,0.004828345030546188,0.101318359375,-43.882344245910645,0.6163818836212158,0.015111888,0.09768718911800534,912,0.2,-2.371909,1258.0
59,30208,20,1461,0.9975801110267639,-0.025448747939663008,0.0004092704424510632,-0.04285568743944168,0.2213134765625,-43.87917518615723,0.23395347595214844,0.016216915,0.0038347579538822174,928,0.2,-2.3713504166666666,1258.0
60,30720,21,1454,0.9968572854995728,-0.019743685770663433,0.0004092704424510632,0.009332064539194107,0.1622314453125,-43.86420166492462,0.6831363439559937,0.02022678,0.07931089517660439,944,0.2,-2.3713504166666666,1258.0
61,31232,21,1453,0.9956169128417969,-0.02281284779019188,0.0004092704424510632,-0.03718965873122215,0.191162109375,-43.83157432079315,-0.9146281480789185,0.013818581,0.003999962311354466,960,0.2,-2.3713504166666666,1258.0
62,31744,21,1451,0.9943584203720093,-0.022799810554715805,0.0004092704424510632,-0.03298689052462578,0.2259521484375,-43.786388516426086,0.09263169765472412,0.015973678,0.002631464922160376,976,0.2,-2.3745704,1258.0
63,32256,22,1446,0.9946423768997192,-0.020426970571861602,0.0004092704424510632,0.004380121827125549,0.115234375,-43.76829707622528,0.35387349128723145,0.021562602,0.15950894949492067,992,0.2,-2.3745704,1258.0
64,32768,22,1448,0.9964718222618103,-0.03306177517515607,0.0004092704424510632,-0.040558114647865295,0.2957763671875,-43.799673676490784,0.278849720954895,0.021142863,0.004952550742018502,1008,0.2,-2.3820603076923077,1258.0
65,33280,22,1449,0.9966673254966736,-0.01512020331574604,0.0004092704424510632,0.026204533874988556,0.085693359375,-43.83831000328064,0.17986226081848145,0.011672758,0.2948751742951572,1024,0.2,-2.3820603076923077,1258.0
66,33792,23,1450,0.9973610639572144,-0.027099449405795895,0.0004092704424510632,-0.04398183524608612,0.24853515625,-43.83757507801056,-1.8639066219329834,0.021558192,0.003580980686820112,1040,0.2,-2.3820603076923077,1258.0
67,34304,23,1450,0.9964342713356018,-0.022901446958712768,0.0004092704424510632,-0.03792041167616844,0.246337890625,-43.84870266914368,0.16638576984405518,0.022787858,0.0046619640197604895,1056,0.2,-2.376685777777778,1258.0
68,34816,23,1450,0.9961503744125366,-0.012242661941854749,0.0004092704424510632,0.008327385410666466,0.0721435546875,-43.819687366485596,0.24563348293304443,0.010601336,0.2606366127729416,1072,0.2,-2.376685777777778,1258.0
69,35328,24,1451,0.9951204061508179,-0.02014139329548925,0.0004092704424510632,-0.036259181797504425,0.212890625,-43.80564212799072,-0.8466089963912964,0.020366594,0.007219201834232081,1088,0.2,-2.3740073571428573,1258.0
70,35840,24,1451,0.9947658181190491,-0.009749965072842315,0.0004092704424510632,0.02529316581785679,0.0445556640625,-43.77840709686279,0.4607275128364563,0.0107791275,0.20962407789193094,1104,0.2,-2.3740073571428573,1258.0
71,36352,25,1452,0.995983362197876,-0.022233921772567555,0.0004092704424510632,-0.03190641850233078,0.200927734375,-43.789698243141174,-1.7564935684204102,0.013255622,0.005527647903363686,1120,0.2,-2.3740073571428573,1258.0
72,36864,25,1453,0.9967982769012451,-0.02939502100343816,0.0004092704424510632,-0.04720451310276985,0.2811279296875,-43.82940900325775,0.3169783353805542,0.024064977,0.0054803576931590214,1136,0.2,-2.371190068965517,1258.0
73,37376,25,1453,0.9967309236526489,-0.01531469241308514,0.0004092704424510632,0.006769858300685883,0.1046142578125,-43.84029471874237,0.5157702565193176,0.012520343,0.20824048481881618,1152,0.2,-2.371190068965517,1258.0
74,37888,26,1453,0.9961867928504944,-0.020975584935513325,0.0004092704424510632,-0.024457015097141266,0.1993408203125,-43.830352663993835,-1.1285712718963623,0.018164847,0.01503739767940715,1168,0.2,-2.3690027666666666,1258.0
75,38400,26,1454,0.9959343075752258,-0.012901211288408376,0.0004092704424510632,0.06855789572000504,0.0576171875,-43.8153760433197,0.6198104619979858,0.012519345,0.2129487304482609,1184,0.2,-2.3690027666666666,1258.0
76,38912,26,1454,0.9964747428894043,-0.026559051941148937,0.0004092704424510632,-0.0347382090985775,0.261962890625,-43.81520330905914,0.1028091311454773,0.020336956,0.0075510353344725445,1200,0.2,-2.3690027666666666,1258.0
77,39424,27,1455,0.995469331741333,-0.025978258898248896,0.0004092704424510632,-0.03085869923233986,0.2279052734375,-43.81798195838928,0.67362380027771,0.018879669,0.018271221924806014,1216,0.2,-2.3676799999999996,1258.0
78,39936,27,1456,0.995003342628479,-0.019383168139029294,0.0004092704424510632,-0.01903642527759075,0.1455078125,-43.785724401474,0.7234172821044922,0.022552827,0.11169394094031304,1232,0.2,-2.3676799999999996,1258.0
79,40448,27,1453,0.9934303164482117,-0.027727939741453156,0.0004092704424510632,-0.043966878205537796,0.220703125,-43.76107358932495,-0.22231435775756836,0.019042462,0.017696435999823734,1248,0.2,-2.3642988750000002,1258.0
80,40960,28,1453,0.9933918118476868,-0.009693689076812007,0.0004092704424510632,0.007014736533164978,0.0550537109375,-43.7241690158844,0.5915496945381165,0.012107249,0.19185742840636522,1264,0.2,-2.3642988750000002,1258.0
81,41472,28,1453,0.995493471622467,-0.026317891519283876,0.0004092704424510632,-0.02903633564710617,0.2421875,-43.75983810424805,-1.1016833782196045,0.01669354,0.0025448178093938623,1280,0.2,-2.3642988750000002,1258.0
82,41984,28,1454,0.995177149772644,-0.028788157884264365,0.0004092704424510632,-0.03939970210194588,0.2529296875,-43.794137716293335,0.7208941578865051,0.02073814,0.01682229951256886,1296,0.2,-2.3697208484848487,1258.0
83,42496,29,1455,0.9938117265701294,-0.017992213412071578,0.0004092704424510632,-0.02073655277490616,0.138671875,-43.76313865184784,0.651726245880127,0.017721571,0.11799389647785574,1312,0.2,-2.3697208484848487,1258.0
84,43008,29,1457,0.9950957298278809,-0.03320706856902689,0.0004092704424510632,-0.028961550444364548,0.28662109375,-43.74538564682007,-0.5731831789016724,0.023286927,0.010166686377488077,1328,0.2,-2.366553911764706,1258.0
85,43520,29,1458,0.9953995943069458,-0.017437571383197792,0.0004092704424510632,0.0020172130316495895,0.1669921875,-43.78973066806793,0.5902390480041504,0.019669943,0.22340466524474323,1344,0.2,-2.366553911764706,1258.0
86,44032,30,1458,0.9964582920074463,-0.022722571127815172,0.0004092704424510632,-0.034782007336616516,0.2335205078125,-43.799132347106934,0.36121517419815063,0.015233875,0.007170178258093074,1360,0.2,-2.365225685714286,1258.0
87,44544,30,1459,0.9970664978027344,-0.02093692700145766,0.0004092704424510632,0.022152870893478394,0.1712646484375,-43.836769580841064,0.7450499534606934,0.020010259,0.2087968944106251,1376,0.2,-2.365225685714286,1258.0
88,45056,30,1459,0.9954564571380615,-0.018080797206494026,0.0004092704424510632,-0.023337922990322113,0.177490234375,-43.82623815536499,-1.8692214488983154,0.015166569,0.0069864984398009256,1392,0.2,-2.365225685714286,1258.0
89,45568,31,1459,0.9948621988296509,-0.027663826767820865,0.0004092704424510632,-0.05142335593700409,0.241455078125,-43.782022356987,0.23889082670211792,0.01719857,0.0027007304815924726,1408,0.2,-2.3644304722222222,1258.0
90,46080,31,1459,0.995181143283844,-0.015494245461013634,0.0004092704424510632,0.029165048152208328,0.0966796875,-43.784422278404236,0.4083676338195801,0.02028007,0.2349647891242057,1424,0.2,-2.3644304722222222,1258.0
91,46592,31,1461,0.9946651458740234,-0.027781164651969448,0.0004092704424510632,-0.038846198469400406,0.270263671875,-43.78064036369324,-0.2919965982437134,0.01929105,0.0030493619851768017,1440,0.2,-2.3666952432432433,1258.0
92,47104,32,1461,0.9946431517601013,-0.007980764567037113,0.0004092704424510632,0.11495615541934967,0.043212890625,-43.76312172412872,0.5670925378799438,0.010324771,0.3194082793779671,1456,0.2,-2.3666952432432433,1258.0
93,47616,32,1460,0.9945768713951111,-0.032724928089010064,0.0004092704424510632,-0.03560725972056389,0.2872314453125,-43.7637939453125,-1.3709616661071777,0.01684028,0.003074306674534455,1472,0.2,-2.3666952432432433,1258.0
94,48128,32,1459,0.9931680560112,-0.03226968491799198,0.0004092704424510632,-0.04164298623800278,0.3179931640625,-43.74352276325226,0.03888118267059326,0.025417274,0.004550983059743885,1488,0.2,-2.364677342105263,1258.0
95,48640,33,1460,0.9926562309265137,-0.012036117419484071,0.0004092704424510632,0.025419585406780243,0.0733642578125,-43.70611536502838,0.29869598150253296,0.010343103,0.4079555640928447,1504,0.2,-2.364677342105263,1258.0
96,49152,33,1460,0.9926664233207703,-0.024645133089507,0.0004092704424510632,-0.03053656592965126,0.2222900390625,-43.70088219642639,0.41917145252227783,0.014139026,0.0028053377027390525,1520,0.2,-2.361014282051282,1258.0
97,49664,34,1460,0.9924604296684265,-0.013186125870561227,0.0004092704424510632,0.0774683877825737,0.0660400390625,-43.69936144351959,0.6519855260848999,0.015602057,0.3415850936435163,1536,0.2,-2.361014282051282,1258.0
98,50176,34,1460,0.9919041395187378,-0.01613249134970829,0.0004092704424510632,-0.01880824565887451,0.1417236328125,-43.68884825706482,-0.4370710849761963,0.0123630725,0.007520450541051105,1552,0.2,-2.361014282051282,1258.0
99,50688,34,1460,0.9922675490379333,-0.029736111464444548,0.0004092704424510632,-0.03309575840830803,0.27294921875,-43.68019115924835,0.6542999744415283,0.019965352,0.006875470746308565,1568,0.2,-2.3589504750000003,1258.0
100,51200,35,1461,0.9922335147857666,-0.01945406567392638,0.0004092704424510632,0.006176888942718506,0.135498046875,-43.68879306316376,0.5448110103607178,0.017342057,0.26973027316853404,1584,0.2,-2.3589504750000003,1258.0
101,51712,35,1460,0.9930523037910461,-0.02294851726765046,0.0004092704424510632,-0.02142818458378315,0.24365234375,-43.69373118877411,0.19158780574798584,0.015235854,0.010269471342326142,1600,0.2,-2.361632634146342,1258.0
102,52224,35,1460,0.9935774803161621,-0.008773752022534609,0.0004092704424510632,0.09858085215091705,0.0499267578125,-43.718177914619446,0.5080691576004028,0.011883865,0.3332351304125041,1616,0.2,-2.361632634146342,1258.0
103,52736,36,1461,0.9932175874710083,-0.028975794557482004,0.0004092704424510632,-0.03666991740465164,0.27099609375,-43.72322380542755,0.019331634044647217,0.017534655,0.006464599922765046,1632,0.2,-2.361632634146342,1258.0
104,53248,36,1461,0.9938479661941528,-0.027576721797231585,0.0004092704424510632,-0.027868255972862244,0.2645263671875,-43.72518694400787,0.746671199798584,0.018219342,0.009060354714165442,1648,0.2,-2.363417166666667,1258.0
105,53760,36,1462,0.9938526749610901,-0.015785510986461304,0.0004092704424510632,0.011107498779892921,0.1121826171875,-43.74087643623352,0.6083418130874634,0.013746051,0.21497914008796215,1664,0.2,-2.363417166666667,1258.0
106,54272,37,1462,0.9935822486877441,-0.022460187174146995,0.0004092704424510632,-0.03980650007724762,0.2220458984375,-43.730576276779175,-0.17301154136657715,0.020139307,0.023625753994565457,1680,0.2,-2.363516651162791,1258.0
107,54784,37,1464,0.9934449791908264,-0.012783933001628611,0.0004092704424510632,0.07428865134716034,0.1351318359375,-43.724303126335144,0.5748244524002075,0.016308542,0.2617793136741966,1696,0.2,-2.363516651162791,1258.0
108,55296,37,1464,0.9937137961387634,-0.02350998466135934,0.0004092704424510632,-0.02860759198665619,0.234375,-43.72034394741058,-0.03120100498199463,0.017332818,0.003571442633983679,1712,0.2,-2.363516651162791,1258.0
109,55808,38,1465,0.9938390254974365,-0.024479606101522222,0.0004092704424510632,-0.025304598733782768,0.2396240234375,-43.72996544837952,0.8420796990394592,0.015282823,0.008927724091336131,1728,0.2,-2.3660516590909095,1258.0
110,56320,38,1464,0.9933257699012756,-0.018558247335022315,0.0004092704424510632,-0.016971396282315254,0.170166015625,-43.72734808921814,0.6032257676124573,0.030889755,0.12698876252397895,1744,0.2,-2.3660516590909095,1258.0
111,56832,38,1464,0.9949290752410889,-0.02738969455822371,0.0004092704424510632,-0.024578861892223358,0.2816162109375,-43.73375606536865,-0.21700644493103027,0.023637101,0.006364343331370037,1760,0.2,-2.3693178444444447,1258.0
112,57344,39,1464,0.9956548810005188,-0.010832488638698123,0.0004092704424510632,0.03240109607577324,0.0911865234375,-43.779212474823,0.6716218590736389,0.009102381,0.29172434471547604,1776,0.2,-2.3693178444444447,1258.0
113,57856,39,1463,0.9951863884925842,-0.028329192224191502,0.0004092704424510632,-0.03599829226732254,0.2694091796875,-43.780954241752625,-0.014490127563476562,0.015714355,0.003208526050002547,1792,0.2,-2.3693178444444447,1258.0
114,58368,39,1462,0.9951277375221252,-0.015123365832550917,0.0004092704424510632,0.04909777641296387,0.1329345703125,-43.770230412483215,0.7427693605422974,0.017247835,0.13502563093788922,1808,0.2,-2.3681865652173917,1258.0
115,58880,40,1461,0.9942539930343628,-0.021013545716414228,0.0004092704424510632,-0.02972722239792347,0.287353515625,-43.752867698669434,0.8353509902954102,0.04002673,0.03241400624392554,1824,0.2,-2.3681865652173917,1258.0
116,59392,40,1462,0.9958351850509644,-0.030318281544168713,0.0004092704424510632,-0.03612512722611427,0.2783203125,-43.76131582260132,-0.4520444869995117,0.021721035,0.01247390016214922,1840,0.2,-2.3680821702127663,1258.0
117,59904,40,1461,0.9956812262535095,-0.01847059118153993,0.0004092704424510632,0.04562640190124512,0.126220703125,-43.79034101963043,0.6257296800613403,0.020610537,0.2375626692082733,1856,0.2,-2.3680821702127663,1258.0
118,60416,41,1462,0.9930436015129089,-0.030762964102905244,0.0004092704424510632,-0.04132116958498955,0.2642822265625,-43.74671673774719,0.6304762959480286,0.019593865,0.005893127206945792,1872,0.2,-2.3689218958333336,1258.0
119,60928,41,1461,0.9923051595687866,-0.013033716328209266,0.0004092704424510632,0.06760649383068085,0.08154296875,-43.675275683403015,0.6969133019447327,0.01648261,0.28019549301825464,1888,0.2,-2.3689218958333336,1258.0
120,61440,42,1462,0.9915181398391724,-0.02844540443038568,0.0004092704424510632,-0.033481378108263016,0.24658203125,-43.66288888454437,-2.1905243396759033,0.016319256,0.005847752378031146,1904,0.2,-2.3689218958333336,1258.0
121,61952,42,1461,0.9881042242050171,-0.026653014050680213,0.0004092704424510632,-0.036251362413167953,0.24658203125,-43.60346519947052,0.3824499249458313,0.021249536,0.005119294874020852,1920,0.2,-2.369195346938776,1258.0
122,62464,42,1461,0.986724317073822,-0.019149770261719823,0.0004092704424510632,0.02273864671587944,0.163330078125,-43.51556849479675,0.5522193908691406,0.022482302,0.2683690404519439,1936,0.2,-2.369195346938776,1258.0
123,62976,43,1461,0.9852274060249329,-0.02424365418846719,0.0004092704424510632,-0.030130846425890923,0.2254638671875,-43.47961437702179,0.6677866578102112,0.020389851,0.013221207016613334,1952,0.2,-2.36948346,1258.0
124,63488,43,1461,0.9849421381950378,-0.017130943888332695,0.0004092704424510632,0.02261766791343689,0.1175537109375,-43.4525032043457,0.6546318531036377,0.020358963,0.285169210517779,1968,0.2,-2.36948346,1258.0
125,64000,43,1462,0.9844210147857666,-0.02486644231248647,0.0004092704424510632,-0.027641985565423965,0.2158203125,-43.445860266685486,-0.3565434217453003,0.014985951,0.0030696795620315243,1984,0.2,-2.36948346,1258.0
