time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,512,2834,,,,,,,,,,,,,
2,0,1024,1777,0.024369795,-0.03785419464111328,0.2,-0.03871857997728512,0.9984993934631348,0.0004092704424510632,-0.04208751022815704,-43.96258544921875,0.274658203125,16,0.1788157644768944,,
3,0,1536,1589,0.0133343665,-0.013736367225646973,0.2,-0.022605219841352664,0.9991248846054077,0.0004092704424510632,-0.029335498809814453,-43.946497440338135,0.2279052734375,32,0.005176222577574663,1257.0,-2.603415
4,1,2048,1509,0.01534698,-0.00013172626495361328,0.2,-0.023964702297234908,1.0000768899917603,0.0004092704424510632,-0.023212648928165436,-43.97117328643799,0.23486328125,48,0.0132472746190615,1257.0,-2.603415
5,1,2560,1462,0.017273277,-0.0037425756454467773,0.2,-0.030397367081604898,1.000585675239563,0.0004092704424510632,-0.04128313064575195,-43.99595236778259,0.2945556640625,64,0.004428820524481125,1257.0,-2.646729
6,2,3072,1434,0.017148262,0.0023088455200195312,0.2,-0.03189379832474515,1.0005565881729126,0.0004092704424510632,-0.04318666458129883,-44.00198006629944,0.2725830078125,80,0.0034795130995917134,1257.0,-2.646729
7,2,3584,1414,0.01390004,0.007263481616973877,0.2,-0.023887707386165857,1.0007237195968628,0.0004092704424510632,-0.029076270759105682,-43.99803853034973,0.2490234375,96,0.0025430681453144643,1257.0,-2.646729
8,2,4096,1400,0.018101843,0.0009415149688720703,0.2,-0.02563656895654276,1.0019869804382324,0.0004092704424510632,-0.029740892350673676,-44.01652204990387,0.2557373046875,112,0.003583498553780373,1257.0,-2.6430640000000003
9,3,4608,1390,0.025987007,0.0007888674736022949,0.2,-0.024790263851173222,1.003905177116394,0.0004092704424510632,-0.03588308393955231,-44.06861448287964,0.3321533203125,128,0.005863890255568549,1257.0,-2.6430640000000003
10,3,5120,1382,0.01893111,-0.0022618770599365234,0.2,-0.03185095771914348,1.0040801763534546,0.0004092704424510632,-0.03221984952688217,-44.10605823993683,0.2982177734375,144,0.00348693509658915,1257.0,-2.62935825
11,4,5632,1377,0.018552788,-0.00022840499877929688,0.2,-0.030530291827744804,1.0038182735443115,0.0004092704424510632,-0.04230594262480736,-44.09745144844055,0.2769775390625,160,0.007384576427284628,1257.0,-2.62935825
12,4,6144,1367,0.015772086,0.0037539005279541016,0.2,-0.025675196811789647,1.0038822889328003,0.0004092704424510632,-0.04560025781393051,-44.09304487705231,0.2408447265625,176,0.002508043973648455,1257.0,-2.62935825
13,4,6656,1359,0.013990292,0.0015908479690551758,0.2,-0.02738932652573567,1.0057399272918701,0.0004092704424510632,-0.039706163108348846,-44.118324398994446,0.2529296875,192,0.0026965167162416037,1257.0,-2.6487514
14,5,7168,1353,0.020381756,-0.0014650821685791016,0.2,-0.027050537202740088,1.0066946744918823,0.0004092704424510632,-0.039969488978385925,-44.17296373844147,0.276123046875,208,0.012262063246453181,1257.0,-2.6487514
15,5,7680,1348,0.018984146,-0.00032806396484375,0.2,-0.02588924515293911,1.0079033374786377,0.0004092704424510632,-0.03480156511068344,-44.196974992752075,0.253662109375,224,0.00450401270063594,1257.0,-2.612079666666667
16,6,8192,1344,0.024390299,-0.0002492666244506836,0.2,-0.0281452811032068,1.0092767477035522,0.0004092704424510632,-0.028531312942504883,-44.237598180770874,0.2984619140625,240,0.01984412915771827,1257.0,-2.612079666666667
17,6,8704,1339,0.016074631,0.00028443336486816406,0.2,-0.02399724264978431,1.0090930461883545,0.0004092704424510632,-0.028272880241274834,-44.26274132728577,0.2471923828125,256,0.00326727943320293,1257.0,-2.612079666666667
18,6,9216,1336,0.0149170775,-4.971027374267578e-05,0.2,-0.022396432294044644,1.009735345840454,0.0004092704424510632,-0.03421793878078461,-44.25900650024414,0.2177734375,272,0.0026402627590869088,1257.0,-2.617928
19,7,9728,1333,0.016063605,-2.7418136596679688e-05,0.2,-0.022695537700201385,1.0110485553741455,0.0004092704424510632,-0.022856902331113815,-44.29152023792267,0.201904296875,288,0.03164380474481732,1257.0,-2.617928
20,7,10240,1330,0.016127734,-0.0019131898880004883,0.2,-0.02204619106487371,1.0096938610076904,0.0004092704424510632,-0.01692252606153488,-44.29958915710449,0.203125,304,0.0034501180925872177,1257.0,-2.593213375
21,8,10752,1328,0.024511527,4.673004150390625e-05,0.2,-0.02263407112332061,1.0078566074371338,0.0004092704424510632,-0.007202576845884323,-44.237722992897034,0.26513671875,320,0.0426299930550158,1257.0,-2.593213375
22,8,11264,1326,0.018477786,-0.0029381513595581055,0.2,-0.029679185739951208,1.0066262483596802,0.0004092704424510632,-0.04651925340294838,-44.1940792798996,0.2677001953125,336,0.004237970548274461,1257.0,-2.593213375
23,8,11776,1324,0.017952926,0.0017489194869995117,0.2,-0.03063775144983083,1.0069459676742554,0.0004092704424510632,-0.044420868158340454,-44.17633616924286,0.2734375,352,0.002013941622863058,1257.0,-2.6114496666666667
24,9,12288,1322,0.029279258,0.0005061626434326172,0.2,-0.027477382333017886,1.0063199996948242,0.0004092704424510632,-0.00013076700270175934,-44.17731297016144,0.2911376953125,368,0.05637139442842454,1257.0,-2.6114496666666667
25,9,12800,1321,0.017579123,-0.0013687610626220703,0.2,-0.028950287931365892,1.0050450563430786,0.0004092704424510632,-0.03626240789890289,-44.14965033531189,0.2557373046875,384,0.005336939575499855,1257.0,-2.6200862999999996
26,10,13312,1319,0.024558714,0.0007241964340209961,0.2,-0.02261760938563384,1.003097414970398,0.0004092704424510632,0.010346246883273125,-44.09806668758392,0.2540283203125,400,0.07037018658593297,1257.0,-2.6200862999999996
