time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,512,4010,,,,,,,,,,,,,
2,0,1024,2575,0.015460549,-0.5446649789810181,0.2,-0.027781120021245442,0.9994024634361267,0.0004092704424510632,-0.039853502064943314,-43.98037910461426,0.24072265625,16,0.1753998882486485,,
3,0,1536,2312,0.022199726,-0.02699720859527588,0.2,-0.03459219880460296,0.9978474378585815,0.0004092704424510632,-0.04460931941866875,-43.94738733768463,0.3223876953125,32,0.004932270385324955,1257.0,-2.652571
4,0,2048,2206,0.015692964,0.015430927276611328,0.2,-0.025945405155653134,0.9995093941688538,0.0004092704424510632,-0.028892479836940765,-43.934112787246704,0.2364501953125,48,0.02534139686031267,1257.0,-2.652571
5,1,2560,2145,0.016137846,0.042688608169555664,0.2,-0.025215498186298646,1.0002132654190063,0.0004092704424510632,-0.028435101732611656,-43.98560571670532,0.24609375,64,0.004334432240284514,1257.0,-2.587895
6,1,3072,2100,0.02023978,0.03168368339538574,0.2,-0.024801089864922687,1.000296711921692,0.0004092704424510632,-0.03699515387415886,-43.993664145469666,0.28759765625,80,0.01100188669806812,1257.0,-2.587895
7,1,3584,2072,0.015997346,0.07922857999801636,0.2,-0.024792992480797693,1.0001401901245117,0.0004092704424510632,-0.03379020094871521,-43.99445056915283,0.2420654296875,96,0.0021356136894610245,1257.0,-2.587895
8,1,4096,2052,0.015374603,-0.0012978315353393555,0.2,-0.029858815629268065,1.0002501010894775,0.0004092704424510632,-0.0429445318877697,-43.9881032705307,0.2606201171875,112,0.0032537198858335614,1257.0,-2.629577
9,2,4608,2037,0.015554562,0.029629230499267578,0.2,-0.02532509437878616,0.9991506934165955,0.0004092704424510632,-0.038567278534173965,-43.97590100765228,0.2371826171875,128,0.007232572432258166,1257.0,-2.629577
10,2,5120,2026,0.014434037,0.010696113109588623,0.2,-0.023652454823604785,0.9998823404312134,0.0004092704424510632,-0.03460267186164856,-43.96027159690857,0.2379150390625,144,0.004687835826189257,1257.0,-2.623616
11,2,5632,2013,0.023167817,0.04038727283477783,0.2,-0.02875018390477635,1.0016456842422485,0.0004092704424510632,-0.04491705074906349,-43.99830520153046,0.25390625,160,0.0031307778190239333,1257.0,-2.623616
12,3,6144,2005,0.0150948,0.037974774837493896,0.2,-0.028478305583121255,1.0008248090744019,0.0004092704424510632,-0.04472065344452858,-44.02552831172943,0.2435302734375,176,0.0024746710623730905,1257.0,-2.623616
