time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
3701,0,1,512,,,,,,,,,,,,,
1764,0,2,1024,16,0.0004092704424510632,-0.03612510487437248,0.09637709442176856,0.012918003,-0.7808182239532471,0.16943359375,-43.97715711593628,0.2,-0.021696337294997647,0.9990350008010864,,
1522,1,3,1536,32,0.0004092704424510632,-0.026887618005275726,0.0031111421485547908,0.014571654,0.004674375057220459,0.24951171875,-43.94259250164032,0.2,-0.02707170957000926,0.9985036253929138,1223.0,-2.222744
1434,1,4,2048,48,0.0004092704424510632,-0.03984145447611809,0.0026189812051597983,0.017897142,0.009418249130249023,0.2645263671875,-43.935582637786865,0.2,-0.03124583142925985,0.9982616305351257,1223.0,-2.222744
1384,1,5,2560,64,0.0004092704424510632,-0.04016831889748573,0.0011458876524557127,0.01896315,0.019498705863952637,0.2789306640625,-43.924596667289734,0.2,-0.031781319761648774,0.9978299140930176,1223.0,-2.170586
1355,2,6,3072,80,0.0004092704424510632,-0.03247172757983208,0.0021778156406071503,0.01827909,0.0028881430625915527,0.254638671875,-43.891162753105164,0.2,-0.024798105834634043,0.9959847331047058,1223.0,-2.170586
1332,2,7,3584,96,0.0004092704424510632,-0.04392341151833534,0.0017960181739908876,0.015949536,0.00800776481628418,0.2548828125,-43.85838329792023,0.2,-0.030637575691798702,0.9970542192459106,1223.0,-2.170586
1313,3,8,4096,112,0.0004092704424510632,-0.042574379593133926,0.002280435659486102,0.020895116,0.01118004322052002,0.277587890625,-43.90972411632538,0.2,-0.027913183163036592,0.9979760646820068,1223.0,-2.1921416666666667
1303,3,9,4608,128,0.0004092704424510632,-0.03217492625117302,0.0072211960214190185,0.017826777,-0.006701111793518066,0.2623291015625,-43.94189810752869,0.2,-0.027574630425078794,0.999980628490448,1223.0,-2.1921416666666667
1290,3,10,5120,144,0.0004092704424510632,-0.023498445749282837,0.001216318968545238,0.020334065,0.03737473487854004,0.236572265625,-44.01441049575806,0.2,-0.022317072725854814,1.0024387836456299,1223.0,-2.14868425
1283,4,11,5632,160,0.0004092704424510632,-0.02918262965977192,0.01104509035940282,0.019792639,0.0029503703117370605,0.2861328125,-44.056039214134216,0.2,-0.029258811933686957,1.0019291639328003,1223.0,-2.14868425
1273,4,12,6144,176,0.0004092704424510632,-0.04042263329029083,0.0014424604432861088,0.016239565,-0.0028171539306640625,0.2236328125,-43.99731779098511,0.2,-0.026535021228482947,0.9989792108535767,1223.0,-2.159731
1269,5,13,6656,192,0.0004092704424510632,-0.03171196207404137,0.015120767493499443,0.023794884,0.005685925483703613,0.2469482421875,-43.920215487480164,0.2,-0.027660826919600368,0.9978039860725403,1223.0,-2.159731
1265,5,14,7168,208,0.0004092704424510632,-0.03954078257083893,0.002364568157645408,0.02085955,0.03980457782745361,0.2529296875,-43.90446662902832,0.2,-0.027132189163239673,0.9979432821273804,1223.0,-2.159731
1260,6,15,7680,224,0.0004092704424510632,-0.0377914234995842,0.0021579545573331416,0.017336434,0.006757020950317383,0.2728271484375,-43.87912142276764,0.2,-0.02651937735208776,0.9960685968399048,1223.0,-2.1529045
1257,6,16,8192,240,0.0004092704424510632,-0.01817452535033226,0.025024910573847592,0.017609509,0.00523906946182251,0.2088623046875,-43.84079945087433,0.2,-0.019653689611004665,0.9959778189659119,1223.0,-2.1529045
1254,6,17,8704,256,0.0004092704424510632,-0.029028726741671562,0.0013259977786219679,0.01832099,0.011177778244018555,0.1864013671875,-43.84288513660431,0.2,-0.0219473491597455,0.9958924055099487,1223.0,-2.1455782857142855
1251,7,18,9216,272,0.0004092704424510632,-0.023614509031176567,0.02810753497760743,0.021728069,0.014438867568969727,0.2498779296875,-43.83420383930206,0.2,-0.026969394035404548,0.9959436655044556,1223.0,-2.1455782857142855
1249,7,19,9728,288,0.0004092704424510632,-0.02446756325662136,0.0014055804294912377,0.0124963485,0.06227225065231323,0.1802978515625,-43.82557952404022,0.2,-0.019600467596319504,0.9950141906738281,1223.0,-2.1455782857142855
1247,8,20,10240,304,0.0004092704424510632,-0.03815276548266411,0.0016846485323185334,0.01750745,0.12325131893157959,0.2547607421875,-43.765116572380066,0.2,-0.025359248858876526,0.9923766851425171,1223.0,-2.1445290000000004
1244,8,21,10752,320,0.0004092704424510632,-0.015783648937940598,0.035457753168884665,0.02372384,0.010010361671447754,0.27880859375,-43.708178758621216,0.2,-0.023852362792240456,0.9916702508926392,1223.0,-2.1445290000000004
1243,9,22,11264,336,0.0004092704424510632,-0.042569372802972794,0.002288044152010116,0.022527145,-0.21136748790740967,0.2659912109375,-43.67594838142395,0.2,-0.0292494685818383,0.9896845817565918,1223.0,-2.1573684444444448
1242,9,23,11776,352,0.0004092704424510632,-0.037219248712062836,0.04245335818268359,0.024981692,0.01586437225341797,0.2532958984375,-43.60968279838562,0.2,-0.025971437615226023,0.987978994846344,1223.0,-2.1573684444444448
1241,9,24,12288,368,0.0004092704424510632,-0.03284253180027008,0.0030480127315968275,0.013223703,-0.864325761795044,0.2059326171875,-43.55102717876434,0.2,-0.02378172759199515,0.9856808185577393,1223.0,-2.1642427
1239,10,25,12800,384,0.0004092704424510632,-0.006669741123914719,0.05298074963502586,0.019363787,0.018890738487243652,0.239013671875,-43.48478448390961,0.2,-0.023759120813338086,0.9840277433395386,1223.0,-2.1642427
1238,10,26,13312,400,0.0004092704424510632,-0.036273639649152756,0.0033237850802834146,0.017700464,0.20893973112106323,0.211181640625,-43.43605983257294,0.2,-0.026595227580401115,0.9827259182929993,1223.0,-2.1642427
