time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
3754,0,1,512,,,,,,,,,,,,,
1784,0,2,1024,16,0.0004092704424510632,-0.028244925662875175,0.1646554435355938,0.020164499,-0.1609281301498413,0.292724609375,-43.991976261138916,0.2,-0.029162064980482683,1.0004488229751587,,
1528,1,3,1536,32,0.0004092704424510632,-0.031139971688389778,0.0025117625991697423,0.017991763,0.014760136604309082,0.240234375,-43.99443757534027,0.2,-0.025368605507537723,0.9999508261680603,1223.0,-2.260484
1423,1,4,2048,48,0.0004092704424510632,-0.02645745873451233,0.007856077907490544,0.021616027,-0.05140793323516846,0.317138671875,-43.99497401714325,0.2,-0.02573131487588398,1.000653862953186,1223.0,-2.260484
1374,1,5,2560,64,0.0004092704424510632,-0.04369158670306206,0.0013810157852276461,0.019354664,0.009858131408691406,0.3016357421875,-44.00810658931732,0.2,-0.03004169260384515,1.0008494853973389,1223.0,-2.1993615
1342,2,6,3072,80,0.0004092704424510632,-0.02436111867427826,0.003061343162698904,0.017155012,0.02929288148880005,0.27490234375,-43.993011474609375,0.2,-0.023253944207681343,0.9994962215423584,1223.0,-2.1993615
1319,2,7,3584,96,0.0004092704424510632,-0.039305198937654495,0.0020802952312806156,0.017427323,-0.0030813217163085938,0.2666015625,-43.93842935562134,0.2,-0.027921023429371417,0.9977214932441711,1223.0,-2.1993615
1302,3,8,4096,112,0.0004092704424510632,-0.032062482088804245,0.0020108318640268408,0.016044497,0.006792724132537842,0.219482421875,-43.89293384552002,0.2,-0.023565907118609175,0.9966707825660706,1223.0,-2.186484
1290,3,9,4608,128,0.0004092704424510632,-0.026284130290150642,0.0031844375116634183,0.01580784,0.021693170070648193,0.245361328125,-43.890709400177,0.2,-0.024858186101482715,0.9978975057601929,1223.0,-2.186484
1280,3,10,5120,144,0.0004092704424510632,-0.037667300552129745,0.0014214441671356326,0.017064579,0.034561753273010254,0.25341796875,-43.91867446899414,0.2,-0.026064617733936757,0.9978732466697693,1223.0,-2.20367275
1270,4,11,5632,160,0.0004092704424510632,-0.02756940759718418,0.005712268917704932,0.016934745,0.00855708122253418,0.2445068359375,-43.90577483177185,0.2,-0.02618848509155214,0.9973721504211426,1223.0,-2.20367275
