time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
3976,0,1,512,,,,,,,,,,,,,
1933,0,2,1024,16,0.0004092704424510632,-0.03941715508699417,0.15037968588876538,0.021697607,-0.2830599546432495,0.298828125,-43.994704723358154,0.2,-0.03645403002155945,1.0003505945205688,,
1643,0,3,1536,32,0.0004092704424510632,-0.033750176429748535,0.00216945087959175,0.019694436,0.01950889825820923,0.259033203125,-43.982927680015564,0.2,-0.02762800277560018,0.9990671277046204,1223.0,-2.210385
1526,1,4,2048,48,0.0004092704424510632,-0.023799138143658638,0.01995086536044255,0.02478448,0.0003864765167236328,0.314697265625,-43.919955134391785,0.2,-0.029225857550045475,0.9967139959335327,1223.0,-2.210385
1467,1,5,2560,64,0.0004092704424510632,-0.03324085846543312,0.001685988547251327,0.021464553,0.015959858894348145,0.2540283203125,-43.86713421344757,0.2,-0.026157618209253997,0.995887815952301,1223.0,-2.2316570000000002
1434,2,6,3072,80,0.0004092704424510632,-0.026012588292360306,0.024082186515443027,0.02116486,0.002883017063140869,0.30126953125,-43.84825098514557,0.2,-0.0283277697963058,0.995551586151123,1223.0,-2.2316570000000002
1409,2,7,3584,96,0.0004092704424510632,-0.03701890632510185,0.0020289895655878354,0.01518634,0.030080199241638184,0.2633056640625,-43.83707141876221,0.2,-0.027068644063547254,0.9950808882713318,1223.0,-2.2316570000000002
1391,2,8,4096,112,0.0004092704424510632,-0.030384261161088943,0.002580014286650112,0.015720293,0.013669848442077637,0.2386474609375,-43.83151936531067,0.2,-0.026239167229505256,0.9953982830047607,1223.0,-2.2349
1376,3,9,4608,128,0.0004092704424510632,-0.025696733966469765,0.04145362100098282,0.021376252,0.0031599998474121094,0.2808837890625,-43.818138003349304,0.2,-0.028462658578064293,0.9935624003410339,1223.0,-2.2349
1366,3,10,5120,144,0.0004092704424510632,-0.03618602454662323,0.001526975805973052,0.018893637,0.05763882398605347,0.2593994140625,-43.78033661842346,0.2,-0.026793930534040555,0.9939788579940796,1223.0,-2.2361352500000002
1357,4,11,5632,160,0.0004092704424510632,-0.020714670419692993,0.04424042045138776,0.016821632,0.015144526958465576,0.2359619140625,-43.77211034297943,0.2,-0.02283320584683679,0.9921916723251343,1223.0,-2.2361352500000002
1350,4,12,6144,176,0.0004092704424510632,-0.037259917706251144,0.0009029081002154271,0.017568488,0.08584433794021606,0.2091064453125,-43.72890365123749,0.2,-0.023583921101817396,0.9918204545974731,1223.0,-2.2375398000000004
