rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/episodes,time/fps,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps
1258.0,1.2044613361358643,166,4,30,0.017049159854650497,-4.42459225,4931,-122.88325500488281,-183.79495239257812,0.0008459126528049375,5032
1258.0,4.569169044494629,339,8,29,0.0009466030169278383,-3.3344432499999996,9963,-130.0755157470703,10.73445987701416,0.0008459126528049375,10064
1258.0,3.1716396808624268,510,12,29,0.0009004154126159847,-2.6516810833333335,14995,-125.4636459350586,-55.335968017578125,0.0008459126528049375,15096
1258.0,11.471707344055176,678,16,29,0.0014860887313261628,-2.288199875,20027,-104.82904815673828,-9.912816047668457,0.0008459126528049375,20128
1258.0,11.865196228027344,5,20,30,0.0005857179057784379,-2.11097,25059,-94.94078826904297,39.50400161743164,0.0008459126528049375,25160
1258.0,2.7386350631713867,172,24,30,0.000587032875046134,-2.022513333333333,30091,-88.69392395019531,-43.338951110839844,0.0008459126528049375,30192
1258.0,4.928614616394043,340,28,29,0.0009570427355356514,-1.9413548214285714,35123,-62.60665512084961,-42.32961654663086,0.0008459126528049375,35224
1258.0,3.186612367630005,508,32,29,0.0008999921847134829,-1.87859521875,40155,-58.44654846191406,-70.33020782470703,0.0008459126528049375,40256
1258.0,11.151304244995117,676,36,30,0.001174262841232121,-1.8115316388888887,45187,-29.151668548583984,5.437873840332031,0.0008459126528049375,45288
1258.0,6.492368698120117,10,40,29,0.0004759591829497367,-1.7882061999999999,50219,-17.51827049255371,-80.77457427978516,0.0008459126528049375,50320
1258.0,5.659061431884766,179,44,29,0.0002833885373547673,-1.775089227272727,55251,-6.316277503967285,71.51457977294922,0.0008459126528049375,55352
1258.0,5.619543552398682,348,48,29,0.0004570521996356547,-1.7458317708333333,60283,2.2090702056884766,-40.84724044799805,0.0008459126528049375,60384
1258.0,4.592774868011475,518,52,29,0.0005702078342437744,-1.7082834615384614,65315,6.97578239440918,-33.67416763305664,0.0008459126528049375,65416
1258.0,6.358613967895508,689,56,29,0.0005880588432773948,-1.673153196428571,70347,14.42261028289795,-53.606544494628906,0.0008459126528049375,70448
1258.0,5.813570022583008,12,60,37,0.0006789365434087813,-1.6508927833333331,75379,20.79663848876953,-38.48139190673828,0.0008459126528049375,75480
1258.0,8.025566101074219,151,64,36,0.0009819144615903497,-1.62877434375,80411,27.236948013305664,-78.9510498046875,0.0008459126528049375,80512
1258.0,4.540411949157715,293,68,35,0.0007467992254532874,-1.6110375882352939,85443,31.115070343017578,-48.095367431640625,0.0008459126528049375,85544
1258.0,21.608173370361328,433,72,35,0.0011465076822787523,-1.6148471666666666,90475,37.159420013427734,-6.146845817565918,0.0008459126528049375,90576
1258.0,27.570676803588867,573,76,35,0.000740953313652426,-1.6027099342105264,95507,48.349365234375,-46.03337860107422,0.0008459126528049375,95608
