rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/episodes,time/fps,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/ent_coef_loss,train/learning_rate,time/total_timesteps
1258.0,1.174668312072754,138,4,36,0.017190303653478622,-4.37307125,4931,-123.00106048583984,-168.5880584716797,0.0008459126528049375,5032
1258.0,8.540943145751953,273,8,36,0.0009233892778865993,-3.3436645,9963,-127.45911407470703,3.4404120445251465,0.0008459126528049375,10064
1258.0,3.302042007446289,428,12,35,0.0008649665396660566,-2.6879411666666666,14995,-123.97296142578125,42.12642288208008,0.0008459126528049375,15096
1258.0,5.071876049041748,602,16,33,0.000904387969058007,-2.3558055625,20027,-107.22344207763672,-11.969484329223633,0.0008459126528049375,20128
1258.0,1.9368118047714233,5,20,29,0.0006352904601953924,-2.14582215,25059,-101.9951400756836,15.348888397216797,0.0008459126528049375,25160
1258.0,2.515798807144165,177,24,29,0.0003886844788212329,-2.027039166666667,30091,-97.54914093017578,-11.753665924072266,0.0008459126528049375,30192
1258.0,3.187995433807373,349,28,29,0.0007192326593212783,-1.9271355000000001,35123,-83.31398010253906,-70.1500015258789,0.0008459126528049375,35224
1258.0,4.610897541046143,521,32,29,0.0008278621244244277,-1.848295125,40155,-65.68818664550781,-63.438201904296875,0.0008459126528049375,40256
1258.0,3.9840826988220215,692,36,29,0.0007756287232041359,-1.8128849444444444,45187,-54.89594268798828,56.876834869384766,0.0008459126528049375,45288
1258.0,2.9881772994995117,10,40,29,0.0006664990796707571,-1.795880725,50219,-50.57630920410156,-44.124210357666016,0.0008459126528049375,50320
1258.0,6.776063442230225,180,44,29,0.0005315309390425682,-1.7525100909090907,55251,-44.38983917236328,-25.937252044677734,0.0008459126528049375,55352
1258.0,6.808154106140137,349,48,29,0.0004899628111161292,-1.7149021666666666,60283,-35.3140983581543,52.192684173583984,0.0008459126528049375,60384
1258.0,10.285152435302734,521,52,29,0.0008990044007077813,-1.6676378076923075,65315,-27.0168399810791,-4.50847053527832,0.0008459126528049375,65416
1258.0,3.3318095207214355,695,56,29,0.0005541479913517833,-1.6348013571428572,70347,-25.72275161743164,-0.6732323169708252,0.0008459126528049375,70448
1258.0,2.4358983039855957,17,60,27,0.00041779447929002345,-1.60250025,75379,-20.907766342163086,-68.91841125488281,0.0008459126528049375,75480
1258.0,6.832492828369141,205,64,26,0.0006479344447143376,-1.5742816406250002,80411,-5.735419750213623,8.006193161010742,0.0008459126528049375,80512
1258.0,6.369128704071045,392,68,26,0.0007282394217327237,-1.552741161764706,85443,-6.616982460021973,-6.209418773651123,0.0008459126528049375,85544
1258.0,4.864561080932617,577,72,26,0.0005500613478943706,-1.5583428194444444,90475,-0.9906880855560303,36.7786750793457,0.0008459126528049375,90576
1258.0,12.081615447998047,764,76,26,0.000836941588204354,-1.5602752236842106,95507,11.89876937866211,-28.079198837280273,0.0008459126528049375,95608
