time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
8,31,15872,1921,-44.04063582420349,480,0.0858180969953537,0.005154302343726158,-0.025262043898692355,0.0013661980628967285,0.255126953125,0.025501585,1.0021755695343018,0.0004092704424510632,0.2,-2.403517333333333,1257.0
8,32,16384,1918,-44.02260613441467,496,0.0022674869833281264,-0.03665963187813759,-0.02377253230952192,-0.2103496789932251,0.244140625,0.017265476,1.0019736289978027,0.0004092704424510632,0.2,-2.399469769230769,1257.0
8,33,16896,1913,-44.03102004528046,512,0.08851423813030124,0.011047035455703735,-0.029205466984421946,0.002902984619140625,0.269287109375,0.025436096,1.002729892730713,0.0004092704424510632,0.2,-2.399469769230769,1257.0
9,34,17408,1913,-44.04703235626221,528,0.002995200175064383,-0.03254470229148865,-0.027086009678896517,-0.04462158679962158,0.2274169921875,0.014094729,1.0026507377624512,0.0004092704424510632,0.2,-2.399469769230769,1257.0
9,35,17920,1909,-44.07015383243561,544,0.003411646255699452,-0.027764009311795235,-0.02508774769376032,-0.05907142162322998,0.2237548828125,0.020905768,1.0050045251846313,0.0004092704424510632,0.2,-2.3922236428571426,1257.0
9,36,18432,1907,-44.120487451553345,560,0.09558983752503991,0.01677260920405388,-0.020208676549373195,0.0009666681289672852,0.237548828125,0.02133818,1.004456639289856,0.0004092704424510632,0.2,-2.3922236428571426,1257.0
9,37,18944,1907,-44.08192217350006,576,0.0030386885009647813,-0.03371289744973183,-0.024087956437142566,-0.13430404663085938,0.2181396484375,0.017080065,1.0033149719238281,0.0004092704424510632,0.2,-2.3904094666666666,1257.0
10,38,19456,1904,-44.04577159881592,592,0.10118918679654598,0.014861281961202621,-0.024111409642500803,0.01293724775314331,0.239990234375,0.017585933,1.002432107925415,0.0004092704424510632,0.2,-2.3904094666666666,1257.0
10,39,19968,1905,-44.03836500644684,608,0.0020338930771686137,-0.0321626178920269,-0.026691876570112072,-0.4637709856033325,0.24951171875,0.01860137,1.00290048122406,0.0004092704424510632,0.2,-2.3904094666666666,1257.0
10,40,20480,1903,-44.0558797121048,624,0.0026866304579016287,-0.0325315035879612,-0.022163894333061762,-0.0015134811401367188,0.2042236328125,0.015229408,1.0034971237182617,0.0004092704424510632,0.2,-2.391327125,1257.0
11,41,20992,1899,-44.06462049484253,640,0.11958396784029901,0.03565569221973419,-0.02438674795848783,0.00023865699768066406,0.2734375,0.021338418,1.0028810501098633,0.0004092704424510632,0.2,-2.391327125,1257.0
11,42,21504,1898,-44.02743208408356,656,0.0037426781782414764,-0.025031015276908875,-0.028748861222993582,-0.013911604881286621,0.2650146484375,0.02125813,1.001360297203064,0.0004092704424510632,0.2,-2.39210405882353,1257.0
11,43,22016,1899,-43.97172689437866,672,0.12353977281600237,0.017091035842895508,-0.029929962096503004,0.00030034780502319336,0.2769775390625,0.023976114,0.9992082118988037,0.0004092704424510632,0.2,-2.39210405882353,1257.0
11,44,22528,1898,-43.92528188228607,688,0.0024489859642926604,-0.025733981281518936,-0.025534341286402196,-0.026082992553710938,0.222900390625,0.02022139,0.9983049035072327,0.0004092704424510632,0.2,-2.39210405882353,1257.0
12,45,23040,1897,-43.88861000537872,704,0.002817783100908855,-0.027482422068715096,-0.026627611368894577,-0.0005872249603271484,0.2423095703125,0.019064803,0.9970296025276184,0.0004092704424510632,0.2,-2.3913011111111113,1257.0
12,46,23552,1895,-43.87538492679596,720,0.1374138214159757,0.041177768260240555,-0.023487203143304214,0.00038886070251464844,0.259033203125,0.0242243,0.9976865649223328,0.0004092704424510632,0.2,-2.3913011111111113,1257.0
12,47,24064,1892,-43.88567650318146,736,0.00262455975098419,-0.035036325454711914,-0.0293748218100518,-0.009366869926452637,0.2718505859375,0.020932898,0.9969379305839539,0.0004092704424510632,0.2,-2.389108894736842,1257.0
13,48,24576,1888,-43.856231808662415,752,0.1284731498453766,0.02898959070444107,-0.029111642026691698,0.000690460205078125,0.266845703125,0.024475947,0.996553361415863,0.0004092704424510632,0.2,-2.389108894736842,1257.0
13,49,25088,1888,-43.8488347530365,768,0.003234453921322711,-0.043943535536527634,-0.02675375972467009,-0.034648776054382324,0.226806640625,0.016660746,0.9965119361877441,0.0004092704424510632,0.2,-2.389108894736842,1257.0
13,50,25600,1889,-43.84601008892059,784,0.0026961762632708997,-0.04024486243724823,-0.0259460673405556,0.0011680126190185547,0.2230224609375,0.014155133,0.9964109659194946,0.0004092704424510632,0.2,-2.38821595,1257.0
13,51,26112,1891,-43.82092642784119,800,0.14066617540083826,0.026310987770557404,-0.02332296002714429,0.0005052089691162109,0.2633056640625,0.025093216,0.9947003722190857,0.0004092704424510632,0.2,-2.38821595,1257.0
14,52,26624,1891,-43.799667716026306,816,0.0026382761643617414,-0.03852451965212822,-0.023859470733441412,-0.18090689182281494,0.2491455078125,0.018461958,0.9958776235580444,0.0004092704424510632,0.2,-2.3889469523809526,1257.0
14,53,27136,1890,-43.82295536994934,832,0.14842436602339149,0.01977286860346794,-0.031188678956823424,0.000648200511932373,0.28076171875,0.026644124,0.9952024221420288,0.0004092704424510632,0.2,-2.3889469523809526,1257.0
14,54,27648,1887,-43.784773111343384,848,0.002817928274453152,-0.039510324597358704,-0.031062565627507865,-0.11059951782226562,0.2718505859375,0.019692741,0.994178056716919,0.0004092704424510632,0.2,-2.3889469523809526,1257.0
14,55,28160,1886,-43.78247141838074,864,0.001676473424595315,-0.036670900881290436,-0.027643096254905686,0.01946389675140381,0.257568359375,0.019724032,0.9955846071243286,0.0004092704424510632,0.2,-2.388226772727273,1257.0
15,56,28672,1884,-43.817710399627686,880,0.04421717469813302,0.009954959154129028,-0.01940126542467624,0.002093672752380371,0.221923828125,0.019897632,0.9954095482826233,0.0004092704424510632,0.2,-2.388226772727273,1257.0
15,57,29184,1884,-43.77982544898987,896,0.0031889449892332777,-0.03876163810491562,-0.027603510563494638,-0.13285744190216064,0.2354736328125,0.021413123,0.9938424825668335,0.0004092704424510632,0.2,-2.3839018260869564,1257.0
15,58,29696,1885,-43.72247314453125,912,0.19018929172307253,0.03463887423276901,-0.02407444451819174,0.00041496753692626953,0.26611328125,0.02896071,0.9917661547660828,0.0004092704424510632,0.2,-2.3839018260869564,1257.0
16,59,30208,1884,-43.6744145154953,928,0.002768989448668435,-0.03217967227101326,-0.02787297092436347,-0.31672561168670654,0.2332763671875,0.019227657,0.9912610650062561,0.0004092704424510632,0.2,-2.3782923749999996,1257.0
16,60,30720,1883,-43.64556336402893,944,0.18721381621435285,0.04808008670806885,-0.023406827691360377,0.000303804874420166,0.2388916015625,0.018332431,0.9890500903129578,0.0004092704424510632,0.2,-2.3782923749999996,1257.0
16,61,31232,1881,-43.57391965389252,960,0.002815867122990312,-0.03654368221759796,-0.027799283765489236,-0.04040694236755371,0.234619140625,0.0144963795,0.987354040145874,0.0004092704424510632,0.2,-2.3782923749999996,1257.0
16,62,31744,1881,-43.537230253219604,976,0.0028841305247624405,-0.03093937411904335,-0.022593591740587726,-0.0012712478637695312,0.22900390625,0.01637388,0.9869114756584167,0.0004092704424510632,0.2,-2.3740208399999996,1257.0
17,63,32256,1882,-43.53399980068207,992,0.1728840465657413,0.03906229883432388,-0.025451722234720364,0.0009744167327880859,0.2388916015625,0.026323292,0.9869518876075745,0.0004092704424510632,0.2,-2.3740208399999996,1257.0
17,64,32768,1883,-43.530529379844666,1008,0.003221036728064064,-0.03785443678498268,-0.02482027512451168,-0.31474876403808594,0.2503662109375,0.01910686,0.9864780306816101,0.0004092704424510632,0.2,-2.369761538461538,1257.0
17,65,33280,1883,-43.50216865539551,1024,0.18018233170732856,0.06759313493967056,-0.022026591177564114,0.0003426074981689453,0.2181396484375,0.018697316,0.9850071668624878,0.0004092704424510632,0.2,-2.369761538461538,1257.0
17,66,33792,1881,-43.455007672309875,1040,0.0015347175958595471,-0.044898539781570435,-0.024979463662020862,-0.31626689434051514,0.2081298828125,0.015798848,0.9838456511497498,0.0004092704424510632,0.2,-2.369761538461538,1257.0
18,67,34304,1879,-43.41071105003357,1056,0.0019971686815551948,-0.035465091466903687,-0.03002000888227485,0.00042510032653808594,0.295166015625,0.02159528,0.981924831867218,0.0004092704424510632,0.2,-2.364751185185185,1257.0
18,68,34816,1876,-43.35530066490173,1072,0.18976740771904588,0.06647278368473053,-0.022557418527867412,0.0002327561378479004,0.255859375,0.018961055,0.98040372133255,0.0004092704424510632,0.2,-2.364751185185185,1257.0
18,69,35328,1875,-43.33910644054413,1088,0.002848626401828369,-0.026828791946172714,-0.02069221207057126,-0.005006194114685059,0.1793212890625,0.012074217,0.9816662073135376,0.0004092704424510632,0.2,-2.367602035714285,1257.0
19,70,35840,1874,-43.36711025238037,1104,0.1699460968375206,0.05757678672671318,-0.028165973344584927,0.000568687915802002,0.2718505859375,0.02374861,0.9812294840812683,0.0004092704424510632,0.2,-2.367602035714285,1257.0
19,71,36352,1873,-43.35690784454346,1120,0.0023227979181683622,-0.019870953634381294,-0.02128167096816469,-0.8487551212310791,0.2099609375,0.015337117,0.9813401103019714,0.0004092704424510632,0.2,-2.367602035714285,1257.0
19,72,36864,1873,-43.33614647388458,1136,0.0023546968695882242,-0.03337791934609413,-0.02378742846485693,-7.033348083496094e-06,0.22900390625,0.016949503,0.9793247580528259,0.0004092704424510632,0.2,-2.371582034482758,1257.0
19,73,37376,1874,-43.28771650791168,1152,0.1796681215055287,0.039039723575115204,-0.019342326355399564,0.000133514404296875,0.1968994140625,0.014240574,0.9789097905158997,0.0004092704424510632,0.2,-2.371582034482758,1257.0
20,74,37888,1871,-43.28454887866974,1168,0.0036188153899274766,-0.04176146537065506,-0.0349134910502471,-0.0008522272109985352,0.2864990234375,0.022482542,0.9789421558380127,0.0004092704424510632,0.2,-2.3700514,1257.0
20,75,38400,1870,-43.3111035823822,1184,0.17519170884042978,0.04574763402342796,-0.0277220508105529,0.0002071857452392578,0.2335205078125,0.017394952,0.9810237884521484,0.0004092704424510632,0.2,-2.3700514,1257.0
20,76,38912,1867,-43.362425684928894,1200,0.002900132083595963,-0.02423042245209217,-0.019264354261395056,-0.035567522048950195,0.19873046875,0.01403949,0.9821941256523132,0.0004092704424510632,0.2,-2.3700514,1257.0
21,77,39424,1864,-43.38192975521088,1216,0.002026900358032435,-0.032810475677251816,-0.023121607140637934,0.0015426874160766602,0.2147216796875,0.013770799,0.982237696647644,0.0004092704424510632,0.2,-2.3622851612903224,1257.0
21,78,39936,1862,-43.37083637714386,1232,0.1694899972062558,0.03658242151141167,-0.030520518601406366,0.0003489851951599121,0.3154296875,0.030170124,0.9817351698875427,0.0004092704424510632,0.2,-2.3622851612903224,1257.0
21,79,40448,1861,-43.36865937709808,1248,0.002356083128688624,-0.02053799480199814,-0.025143505044979975,-0.0379711389541626,0.2821044921875,0.020395398,0.9826338887214661,0.0004092704424510632,0.2,-2.36215115625,1257.0
22,80,40960,1860,-43.39484941959381,1264,0.173734862357378,0.0257195346057415,-0.027347680064849555,0.00035822391510009766,0.2535400390625,0.022920858,0.9825598001480103,0.0004092704424510632,0.2,-2.36215115625,1257.0
22,81,41472,1859,-43.372660517692566,1280,0.0034779618072207086,-0.03704523295164108,-0.02994949596177321,-0.0020182132720947266,0.290283203125,0.023626385,0.98180091381073,0.0004092704424510632,0.2,-2.36215115625,1257.0
22,82,41984,1859,-43.33723866939545,1296,0.0016524799557373626,-0.032761309295892715,-0.026058807445224375,0.07119661569595337,0.2490234375,0.020331,0.9800298810005188,0.0004092704424510632,0.2,-2.3563975454545454,1257.0
22,83,42496,1856,-43.301310420036316,1312,0.06502013420686126,0.001711137592792511,-0.02212797472020611,0.009802579879760742,0.2279052734375,0.027062614,0.9803194403648376,0.0004092704424510632,0.2,-2.3563975454545454,1257.0
23,84,43008,1853,-43.31279802322388,1328,0.0031229809901560657,-0.02835720218718052,-0.023900456639239565,-0.3995875120162964,0.2286376953125,0.01707749,0.9803752303123474,0.0004092704424510632,0.2,-2.3542834411764706,1257.0
23,85,43520,1853,-43.31808686256409,1344,0.1996336909942329,0.05484286695718765,-0.027295982494251803,7.450580596923828e-05,0.255859375,0.020591076,0.980840802192688,0.0004092704424510632,0.2,-2.3542834411764706,1257.0
23,86,44032,1851,-43.32794523239136,1360,0.0032280805171467364,-0.028058992698788643,-0.022800033184466884,-0.0003107786178588867,0.1883544921875,0.011698194,0.9807997345924377,0.0004092704424510632,0.2,-2.354662342857143,1257.0
24,87,44544,1851,-43.33405077457428,1376,0.19163224147632718,0.030703935772180557,-0.027031385761802085,0.0001176595687866211,0.2476806640625,0.01846265,0.9815146923065186,0.0004092704424510632,0.2,-2.354662342857143,1257.0
24,88,45056,1849,-43.31548321247101,1392,0.003170554893586086,-0.05078804865479469,-0.029683629647479393,-0.0006580352783203125,0.2462158203125,0.02186688,0.9791015982627869,0.0004092704424510632,0.2,-2.354662342857143,1257.0
24,89,45568,1848,-43.262619376182556,1408,0.004441424964170437,-0.0313769206404686,-0.019266635659732856,-0.0001392364501953125,0.185302734375,0.014830889,0.9797499775886536,0.0004092704424510632,0.2,-2.3613507222222223,1257.0
24,90,46080,1845,-43.31156933307648,1424,0.1980079896748066,0.057606399059295654,-0.026077162707224488,0.0002129077911376953,0.2349853515625,0.019883089,0.9814774990081787,0.0004092704424510632,0.2,-2.3613507222222223,1257.0
25,91,46592,1844,-43.34209227561951,1440,0.004380110047350172,-0.022720934823155403,-0.027073619450675324,-0.004561185836791992,0.263671875,0.021108989,0.9809244275093079,0.0004092704424510632,0.2,-2.3603589729729735,1257.0
25,92,47104,1840,-43.31798040866852,1456,0.1801485507749021,0.060667045414447784,-0.024153334961738437,0.001314401626586914,0.239013671875,0.019597962,0.9807244539260864,0.0004092704424510632,0.2,-2.3603589729729735,1257.0
25,93,47616,1836,-43.31839203834534,1472,0.0014174184379953658,-0.042389463633298874,-0.020951319093001075,-1.1526663303375244,0.2039794921875,0.01599722,0.9805989265441895,0.0004092704424510632,0.2,-2.3603589729729735,1257.0
26,94,48128,1836,-43.329397320747375,1488,0.0027979940568911843,-0.03802809491753578,-0.0269445929734502,-7.796287536621094e-05,0.2484130859375,0.017748846,0.9825082421302795,0.0004092704424510632,0.2,-2.3592126842105268,1257.0
26,95,48640,1835,-43.40035617351532,1504,0.1875818995758891,0.061644215136766434,-0.027367071044864133,9.083747863769531e-05,0.2664794921875,0.01755992,0.984433650970459,0.0004092704424510632,0.2,-2.3592126842105268,1257.0
26,96,49152,1833,-43.40367019176483,1520,0.003707169154949952,-0.03329857811331749,-0.02333810628624633,-0.00044596195220947266,0.2288818359375,0.018766785,0.9822772741317749,0.0004092704424510632,0.2,-2.3588922820512823,1257.0
27,97,49664,1831,-43.34015142917633,1536,0.18316205963492393,0.04762512072920799,-0.031048500939505175,0.0004487037658691406,0.2791748046875,0.026050419,0.981779158115387,0.0004092704424510632,0.2,-2.3588922820512823,1257.0
27,98,50176,1828,-43.34300637245178,1552,0.001979653763555689,-0.039029501378536224,-0.019038825746974908,-0.242761492729187,0.207275390625,0.018142551,0.9818769097328186,0.0004092704424510632,0.2,-2.3588922820512823,1257.0
27,99,50688,1825,-43.34586524963379,1568,0.0026702054383349605,-0.02284316159784794,-0.02104193730338011,6.431341171264648e-05,0.215576171875,0.015339954,0.9815883636474609,0.0004092704424510632,0.2,-2.35999135,1257.0
28,100,51200,1823,-43.32020056247711,1584,0.19021804863587022,0.044541001319885254,-0.027162590879015625,7.623434066772461e-05,0.2474365234375,0.02194677,0.9803438782691956,0.0004092704424510632,0.2,-2.35999135,1257.0
28,101,51712,1820,-43.270983934402466,1600,0.0033834667337941937,-0.03386189788579941,-0.02624645142350346,-0.03138470649719238,0.2264404296875,0.016321614,0.9790965914726257,0.0004092704424510632,0.2,-2.356773951219512,1257.0
28,102,52224,1819,-43.27892220020294,1616,0.17764036916196346,0.04212876036763191,-0.0286759579757927,1.9371509552001953e-05,0.24755859375,0.020566095,0.9812592267990112,0.0004092704424510632,0.2,-2.356773951219512,1257.0
28,103,52736,1818,-43.33235514163971,1632,0.0038757131733291317,-0.0354539230465889,-0.022497736907098442,-9.775161743164062e-05,0.189208984375,0.016788628,0.9815677404403687,0.0004092704424510632,0.2,-2.356773951219512,1257.0
29,104,53248,1816,-43.31001925468445,1648,0.001930717633513268,-0.024378996342420578,-0.023300517146708444,4.2378902435302734e-05,0.20947265625,0.018038964,0.9805503487586975,0.0004092704424510632,0.2,-2.3575617619047615,1257.0
29,105,53760,1814,-43.26809227466583,1664,0.18909024354070425,0.06649360060691833,-0.025709292123792693,1.8894672393798828e-05,0.2867431640625,0.029615704,0.9787018895149231,0.0004092704424510632,0.2,-2.3575617619047615,1257.0
29,106,54272,1812,-43.22807574272156,1680,0.003196649417077424,-0.030042530968785286,-0.028907325002364814,1.2874603271484375e-05,0.271484375,0.023587152,0.9789129495620728,0.0004092704424510632,0.2,-2.357041325581395,1257.0
30,107,54784,1811,-43.23733031749725,1696,0.1900822096504271,0.06219172477722168,-0.020991302939364687,2.7298927307128906e-05,0.21630859375,0.016575564,0.978627622127533,0.0004092704424510632,0.2,-2.357041325581395,1257.0
30,108,55296,1809,-43.22611117362976,1712,0.00357353595609311,-0.04722012206912041,-0.02883208687126171,1.8417835235595703e-05,0.244140625,0.023077674,0.9788292646408081,0.0004092704424510632,0.2,-2.357041325581395,1257.0
30,109,55808,1810,-43.221301198005676,1728,0.0018930914120574016,-0.043744489550590515,-0.0299935180664761,0.00023156404495239258,0.2447509765625,0.020811118,0.9777849316596985,0.0004092704424510632,0.2,-2.353009136363636,1257.0
31,110,56320,1807,-43.18222534656525,1744,0.09159683506004512,0.01899706944823265,-0.02280750114005059,3.045797348022461e-05,0.2703857421875,0.025428701,0.9763233065605164,0.0004092704424510632,0.2,-2.353009136363636,1257.0
31,111,56832,1807,-43.12887191772461,1760,0.004824792384169996,-0.042765673249959946,-0.029244440025649965,5.602836608886719e-06,0.256103515625,0.016281877,0.9741981625556946,0.0004092704424510632,0.2,-2.3539681999999997,1257.0
31,112,57344,1807,-43.06868922710419,1776,0.21935992827638984,0.07199618220329285,-0.028870195004856214,4.5239925384521484e-05,0.2906494140625,0.01771183,0.972684919834137,0.0004092704424510632,0.2,-2.3539681999999997,1257.0
32,113,57856,1806,-43.02725577354431,1792,0.003485609959170688,-0.03243474289774895,-0.021424453560030088,-0.007087588310241699,0.2115478515625,0.015399931,0.9716758728027344,0.0004092704424510632,0.2,-2.3515530652173915,1257.0
32,114,58368,1806,-43.00025475025177,1808,0.2062859428115189,0.07829608768224716,-0.024661806761287153,2.9206275939941406e-05,0.25244140625,0.019065585,0.9709962606430054,0.0004092704424510632,0.2,-2.3515530652173915,1257.0
32,115,58880,1804,-42.96860218048096,1824,0.0026134583858947735,-0.04377809539437294,-0.03362484886019956,-0.04051244258880615,0.2933349609375,0.02098925,0.9697144031524658,0.0004092704424510632,0.2,-2.3515530652173915,1257.0
32,116,59392,1803,-42.93550956249237,1840,0.003560369099432137,-0.028995942324399948,-0.022227191453566775,4.267692565917969e-05,0.212646484375,0.01646632,0.9694175720214844,0.0004092704424510632,0.2,-2.3522448085106387,1257.0
33,117,59904,1803,-42.94718313217163,1856,0.20334884151816368,0.07845820486545563,-0.0216820465575438,4.8041343688964844e-05,0.23876953125,0.018095525,0.9708864092826843,0.0004092704424510632,0.2,-2.3522448085106387,1257.0
33,118,60416,1804,-42.99589002132416,1872,0.0036225703443051316,-0.025171486660838127,-0.024905496509745717,0.0002129673957824707,0.224853515625,0.017943844,0.971933901309967,0.0004092704424510632,0.2,-2.3488469166666666,1257.0
33,119,60928,1804,-43.020575404167175,1888,0.19143111538141966,0.06752955913543701,-0.02679516362695722,1.901388168334961e-05,0.2606201171875,0.023615357,0.9730268716812134,0.0004092704424510632,0.2,-2.3488469166666666,1257.0
34,120,61440,1804,-43.03909409046173,1904,0.0017121065175160766,-0.028339797630906105,-0.02265854485449381,-9.369850158691406e-05,0.2127685546875,0.015033526,0.9726718664169312,0.0004092704424510632,0.2,-2.3488469166666666,1257.0
34,121,61952,1804,-43.03932726383209,1920,0.0031088236610230524,-0.0343184694647789,-0.022541181038832292,-1.0728836059570312e-06,0.20458984375,0.01529316,0.9737392663955688,0.0004092704424510632,0.2,-2.352122469387755,1257.0
34,122,62464,1804,-43.07440721988678,1936,0.19432164961472154,0.06344780325889587,-0.02766864318982698,4.6253204345703125e-05,0.2393798828125,0.020965878,0.9747870564460754,0.0004092704424510632,0.2,-2.352122469387755,1257.0
34,123,62976,1804,-43.08545744419098,1952,0.0032826004098751582,-0.034464240074157715,-0.02452790134702809,-0.01274263858795166,0.193603515625,0.012887475,0.9743727445602417,0.0004092704424510632,0.2,-2.34930788,1257.0
35,124,63488,1803,-43.0767662525177,1968,0.18736050836741924,0.05739123374223709,-0.02897685533389449,2.7954578399658203e-05,0.248046875,0.022812674,0.9747175574302673,0.0004092704424510632,0.2,-2.34930788,1257.0
