time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,4171,,,,,,,,,,,,,
0,2,1024,2467,-43.976378321647644,16,0.16875631719449302,-0.04382295906543732,-0.028863962477771565,-0.8190405368804932,0.23486328125,0.017888933,0.9993158578872681,0.0004092704424510632,0.2,,
0,3,1536,2201,-43.949793457984924,32,0.004477102032979019,-0.045675527304410934,-0.03415262926137075,-0.07027173042297363,0.31396484375,0.022188146,0.9979963898658752,0.0004092704424510632,0.2,-2.439669,1257.0
0,4,2048,2113,-43.938390016555786,48,0.020678539905929938,-0.030770380049943924,-0.02703193688648753,0.054706692695617676,0.2493896484375,0.016983224,0.9996666312217712,0.0004092704424510632,0.2,-2.439669,1257.0
1,5,2560,2077,-43.99209821224213,64,0.003812723225564696,-0.030289076268672943,-0.024485903057211544,0.07684707641601562,0.2418212890625,0.017457508,1.0005240440368652,0.0004092704424510632,0.2,-2.377288,1257.0
1,6,3072,2036,-44.00601243972778,80,0.008397475889069028,-0.036923669278621674,-0.02421119302744046,0.05103182792663574,0.284423828125,0.020209957,1.0007399320602417,0.0004092704424510632,0.2,-2.377288,1257.0
1,7,3584,2000,-44.00542092323303,96,0.0020741920725413365,-0.03802905231714249,-0.02558838707045652,0.17851662635803223,0.255126953125,0.020604774,1.0004031658172607,0.0004092704424510632,0.2,-2.377288,1257.0
2,8,4096,1966,-43.99491286277771,112,0.0028846474378951825,-0.043238215148448944,-0.03050174334202893,-0.004309654235839844,0.2613525390625,0.018159173,1.0004338026046753,0.0004092704424510632,0.2,-2.417877666666667,1257.0
2,9,4608,1941,-43.98466360569,128,0.004101846461708192,-0.03354325145483017,-0.02548071443743538,0.0862431526184082,0.2674560546875,0.019274723,0.9994053840637207,0.0004092704424510632,0.2,-2.417877666666667,1257.0
2,10,5120,1919,-43.96588861942291,144,0.004218015215883497,-0.03421785682439804,-0.023148947148001753,0.012733221054077148,0.23779296875,0.01378068,1.0000090599060059,0.0004092704424510632,0.2,-2.4130147500000003,1257.0
2,11,5632,1905,-44.000909209251404,160,0.0024403571733273566,-0.042446039617061615,-0.023696936230408028,0.08063966035842896,0.2216796875,0.013922483,1.0013893842697144,0.0004092704424510632,0.2,-2.4130147500000003,1257.0
3,12,6144,1887,-44.015332102775574,176,0.0023251754682860337,-0.0384986512362957,-0.026636256166966632,0.09513765573501587,0.2515869140625,0.016599648,1.0005278587341309,0.0004092704424510632,0.2,-2.4130147500000003,1257.0
3,13,6656,1879,-43.974801540374756,192,0.0027931500881095417,-0.047065991908311844,-0.033901249000336975,0.0012859106063842773,0.2979736328125,0.020555463,0.9991801977157593,0.0004092704424510632,0.2,-2.3866128000000004,1257.0
3,14,7168,1873,-43.93564474582672,208,0.007706344913458452,-0.053606417030096054,-0.02951218793168664,-0.0010907649993896484,0.3162841796875,0.029372483,0.9982935190200806,0.0004092704424510632,0.2,-2.3866128000000004,1257.0
