time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,4153,,,,,,,,,,,,,
0,2,1024,2281,-43.979191184043884,16,0.19526604648854118,-0.04673619195818901,-0.03336378070525825,-0.2385026216506958,0.2364501953125,0.015497073,0.9996617436408997,0.0004092704424510632,0.2,,
0,3,1536,1971,-43.955910086631775,32,0.0037803586819791235,-0.06037815287709236,-0.038544643291970715,-0.046722412109375,0.327880859375,0.025389522,0.998135507106781,0.0004092704424510632,0.2,-2.355203,1257.0
1,4,2048,1842,-43.88771033287048,48,0.0029874229439883493,-0.05011530965566635,-0.030423097083257744,0.07726073265075684,0.27490234375,0.018509405,0.9954426884651184,0.0004092704424510632,0.2,-2.355203,1257.0
1,5,2560,1778,-43.82524120807648,64,0.003041272451810073,-0.03914615511894226,-0.025461257580900565,0.023751139640808105,0.2547607421875,0.014692823,0.9944857954978943,0.0004092704424510632,0.2,-2.281668,1257.0
1,6,3072,1725,-43.79650378227234,80,0.0023633034143131226,-0.038263432681560516,-0.027912978242966346,0.0054010748863220215,0.2728271484375,0.017968964,0.9930887818336487,0.0004092704424510632,0.2,-2.281668,1257.0
2,7,3584,1698,-43.76249074935913,96,0.0017577522066858364,-0.042600829154253006,-0.029961632397316862,0.12724220752716064,0.26953125,0.01697334,0.9931341409683228,0.0004092704424510632,0.2,-2.281668,1257.0
2,8,4096,1681,-43.76850092411041,112,0.002862728200852871,-0.033025648444890976,-0.02786421327618882,0.019637465476989746,0.31201171875,0.019819489,0.9928560853004456,0.0004092704424510632,0.2,-2.3443053333333332,1257.0
2,9,4608,1671,-43.76550626754761,128,0.007828264264389873,-0.029645919799804688,-0.03362122300313786,0.0075966715812683105,0.3858642578125,0.028598078,0.9938111305236816,0.0004092704424510632,0.2,-2.3443053333333332,1257.0
3,10,5120,1674,-43.796940207481384,144,0.004318444764066953,-0.022579943761229515,-0.020186679059406742,0.01984381675720215,0.2374267578125,0.013630334,0.9942147731781006,0.0004092704424510632,0.2,-2.394345,1257.0
3,11,5632,1662,-43.815497040748596,160,0.018738287617452443,-0.019077230244874954,-0.036631864291848615,0.003519713878631592,0.338623046875,0.020879757,0.9954007863998413,0.0004092704424510632,0.2,-2.394345,1257.0
3,12,6144,1656,-43.85326552391052,176,0.001554456521262182,-0.03306439146399498,-0.026729085628176108,-0.01754021644592285,0.2587890625,0.018749513,0.996422290802002,0.0004092704424510632,0.2,-2.394345,1257.0
4,13,6656,1651,-43.87488532066345,192,0.002587370905530406,-0.03340848162770271,-0.025889163967804052,-0.018605709075927734,0.2510986328125,0.01673301,0.9969859719276428,0.0004092704424510632,0.2,-2.3906466,1257.0
4,14,7168,1645,-43.86439394950867,208,0.02255928167141974,-0.02060290053486824,-0.023575399129185826,0.0065795183181762695,0.2572021484375,0.019457553,0.9954819679260254,0.0004092704424510632,0.2,-2.3906466,1257.0
4,15,7680,1641,-43.817487835884094,224,0.003238194429286523,-0.04129664599895477,-0.027354210295015946,-0.09439337253570557,0.249755859375,0.015463304,0.9946415424346924,0.0004092704424510632,0.2,-2.361419666666667,1257.0
5,16,8192,1637,-43.79817879199982,240,0.032226349983830005,-0.01736016571521759,-0.03038563148584217,0.0081864595413208,0.294677734375,0.025208585,0.9938978552818298,0.0004092704424510632,0.2,-2.361419666666667,1257.0
5,17,8704,1633,-43.803579211235046,256,0.0032656060211593285,-0.03642536699771881,-0.030755670741200447,-0.06463849544525146,0.2872314453125,0.02090513,0.9954578280448914,0.0004092704424510632,0.2,-2.361419666666667,1257.0
5,18,9216,1626,-43.86144256591797,272,0.0028389089020492975,-0.046156831085681915,-0.028647090104641393,0.0029606223106384277,0.2633056640625,0.022590835,0.9976296424865723,0.0004092704424510632,0.2,-2.391121714285714,1257.0
5,19,9728,1623,-43.90897250175476,288,0.0426431690575555,-0.0197122972458601,-0.02803295430203434,0.006766080856323242,0.2667236328125,0.026852138,0.9977647662162781,0.0004092704424510632,0.2,-2.391121714285714,1257.0
6,20,10240,1620,-43.906556725502014,304,0.0035001184696739074,-0.03401574492454529,-0.029359456500969827,-0.13261055946350098,0.2623291015625,0.017227942,0.9978929758071899,0.0004092704424510632,0.2,-2.421476375,1257.0
6,21,10752,1619,-43.90786671638489,320,0.048050151439383626,-0.011358225718140602,-0.02543598331976682,0.011227071285247803,0.26806640625,0.01911192,0.9976932406425476,0.0004092704424510632,0.2,-2.421476375,1257.0
6,22,11264,1617,-43.904017329216,336,0.00309395596923423,-0.042147621512413025,-0.025993141200160608,-0.318623423576355,0.225341796875,0.017632697,0.9977366328239441,0.0004092704424510632,0.2,-2.421476375,1257.0
7,23,11776,1615,-43.92070782184601,352,0.0018445964888087474,-0.04702305421233177,-0.028723391907988116,0.010279655456542969,0.23876953125,0.018723065,0.9990739226341248,0.0004092704424510632,0.2,-2.4179522222222225,1257.0
7,24,12288,1613,-43.956488490104675,368,0.060738914529792964,0.0009631309658288956,-0.02252535721345339,0.005182921886444092,0.2230224609375,0.021164898,0.9996875524520874,0.0004092704424510632,0.2,-2.4179522222222225,1257.0
7,25,12800,1611,-43.95303452014923,384,0.003418595399125479,-0.043199051171541214,-0.028027643347741105,-0.22404205799102783,0.23681640625,0.019810058,0.9989535808563232,0.0004092704424510632,0.2,-2.4167334000000005,1257.0
8,26,13312,1610,-43.94316649436951,400,0.06490566779393703,-0.012441035360097885,-0.027807542734080926,0.027104735374450684,0.2440185546875,0.02382281,0.9994863867759705,0.0004092704424510632,0.2,-2.4167334000000005,1257.0
8,27,13824,1608,-43.95117378234863,416,0.004640128383471165,-0.03125594183802605,-0.02481804548006039,-0.12608933448791504,0.2291259765625,0.018408999,0.9993593692779541,0.0004092704424510632,0.2,-2.4167334000000005,1257.0
8,28,14336,1607,-43.93934953212738,432,0.0019034521210414823,-0.044543053954839706,-0.02728497657517437,0.021576762199401855,0.22802734375,0.017972164,0.9985613822937012,0.0004092704424510632,0.2,-2.4089238181818184,1257.0
9,29,14848,1607,-43.937291741371155,448,0.014179310805047862,-0.024108577519655228,-0.021662534738425165,0.004127025604248047,0.2032470703125,0.022209486,0.9997889399528503,0.0004092704424510632,0.2,-2.4089238181818184,1257.0
9,30,15360,1607,-43.96007323265076,464,0.0044071156735299155,-0.045211005955934525,-0.02325207824469544,-0.015588521957397461,0.226806640625,0.014929586,0.9995394945144653,0.0004092704424510632,0.2,-2.3952564166666668,1257.0
9,31,15872,1606,-43.94028949737549,480,0.08042658783961087,-0.021673472598195076,-0.02725068834843114,0.008189976215362549,0.24169921875,0.02043105,0.9988195896148682,0.0004092704424510632,0.2,-2.3952564166666668,1257.0
10,32,16384,1606,-43.924031138420105,496,0.008727456908673048,-0.038874149322509766,-0.027455097675556317,-0.3836132287979126,0.2032470703125,0.015170909,0.998806893825531,0.0004092704424510632,0.2,-2.4037614615384615,1257.0
10,33,16896,1606,-43.94589018821716,512,0.07621297240257263,0.010334350168704987,-0.02606100529374089,0.01986902952194214,0.2823486328125,0.023811378,0.9998764991760254,0.0004092704424510632,0.2,-2.4037614615384615,1257.0
10,34,17408,1606,-43.97138249874115,528,0.0031795762151887175,-0.05022351071238518,-0.03316285207984038,-1.164980173110962,0.281982421875,0.02649882,1.0006754398345947,0.0004092704424510632,0.2,-2.4037614615384615,1257.0
11,35,17920,1606,-43.983723521232605,544,0.004172387030848768,-0.04152600094676018,-0.02804852632107213,-0.018763065338134766,0.2530517578125,0.02123293,1.0003151893615723,0.0004092704424510632,0.2,-2.4258008571428573,1257.0
11,36,18432,1606,-43.97871685028076,560,0.08352610876318067,0.0002020709216594696,-0.022874401227454655,0.01062232255935669,0.22607421875,0.022558281,1.0011777877807617,0.0004092704424510632,0.2,-2.4258008571428573,1257.0
11,37,18944,1605,-43.98671019077301,576,0.003935631593776634,-0.03794826194643974,-0.023216612433316186,-3.00742244720459,0.18896484375,0.014525055,0.9996549487113953,0.0004092704424510632,0.2,-2.4286769333333336,1257.0
12,38,19456,1605,-43.92505645751953,592,0.07449046114925295,-0.006408419460058212,-0.026377884933026507,0.018978476524353027,0.2647705078125,0.025256507,0.9985073208808899,0.0004092704424510632,0.2,-2.4286769333333336,1257.0
12,39,19968,1605,-43.926390528678894,608,0.006482771539594978,-0.028575129806995392,-0.024368861370021477,-0.207084059715271,0.236572265625,0.021219648,0.9995563626289368,0.0004092704424510632,0.2,-2.4286769333333336,1257.0
12,40,20480,1604,-43.9504976272583,624,0.0032129669161804486,-0.031175274401903152,-0.023680150625295937,-1.1137268543243408,0.2119140625,0.013245725,0.9997326731681824,0.0004092704424510632,0.2,-2.43242475,1257.0
13,41,20992,1604,-43.93312156200409,640,0.05903879681136459,-0.023313185200095177,-0.023365009867120534,0.043862998485565186,0.2109375,0.01831067,0.9986732006072998,0.0004092704424510632,0.2,-2.43242475,1257.0
13,42,21504,1603,-43.903969407081604,656,0.006669040740234777,-0.03591609373688698,-0.023269997072929982,-3.0537524223327637,0.2103271484375,0.02152305,0.9982989430427551,0.0004092704424510632,0.2,-2.433554117647059,1257.0
13,43,22016,1601,-43.916191816329956,672,0.07926667528226972,-0.01219935156404972,-0.026227897382341325,0.014663994312286377,0.2562255859375,0.0226047,0.9998122453689575,0.0004092704424510632,0.2,-2.433554117647059,1257.0
14,44,22528,1599,-43.93366205692291,688,0.0064959715091390535,-0.027327585965394974,-0.021110154455527663,0.005602061748504639,0.2059326171875,0.015946912,0.9986618757247925,0.0004092704424510632,0.2,-2.433554117647059,1257.0
14,45,23040,1598,-43.916423201560974,704,0.0035216176765970886,-0.03352230414748192,-0.022638113441644236,-0.45074188709259033,0.2296142578125,0.020573143,0.999606192111969,0.0004092704424510632,0.2,-2.4329936111111112,1257.0
14,46,23552,1597,-43.94696891307831,720,0.05972097138874233,-0.018854517489671707,-0.02813221386168152,0.11429649591445923,0.2508544921875,0.023480784,0.9998612999916077,0.0004092704424510632,0.2,-2.4329936111111112,1257.0
