strategy,period,seed,val_cum_log_return,selected,test_cum_log_return
M2_eta1.0,2025,4,0.2137183704079193,False,
M2_eta1.0,2026,0,0.1945062427826427,True,0.09616650304030488
M2_eta1.0,2026,1,0.14271901235763945,False,
M2_eta1.0,2026,2,0.11803684494755026,False,
M2_eta1.0,2026,3,0.1365089409169237,False,
M2_eta1.0,2026,4,0.09824478162047616,False,
M2_eta3.0,2021,0,0.21312761988078271,True,0.2059815609340536
M2_eta3.0,2021,1,0.22032362437149153,False,
M2_eta3.0,2021,2,0.1727025307846127,False,
M2_eta3.0,2021,3,0.17594802354864197,False,
M2_eta3.0,2021,4,0.1957344180252359,False,
M2_eta3.0,2022,0,0.188876841477419,False,
M2_eta3.0,2022,1,0.16308175963013238,False,
M2_eta3.0,2022,2,0.26985257130353635,True,-0.05602258773076044
M2_eta3.0,2022,3,0.20089022014932903,False,
M2_eta3.0,2022,4,0.17868335739361613,False,
M2_eta3.0,2023,0,0.011099991636588383,True,0.11517020286865814
M2_eta3.0,2023,1,-0.10553534763704088,False,
M2_eta3.0,2023,2,-0.11596618226864726,False,
M2_eta3.0,2023,3,-0.12934421211785957,False,
M2_eta3.0,2023,4,-0.13039127768130634,False,
M2_eta3.0,2024,0,0.19327823806244132,False,
M2_eta3.0,2024,1,0.21074552658425305,False,
M2_eta3.0,2024,2,0.21373653205082116,True,0.21831607898615962
M2_eta3.0,2024,3,0.16447759219170016,False,
M2_eta3.0,2024,4,0.15813444216603376,False,
M2_eta3.0,2025,0,0.1900890838976608,False,
M2_eta3.0,2025,1,0.21981645971062702,False,
M2_eta3.0,2025,2,0.22217132855244587,True,0.13961504749624837
M2_eta3.0,2025,3,0.17434193967811623,False,
M2_eta3.0,2025,4,0.19272621914666355,False,
M2_eta3.0,2026,0,0.1912567565131082,True,0.08478015749878139
M2_eta3.0,2026,1,0.1566420031910421,False,
M2_eta3.0,2026,2,0.12041315996600781,False,
M2_eta3.0,2026,3,0.14409917270113395,False,
M2_eta3.0,2026,4,0.14503604475222884,False,
M2_eta7.0,2021,0,0.22168818345849917,False,
M2_eta7.0,2021,1,0.2202919781014586,False,
M2_eta7.0,2021,2,0.16607081582707722,False,
M2_eta7.0,2021,3,0.17244552080931538,True,0.19040359233215307
M2_eta7.0,2021,4,0.17677950767420378,False,
M2_eta7.0,2022,0,0.19853476940348638,False,
M2_eta7.0,2022,1,0.17519873089238386,False,
M2_eta7.0,2022,2,0.27416088788795845,True,-0.06557079000656646
M2_eta7.0,2022,3,0.1982180771440375,False,
M2_eta7.0,2022,4,0.1764671873209361,False,
M2_eta7.0,2023,0,-0.008474209429351912,True,0.1002012522304243
M2_eta7.0,2023,1,-0.06568306660088938,False,
M2_eta7.0,2023,2,-0.11688589807831436,False,
M2_eta7.0,2023,3,-0.14098143093291549,False,
M2_eta7.0,2023,4,-0.11661591410415167,False,
M2_eta7.0,2024,0,0.21686243480789646,False,
M2_eta7.0,2024,1,0.21656227638152797,False,
M2_eta7.0,2024,2,0.2234458996536931,True,0.22942487872150308
M2_eta7.0,2024,3,0.14466648546746996,False,
M2_eta7.0,2024,4,0.16415820085291502,False,
M2_eta7.0,2025,0,0.17974749382109237,False,
M2_eta7.0,2025,1,0.19154534827930006,False,
M2_eta7.0,2025,2,0.2232999898855969,False,
M2_eta7.0,2025,3,0.19119073697196326,False,
M2_eta7.0,2025,4,0.22599622561328464,True,0.16723028880671015
M2_eta7.0,2026,0,0.1797038179831175,True,0.07217557007732835
M2_eta7.0,2026,1,0.1493405353882621,False,
M2_eta7.0,2026,2,0.11606567142987222,False,
M2_eta7.0,2026,3,0.15013958318898957,False,
M2_eta7.0,2026,4,0.13892645489563624,False,
M3_eta1.0,2021,0,0.18867663431845913,True,0.19439670633105205
M3_eta1.0,2021,1,0.18215292886714674,False,
M3_eta1.0,2021,2,0.14766829290013075,False,
M3_eta1.0,2021,3,0.10753521005285631,False,
M3_eta1.0,2021,4,0.1527913861774403,False,
M3_eta1.0,2022,0,0.2042825509386872,False,
M3_eta1.0,2022,1,0.15244453396392257,False,
M3_eta1.0,2022,2,0.229423258862153,True,-0.09429970861111524
M3_eta1.0,2022,3,0.17669638888989248,False,
M3_eta1.0,2022,4,0.17785918299970832,False,
M3_eta1.0,2023,0,-0.052151246456321035,True,0.1439016188483472
M3_eta1.0,2023,1,-0.15317480295805147,False,
M3_eta1.0,2023,2,-0.13445225611436068,False,
M3_eta1.0,2023,3,-0.08841978865449003,False,
M3_eta1.0,2023,4,-0.12121819566259427,False,
M3_eta1.0,2024,0,0.17059648398284358,False,
M3_eta1.0,2024,1,0.2614160521401866,True,0.21649162348280637
M3_eta1.0,2024,2,0.16473592701504608,False,
M3_eta1.0,2024,3,0.180833030432976,False,
M3_eta1.0,2024,4,0.17800407130397666,False,
M3_eta1.0,2025,0,0.1911669054528284,False,
M3_eta1.0,2025,1,0.1689330717039303,False,
M3_eta1.0,2025,2,0.27397782905428303,True,0.14520264563937635
M3_eta1.0,2025,3,0.1903456374893241,False,
M3_eta1.0,2025,4,0.19440435153553284,False,
M3_eta1.0,2026,0,0.1880569717061311,True,0.07204387723333659
M3_eta1.0,2026,1,0.16057664562348395,False,
M3_eta1.0,2026,2,0.09989479667910071,False,
M3_eta1.0,2026,3,0.14208857308393413,False,
M3_eta1.0,2026,4,0.0728326107924794,False,
M3_eta3.0,2021,0,0.17740198007550212,True,0.19065326967495713
M3_eta3.0,2021,1,0.1715310142468699,False,
M3_eta3.0,2021,2,0.1301648297726425,False,
M3_eta3.0,2021,3,0.08723440158113063,False,
M3_eta3.0,2021,4,0.14937084820298585,False,
M3_eta3.0,2022,0,0.20427369183618163,False,
M3_eta3.0,2022,1,0.16026452645054337,False,
M3_eta3.0,2022,2,0.21525875505404402,True,-0.09712510233477542
M3_eta3.0,2022,3,0.16652814904516827,False,
M3_eta3.0,2022,4,0.18950927742689053,False,
M3_eta3.0,2023,0,-0.05213576950615091,True,0.12358933994623927
M3_eta3.0,2023,1,-0.14992978032011367,False,
M3_eta3.0,2023,2,-0.14223819199316307,False,
M3_eta3.0,2023,3,-0.08514944609117694,False,
M3_eta3.0,2023,4,-0.11446078451147226,False,
M3_eta3.0,2024,0,0.1833414147290594,False,
M3_eta3.0,2024,1,0.219131181913189,True,0.19846866383957446
M3_eta3.0,2024,2,0.15571631677564718,False,
M3_eta3.0,2024,3,0.19994285140437607,False,
M3_eta3.0,2024,4,0.21005947999216862,False,
M3_eta3.0,2025,0,0.17412047880812398,False,
M3_eta3.0,2025,1,0.1464415885074294,False,
M3_eta3.0,2025,2,0.2884811101466567,True,0.13793363741644826
M3_eta3.0,2025,3,0.1790496598323712,False,
M3_eta3.0,2025,4,0.2179981994201295,False,
M3_eta3.0,2026,0,0.18148468976902482,True,0.08285007457720302
M3_eta3.0,2026,1,0.14842697120949633,False,
M3_eta3.0,2026,2,0.10691234992737031,False,
M3_eta3.0,2026,3,0.14927900532860716,False,
M3_eta3.0,2026,4,0.12183337799338705,False,
M3_eta7.0,2021,0,0.18069325652739934,False,
M3_eta7.0,2021,1,0.17917015916878323,False,
M3_eta7.0,2021,2,0.13438618954802237,False,
M3_eta7.0,2021,3,0.09890097270654644,True,0.12193582554459147
M3_eta7.0,2021,4,0.15322286788697387,False,
M3_eta7.0,2022,0,0.21529876854680757,False,
M3_eta7.0,2022,1,0.15939668680576208,False,
M3_eta7.0,2022,2,0.21863310488583937,True,-0.10503299685425888
M3_eta7.0,2022,3,0.14859197986014114,False,
M3_eta7.0,2022,4,0.18780360370805602,False,
M3_eta7.0,2023,0,-0.11101588727633564,False,
M3_eta7.0,2023,1,-0.12995381415850155,False,
M3_eta7.0,2023,2,-0.1362340629606277,False,
M3_eta7.0,2023,3,-0.07591148122494314,True,0.14661114797388194
M3_eta7.0,2023,4,-0.11285883825741681,False,
M3_eta7.0,2024,0,0.1884151439801589,False,
M3_eta7.0,2024,1,0.1866464848899968,False,
M3_eta7.0,2024,2,0.1546682100399862,False,
M3_eta7.0,2024,3,0.14772840700753223,False,
M3_eta7.0,2024,4,0.2108337001936833,True,0.1948545548958066
M3_eta7.0,2025,0,0.16054600421319515,False,
M3_eta7.0,2025,1,0.12945795124134205,False,
M3_eta7.0,2025,2,0.24309365018230789,True,0.126903390442751
M3_eta7.0,2025,3,0.1881065823272216,False,
M3_eta7.0,2025,4,0.2079298501630903,False,
M3_eta7.0,2026,0,0.1693101601933834,False,
M3_eta7.0,2026,1,0.14560091589459145,False,
M3_eta7.0,2026,2,0.0762782856888766,False,
M3_eta7.0,2026,3,0.17474134989755905,True,0.07649708470695848
M3_eta7.0,2026,4,0.11797930309282977,False,
M4_eta1.0,2021,0,0.23962099855265656,False,
M4_eta1.0,2021,1,0.1765490070507965,False,
M4_eta1.0,2021,2,0.2641598436996364,True,0.3349669184025008
M4_eta1.0,2021,3,0.21536121538110697,False,
M4_eta1.0,2021,4,0.1037741021659439,False,
M4_eta1.0,2022,0,0.18666323091142187,True,-0.14144794535331734
M4_eta1.0,2022,1,0.14973927506545126,False,
M4_eta1.0,2022,2,0.18016623905094242,False,
M4_eta1.0,2022,3,0.18140578536204016,False,
M4_eta1.0,2022,4,0.1847793495198113,False,
M4_eta1.0,2023,0,-0.15879176593692917,False,
M4_eta1.0,2023,1,-0.1265569523316118,False,
M4_eta1.0,2023,2,-0.08314053941404251,True,0.1947925141029681
M4_eta1.0,2023,3,-0.11137619566395048,False,
M4_eta1.0,2023,4,-0.13686694308240221,False,
M4_eta1.0,2024,0,0.28178576397447824,True,0.24740355898236824
M4_eta1.0,2024,1,0.19376832875960892,False,
M4_eta1.0,2024,2,0.12575727484187038,False,
M4_eta1.0,2024,3,0.2292570645220714,False,
M4_eta1.0,2024,4,0.18267330317738167,False,
M4_eta1.0,2025,0,0.20171242807357836,False,
M4_eta1.0,2025,1,0.1757988715859095,False,
M4_eta1.0,2025,2,0.24004459957816632,True,0.1652087656258051
M4_eta1.0,2025,3,0.19661983831004187,False,
M4_eta1.0,2025,4,0.18036698012654354,False,
M4_eta1.0,2026,0,0.19566108171127933,True,0.12456492486711541
M4_eta1.0,2026,1,0.08204114740577503,False,
M4_eta1.0,2026,2,0.14234864132563546,False,
M4_eta1.0,2026,3,0.14028312779729424,False,
M4_eta1.0,2026,4,0.12923208106663456,False,
M4_eta3.0,2021,0,0.27590348087378713,True,0.2727799255760891
M4_eta3.0,2021,1,0.16211783098586177,False,
M4_eta3.0,2021,2,0.233310419177729,False,
M4_eta3.0,2021,3,0.2036109398095077,False,
M4_eta3.0,2021,4,0.12391530323810829,False,
M4_eta3.0,2022,0,0.18227268493091062,False,
M4_eta3.0,2022,1,0.1585823582164595,False,
M4_eta3.0,2022,2,0.17799081724899546,False,
M4_eta3.0,2022,3,0.19286544648700252,True,-0.11051615817574004
M4_eta3.0,2022,4,0.19088673538003537,False,
M4_eta3.0,2023,0,-0.1759903887009434,False,
M4_eta3.0,2023,1,-0.11029360286426942,False,
M4_eta3.0,2023,2,-0.05542556284966281,True,0.14907769916797214
M4_eta3.0,2023,3,-0.12225074160546526,False,
M4_eta3.0,2023,4,-0.12743695543336994,False,
M4_eta3.0,2024,0,0.23283905625343626,True,0.20752828976496307
M4_eta3.0,2024,1,0.16381824203147488,False,
M4_eta3.0,2024,2,0.1596713626036465,False,
M4_eta3.0,2024,3,0.2287321593384643,False,
M4_eta3.0,2024,4,0.201085584817692,False,
M4_eta3.0,2025,0,0.21538899488228028,True,0.18191509977475337
M4_eta3.0,2025,1,0.16765059872567212,False,
M4_eta3.0,2025,2,0.19697270288554286,False,
M4_eta3.0,2025,3,0.19865990006956563,False,
M4_eta3.0,2025,4,0.17093388444663354,False,
M4_eta3.0,2026,0,0.18955844615070866,True,0.10826322901097742
M4_eta3.0,2026,1,0.06781619553592663,False,
M4_eta3.0,2026,2,0.1547024788557605,False,
M4_eta3.0,2026,3,0.1264782452457409,False,
M4_eta3.0,2026,4,0.14018523585594767,False,
M4_eta7.0,2021,0,0.2236166438100755,True,0.23164233084263539
M4_eta7.0,2021,1,0.15482436547624284,False,
M4_eta7.0,2021,2,0.2550085286474516,False,
M4_eta7.0,2021,3,0.20491884493965257,False,
M4_eta7.0,2021,4,0.119854620957427,False,
M4_eta7.0,2022,0,0.16530829112390355,False,
M4_eta7.0,2022,1,0.1452489806573397,False,
M4_eta7.0,2022,2,0.18078007720035205,False,
M4_eta7.0,2022,3,0.19224129935424467,True,-0.0949801466687081
M4_eta7.0,2022,4,0.17623662461482514,False,
M4_eta7.0,2023,0,-0.21497972427391507,False,
M4_eta7.0,2023,1,-0.09671623695240851,False,
M4_eta7.0,2023,2,-0.0916842303162405,False,
M4_eta7.0,2023,3,-0.08383484578572234,True,0.14981943335890646
M4_eta7.0,2023,4,-0.09310777434279713,False,
M4_eta7.0,2024,0,0.2615095070026917,True,0.21542650287557635
M4_eta7.0,2024,1,0.1632700418653037,False,
M4_eta7.0,2024,2,0.13545497421987232,False,
M4_eta7.0,2024,3,0.19861959523786343,False,
M4_eta7.0,2024,4,0.20999412547769492,False,
M4_eta7.0,2025,0,0.2252917919783718,True,0.18598205234714246
M4_eta7.0,2025,1,0.17425540000030895,False,
M4_eta7.0,2025,2,0.1885320104817054,False,
M4_eta7.0,2025,3,0.1905389875376669,False,
M4_eta7.0,2025,4,0.15782738734031992,False,
M4_eta7.0,2026,0,0.2087707779325126,True,0.13243246519733123
M4_eta7.0,2026,1,0.07673659820396889,False,
M4_eta7.0,2026,2,0.1606215319717002,False,
M4_eta7.0,2026,3,0.13991386329108396,False,
M4_eta7.0,2026,4,0.12063051106770518,False,
M5_eta1.0,2021,0,0.1377121411004493,False,
M5_eta1.0,2021,1,0.1845876945159015,False,
M5_eta1.0,2021,2,0.2172459776252989,False,
M5_eta1.0,2021,3,0.17557032118335933,False,
M5_eta1.0,2021,4,0.21983820205580604,True,0.2482321066440338
M5_eta1.0,2022,0,0.18772826942219165,False,
M5_eta1.0,2022,1,0.19721274555679508,False,
M5_eta1.0,2022,2,0.2238777937624014,False,
M5_eta1.0,2022,3,0.23128636135128086,True,-0.14708383091370608
M5_eta1.0,2022,4,0.20694155325950042,False,
M5_eta1.0,2023,0,-0.1267124707498225,False,
M5_eta1.0,2023,1,-0.08296927966272383,False,
M5_eta1.0,2023,2,-0.06616242652409858,True,0.20085787091234003
M5_eta1.0,2023,3,-0.12126650407881147,False,
M5_eta1.0,2023,4,-0.1428390902145203,False,
M5_eta1.0,2024,0,0.12406208388455794,False,
M5_eta1.0,2024,1,0.1766461847026047,False,
M5_eta1.0,2024,2,0.23377225635376525,False,
M5_eta1.0,2024,3,0.26247504813780265,True,0.2383582092165148
M5_eta1.0,2024,4,0.2338377958215025,False,
M5_eta1.0,2025,0,0.225558709981812,False,
M5_eta1.0,2025,1,0.24317371071150096,True,0.20255753495721623
M5_eta1.0,2025,2,0.21289894315855423,False,
M5_eta1.0,2025,3,0.16791090832595942,False,
M5_eta1.0,2025,4,0.22961998992704907,False,
M5_eta1.0,2026,0,0.15772509060220544,False,
M5_eta1.0,2026,1,0.18563440106458823,True,0.10151210556052748
M5_eta1.0,2026,2,0.13912369979128292,False,
M5_eta1.0,2026,3,0.15570200483805574,False,
M5_eta1.0,2026,4,0.15300439743687602,False,
M5_eta3.0,2021,0,0.15309027480282944,False,
M5_eta3.0,2021,1,0.18100658270732256,False,
M5_eta3.0,2021,2,0.224705776681533,True,0.20754701378844867
M5_eta3.0,2021,3,0.18532966672837137,False,
M5_eta3.0,2021,4,0.23052908983727574,False,
M5_eta3.0,2022,0,0.22824549324500015,False,
M5_eta3.0,2022,1,0.21583923009938588,False,
M5_eta3.0,2022,2,0.25629065145616764,True,-0.09109557110389258
M5_eta3.0,2022,3,0.17096117692807453,False,
M5_eta3.0,2022,4,0.2280610163787205,False,
M5_eta3.0,2023,0,-0.1331064098822012,False,
M5_eta3.0,2023,1,-0.04054115157250074,True,0.18293871200110895
M5_eta3.0,2023,2,-0.14393148671235984,False,
M5_eta3.0,2023,3,-0.11005686531162884,False,
M5_eta3.0,2023,4,-0.13216458897497418,False,
M5_eta3.0,2024,0,0.14416149366150435,False,
M5_eta3.0,2024,1,0.19236334957611978,False,
M5_eta3.0,2024,2,0.24226785067181258,True,0.22566960231447605
M5_eta3.0,2024,3,0.20562260567646357,False,
M5_eta3.0,2024,4,0.2061372608721992,False,
M5_eta3.0,2025,0,0.21552799200224615,False,
M5_eta3.0,2025,1,0.2201111611593785,False,
M5_eta3.0,2025,2,0.19705900611882887,False,
M5_eta3.0,2025,3,0.2000684943099639,False,
M5_eta3.0,2025,4,0.23543725032412638,True,0.17499084212290505
M5_eta3.0,2026,0,0.20994397330231646,True,0.10453203846906275
M5_eta3.0,2026,1,0.1523031206205163,False,
M5_eta3.0,2026,2,0.1382435276864295,False,
M5_eta3.0,2026,3,0.14988586833185893,False,
M5_eta3.0,2026,4,0.14743406431601438,False,
M5_eta7.0,2021,0,0.1458296389141475,False,
M5_eta7.0,2021,1,0.20911236881413603,True,0.22464817935789289
M5_eta7.0,2021,2,0.21118112252794363,False,
M5_eta7.0,2021,3,0.174851825427237,False,
M5_eta7.0,2021,4,0.23402969179221364,False,
M5_eta7.0,2022,0,0.16861468061683085,False,
M5_eta7.0,2022,1,0.2228242794560827,True,-0.09911326848392289
M5_eta7.0,2022,2,0.22650191793569957,False,
M5_eta7.0,2022,3,0.22132405964406698,False,
M5_eta7.0,2022,4,0.20291406080423552,False,
M5_eta7.0,2023,0,-0.12899378441783416,False,
M5_eta7.0,2023,1,-0.047888382031474774,True,0.19288143434041224
M5_eta7.0,2023,2,-0.08594788665743888,False,
M5_eta7.0,2023,3,-0.10564581467967538,False,
M5_eta7.0,2023,4,-0.08323163673036052,False,
M5_eta7.0,2024,0,0.13341951932499005,False,
M5_eta7.0,2024,1,0.3656330805051937,True,0.3514222635001524
M5_eta7.0,2024,2,0.26168259990638176,False,
M5_eta7.0,2024,3,0.17429571467575428,False,
M5_eta7.0,2024,4,0.1724447562017148,False,
M5_eta7.0,2025,0,0.2008292107789286,False,
M5_eta7.0,2025,1,0.2284558773324687,True,0.2649454041313725
M5_eta7.0,2025,2,0.1926519728953671,False,
M5_eta7.0,2025,3,0.18402034446239318,False,
M5_eta7.0,2025,4,0.15646452767293945,False,
M5_eta7.0,2026,0,0.21539445260646986,True,0.12304374438736837
M5_eta7.0,2026,1,0.1447018312562234,False,
M5_eta7.0,2026,2,0.13187527717829325,False,
M5_eta7.0,2026,3,0.17031010009378061,False,
M5_eta7.0,2026,4,0.15694968909102722,False,
M6_eta1.0,2021,0,0.16247585491292107,False,
M6_eta1.0,2021,1,0.1777227993484657,False,
M6_eta1.0,2021,2,0.19137019904396918,False,
M6_eta1.0,2021,3,0.19145300821033076,False,
M6_eta1.0,2021,4,0.19669733591629635,True,0.2200489519973704
M6_eta1.0,2022,0,0.22371122260368492,False,
M6_eta1.0,2022,1,0.19956063543067554,False,
M6_eta1.0,2022,2,0.2092013826957969,False,
M6_eta1.0,2022,3,0.20160657482568964,False,
M6_eta1.0,2022,4,0.3494285804427385,True,-0.17350264896808337
M6_eta1.0,2023,0,-0.060560711376906703,True,0.23571941321186382
M6_eta1.0,2023,1,-0.22914418685094154,False,
M6_eta1.0,2023,2,-0.18033675782637298,False,
M6_eta1.0,2023,3,-0.09995108835538369,False,
M6_eta1.0,2023,4,-0.0992063324380884,False,
M6_eta1.0,2024,0,0.1521146334660761,False,
M6_eta1.0,2024,1,0.22578276475483106,False,
M6_eta1.0,2024,2,0.1624825413977924,False,
M6_eta1.0,2024,3,0.25781143850862176,True,0.27316057830813123
M6_eta1.0,2024,4,0.152921265365152,False,
M6_eta1.0,2025,0,0.11491897922384176,False,
M6_eta1.0,2025,1,0.2067524465773427,False,
M6_eta1.0,2025,2,0.1599221843249335,False,
M6_eta1.0,2025,3,0.21508856188870085,False,
M6_eta1.0,2025,4,0.22789385528477032,True,0.16101425496403216
M6_eta1.0,2026,0,0.18715984017306567,True,0.11862147976072039
M6_eta1.0,2026,1,0.1497922469689048,False,
M6_eta1.0,2026,2,0.17158166506941655,False,
M6_eta1.0,2026,3,0.1385643535488455,False,
M6_eta1.0,2026,4,0.12808837951016472,False,
M6_eta3.0,2021,0,0.20015022226025758,True,0.2063916330180534
M6_eta3.0,2021,1,0.18067384854439394,False,
M6_eta3.0,2021,2,0.19736092679807843,False,
M6_eta3.0,2021,3,0.1854591914242531,False,
M6_eta3.0,2021,4,0.19798601450224154,False,
M6_eta3.0,2022,0,0.20021273245121346,False,
M6_eta3.0,2022,1,0.19503735822940788,False,
M6_eta3.0,2022,2,0.21504609264414704,False,
M6_eta3.0,2022,3,0.1891196990864396,False,
M6_eta3.0,2022,4,0.27388825587020194,True,-0.14948078724230746
M6_eta3.0,2023,0,-0.05279182434861253,True,0.19059266625007065
M6_eta3.0,2023,1,-0.1835801569924342,False,
M6_eta3.0,2023,2,-0.10169347543783969,False,
M6_eta3.0,2023,3,-0.11316791766968366,False,
M6_eta3.0,2023,4,-0.14360778320965017,False,
M6_eta3.0,2024,0,0.19036979806846138,False,
M6_eta3.0,2024,1,0.2060620624247611,False,
M6_eta3.0,2024,2,0.17300365990669225,False,
M6_eta3.0,2024,3,0.2737431321896589,True,0.27277393035106856
M6_eta3.0,2024,4,0.16501906353518703,False,
M6_eta3.0,2025,0,0.09711642761898429,False,
