algorithm,metric,n_runs,mean,median,p25,p75,iqr,sd,seed_sd,min,max,frac_above_zero
ppo,explained_variance_mean,540,-0.8524174175842967,-0.584856403239541,-1.4740606011787916,-0.05245992810397172,1.4216006730748199,0.8997462048667655,0.24841944297931942,-3.5383050659039967,0.6481568302572078,0.09259259259259259
ppo,explained_variance_final,540,-0.3174764569158907,0.12614125013351435,2.384185791015625e-07,0.4210473150014877,0.4210470765829086,2.1777243825505344,0.20197852113296957,-13.480008125305176,0.9653480052947998,0.7574074074074074
ppo,approx_kl_mean,540,0.018088224273007127,0.017958112808773425,0.0164958204802385,0.019575299870102217,0.0030794793898637172,0.0018779733365420707,0.0006783557535737485,0.014925229513969338,0.03346563250936968,1.0
ppo,clip_fraction_mean,540,0.20125332260155904,0.19277481001117974,0.1798595317990045,0.22138464958541842,0.041525117786413934,0.025963480436577074,0.008997863974832022,0.15934459679780663,0.2984698163995954,1.0
ppo,action_std_start,540,0.9998032389967529,0.9998637437820435,0.9989579468965529,1.0006198287010193,0.0016618818044663586,0.0012080978669971965,0.0011552359390189185,0.996745228767395,1.0032693147659302,1.0
ppo,action_std_end,540,0.9319437070025338,0.9410757422447205,0.9079819768667222,0.9673818200826645,0.05939984321594227,0.05276220434836151,0.03379471020663696,0.7909545302391052,1.0661728382110596,1.0
ppo,value_loss_start,540,0.14311940648640298,0.1365797970502171,0.1030042569977922,0.1809657717549271,0.07796151475713489,0.04525675384625487,0.047366178363172314,0.0686555267457151,0.2401476916857063,1.0
ppo,value_loss_end,540,0.34766499960372266,0.026069485029438448,0.007095484448654975,0.2390180985676124,0.23192261411895743,0.6841427174844241,0.1620236884317183,0.0007640742178409,3.8104975195601583,1.0
