strategy,period,n_days,avg_oneway_turnover,portfolio_entropy,risky_entropy,avg_largest_position,risky_largest_position,avg_cash_share,max_drawdown,cvar_5
M6_eta1.0,2024,252,0.006305558701528315,2.2299918422118394,2.124926772749053,0.14711031414095796,0.15973709802273692,0.14711031414095796,0.07489892951292217,-0.015555462726759459
M6_eta1.0,2025,250,0.007487022718713671,2.410226343019304,2.41022632199958,0.1330975476049677,0.13309754775050014,1.093426378068408e-09,0.16454795144882972,-0.026395666880438314
M6_eta1.0,2026,113,0.010450074094016382,2.2284120878610487,2.228409259268531,0.13795020362740523,0.13795023110545618,1.9918814671427567e-07,0.07606149192890066,-0.01590611132566507
M6_eta1.0,2021-2026,1368,0.006802516979364232,2.306553647101337,2.2697113798742086,0.1414922850006501,0.14715256392771683,0.05011235982065465,0.23553981352310135,-0.022407945077356006
M6_eta3.0,2021,252,0.005587989640886951,2.5134747893869567,2.440453057686727,0.1186614905693157,0.1241121919244013,0.04391753360830617,0.04913130964243926,-0.01499274069400924
M6_eta3.0,2022,251,0.006819371247999814,2.5135364373633133,2.432040420796741,0.11500562018531699,0.12800767622240625,0.1015724714391253,0.26608220843852787,-0.031759768692625416
M6_eta3.0,2023,250,0.005601349707590709,2.360642706450192,2.3171580054037877,0.12715229136924283,0.12911394758570474,0.015193216946216346,0.10156139519929666,-0.016243273901077562
M6_eta3.0,2024,252,0.007260682893753427,1.9930949680956156,1.9930949408857224,0.190886797675206,0.19088679794305694,1.4031923482834763e-09,0.08108153071673488,-0.020078177264107006
M6_eta3.0,2025,250,0.006440218086133614,2.1727688996951664,2.051886695777642,0.1825348732642259,0.20604089241720253,0.11408424239564033,0.1513371374218069,-0.025198166540730135
M6_eta3.0,2026,113,0.010317038393887916,2.323926041515562,2.3239260197800076,0.13425268241761207,0.1342526825689681,1.1273961810861659e-09,0.06333116320038333,-0.013706481767766912
M6_eta3.0,2021-2026,1368,0.006670866190729346,2.311776146850437,2.253334105841182,0.14580769267228902,0.15385156089871613,0.050351808565042414,0.266082208438528,-0.02273781024045562
M6_eta7.0,2021,252,0.006841998888718865,2.4327014136107383,2.3920773457584614,0.12540350903214437,0.12721539473330087,0.014242660685485601,0.06857727547704773,-0.020337259507362024
M6_eta7.0,2022,251,0.006272966523397842,2.528743289829507,2.4565983784655474,0.1199747321553224,0.11912045116866969,0.1199747321553224,0.21845480192843073,-0.025736910424838572
M6_eta7.0,2023,250,0.0049598928156268235,2.276095584646548,2.1743212103552167,0.13646819288409293,0.1545903336305535,0.13646819288409293,0.07419867688477194,-0.013778461256823471
M6_eta7.0,2024,252,0.007356302404881429,2.386479747479828,2.3864797282191144,0.12383253964592568,0.12383253976924463,9.958518630970765e-10,0.08474721896927043,-0.016372955121620795
M6_eta7.0,2025,250,0.007695688188825322,2.1197499172906595,2.1197498976244886,0.1644994937170878,0.1644994938821415,1.0033682712953474e-09,0.154393039684255,-0.025216172513542242
M6_eta7.0,2026,113,0.010667300654677551,2.4757000142146386,2.4757000065310146,0.10426826024713803,0.10426826028677015,3.8009722867150666e-10,0.07595810899208794,-0.016127319421874852
M6_eta7.0,2021-2026,1368,0.006960370430154774,2.35954948496534,2.3202298635746583,0.13153901834508872,0.1350278384711669,0.0495759188812129,0.22414363328733242,-0.020859968034031316
UCRP,2021,252,,,,,,,0.056962335645088985,-0.017225995764110564
DIA,2021,252,,,,,,,0.06366507752564507,-0.01808533077982191
UCRP,2022,251,,,,,,,0.22449811077691517,-0.029469841790596786
DIA,2022,251,,,,,,,0.20757197187607085,-0.02771042945346481
UCRP,2023,250,,,,,,,0.08557736333935541,-0.014360425957178014
DIA,2023,250,,,,,,,0.0855961606866913,-0.014152177346448077
UCRP,2024,252,,,,,,,0.05079549670919387,-0.014180077798834088
DIA,2024,252,,,,,,,0.06053316245535672,-0.015320316408658207
UCRP,2025,250,,,,,,,0.15502281092534007,-0.022656846539348963
DIA,2025,250,,,,,,,0.15832221629282553,-0.023464686009660545
UCRP,2026,113,,,,,,,0.08497217059779344,-0.014212579591169247
DIA,2026,113,,,,,,,0.09757536594617316,-0.016962266251454177
UCRP,2021-2026,1368,,,,,,,0.22449811077691512,-0.020913658728231154
DIA,2021-2026,1368,,,,,,,0.20757197187607074,-0.020705569729912797
