algo,eta,hypothesis,arm,baseline,measure,value_arm,value_baseline,difference,seed_mean_arm,seed_mean_baseline,difference_seed_mean,seed_sd_arm,seed_sd_baseline,seed_band,exceeds_seed_band,n_days,exploratory
PPO,3.0,H4,M6,M5,cvar_5,-0.022600244326230878,-0.021375999489665592,-0.0012242448365652851,-0.021324593074353505,-0.021395996754053036,7.140367969953043e-05,0.0009952923006209492,0.0006796906673451628,0.0012052328268643592,True,1368,True
PPO,3.0,SUPP,M2,M1,max_drawdown,0.20897727935470964,0.20955064973699167,-0.0005733703822820291,0.2221784908503004,0.19318978596221628,0.02898870488808411,0.015065201479667145,0.026235610251611356,0.030253388915911884,False,1368,True
PPO,3.0,SUPP,M2,M1,cvar_5,-0.021049413503260596,-0.02021571595651974,-0.0008336975467408553,-0.020162704372458262,-0.01992867679033412,-0.0002340275821241418,0.0010299792534449262,0.0020150196239539873,0.002262998309201011,False,1368,True
PPO,7.0,H1,M3,M1,max_drawdown,0.22827866617643677,0.18974401178778358,0.038534654388653194,0.22120370203288825,0.18864974997788092,0.03255395205500733,0.021705859147355355,0.017982944514188203,0.028187419440686687,True,1368,True
PPO,7.0,H1,M3,M1,cvar_5,-0.019843656323796137,-0.02035385979198825,0.0005102034681921143,-0.019916798411171825,-0.020094260072536056,0.00017746166136423103,0.0016304699192885104,0.0015972252721859345,0.0022824462157549547,False,1368,True
PPO,7.0,H1,M4,M1,max_drawdown,0.20424443786911425,0.18974401178778358,0.014500426081330675,0.21380304855159218,0.18864974997788092,0.025153298573711264,0.015275814649660348,0.017982944514188203,0.023595270852676164,False,1368,True
PPO,7.0,H1,M4,M1,cvar_5,-0.021186870602490897,-0.02035385979198825,-0.0008330108105026462,-0.020557897024618625,-0.020094260072536056,-0.00046363695208256894,0.0009292806066964615,0.0015972252721859345,0.0018478882585512512,False,1368,True
PPO,7.0,H1,M5,M1,max_drawdown,0.2371587153041145,0.18974401178778358,0.047414703516330925,0.2406343268544246,0.18864974997788092,0.051984576876543676,0.014398995505405495,0.017982944514188203,0.023037303769431423,True,1368,True
PPO,7.0,H1,M5,M1,cvar_5,-0.021642414113537633,-0.02035385979198825,-0.0012885543215493817,-0.021457144677582432,-0.020094260072536056,-0.0013628846050463758,0.0006756823719884016,0.0015972252721859345,0.0017342650425829682,False,1368,True
PPO,7.0,H1,M6,M1,max_drawdown,0.26498492173760385,0.18974401178778358,0.07524090994982027,0.2453533244386122,0.18864974997788092,0.05670357446073129,0.017180725862016164,0.017982944514188203,0.024870939558973695,True,1368,True
PPO,7.0,H1,M6,M1,cvar_5,-0.02286780054529544,-0.02035385979198825,-0.00251394075330719,-0.021176122533764302,-0.020094260072536056,-0.001081862461228246,0.0009274943854508153,0.0015972252721859345,0.0018469906348306743,True,1368,True
PPO,7.0,H3,M3,M2,max_drawdown,0.22827866617643677,0.21815824222962324,0.010120423946813534,0.22120370203288825,0.22774579772294307,-0.006542095690054817,0.021705859147355355,0.008961156747536694,0.023482901259826317,False,1368,True
PPO,7.0,H3,M3,M2,cvar_5,-0.019843656323796137,-0.020898100579791908,0.0010544442559957713,-0.019916798411171825,-0.020334767274953817,0.0004179688637819916,0.0016304699192885104,0.0011418864145635722,0.0019905619160100326,False,1368,True
PPO,7.0,H4,M4,M3,max_drawdown,0.20424443786911425,0.22827866617643677,-0.02403422830732252,0.21380304855159218,0.22120370203288825,-0.007400653481296066,0.015275814649660348,0.021705859147355355,0.026542321573961983,False,1368,True
PPO,7.0,H4,M4,M3,cvar_5,-0.021186870602490897,-0.019843656323796137,-0.0013432142786947605,-0.020557897024618625,-0.019916798411171825,-0.0006410986134468,0.0009292806066964615,0.0016304699192885104,0.0018766977923168197,False,1368,True
PPO,7.0,H4,M5,M4,max_drawdown,0.2371587153041145,0.20424443786911425,0.03291427743500025,0.2406343268544246,0.21380304855159218,0.026831278302832412,0.014398995505405495,0.015275814649660348,0.02099241731615169,True,1368,True
PPO,7.0,H4,M5,M4,cvar_5,-0.021642414113537633,-0.021186870602490897,-0.0004555435110467354,-0.021457144677582432,-0.020557897024618625,-0.0008992476529638069,0.0006756823719884016,0.0009292806066964615,0.001148960014011809,False,1368,True
PPO,7.0,H4,M6,M5,max_drawdown,0.26498492173760385,0.2371587153041145,0.027826206433489348,0.2453533244386122,0.2406343268544246,0.0047189975841876175,0.017180725862016164,0.014398995505405495,0.022416699416070125,True,1368,True
PPO,7.0,H4,M6,M5,cvar_5,-0.02286780054529544,-0.021642414113537633,-0.0012253864317578085,-0.021176122533764302,-0.021457144677582432,0.00028102214381812984,0.0009274943854508153,0.0006756823719884016,0.0011475157963438491,True,1368,True
PPO,7.0,SUPP,M2,M1,max_drawdown,0.21815824222962324,0.18974401178778358,0.02841423044183966,0.22774579772294307,0.18864974997788092,0.039096047745062146,0.008961156747536694,0.017982944514188203,0.020092003973080783,True,1368,True
PPO,7.0,SUPP,M2,M1,cvar_5,-0.020898100579791908,-0.02035385979198825,-0.000544240787803657,-0.020334767274953817,-0.020094260072536056,-0.00024050720241776055,0.0011418864145635722,0.0015972252721859345,0.0019634238344978607,False,1368,True
