strategy,period,seed,val_cum_log_return,selected,test_cum_log_return
M1_eta3.0,2025,1,0.13899284047025873,False,
M1_eta3.0,2025,2,0.13916490015717806,False,
M1_eta3.0,2025,3,0.15094666176687607,False,
M1_eta3.0,2025,4,0.1460659785700848,False,
M1_eta3.0,2026,0,0.20059471216325675,True,0.10003282087860833
M1_eta3.0,2026,1,0.09843284059628568,False,
M1_eta3.0,2026,2,0.14291423608156367,False,
M1_eta3.0,2026,3,0.09574627521507745,False,
M1_eta3.0,2026,4,0.11828986127512511,False,
M1_eta7.0,2021,0,0.16056851424057528,False,
M1_eta7.0,2021,1,0.2690449230252735,False,
M1_eta7.0,2021,2,0.19760543419758933,True,0.25479315517567397
M1_eta7.0,2021,3,0.22917521253187073,False,
M1_eta7.0,2021,4,0.12570614382859865,False,
M1_eta7.0,2022,0,0.16117450993763832,False,
M1_eta7.0,2022,1,0.2598207296296321,False,
M1_eta7.0,2022,2,0.07444472794500259,False,
M1_eta7.0,2022,3,0.11572772358630393,False,
M1_eta7.0,2022,4,0.26838265600964095,True,-0.155705068067073
M1_eta7.0,2023,0,0.006944459995603183,False,
M1_eta7.0,2023,1,-0.15351165571528022,False,
M1_eta7.0,2023,2,0.053679128117059806,True,0.14193114253457972
M1_eta7.0,2023,3,-0.0678499056187258,False,
M1_eta7.0,2023,4,-0.23095664095619356,False,
M1_eta7.0,2024,0,0.22100393283619857,False,
M1_eta7.0,2024,1,0.15352353533309543,False,
M1_eta7.0,2024,2,0.14674679281301778,False,
M1_eta7.0,2024,3,0.07050180003107373,False,
M1_eta7.0,2024,4,0.22731198012686127,True,0.20329271340573465
M1_eta7.0,2025,0,0.2518043445868758,True,0.16958775568558188
M1_eta7.0,2025,1,0.09996246102245845,False,
M1_eta7.0,2025,2,0.21062742842366852,False,
M1_eta7.0,2025,3,0.21414308924558614,False,
M1_eta7.0,2025,4,0.21731422327795688,False,
M1_eta7.0,2026,0,0.21760198470866277,True,0.10456787688038033
M1_eta7.0,2026,1,0.10658794456272423,False,
M1_eta7.0,2026,2,0.030808049734708007,False,
M1_eta7.0,2026,3,0.13367130418638135,False,
M1_eta7.0,2026,4,0.07237698908600278,False,
M2_eta1.0,2021,0,0.2187685605370516,False,
M2_eta1.0,2021,1,0.12415962511211548,False,
M2_eta1.0,2021,2,0.19938992928194688,False,
M2_eta1.0,2021,3,0.23676153450150478,False,
M2_eta1.0,2021,4,0.27099543694798556,True,0.13514557459853266
M2_eta1.0,2022,0,0.20119333247010202,False,
M2_eta1.0,2022,1,0.17589277209755994,False,
M2_eta1.0,2022,2,0.2105958003426375,False,
M2_eta1.0,2022,3,0.1755122435962086,False,
M2_eta1.0,2022,4,0.21198613904874763,True,-0.181460189693198
M2_eta1.0,2023,0,-0.04989960078865338,False,
M2_eta1.0,2023,1,-0.13347696212659355,False,
M2_eta1.0,2023,2,-0.08181795685544847,False,
M2_eta1.0,2023,3,-0.032903773761029306,True,0.1386816037178071
M2_eta1.0,2023,4,-0.15427836713072487,False,
M2_eta1.0,2024,0,0.1744578613479506,False,
M2_eta1.0,2024,1,0.15990078945671626,False,
M2_eta1.0,2024,2,0.2437083950188753,True,0.20455186618706683
M2_eta1.0,2024,3,0.2168202782234497,False,
M2_eta1.0,2024,4,0.21191741177059592,False,
M2_eta1.0,2025,0,0.2531739348768932,False,
M2_eta1.0,2025,1,0.2582061360030129,False,
M2_eta1.0,2025,2,0.26293505749336005,True,0.08185439478545842
M2_eta1.0,2025,3,0.14977141163207497,False,
M2_eta1.0,2025,4,0.23174975910723206,False,
M2_eta1.0,2026,0,0.16212234449672658,False,
M2_eta1.0,2026,1,0.056328961577329945,False,
M2_eta1.0,2026,2,0.16409191760371827,True,0.07074608107087438
M2_eta1.0,2026,3,0.10323190963473224,False,
M2_eta1.0,2026,4,0.09731426310405902,False,
M2_eta3.0,2021,0,0.20124825079949812,False,
M2_eta3.0,2021,1,0.12306075066143407,False,
M2_eta3.0,2021,2,0.13677015863778974,False,
M2_eta3.0,2021,3,0.18042843521384896,False,
M2_eta3.0,2021,4,0.25203523311096754,True,0.039311084148683964
M2_eta3.0,2022,0,0.2745832882601816,True,-0.16979994351479194
M2_eta3.0,2022,1,0.15548175938448955,False,
M2_eta3.0,2022,2,0.1693442345693504,False,
M2_eta3.0,2022,3,0.23916298109538026,False,
M2_eta3.0,2022,4,0.05875193507747364,False,
M2_eta3.0,2023,0,-0.17523790926592492,False,
M2_eta3.0,2023,1,-0.06629184577640508,False,
M2_eta3.0,2023,2,0.005458176896984981,True,0.14737960539693798
M2_eta3.0,2023,3,-0.2845145941379792,False,
M2_eta3.0,2023,4,-0.055503236348947424,False,
M2_eta3.0,2024,0,0.25995614089720975,False,
M2_eta3.0,2024,1,0.11349875219666264,False,
M2_eta3.0,2024,2,0.17224766951285161,False,
M2_eta3.0,2024,3,0.36745580753187373,True,0.29998645053726714
M2_eta3.0,2024,4,0.17787792493803534,False,
M2_eta3.0,2025,0,0.2314365656971215,False,
M2_eta3.0,2025,1,0.17141418087391055,False,
M2_eta3.0,2025,2,0.15049729123183975,False,
M2_eta3.0,2025,3,0.24295386213199438,True,0.19536943818472105
M2_eta3.0,2025,4,0.21530963953251042,False,
M2_eta3.0,2026,0,0.05757184870934366,False,
M2_eta3.0,2026,1,0.08223997889676066,False,
M2_eta3.0,2026,2,0.12755438590340476,False,
M2_eta3.0,2026,3,0.17997522210476435,False,
M2_eta3.0,2026,4,0.18473546558772558,True,0.10159543722577653
M2_eta7.0,2021,0,0.24904856997595656,False,
M2_eta7.0,2021,1,0.17216399035944463,False,
M2_eta7.0,2021,2,0.08150134662479785,False,
M2_eta7.0,2021,3,0.10675995055226445,False,
M2_eta7.0,2021,4,0.1901734897247071,True,0.19724209800274106
M2_eta7.0,2022,0,0.15886495369380788,False,
M2_eta7.0,2022,1,0.1478218446652638,False,
M2_eta7.0,2022,2,0.2763825448740567,True,-0.05452630556307391
M2_eta7.0,2022,3,0.1881545124519434,False,
M2_eta7.0,2022,4,0.207504075032986,False,
M2_eta7.0,2023,0,-0.18289449711443656,False,
M2_eta7.0,2023,1,0.04240111475752581,True,0.11693275897350129
M2_eta7.0,2023,2,-0.07372732642746457,False,
M2_eta7.0,2023,3,-0.057085959526050375,False,
M2_eta7.0,2023,4,-0.06446508989897755,False,
M2_eta7.0,2024,0,0.3389892946083367,True,0.31345853129088297
M2_eta7.0,2024,1,0.18755587721401132,False,
M2_eta7.0,2024,2,0.09669185553770965,False,
M2_eta7.0,2024,3,0.2322919576350903,False,
M2_eta7.0,2024,4,0.25245182245563214,False,
M2_eta7.0,2025,0,0.2518657809478658,False,
M2_eta7.0,2025,1,0.23989052335445585,False,
M2_eta7.0,2025,2,0.18307628815392935,False,
M2_eta7.0,2025,3,0.06534588923987078,False,
M2_eta7.0,2025,4,0.2776397199036957,True,0.17725367645928547
M2_eta7.0,2026,0,0.07439724338086585,False,
M2_eta7.0,2026,1,0.18562144740958775,False,
M2_eta7.0,2026,2,0.19231088632303298,True,0.15440724917840604
M2_eta7.0,2026,3,0.04449575089595216,False,
M2_eta7.0,2026,4,0.14588227570519288,False,
M3_eta1.0,2021,0,0.1646132347285046,False,
M3_eta1.0,2021,1,0.18461273120563673,False,
M3_eta1.0,2021,2,0.08669557569663564,False,
M3_eta1.0,2021,3,0.1115743503174035,False,
M3_eta1.0,2021,4,0.34002133484895164,True,0.30842949164941635
M3_eta1.0,2022,0,0.18003664531393263,False,
M3_eta1.0,2022,1,0.19367794027894494,False,
M3_eta1.0,2022,2,0.21909904719794296,False,
M3_eta1.0,2022,3,0.26935353372998816,True,-0.14661862264203923
M3_eta1.0,2022,4,0.1514013419659294,False,
M3_eta1.0,2023,0,-0.11145424895290046,False,
M3_eta1.0,2023,1,0.020333959948314176,False,
M3_eta1.0,2023,2,0.04838109364557085,True,0.14838394461399185
M3_eta1.0,2023,3,-0.0773619810758592,False,
M3_eta1.0,2023,4,0.005259613288173495,False,
M3_eta1.0,2024,0,0.18352389306931605,False,
M3_eta1.0,2024,1,0.2793747074730878,True,0.3335071453274912
M3_eta1.0,2024,2,0.12513412925401082,False,
M3_eta1.0,2024,3,0.10593158582012266,False,
M3_eta1.0,2024,4,0.018188354691851538,False,
M3_eta1.0,2025,0,0.30217830074862484,False,
M3_eta1.0,2025,1,0.26350414911134146,False,
M3_eta1.0,2025,2,0.2133609765740362,False,
M3_eta1.0,2025,3,0.15044570129803556,False,
M3_eta1.0,2025,4,0.3113361318236745,True,0.16030905311352386
M3_eta1.0,2026,0,0.15328662523385744,False,
M3_eta1.0,2026,1,0.14835438749447383,False,
M3_eta1.0,2026,2,0.21027032615601277,True,0.10349618566109829
M3_eta1.0,2026,3,0.1607794609551507,False,
M3_eta1.0,2026,4,0.14057904495638204,False,
M3_eta3.0,2021,0,0.1846424429891183,False,
M3_eta3.0,2021,1,0.11776484596231032,False,
M3_eta3.0,2021,2,0.11664033316466901,False,
M3_eta3.0,2021,3,0.20429695210827536,False,
M3_eta3.0,2021,4,0.26035043164488714,True,0.24996895385617807
M3_eta3.0,2022,0,0.13836374052817915,False,
M3_eta3.0,2022,1,0.22709363089493823,False,
M3_eta3.0,2022,2,0.35001171662891306,True,-0.11472726768777494
M3_eta3.0,2022,3,0.17330507094988556,False,
M3_eta3.0,2022,4,0.22458367834873036,False,
M3_eta3.0,2023,0,-0.09499255051022247,False,
M3_eta3.0,2023,1,-0.0038396087485926683,True,0.17946595040920604
M3_eta3.0,2023,2,-0.04997003202110581,False,
M3_eta3.0,2023,3,-0.14701576099683802,False,
M3_eta3.0,2023,4,-0.11869393448458647,False,
M3_eta3.0,2024,0,0.28120727402937207,False,
M3_eta3.0,2024,1,0.3214627166545992,True,0.23209911716430337
M3_eta3.0,2024,2,0.1505820348453898,False,
M3_eta3.0,2024,3,0.19234371764997543,False,
M3_eta3.0,2024,4,0.17957693742766456,False,
M3_eta3.0,2025,0,0.1380631700951127,False,
M3_eta3.0,2025,1,0.15868891787340114,False,
M3_eta3.0,2025,2,0.23253980650096226,True,0.13896227189640603
M3_eta3.0,2025,3,0.2048223979177386,False,
M3_eta3.0,2025,4,0.18993447595589621,False,
M3_eta3.0,2026,0,0.14620437568040426,False,
M3_eta3.0,2026,1,0.09594346689963772,False,
M3_eta3.0,2026,2,0.21720089348423194,True,0.11674069246231743
M3_eta3.0,2026,3,0.16583405024636771,False,
M3_eta3.0,2026,4,0.1112933688756408,False,
M3_eta7.0,2021,0,0.15540103258793506,False,
M3_eta7.0,2021,1,0.24391284449854192,True,0.10867388476745735
M3_eta7.0,2021,2,0.14713674237525604,False,
M3_eta7.0,2021,3,0.31073806072186766,False,
M3_eta7.0,2021,4,0.21468289436826207,False,
M3_eta7.0,2022,0,0.24368235845433564,True,-0.1356264063574253
M3_eta7.0,2022,1,0.20265654921326207,False,
M3_eta7.0,2022,2,0.202627446827015,False,
M3_eta7.0,2022,3,0.230894334722209,False,
M3_eta7.0,2022,4,0.21849893019090888,False,
M3_eta7.0,2023,0,-0.004542670563614168,False,
M3_eta7.0,2023,1,-0.016550347495024396,False,
M3_eta7.0,2023,2,0.01097706967360082,False,
M3_eta7.0,2023,3,-0.09212688708491332,False,
M3_eta7.0,2023,4,0.04195432902068595,True,0.12032879658901073
M3_eta7.0,2024,0,0.16933243811695647,False,
M3_eta7.0,2024,1,0.2650275582016559,False,
M3_eta7.0,2024,2,0.115720436706128,False,
M3_eta7.0,2024,3,0.2944199878345155,True,0.31743994447610324
M3_eta7.0,2024,4,0.22622205221724923,False,
M3_eta7.0,2025,0,0.17464252622389675,False,
M3_eta7.0,2025,1,0.19673370556978043,False,
M3_eta7.0,2025,2,0.12360082948500768,False,
M3_eta7.0,2025,3,0.09168463098391968,False,
M3_eta7.0,2025,4,0.24047603702019008,True,0.19873859310830083
M3_eta7.0,2026,0,0.14415301408742465,False,
M3_eta7.0,2026,1,0.1613664350019967,False,
M3_eta7.0,2026,2,0.19736501610916377,True,0.12505432800223376
M3_eta7.0,2026,3,0.11910589340083644,False,
M3_eta7.0,2026,4,0.09081003125168768,False,
M4_eta1.0,2021,0,0.16458100883495552,False,
M4_eta1.0,2021,1,0.2043989975105374,True,0.18072722057924667
M4_eta1.0,2021,2,0.20010738212919987,False,
M4_eta1.0,2021,3,0.16786419684657383,False,
M4_eta1.0,2021,4,0.03346014065353506,False,
M4_eta1.0,2022,0,0.20626643841459913,False,
M4_eta1.0,2022,1,0.20770446569993975,False,
M4_eta1.0,2022,2,0.2727435675221056,True,-0.1431683253614493
M4_eta1.0,2022,3,0.26016525379385624,False,
M4_eta1.0,2022,4,0.2101952635039685,False,
M4_eta1.0,2023,0,-0.052421145971252275,False,
M4_eta1.0,2023,1,-0.039212708993001846,False,
M4_eta1.0,2023,2,0.008537905764911632,True,0.13938689485575656
M4_eta1.0,2023,3,-0.01907299232400128,False,
M4_eta1.0,2023,4,-0.21579844929140785,False,
M4_eta1.0,2024,0,0.25026102503694325,False,
M4_eta1.0,2024,1,0.152407293744731,False,
M4_eta1.0,2024,2,0.14969281019273,False,
M4_eta1.0,2024,3,0.25415227448098876,True,0.29128156324619925
M4_eta1.0,2024,4,0.14103410971392433,False,
M4_eta1.0,2025,0,0.2878627187293334,True,0.1515970693313557
M4_eta1.0,2025,1,0.12857592874594065,False,
M4_eta1.0,2025,2,0.23122467159896332,False,
M4_eta1.0,2025,3,0.24850658071501958,False,
M4_eta1.0,2025,4,0.16219152197954848,False,
M4_eta1.0,2026,0,0.16653275223456848,False,
M4_eta1.0,2026,1,0.19428162887062306,False,
M4_eta1.0,2026,2,0.1601915989797955,False,
M4_eta1.0,2026,3,0.10263937091971786,False,
M4_eta1.0,2026,4,0.20338796814486942,True,0.06245965850925379
M4_eta3.0,2021,0,0.15434146227918294,False,
M4_eta3.0,2021,1,0.14519571385757682,False,
M4_eta3.0,2021,2,0.21106205175165935,True,0.2158207454267603
M4_eta3.0,2021,3,0.15352503503931197,False,
M4_eta3.0,2021,4,0.05184202335785554,False,
M4_eta3.0,2022,0,0.18036149544824392,False,
M4_eta3.0,2022,1,0.2181470794312034,False,
M4_eta3.0,2022,2,0.20098753655387996,False,
M4_eta3.0,2022,3,0.20786941352034394,False,
M4_eta3.0,2022,4,0.23327282935566732,True,-0.10352191048435866
M4_eta3.0,2023,0,-0.2547441945587052,False,
M4_eta3.0,2023,1,-0.23973359663251398,False,
M4_eta3.0,2023,2,-0.17363075561866842,False,
M4_eta3.0,2023,3,-0.1368352613849164,False,
M4_eta3.0,2023,4,-0.07884906707504788,True,0.0901475339524645
M4_eta3.0,2024,0,0.22058146049840777,False,
M4_eta3.0,2024,1,0.3351797697322816,True,0.3065155339121459
M4_eta3.0,2024,2,0.17029059882623132,False,
M4_eta3.0,2024,3,0.17662556769817114,False,
M4_eta3.0,2024,4,0.2133606974029611,False,
M4_eta3.0,2025,0,0.3224790246259621,True,0.2125493029850361
M4_eta3.0,2025,1,0.1972902130750786,False,
M4_eta3.0,2025,2,0.2059760782251938,False,
M4_eta3.0,2025,3,0.23787816031028658,False,
M4_eta3.0,2025,4,0.16793571601718058,False,
M4_eta3.0,2026,0,0.12382953650548063,False,
M4_eta3.0,2026,1,0.06986999029938287,False,
M4_eta3.0,2026,2,0.09244086179525489,False,
M4_eta3.0,2026,3,0.1287034832025541,False,
M4_eta3.0,2026,4,0.2102233104592923,True,0.055861106468625986
M4_eta7.0,2021,0,0.16901989157357922,False,
M4_eta7.0,2021,1,0.2835918646131294,False,
M4_eta7.0,2021,2,0.19905464812363183,False,
M4_eta7.0,2021,3,0.22828715391537002,True,0.11661932636372883
M4_eta7.0,2021,4,0.10900553120191,False,
M4_eta7.0,2022,0,0.15998638635458645,False,
M4_eta7.0,2022,1,0.1919612083332724,False,
M4_eta7.0,2022,2,0.21503690909769163,True,-0.059403576389732336
M4_eta7.0,2022,3,0.17802040038362643,False,
M4_eta7.0,2022,4,0.19882844379117878,False,
M4_eta7.0,2023,0,-0.12195306667866082,False,
M4_eta7.0,2023,1,-0.0402551190724213,True,0.1966044291904078
M4_eta7.0,2023,2,-0.18713687276288574,False,
M4_eta7.0,2023,3,-0.04194154077038387,False,
M4_eta7.0,2023,4,-0.09646296284099626,False,
M4_eta7.0,2024,0,0.09667614930302579,False,
M4_eta7.0,2024,1,0.1176020945709798,False,
M4_eta7.0,2024,2,0.3900494279969073,True,0.24026335306360433
M4_eta7.0,2024,3,0.22527449584093398,False,
M4_eta7.0,2024,4,0.11795057811616583,False,
M4_eta7.0,2025,0,0.1760509446247859,False,
M4_eta7.0,2025,1,0.14969365044996635,False,
M4_eta7.0,2025,2,0.16378674430570814,False,
M4_eta7.0,2025,3,0.18370365320060872,False,
M4_eta7.0,2025,4,0.2339515872127002,True,0.11518597992418728
M4_eta7.0,2026,0,0.13689185494405393,True,0.12538764635567376
M4_eta7.0,2026,1,0.11985274092184603,False,
M4_eta7.0,2026,2,0.025722513231127786,False,
M4_eta7.0,2026,3,0.151621751213804,False,
M4_eta7.0,2026,4,0.05062778244995736,False,
M5_eta1.0,2021,0,0.17794703167016213,False,
M5_eta1.0,2021,1,0.16932466239706676,False,
M5_eta1.0,2021,2,0.2549112037449589,False,
M5_eta1.0,2021,3,0.25773407776665236,True,0.13051326956815226
M5_eta1.0,2021,4,0.1652711799494158,False,
M5_eta1.0,2022,0,0.17916352917652836,False,
M5_eta1.0,2022,1,0.1574090289553723,False,
M5_eta1.0,2022,2,0.22065007386710983,True,-0.007385244977047664
M5_eta1.0,2022,3,0.2008386723911421,False,
M5_eta1.0,2022,4,0.14697233420656775,False,
M5_eta1.0,2023,0,-0.1536258610660563,False,
M5_eta1.0,2023,1,-0.1173886584848976,False,
M5_eta1.0,2023,2,-0.07105488334279651,False,
M5_eta1.0,2023,3,-0.14665154335978292,False,
M5_eta1.0,2023,4,-0.05137032095460614,True,0.2332133616905266
M5_eta1.0,2024,0,0.3318414615040137,True,0.23282439239154176
M5_eta1.0,2024,1,0.178772409083309,False,
M5_eta1.0,2024,2,0.17951224959462997,False,
M5_eta1.0,2024,3,0.18111925890834737,False,
M5_eta1.0,2024,4,0.2053787627087024,False,
M5_eta1.0,2025,0,0.2532515754728703,False,
M5_eta1.0,2025,1,0.3007242404381078,False,
M5_eta1.0,2025,2,0.16480088960489664,False,
M5_eta1.0,2025,3,0.34635636994971686,True,0.19600508504720998
M5_eta1.0,2025,4,0.32569434104603445,False,
M5_eta1.0,2026,0,0.15237594160071732,False,
M5_eta1.0,2026,1,0.16852412298762948,True,0.1283660485694731
M5_eta1.0,2026,2,0.14966407251642966,False,
M5_eta1.0,2026,3,0.13071245775398166,False,
M5_eta1.0,2026,4,0.15226374719009905,False,
M5_eta3.0,2021,0,0.1574425914350777,False,
M5_eta3.0,2021,1,0.04624882300580263,False,
M5_eta3.0,2021,2,0.21811988430185,True,0.15309825919736297
M5_eta3.0,2021,3,0.16033669187529653,False,
M5_eta3.0,2021,4,0.24116453028920082,False,
M5_eta3.0,2022,0,0.09816973972890419,False,
M5_eta3.0,2022,1,0.16519767511490735,False,
M5_eta3.0,2022,2,0.2328630803617225,True,-0.11034588430947906
M5_eta3.0,2022,3,0.1165250855826828,False,
M5_eta3.0,2022,4,0.18860783767212774,False,
M5_eta3.0,2023,0,-0.009741026738596531,True,0.1877915486923547
M5_eta3.0,2023,1,-0.1333858916334917,False,
M5_eta3.0,2023,2,-0.3238136581024649,False,
M5_eta3.0,2023,3,-0.03629728607990866,False,
M5_eta3.0,2023,4,-0.05799263881307874,False,
M5_eta3.0,2024,0,0.1445904600833277,False,
M5_eta3.0,2024,1,0.29941364179574814,True,0.24623024756590892
M5_eta3.0,2024,2,0.1682809226566044,False,
M5_eta3.0,2024,3,0.20316616731553588,False,
M5_eta3.0,2024,4,0.21708508713645605,False,
M5_eta3.0,2025,0,0.15601920585326323,False,
M5_eta3.0,2025,1,0.15479985291863962,False,
M5_eta3.0,2025,2,0.14218795060860268,False,
M5_eta3.0,2025,3,0.26823805358137526,True,0.21228885856775614
M5_eta3.0,2025,4,0.21741399925729554,False,
M5_eta3.0,2026,0,0.08375408642705408,False,
M5_eta3.0,2026,1,0.1128261470257915,False,
M5_eta3.0,2026,2,0.2579832828469821,True,0.06582160722162202
M5_eta3.0,2026,3,0.1417040532244349,False,
M5_eta3.0,2026,4,0.1575129131130987,False,
M5_eta7.0,2021,0,0.1518718874967981,False,
M5_eta7.0,2021,1,0.1915337298584897,False,
M5_eta7.0,2021,2,0.20951654476621406,True,0.22362590481301714
M5_eta7.0,2021,3,0.11812118078716544,False,
M5_eta7.0,2021,4,0.06471939347204747,False,
M5_eta7.0,2022,0,0.20177946668313995,False,
M5_eta7.0,2022,1,0.14087445383511588,False,
M5_eta7.0,2022,2,0.21020997894826488,False,
M5_eta7.0,2022,3,0.20785764130571419,True,-0.07821386953241208
M5_eta7.0,2022,4,0.10621080401661381,False,
M5_eta7.0,2023,0,-0.10075828037925778,False,
M5_eta7.0,2023,1,0.08400733902380605,True,0.023323808278204537
M5_eta7.0,2023,2,-0.03185674146756984,False,
M5_eta7.0,2023,3,-0.11512131471206163,False,
M5_eta7.0,2023,4,-0.20744175952918448,False,
M5_eta7.0,2024,0,0.15565634902043232,False,
M5_eta7.0,2024,1,0.14719237185253592,False,
M5_eta7.0,2024,2,0.284929026261204,True,0.2675304338799672
M5_eta7.0,2024,3,0.22852839673631886,False,
M5_eta7.0,2024,4,0.1468162581372999,False,
M5_eta7.0,2025,0,0.1482677579665351,False,
M5_eta7.0,2025,1,0.16549891177822376,False,
M5_eta7.0,2025,2,0.21088880232900792,True,0.13895727567350197
M5_eta7.0,2025,3,0.12756302124874458,False,
M5_eta7.0,2025,4,0.08666673163738918,False,
M5_eta7.0,2026,0,0.18601639792430397,False,
M5_eta7.0,2026,1,0.1377433981737296,False,
M5_eta7.0,2026,2,0.18619114849653656,False,
M5_eta7.0,2026,3,0.19670202703482353,True,0.06943161280938513
M5_eta7.0,2026,4,0.13485621966423728,False,
M6_eta1.0,2021,0,0.05034029302943163,False,
M6_eta1.0,2021,1,0.28265497946247997,True,0.17002044616800957
M6_eta1.0,2021,2,0.27918522594954037,False,
M6_eta1.0,2021,3,0.13326651461363825,False,
M6_eta1.0,2021,4,0.19477685714225906,False,
M6_eta1.0,2022,0,0.2804171414084199,True,-0.08465421465103891
M6_eta1.0,2022,1,0.23599198409497563,False,
M6_eta1.0,2022,2,0.14521065677558845,False,
M6_eta1.0,2022,3,0.13284674391790002,False,
M6_eta1.0,2022,4,0.10530070147429982,False,
M6_eta1.0,2023,0,-0.12720155351287527,False,
M6_eta1.0,2023,1,-0.09077635119464207,True,0.2117518095575635
M6_eta1.0,2023,2,-0.18465977292410257,False,
M6_eta1.0,2023,3,-0.13746231209675708,False,
M6_eta1.0,2023,4,-0.1877741459595637,False,
M6_eta1.0,2024,0,0.2297084198665664,False,
M6_eta1.0,2024,1,0.3115933829011444,True,0.30571537856611697
M6_eta1.0,2024,2,0.27100394052904825,False,
M6_eta1.0,2024,3,0.22033217844689754,False,
M6_eta1.0,2024,4,0.12052799887775613,False,
M6_eta1.0,2025,0,0.18537622827992195,False,
M6_eta1.0,2025,1,0.22139198222263434,False,
M6_eta1.0,2025,2,0.31986765859488037,True,0.16163074702387942
M6_eta1.0,2025,3,0.08860251570233448,False,
M6_eta1.0,2025,4,0.1815482522339347,False,
M6_eta1.0,2026,0,0.16597521673187915,False,
M6_eta1.0,2026,1,0.04984147047229298,False,
M6_eta1.0,2026,2,0.16475553032035914,False,
M6_eta1.0,2026,3,0.23934214698145284,True,0.10153857358528272
M6_eta1.0,2026,4,0.05841575465568155,False,
M6_eta3.0,2021,0,0.21624759222197992,False,
M6_eta3.0,2021,1,0.18869252567647715,False,
M6_eta3.0,2021,2,0.17477836618510667,True,0.17973809606412913
M6_eta3.0,2021,3,0.19326301496270032,False,
M6_eta3.0,2021,4,0.07079208347399304,False,
M6_eta3.0,2022,0,0.19684067097901647,False,
M6_eta3.0,2022,1,0.17367243251461073,False,
M6_eta3.0,2022,2,0.24779805162756452,True,-0.12729002130554876
M6_eta3.0,2022,3,0.12390947426884136,False,
M6_eta3.0,2022,4,0.21975988807834973,False,
M6_eta3.0,2023,0,-0.15968296879963373,False,
M6_eta3.0,2023,1,-0.20058525144130968,False,
M6_eta3.0,2023,2,-0.10503478625278648,False,
M6_eta3.0,2023,3,-0.17535940858766672,False,
M6_eta3.0,2023,4,-0.025908074788806912,True,0.1074756624688617
M6_eta3.0,2024,0,0.21997752830907935,False,
M6_eta3.0,2024,1,0.19863120022891534,False,
M6_eta3.0,2024,2,0.09160974049979322,False,
M6_eta3.0,2024,3,0.25968308234402593,True,0.30499947129134475
M6_eta3.0,2024,4,0.23042950735782017,False,
M6_eta3.0,2025,0,0.205214747851642,False,
M6_eta3.0,2025,1,0.2229759142562764,False,
