arm,eta,window,seed,explained_variance_mean,explained_variance_final,approx_kl_mean,clip_fraction_mean,action_std_start,action_std_end,value_loss_start,value_loss_end
M1,1.0,2024,3,-0.32914463096826607,-0.595185399055481,0.01994885943270869,0.2325790899169506,0.9996699690818788,0.9192413687705994,0.0987997892116254,0.0028131158542237
M1,1.0,2024,4,-0.6448629644700982,-0.1754287481307983,0.019882374124361158,0.23602762823413542,1.0002305507659912,0.8958867192268372,0.1169403271196642,0.0026402898911328
M1,1.0,2025,0,-0.0055826920666930124,2.6345252990722656e-05,0.019842819642248724,0.24163745574691226,1.0003176927566528,0.8342291116714478,0.1338015216388157,0.1395438783802092
M1,1.0,2025,1,-0.0048178054608112655,1.96695327758789e-06,0.019969680923339013,0.2420342362515971,0.998572587966919,0.8235316276550293,0.2124445514346007,0.0723779387772083
M1,1.0,2025,2,-0.0033355967555785235,3.576278686523438e-07,0.01985258994207836,0.2444009862116695,0.9996321797370912,0.8367289304733276,0.1024552589879022,0.1246280348859727
M1,1.0,2025,3,-0.0009878176237492942,5.364418029785156e-07,0.01957912118654174,0.24125918334752983,0.999142289161682,0.8236503601074219,0.1024728973425226,0.0841232619713991
M1,1.0,2025,4,-0.0009978372965395092,2.384185791015625e-07,0.019873413695059624,0.24065299090981687,0.99883633852005,0.8122510313987732,0.1177366556439665,0.1418899372220039
M1,1.0,2026,0,-0.0027680918955112445,4.231929779052734e-06,0.019091420201873936,0.23659347716141396,0.9992531538009644,0.8478333950042725,0.1366187843086663,0.1336827392224222
M1,1.0,2026,1,-0.001477078237972233,-3.576278686523438e-07,0.019275462436967632,0.236127031316546,1.0012980699539185,0.843143105506897,0.2091160892741754,0.0779036900494247
M1,1.0,2026,2,-0.00027316138529087154,-3.576278686523438e-07,0.018867174568143102,0.23532452818888416,1.0011943578720093,0.7984569668769836,0.1059591844314127,0.1304579877760261
M1,1.0,2026,3,0.00044176708494377687,7.152557373046875e-07,0.018893987249574105,0.23453283878566866,1.00139057636261,0.8122251033782959,0.1010310606070561,0.0724843426141887
M1,1.0,2026,4,0.00015069953018396277,-3.576278686523438e-07,0.01871811152214651,0.23166636998243187,0.997548282146454,0.8272445797920227,0.1330129301859415,0.1256480456795543
M1,3.0,2021,0,-0.0012312796493608163,-2.264976501464844e-06,0.019405912531516183,0.24045709613234667,0.9977227449417114,0.8073108196258545,0.1470283583767013,0.0016156048986886
M1,3.0,2021,1,-0.002021900230615663,-1.4424324035644531e-05,0.01922001984327087,0.241121308360839,0.9979790449142456,0.8122361898422241,0.2136084697121987,0.0009245557066606
M1,3.0,2021,2,-0.0008413236226499373,-2.7418136596679688e-06,0.01913745804855196,0.23597231187446763,1.00103497505188,0.8495004773139954,0.1025181499062455,0.0018277187591593
M1,3.0,2021,3,0.00020198490997392105,-1.2278556823730469e-05,0.019510298496592842,0.2379880317025128,1.0014898777008057,0.7913002967834473,0.0996097319875843,0.0008786630787653
M1,3.0,2021,4,-0.0005653798072463959,-2.1696090698242188e-05,0.01929768426064736,0.24209371173605196,0.999323546886444,0.8157688975334167,0.1252061727464024,0.0013635743653139
M1,3.0,2022,0,-1.8497716440252794,0.0682860016822815,0.02033942044548552,0.23799302265225725,1.0000660419464111,0.9117671847343444,0.1468666963664873,0.0060438922664616
M1,3.0,2022,1,-0.0007213888217074734,4.76837158203125e-07,0.01985327050340716,0.2395050724685903,0.9979720711708068,0.8276044130325317,0.2177015197485161,0.003447394221439
M1,3.0,2022,2,-1.5777907301457614,0.0963227152824401,0.019875828050255537,0.2306105761552385,1.0013386011123655,0.9317654371261596,0.1057742318153032,0.0061795992223778
M1,3.0,2022,3,-1.8171130282712349,0.0853239297866821,0.020304743065587737,0.2353511465875213,0.9990257620811462,0.9356958866119384,0.0995838143953733,0.0076450799097074
M1,3.0,2022,4,-1.7302826039835786,0.0632262825965881,0.020447860771720616,0.23794768819207837,1.0003267526626587,0.8772596120834351,0.1097663980217475,0.0055010381838656
M1,3.0,2023,0,-0.027221490617911306,1.96695327758789e-06,0.02046893813543441,0.243666484774276,1.000017762184143,0.8824062943458557,0.1468035764555679,0.0046410534705501
M1,3.0,2023,1,-0.6182502441146305,0.0873175859451294,0.020117724743611586,0.245375469149276,1.0013976097106934,0.8686753511428833,0.2134794841513212,0.0033355228952132
M1,3.0,2023,2,-1.0931272267076795,0.0119639039039611,0.019714374328790463,0.23717637850031942,0.9998894929885864,0.8925015926361084,0.1013020014324865,0.0071700286061968
M1,3.0,2023,3,-0.6388251880973933,0.0713424682617187,0.020168006705281093,0.2383633927145443,0.9985966682434082,0.9176455140113832,0.0981655282848805,0.0060770280688302
M1,3.0,2023,4,-1.0318646786363201,0.0182913541793823,0.019850987594548553,0.2371079608975724,0.9981399178504944,0.8834465742111206,0.1224540157090814,0.004832848557271
M1,3.0,2024,0,-0.5047518221036336,0.085147738456726,0.02005793958943782,0.2336421622125213,0.9999648928642272,0.941777527332306,0.1430114561699156,0.0020411565401445
M1,3.0,2024,1,-0.3787900521158157,0.0350246429443359,0.019688136955706988,0.23938549763096253,0.9998365044593812,0.8167834281921387,0.2100757197767961,0.0027923102934437
M1,3.0,2024,2,-0.5368198891514611,-0.0949146747589111,0.019986002268313457,0.23488366096145655,1.000089168548584,0.9271695613861084,0.1010940930282231,0.002644013678946
M1,3.0,2024,3,-0.5534573422786121,-0.0733120441436767,0.020079556942078365,0.2336887444101363,0.9995848536491394,0.9538204073905944,0.0988833793126104,0.0026996871529263
M1,3.0,2024,4,-0.7801738438248838,-0.5996748208999634,0.02003709369931857,0.23154471558241055,1.000301480293274,0.9164966344833374,0.1196333562475047,0.0024529717411496
M1,3.0,2025,0,-0.006002261346202891,5.960464477539062e-07,0.020054527758091995,0.2433955177943995,1.0004206895828247,0.8500336408615112,0.141974394879071,0.1784009649418294
M1,3.0,2025,1,-0.0028287487095015585,7.748603820800781e-07,0.020127879545144806,0.24269761665513204,0.9986538887023926,0.8409293293952942,0.210057787495316,0.0886370067019015
M1,3.0,2025,2,-0.0033547378683008904,1.0132789611816406e-06,0.02020217116524702,0.24524508058720187,0.9998644590377808,0.8553847670555115,0.1032562625114223,0.1826751725748181
M1,3.0,2025,3,-0.002288732252494641,2.384185791015625e-07,0.0199560176439523,0.24210556524169505,0.9992064237594604,0.8449215292930603,0.1020015421236166,0.1449586865492165
M1,3.0,2025,4,-0.001629962324080714,2.384185791015625e-07,0.019837892750425894,0.24035935669985092,0.9993837475776672,0.8327039480209351,0.1333875790005549,0.1873121666721999
M1,3.0,2026,0,-0.0016513729826555144,-1.1920928955078125e-07,0.019302297920783647,0.23789257978864992,0.9995272159576416,0.8532660603523254,0.1399766456597717,0.170196360675618
M1,3.0,2026,1,-0.0012147814492350763,-4.76837158203125e-07,0.019456497297274274,0.23579762863341142,1.00123929977417,0.8406052589416504,0.207672078278847,0.0942761569749564
M1,3.0,2026,2,-0.0006868565102858265,1.728534698486328e-06,0.019103991352640546,0.23673301579801959,1.000508427619934,0.8036528825759888,0.1048566465469775,0.1698020049370825
M1,3.0,2026,3,0.0002489891125355663,-3.576278686523438e-07,0.01902378632027257,0.23516835305313033,1.0016311407089231,0.8227355480194092,0.1025390788418008,0.1101333920378238
M1,3.0,2026,4,-0.00011662872320951774,6.556510925292969e-07,0.019656984264054513,0.2403666351682283,0.9980531930923462,0.8391791582107544,0.1300755729535012,0.1629973948001861
M1,7.0,2021,0,-0.0008782926166280913,0.0,0.019437894193356047,0.24094724898850084,0.9976842403411864,0.8191615343093872,0.1481886109759216,0.0020197947924316
M1,7.0,2021,1,-0.0018663528221429281,7.748603820800781e-07,0.019270202011073254,0.2412978632080494,0.9979954361915588,0.8166345953941345,0.2132949351725983,0.0012092789293092
M1,7.0,2021,2,-0.0008174913096062361,-3.933906555175781e-06,0.01924179738330494,0.23722815960391821,1.0009384155273438,0.8564467430114746,0.1025763028519577,0.0021112504000484
M1,7.0,2021,3,0.0001778272591416998,6.079673767089844e-06,0.01957402609795571,0.2391317910189523,1.0018004179000854,0.7984099984169006,0.0994306972424965,0.0012792622710549
M1,7.0,2021,4,-0.000442215287502617,-1.1086463928222656e-05,0.01938540682879046,0.24007695212681004,0.9994040727615356,0.8196704387664795,0.1314245354769809,0.0018301652598893
M1,7.0,2022,0,-2.0224402717471732,0.0817731618881225,0.02024717170528109,0.23638364931590716,0.9998992681503296,0.9189953207969666,0.1482410038988746,0.010464496575878
M1,7.0,2022,1,-0.0013062389380277958,7.748603820800781e-07,0.02010426231431005,0.242255917602747,0.9978793859481812,0.8517468571662903,0.21573661270304,0.0081789015384856
M1,7.0,2022,2,-2.099032005012746,0.0544912219047546,0.020898656206132876,0.23573815314895655,1.0013219118118286,0.9651774764060974,0.1055596542209968,0.0114405198255553
M1,7.0,2022,3,-1.9695365933583988,0.0426099896430969,0.02070714756558773,0.2357876467339225,0.9992526173591614,0.9558100700378418,0.0991002682385442,0.012569283862831
M1,7.0,2022,4,-1.8843314182616173,0.049830675125122,0.02074333727597956,0.23703933533858604,1.0005844831466677,0.8958621025085449,0.1097520997991523,0.0111486660025548
M1,7.0,2023,0,-0.0007401906855061705,3.337860107421875e-06,0.02108496971379898,0.24530538789661413,0.9999395608901978,0.9235406517982484,0.1471751578101248,0.0096388040838064
M1,7.0,2023,1,-0.0005910736738721664,1.6868114471435547e-05,0.021219592235945484,0.24770956997977,1.0013235807418823,0.8775225281715393,0.2131162766781926,0.0100299728655954
M1,7.0,2023,2,0.00016867149830676232,-6.079673767089844e-06,0.021045265041737652,0.24306798671741908,1.0000238418579102,0.8734955787658691,0.1007178618492616,0.0150267374992836
M1,7.0,2023,3,0.004036949074857272,-1.6689300537109375e-06,0.021119347279386712,0.24248446150979558,0.9987115263938904,0.9367716312408448,0.0977196400926914,0.0101626205141656
M1,7.0,2023,4,-0.0008994525701467692,4.410743713378906e-06,0.020798239586030665,0.24864641283805367,0.9978442192077636,0.8436242341995239,0.1280868113099131,0.0106180900038452
M1,7.0,2024,0,0.0026888860551421375,7.152557373046875e-07,0.02108252494548552,0.24801110652683134,1.0001323223114014,0.8638333678245544,0.1443737884183065,0.0028709166945191
M1,7.0,2024,1,6.42999067420177e-05,-3.576278686523438e-07,0.021288749721465078,0.24785680299723167,0.999627947807312,0.8641945719718933,0.2095510914150509,0.0041448774281889
M1,7.0,2024,2,-0.6452124493491711,0.0455147624015808,0.02040514177597956,0.23645643399968058,1.000191330909729,0.963494062423706,0.1012652369499846,0.0036272340366849
M1,7.0,2024,3,-0.5615277823435184,0.038358449935913,0.020325485210391823,0.236805800481793,0.9997076392173768,0.941943883895874,0.0983759229457064,0.004370081172965
M1,7.0,2024,4,-0.7462372849909573,-0.0160107612609863,0.020590137961669506,0.2423732049217419,1.000418782234192,0.9329564571380616,0.1252214355772594,0.0027018429500458
M1,7.0,2025,0,-0.0027505114699953427,1.96695327758789e-06,0.02071654031005111,0.24548090296262776,1.00049889087677,0.8714730739593506,0.1526084040233399,0.2954859584569931
M1,7.0,2025,1,-0.0012194997610387817,-1.0728836059570312e-06,0.020450391580919932,0.24359827512776833,0.9986239671707152,0.8646671175956726,0.2081559018697589,0.122435582568869
M1,7.0,2025,2,-0.0012482080792649605,-1.1920928955078125e-07,0.020867628775979558,0.2446517814363288,0.9999051690101624,0.8769412636756897,0.1067982247768668,0.3211168977431953
M1,7.0,2025,3,-0.0004807704555115076,2.384185791015625e-07,0.02057020903321976,0.24287812267089012,0.9989295601844788,0.8751593828201294,0.1045059035241138,0.2743925908580422
M1,7.0,2025,4,-0.0007775361940036211,2.6226043701171875e-06,0.020398261074105622,0.24354379059305792,1.0000858306884766,0.858697772026062,0.1393720552732702,0.2794223250821233
M1,7.0,2026,0,-0.0006181939903272302,1.788139343261719e-07,0.024855784936115843,0.275430136685477,1.000171184539795,0.8957341313362122,0.1504143434431171,0.1980068376287818
M1,7.0,2026,1,-0.0006647793357173249,0.0,0.019886527068994887,0.23956766729663542,1.0009194612503052,0.8419386744499207,0.2098342239041812,0.12251528352499
M1,7.0,2026,2,-0.0005388712761146211,1.0132789611816406e-06,0.019695134228279385,0.23887870827566013,1.0001051425933838,0.8143904209136963,0.107197279765387,0.2759261447936296
M1,7.0,2026,3,-4.1864088893550626e-05,-1.1920928955078125e-07,0.01954233173424191,0.23603116349020442,1.0011775493621826,0.8232191205024719,0.105941740432172,0.2086737803183496
M1,7.0,2026,4,-0.00021781019701462044,-1.1920928955078125e-07,0.01956139173339012,0.23822260634050255,0.9984260201454164,0.8615058064460754,0.1317344326234888,0.261347449850291
M2,1.0,2021,0,-0.004363200936650502,-4.0531158447265625e-06,0.01931243378109029,0.23812195552065588,0.9984609484672546,0.8205876350402832,0.2205354430334409,0.0013430983181024
M2,1.0,2021,1,-1.870730850521913,-2.5414576530456543,0.018862334611584326,0.20609170371060476,0.999728262424469,0.9387544989585876,0.0757868082582717,0.0273632558528333
M2,1.0,2021,2,-1.886524145201077,-1.6644868850708008,0.018712253264054516,0.20534077373030238,1.0006728172302246,0.9920111894607544,0.1738931721338303,0.0142265893518924
M2,1.0,2021,3,-1.9245041448375435,-2.47602915763855,0.018967582672061327,0.21031113580706984,1.0004738569259644,0.9528767466545104,0.1063246704507037,0.0296041753026656
M2,1.0,2021,4,-1.9943963114610117,-2.3953051567077637,0.018711049545996592,0.20274360825702725,1.000240683555603,0.9535486102104188,0.0986231695169408,0.0355473026866093
M2,1.0,2022,0,-2.060938284181858,0.2481676340103149,0.018059497670017036,0.19359145416311754,0.9977077841758728,0.9384971857070924,0.199878596682538,0.0053922525039524
M2,1.0,2022,1,-2.0886053201287123,0.0353886485099792,0.017053042378364566,0.18294201514586883,1.0008642673492432,0.9113991260528564,0.0686555267457151,0.004775704423082
M2,1.0,2022,2,-2.0892587876807283,0.1687585711479187,0.017789664560477002,0.19574920810264054,1.0003756284713743,0.945652425289154,0.1834028217017476,0.0058171687123831
M2,1.0,2022,3,-2.143685901591481,0.15115886926651,0.017351317288756385,0.1870429121859029,1.0003193616867063,0.9072617888450624,0.1016239280179434,0.0054478615929838
M2,1.0,2022,4,-2.0555389047278254,0.182263433933258,0.017443258159625212,0.18738791158698892,0.9998321533203124,0.928592324256897,0.1022219188162125,0.0067685936810448
M2,1.0,2023,0,-3.295404944752916,0.0367698073387146,0.018577358685349234,0.19704498343004684,0.9997310638427734,0.9796690940856934,0.2297317253032815,0.0044659250270342
M2,1.0,2023,1,-2.9136405297804124,0.0216091275215148,0.018724945445144803,0.20015288942717205,1.0006333589553833,0.9284117221832277,0.0751334241649601,0.0034821653243852
M2,1.0,2023,2,-3.378106150655568,0.0214278697967529,0.018716898425894378,0.2004350860439736,0.9987221956253052,0.9818191528320312,0.1853381763721699,0.0053064500243635
M2,1.0,2023,3,-2.9379261153316985,0.0141797065734863,0.018154159694548554,0.19531437160615417,0.9995551705360411,0.97219580411911,0.1029554087235737,0.0034681355900829
M2,1.0,2023,4,-3.0689186199966443,0.0303311347961425,0.01875552567120954,0.19998486078577513,0.998759925365448,0.9631574749946594,0.0994601176244032,0.0044330501550575
M2,1.0,2024,0,0.02277986834768136,-0.1143579483032226,0.020112945017035776,0.22303327466194633,0.9998115301132202,0.9222196340560912,0.2198621934039692,0.007411575250444
M2,1.0,2024,1,0.01870762357516833,-0.1503379344940185,0.019925078771720613,0.22128872977001704,1.0006322860717771,0.9571232199668884,0.0790509649450541,0.0100591121008619
M2,1.0,2024,2,-0.007078504542069706,-0.7004251480102539,0.01994628071720613,0.21939175295464225,0.9983388781547546,0.8741492033004761,0.1966138024290558,0.0097308472322765
M2,1.0,2024,3,-0.03829278836258428,-0.2546285390853882,0.019849792275979557,0.22017720367067717,1.0006836652755735,0.95185649394989,0.1033816318158642,0.0103277881280519
M2,1.0,2024,4,0.023396680870900976,-0.3485305309295654,0.019996973777683134,0.22114066492759796,0.9995706677436828,0.9210676550865172,0.0993571003564284,0.0103382278612116
M2,1.0,2025,0,-0.002616502966547739,1.788139343261719e-07,0.01966413218228279,0.24717886565694208,0.9985390305519104,0.8108060956001282,0.1983107941414346,0.1148650839459151
M2,1.0,2025,1,-0.840337888548687,0.376409113407135,0.016278313576831342,0.18011880124041738,1.0000396966934204,0.945888340473175,0.0816788744050427,2.2031629644334316
M2,1.0,2025,2,-0.006735478085188078,5.960464477539062e-07,0.019606591703577512,0.24188949870900767,1.0012435913085938,0.7984169125556946,0.1656964711437467,0.1312136822380125
M2,1.0,2025,3,-0.8301070084766797,0.359637975692749,0.017011023243611586,0.1867521893632879,0.9974977970123292,0.9497033953666688,0.1125460545626992,1.7215483328327537
M2,1.0,2025,4,-0.759671557091773,0.3903476595878601,0.01629842034735945,0.17996844887936542,0.9981440901756288,0.9888102412223816,0.1036164496836136,2.1970494696870446
M2,1.0,2026,0,-1.9326800517166696,0.1890843510627746,0.020571915263202727,0.22950612056803663,0.9986494779586792,0.9101272225379944,0.1906898086017463,0.394701347220689
M2,1.0,2026,1,-0.004991743796119494,-1.1920928955078125e-07,0.01921616917717206,0.237340663929408,0.9991795420646667,0.8216333985328674,0.0834110014548059,0.1343450276181101
M2,1.0,2026,2,-2.05876304313312,0.1294105052947998,0.02014238988330494,0.2264364785189523,1.0020939111709597,0.9357076287269592,0.2029861539122066,0.3822399070486426
M2,1.0,2026,3,-2.1216651329189995,0.0943130850791931,0.02019149868398637,0.22711025673445487,1.0015511512756348,0.8725644946098328,0.1058282075791794,0.4112177896313369
M2,1.0,2026,4,-1.9970496517226888,0.1408188939094543,0.02065239399829642,0.22617466161360733,1.0003447532653809,0.9340327978134156,0.1055531784222694,0.4127287715673446
M2,3.0,2021,0,-0.004136439482641794,-1.3113021850585938e-06,0.019365629759795572,0.23763949704535775,0.9982951283454896,0.8258135914802551,0.2213047440709488,0.0014566823665518
M2,3.0,2021,1,-1.8115869503614241,-2.318891763687134,0.01858233863713799,0.2032628749866908,0.9998266696929932,0.9388256669044496,0.0754849078293773,0.0329647582257166
M2,3.0,2021,2,-1.8060386174785217,-2.278284072875977,0.01867584758688245,0.20104003074425042,1.0006591081619265,0.9897084832191468,0.1826198702328838,0.0557271828874945
M2,3.0,2021,3,-1.996297034738011,-2.3571574687957764,0.019346920124361157,0.214517050747977,1.0006790161132812,0.9652082324028016,0.1066530576026707,0.0615004384890198
M2,3.0,2021,4,-1.93794454088406,-2.275428295135498,0.018817143737649065,0.20516359501437392,1.0001778602600098,0.9556459784507751,0.0982115857950702,0.0381204650620929
M2,3.0,2022,0,-2.1345984793602915,0.1907046437263488,0.01684686203798978,0.18339473587893954,0.9976588487625122,0.9661641120910645,0.200870603621297,0.0073086055344901
M2,3.0,2022,1,-2.1665666545066964,0.1772647500038147,0.01657262662129472,0.17603537252448892,1.0007847547531128,0.93778795003891,0.0715691724799398,0.0064834990043891
M2,3.0,2022,2,-2.0880137772332668,0.1888518333435058,0.01721803861192504,0.18657168334752983,1.0003960132598877,0.9592929482460022,0.1895701780122181,0.0068700529373018
M2,3.0,2022,3,-2.1356496988610068,0.0054583549499511,0.017524287271039184,0.18949180486051959,1.0004122257232666,0.926167368888855,0.1019924337051634,0.0058901335432892
M2,3.0,2022,4,-2.068903543473915,0.117137610912323,0.016641783879727427,0.18185814722636287,0.9997586011886596,0.9428731799125672,0.1022231578954233,0.0074875723221339
M2,3.0,2023,0,-3.4685794909118184,0.0173481702804565,0.0185078726955707,0.19803693469175895,0.999735414981842,0.992445468902588,0.2296837293506541,0.0064736940839793
M2,3.0,2023,1,-3.3491167593652182,0.0168328285217285,0.018155685847018738,0.19076761638894804,1.0007296800613403,0.9551032781600952,0.0748093430484004,0.0048695128862163
M2,3.0,2023,2,-2.5705906309098565,0.0128926038742065,0.017850323583134584,0.1927051446709966,0.9987168908119202,1.011685132980347,0.190696448298695,0.0088216069561894
M2,3.0,2023,3,-2.9640424585626723,0.0223991870880126,0.017627510733219758,0.19392917509582625,0.9997707605361938,0.9929258823394777,0.1029571765666332,0.0057243474875576
M2,3.0,2023,4,-3.4171772804333362,0.0288832187652587,0.018859803162350936,0.19947287252448892,0.9988157749176024,0.9828006625175476,0.0988875426446611,0.0068718519760295
M2,3.0,2024,0,0.033343154283357844,-0.2571369409561157,0.020099876134582622,0.22137108044080067,0.9998583197593688,0.9239939451217652,0.2201762460281315,0.0111185195273719
M2,3.0,2024,1,0.023624427476977166,-0.2634402513504028,0.02006036498637138,0.21572610832357325,1.0005457401275637,0.9616253972053528,0.0786154966044705,0.0174348324071615
M2,3.0,2024,2,0.013286855496986556,-0.420630931854248,0.01991324216439523,0.21590266317078363,0.9983545541763306,0.8946918249130249,0.2000961250305408,0.0151518260827288
M2,3.0,2024,3,-0.023549926849605683,-0.2942491769790649,0.01967577073253833,0.2128400916338373,1.0006183385849,0.947761058807373,0.1039457042861613,0.0121623370214365
M2,3.0,2024,4,0.009839291873132549,-0.3682626485824585,0.019910137522998295,0.21457777396986796,0.9996339678764344,0.9333322644233704,0.0992032954090973,0.0109617612761212
M2,3.0,2025,0,-0.0019283979064967382,9.953975677490234e-06,0.01988095156303237,0.24889554441279813,0.9987692832946776,0.8231548070907593,0.2109324326011119,0.1389375580474734
M2,3.0,2025,1,-0.5256711366432489,0.4397784471511841,0.016172635308006816,0.17852190527842846,1.000625491142273,0.9471603631973268,0.0812762928253505,1.5177479274570942
M2,3.0,2025,2,-0.5082047921835462,0.4191234111785888,0.016273451485178878,0.1753857172327513,1.0014097690582275,0.9878916144371032,0.1672164860356133,1.3922532061114907
M2,3.0,2025,3,-0.5243585328024128,0.6016797423362732,0.016213619267291313,0.17735651851309625,0.998296558856964,0.9715519547462464,0.1175620376961887,1.4310985328629613
M2,3.0,2025,4,-0.4895016795731891,0.442300021648407,0.016248286859795572,0.17768197002768313,0.997923731803894,0.982108235359192,0.102236345053825,1.4334715930745006
M2,3.0,2026,0,-2.1692162533838055,0.0473150014877319,0.020749343435264054,0.22850751470666525,0.9986208081245422,0.91457200050354,0.194327506396803,0.4743808708153665
M2,3.0,2026,1,-2.2743871947163417,0.0556063055992126,0.020194752653321976,0.2212708455334327,0.9988585710525512,0.9735916256904602,0.0893438274506479,0.6220242637209594
M2,3.0,2026,2,-2.139860040386044,0.150272786617279,0.02042719917887564,0.22918981912798125,1.0020641088485718,0.9478726983070374,0.207419156373362,0.4521684972569346
M2,3.0,2026,3,-2.147519378381856,0.4268190264701843,0.02043373468568995,0.2277638631947402,1.001326322555542,0.872452974319458,0.1078342656619497,0.3978696973063051
M2,3.0,2026,4,-0.0035263387267390556,-3.576278686523438e-07,0.019335581421635432,0.23603199531516184,1.0002878904342651,0.8346914052963257,0.1045658752263989,0.1817880154121667
M2,7.0,2021,0,-0.0036771503583332976,-2.384185791015625e-06,0.019401197730834752,0.23879407008624362,0.998294472694397,0.8341782093048096,0.2221373291686177,0.0018158927759941
M2,7.0,2021,1,-1.7375146425765458,-2.0258710384368896,0.018626889350936968,0.2034319434092845,0.9999264478683472,0.9396583437919616,0.0749842393124708,0.0157984153483994
M2,7.0,2021,2,-1.848599626522454,-1.4855742454528809,0.018184350416354345,0.19485832357325383,1.0006107091903689,0.996021807193756,0.1996271791649633,0.0114655975776258
M2,7.0,2021,3,-1.997036597696236,-2.2596468925476074,0.019071011144804088,0.20877433919825383,1.0006937980651855,0.9728901386260986,0.1083297996956389,0.082415334531106
M2,7.0,2021,4,-1.862591550134922,-2.132564067840576,0.01847672466439523,0.19819331778375213,0.99992436170578,0.9709022045135498,0.0981153654574882,0.1333209262229502
M2,7.0,2022,0,-2.2729449848909393,0.1391623020172119,0.0168298864637138,0.17833183327566013,0.997650384902954,0.9939467310905457,0.2032425577599497,0.014090618758928
M2,7.0,2022,1,-2.122726683722241,0.1879422664642334,0.016419053251277686,0.17395830560583475,1.000486969947815,0.9489880204200744,0.0752784267788229,0.0116578104207292
M2,7.0,2022,2,-2.055974462572517,0.186085045337677,0.01708117675979557,0.18384267361850512,1.00024151802063,0.9798222184181212,0.1961569155864708,0.0136229424388147
M2,7.0,2022,3,-1.9390971007704532,0.1686975955963134,0.017492782735775127,0.1905640272306218,1.0005332231521606,0.9566042423248292,0.1026912101915513,0.0099984581465832
M2,7.0,2022,4,-2.1006846586321646,0.1570270657539367,0.01660718600834753,0.18100469482005963,0.9997844696044922,0.952158749103546,0.1020788264831935,0.0130048609571531
M2,7.0,2023,0,-3.49287877090948,0.0048784613609313,0.017434358410051108,0.18322982658113288,0.9997771382331848,1.00700044631958,0.229927930075064,0.0101050371013116
M2,7.0,2023,1,-3.5383050659039967,0.0140966773033142,0.017496361564224874,0.18632068016663117,1.0006250143051147,0.9738153219223022,0.0740327298517513,0.0093810324324294
