strategy,period,n_days,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
M4_eta3.0,2025,250,0.23682709132965418,0.23893197427750779,0.17105726991651785,1.1010000070860309,0.1619033182381749
M4_eta3.0,2026,113,0.05745080046034767,0.13266720616063177,0.1313230494660596,0.7403169513456946,0.10385713206114805
M4_eta3.0,2021-2026,1368,1.1757475622327163,0.15396075854980307,0.1581665354884961,0.7796294319499876,0.1832226549791574
M4_eta7.0,2021,252,0.12369158849872937,0.1236915884987293,0.1169574098780111,1.0527401381400825,0.060054222827121514
M4_eta7.0,2022,251,-0.05767360827653381,-0.0578966000465706,0.2019716459397481,-0.2934938729507281,0.17720294657562718
M4_eta7.0,2023,250,0.2172624319713065,0.21917849188467242,0.10333291194148161,1.4818071609200092,0.0582477595029648
M4_eta7.0,2024,252,0.27158398176725274,0.27158398176725274,0.1522074217121823,1.3297299381941299,0.10580061364402644
M4_eta7.0,2025,250,0.12208210291198425,0.123116564473293,0.1596020491643889,0.5526904283294798,0.1443096820572729
M4_eta7.0,2026,113,0.13358779908503418,0.3226344559862977,0.1176253426374309,2.1314314818316777,0.07985342747570472
M4_eta7.0,2021-2026,1368,1.0847671252969648,0.1449163548790926,0.14827951300053996,0.7683596983942726,0.1772029465756273
M5_eta1.0,2021,252,0.1394130593124897,0.13941305931248982,0.1341976006172566,1.0371495250915175,0.08181014605842887
M5_eta1.0,2022,251,-0.00735804106574026,-0.007387247425073462,0.18784719654125856,-0.052184571922855666,0.15338589822959547
M5_eta1.0,2023,250,0.26265085190965076,0.26500878723229504,0.12119828176382709,1.5845307746261912,0.08296131361238843
M5_eta1.0,2024,252,0.26215981499825264,0.2621598149982527,0.13132973723873778,1.461928358494335,0.0768727344167482
M5_eta1.0,2025,250,0.21653309144678634,0.21844216118154258,0.1875447339697112,0.9305654138536669,0.18271209474882666
M5_eta1.0,2026,113,0.13696911245137142,0.3314487673494302,0.1512847853064893,1.7307296211462997,0.08670438346153267
M5_eta1.0,2021-2026,1368,1.493124921746576,0.18327156565854086,0.15465347264962068,0.9560761275657595,0.1827120947488267
M5_eta3.0,2021,252,0.16543948846554882,0.1654394884655488,0.12133196444878408,1.3197789736549554,0.06599995051437191
M5_eta3.0,2022,251,-0.10447566609395649,-0.1048692744860732,0.20511742431863178,-0.5351590589929505,0.2088681746937582
M5_eta3.0,2023,250,0.20658197554303032,0.20839602503698496,0.10494099390339683,1.3758556906293422,0.08414327653688743
M5_eta3.0,2024,252,0.27919407095794135,0.27919407095794124,0.11942394523304488,1.707631883546372,0.06698974124483628
M5_eta3.0,2025,250,0.23650500856272655,0.23860676266852865,0.17866134752205684,1.0598614713977674,0.1649930797437821
M5_eta3.0,2026,113,0.06803617023058384,0.15810842847055429,0.15570267876606173,0.7896141933343438,0.1141550636963914
M5_eta3.0,2021-2026,1368,1.127366089727202,0.14919040209934464,0.15125671233878654,0.7807968455071131,0.20886817469375812
M5_eta7.0,2021,252,0.2506030873124531,0.2506030873124532,0.11613370344848806,1.9813534364607042,0.058565657548574915
M5_eta7.0,2022,251,-0.07523337401335271,-0.07552149476286796,0.2102617076410879,-0.3636395017465888,0.20109753480683515
M5_eta7.0,2023,250,0.023597935374992284,0.023788946810883616,0.09138165518253095,-0.24929717187337241,0.05486083075880281
M5_eta7.0,2024,252,0.3067333981983197,0.3067333981983196,0.13097015547868038,1.730763723927072,0.08230205386698043
M5_eta7.0,2025,250,0.1490750054991409,0.1503530944250111,0.17120993857467984,0.6667425855897053,0.159105598484638
M5_eta7.0,2026,113,0.07189875455373335,0.1674695641323365,0.13900760152337177,0.9246264241576422,0.0889430531388981
M5_eta7.0,2021-2026,1368,0.9053298932993054,0.12609091430800845,0.14903545106069288,0.6538116301418837,0.20291806490117945
M6_eta1.0,2021,252,0.1853290865102539,0.18532908651025393,0.11443026587109649,1.5403676160408413,0.057923402269135636
M6_eta1.0,2022,251,-0.08117005258931383,-0.081479892080347,0.2254574676933733,-0.35336070598837066,0.23553981352310127
M6_eta1.0,2023,250,0.2358411230572621,0.23793643004944243,0.14494305376774871,1.1972956975694902,0.12044374492504298
M6_eta1.0,2024,252,0.3575958506760333,0.3575958506760333,0.1254620066195458,2.1059412033783333,0.07489892951292217
M6_eta1.0,2025,250,0.17542613158047762,0.17694699467127473,0.1875803137552152,0.745631522515441,0.16454795144882972
M6_eta1.0,2026,113,0.10687261361363444,0.25412736596675445,0.12391982841309114,1.599607812253321,0.07606149192890066
M6_eta1.0,2021-2026,1368,1.3773887945923222,0.17295572114261493,0.161684192726076,0.867175436499745,0.23553981352310135
M6_eta3.0,2021,252,0.19690384823949852,0.19690384823949847,0.10733315118303942,1.7254346348073628,0.04913130964243926
M6_eta3.0,2022,251,-0.11952172189569756,-0.11996812701489679,0.22917549689048003,-0.5306088303627281,0.26608220843852787
M6_eta3.0,2023,250,0.11346376145780562,0.11442153519144949,0.11665695513097794,0.5545783645571832,0.10156139519929666
M6_eta3.0,2024,252,0.35662428574702937,0.3566242857470294,0.14661087959175342,1.8167046363123065,0.08108153071673488
M6_eta3.0,2025,250,0.25306150977260755,0.2553249744253634,0.17331486412713484,1.164816260799548,0.1513371374218069
M6_eta3.0,2026,113,0.11771773422463007,0.28169577639553744,0.12452411210912571,1.767107993935871,0.06333116320038333
