strategy,period,n_days,avg_oneway_turnover,portfolio_entropy,risky_entropy,avg_largest_position,risky_largest_position,avg_cash_share,max_drawdown,cvar_5
M1_eta1.0,2021,252,0.006424191427710739,3.164806012836451,3.133485964075255,0.10469362746846093,0.10633373862045946,0.015424184019828887,0.06559695834534224,-0.01800000096521617
M1_eta1.0,2022,251,0.006744319616583835,3.076532885886037,3.032935438622377,0.12879194146810743,0.1327274750063906,0.029651234893860172,0.16143562973381376,-0.026063476897805152
M1_eta1.0,2023,250,0.0059948547988260366,3.100302763701733,3.0556443511642573,0.12013399075444298,0.1244388069075658,0.03459383981658073,0.07511449736621234,-0.01394082221470652
M1_eta1.0,2024,252,0.006770021121288917,3.2690041226259785,3.2464731263148607,0.0930258688144139,0.09389670592366861,0.009274415973257072,0.05704691751653889,-0.014204410987420858
M1_eta1.0,2025,250,0.007018783628313514,2.8618872126334423,2.8227171696247795,0.2388230299609761,0.2431647820274781,0.017855184580186118,0.18128778138334908,-0.025943095373824256
M1_eta1.0,2026,113,0.010028730546301103,3.2959921630643443,3.2625960350296332,0.07447284103280288,0.07883556492999798,0.0553395399788479,0.08028847986927348,-0.013867292193183061
M1_eta1.0,2021-2026,1368,0.0068745774449030465,3.1114945299736783,3.0754972354006824,0.13180319925975215,0.13492835111299348,0.0241462947905103,0.1962153000995953,-0.020498302421546027
M1_eta3.0,2021,252,0.005766403177316213,3.0039691848790757,2.9747086101125513,0.18050140789969332,0.20007835295727325,0.0978463925168261,0.06584291527823374,-0.016884226077329895
M1_eta3.0,2022,251,0.006559222748480323,3.0518882344390965,3.004478389993822,0.17397888543432088,0.1808889037058804,0.038200343581040595,0.16203488798487217,-0.02553805846260398
M1_eta3.0,2023,250,0.004939705228737863,2.9585768418967584,3.0650560697172886,0.19632348141325895,0.12410996384401014,0.19632348141325895,0.0755140919085508,-0.011193385857364615
M1_eta3.0,2024,252,0.005953215735433894,3.154457759124258,3.1682677598012567,0.12046082587465229,0.09636235007998456,0.12046082587465229,0.044049757461153666,-0.012172004725283873
M1_eta3.0,2025,250,0.00715912704880576,3.123284914734848,3.1094753787597846,0.14644675653134215,0.1470453329944411,0.0040706933767253786,0.20955064973699158,-0.02804127082299114
M1_eta3.0,2026,113,0.010113862280975536,3.2836929755682456,3.2491715522873776,0.08690073432508441,0.0918991258169226,0.05438997865760925,0.07863821043457976,-0.014132569351362659
M1_eta3.0,2021-2026,1368,0.006408832882322902,3.0770981594518765,3.0796369653760753,0.15718093978072692,0.14494122618603072,0.08833795070124245,0.20955064973699167,-0.02021571595651974
M1_eta7.0,2021,252,0.005747900168118633,3.0277491056589425,3.0048097742943103,0.1677538060438228,0.18681461588918757,0.10203061336844761,0.06564915155227981,-0.016573263590046936
M1_eta7.0,2022,251,0.006799789520233452,3.0425963349155074,3.006762623542358,0.1440057321961454,0.14661625278173518,0.017805124166426628,0.16411797646920523,-0.02615443119425513
M1_eta7.0,2023,250,0.00570047189365666,2.9577486199965723,2.906059253373352,0.22223958441873504,0.23148858822031848,0.03995446977620418,0.08936060253997068,-0.013825745970187011
M1_eta7.0,2024,252,0.006513452438958047,3.099037969222326,3.056550562146116,0.14430304034200428,0.15404815697440827,0.0632601961854607,0.06559451700353244,-0.01617477414497433
M1_eta7.0,2025,250,0.0071541934151902195,2.988688511536392,2.949836453350053,0.16789899793577703,0.1712903846733772,0.019799049106385774,0.1830496314305577,-0.026124895758172038
M1_eta7.0,2026,113,0.007816829523001875,2.9123323997794053,3.1934295749007653,0.2709676413370219,0.09676094288003036,0.2709676413370219,0.052503977650288775,-0.00963824547923599
M1_eta7.0,2021-2026,1368,0.006501152112480155,3.01414098464341,3.002186909310495,0.17758607684954122,0.17129154092010895,0.06701761210898315,0.18974401178778358,-0.02035385979198825
