arm,eta,window,seed,critic_loss_start,critic_loss_end,ent_coef_start,ent_coef_end,actor_loss_start,actor_loss_end
M1,1.0,2021,0,0.8213455677032471,4.451320648193359,0.0192565005272626,0.0019649344030767,-122.11103057861328,-163.47776794433594
M1,1.0,2021,1,2.487699270248413,5.18464469909668,0.0194556154310703,0.0016246358864009,-122.05035400390624,-155.97120666503906
M1,1.0,2021,2,58.776092529296875,4.25904655456543,0.0195032097399234,0.0013210583711043,-122.33615112304688,-165.53977966308594
M1,1.0,2021,3,2.0519511699676514,19.92870330810547,0.0194388162344694,0.0024182407651096,-121.43843841552734,-160.83889770507812
M1,1.0,2021,4,1.1533575057983398,5.900815010070801,0.0190791003406047,0.0012806011363863,-122.91239166259766,-170.49928283691406
M1,1.0,2022,0,0.7194119691848755,6.381609916687012,0.0175095107406377,0.0004922007792629,-121.63806915283205,-17.564125061035156
M1,1.0,2022,1,1.6919251680374146,2.9842867851257324,0.0174453742802143,0.0002453747147228,-121.35545349121094,-17.468507766723633
M1,1.0,2022,2,0.6765522956848145,1.0594666004180908,0.0173375662416219,0.0002818444627337,-122.2795867919922,-10.136723518371582
M1,1.0,2022,3,1.828620433807373,1.010287523269653,0.0172101762145757,0.0003120406181551,-121.29743194580078,-5.766983985900879
M1,1.0,2022,4,0.621250569820404,4.539134502410889,0.017816899344325,0.0006340907420963,-123.0364990234375,-40.77763748168945
M1,1.0,2023,0,0.7534428834915161,5.8340253829956055,0.0175726022571325,0.0026643632445484,-122.81293487548828,-132.12356567382812
M1,1.0,2023,1,1.311584711074829,2.7702956199645996,0.017307499423623,0.0014556775568053,-123.32917022705078,-135.5809783935547
M1,1.0,2023,2,0.6971566677093506,6.439177513122559,0.0175334140658378,0.0010326026240363,-123.63996887207033,-147.5345001220703
M1,1.0,2023,3,1.9001058340072632,4.45548152923584,0.017508091405034,0.0007976508350111,-122.10245513916016,-125.55482482910156
M1,1.0,2023,4,1.1771454811096191,57.505855560302734,0.0178980901837348,0.0007112568127922,-122.74226379394533,-149.11827087402344
M1,1.0,2024,0,0.7456601858139038,1.379451870918274,0.0172507055103778,0.0011280112667009,-121.63255310058594,-78.55158996582031
M1,1.0,2024,1,1.1704394817352295,0.305064857006073,0.0173890888690948,0.0001481051876908,-121.04153442382812,-34.32045364379883
M1,1.0,2024,2,1.2310845851898191,0.5002753734588623,0.0174725223332643,0.0004529423604253,-122.25067901611328,-44.37519454956055
M1,1.0,2024,3,1.3006508350372314,4.417516231536865,0.0172728560864925,0.0008114267839118,-122.88894653320312,-56.393211364746094
M1,1.0,2024,4,1.1887221336364746,1.7558836936950684,0.0180564951151609,0.0005568075575865,-124.66808319091795,-39.0780143737793
M1,1.0,2025,0,1.009817600250244,12.64155387878418,0.0171526633203029,0.0012990582035854,-121.30184936523438,-64.43933868408203
M1,1.0,2025,1,55.54840469360352,2.4642858505249023,0.0174851492047309,0.0013057049363851,-123.06877136230467,-48.094749450683594
M1,1.0,2025,2,7.123419761657715,6.480470657348633,0.0177519991993904,0.0004611393087543,-124.2203598022461,-82.39531707763672
M1,1.0,2025,3,1.2692921161651611,0.915139377117157,0.0179296191781759,0.0013731305953115,-123.00537872314452,-58.525733947753906
M1,1.0,2025,4,1.3348870277404783,3.824669361114502,0.0173518490046262,0.0004770957748405,-123.45923614501952,-74.84378051757812
M1,1.0,2026,0,1.9584252834320068,2.0127038955688477,0.0171885732561349,0.0012830301420763,-122.9097137451172,-82.62032318115234
M1,1.0,2026,1,58.4014778137207,15.355476379394531,0.0174713470041751,0.0025243998970836,-123.03055572509766,-39.37065887451172
M1,1.0,2026,2,5.688038349151611,3.36951208114624,0.0175418946892023,0.0008354822057299,-120.02165985107422,-40.886009216308594
M1,1.0,2026,3,0.8177432417869568,5.222712516784668,0.0179717484861612,0.0007411098340526,-122.1416473388672,-53.13914108276367
M1,1.0,2026,4,1.5829660892486572,0.6488116979598999,0.0174250714480876,0.0004734802932944,-124.2405242919922,-68.01468658447266
M1,3.0,2021,0,0.8257255554199219,3.8892085552215576,0.0192499496042728,0.0018601441988721,-122.1772003173828,-170.3426055908203
M1,3.0,2021,1,2.4273195266723633,3.576014995574951,0.0194569192826747,0.0021645817905664,-121.99005889892578,-163.88607788085938
M1,3.0,2021,2,58.808475494384766,4.579853057861328,0.0195473320782184,0.0013559301150962,-122.35980224609376,-181.56854248046875
M1,3.0,2021,3,2.0665392875671387,6.905758857727051,0.0194526929408311,0.0010515113826841,-121.3912124633789,-173.72789001464844
M1,3.0,2021,4,1.1315613985061646,5.171422958374023,0.0190254505723714,0.0017679898301139,-122.1534423828125,-158.73654174804688
M1,3.0,2022,0,0.7002753019332886,3.4156763553619385,0.0174727793782949,0.0007006473024375,-121.65595245361328,-47.7735481262207
M1,3.0,2022,1,1.670370101928711,1.1081938743591309,0.0173739474266767,0.0002233024570159,-121.50011444091795,-0.8107386231422424
M1,3.0,2022,2,0.6712828874588013,1.127828598022461,0.0173272602260112,0.0002081393904518,-121.88536071777344,-15.455793380737305
M1,3.0,2022,3,1.8291902542114256,1.954996943473816,0.0171591993421316,0.0008240874158218,-121.39618682861328,-25.592777252197266
M1,3.0,2022,4,0.6453133225440979,1.5470287799835205,0.0177890621125698,0.0005411049351096,-122.51100158691406,-41.00601577758789
M1,3.0,2023,0,0.7557040452957153,3.5706396102905273,0.01753113232553,0.0008348418050445,-122.8486557006836,-119.39176940917967
M1,3.0,2023,1,1.311452865600586,7.366723537445068,0.0173424035310745,0.0018846448510885,-123.19945526123048,-142.9740447998047
M1,3.0,2023,2,0.6919271945953369,5.504657745361328,0.0174714718014001,0.0009885678300634,-123.6715087890625,-154.45623779296875
M1,3.0,2023,3,1.8911142349243164,9.632325172424316,0.0175084434449672,0.0019930899143218,-122.0098648071289,-86.81491088867188
M1,3.0,2023,4,1.1565035581588743,51.82876205444336,0.017902186140418,0.0016620515380054,-122.64080810546876,-140.7877197265625
M1,3.0,2024,0,0.7110599279403687,2.7558064460754395,0.0172444470226764,0.0006240336224436,-120.5392837524414,-92.2765655517578
M1,3.0,2024,1,1.0740375518798828,8.319150924682617,0.0172644071280956,0.0009536275174468,-121.19873046875,-73.49839782714844
M1,3.0,2024,2,1.2537899017333984,1.157992601394653,0.01748763397336,0.0013192888582125,-122.5040283203125,-60.287620544433594
M1,3.0,2024,3,1.3016457557678225,2.648073673248291,0.0172596424818038,0.0007688011974096,-122.58837890625,-69.00675964355469
M1,3.0,2024,4,1.194575309753418,12.540556907653809,0.0180431380867958,0.0004530179721768,-124.64002990722656,-72.0917739868164
M1,3.0,2025,0,1.1581380367279053,1.8494648933410645,0.0171556323766708,0.0006427318439818,-122.74386596679688,-47.43891906738281
M1,3.0,2025,1,55.547393798828125,1.0279170274734497,0.017573557794094,0.000539015920367,-123.06295776367188,-56.14102935791016
M1,3.0,2025,2,6.806815147399902,8.110647201538086,0.0177427753806114,0.0009197051404044,-124.22859191894533,-72.09603881835938
M1,3.0,2025,3,1.2646348476409912,6.189695835113525,0.0179519895464181,0.0008950747433118,-122.96681213378906,-81.01914978027344
M1,3.0,2025,4,0.944499671459198,1.7974865436553955,0.0171724110841751,0.0004393512790556,-122.82767486572266,-91.60385131835938
M1,3.0,2026,0,1.9500341415405271,4.104509353637695,0.0171962138265371,0.0009634043090045,-122.86052703857422,-40.887351989746094
M1,3.0,2026,1,58.4197883605957,0.8865397572517395,0.0174574740231037,0.0005130273057147,-123.00544738769533,-66.52386474609375
M1,3.0,2026,2,5.345546722412109,0.6827876567840576,0.0175256580114364,0.0003204971726518,-119.6773452758789,-36.39875411987305
M1,3.0,2026,3,0.8561921119689941,2.2160849571228027,0.0180010721087455,0.0006000851863063,-123.88076782226562,-53.08604431152344
M1,3.0,2026,4,1.5738805532455444,0.495665580034256,0.0174076240509748,0.000692585890647,-124.33509826660156,-58.9227409362793
M1,7.0,2021,0,0.8124939799308777,3.718501091003418,0.0192664880305528,0.0014858321519568,-122.11683654785156,-166.7635955810547
M1,7.0,2021,1,2.5017480850219727,2.722703456878662,0.0194289106875658,0.0011274358257651,-122.0804672241211,-161.74734497070312
M1,7.0,2021,2,58.774269104003906,4.039502143859863,0.0194951258599758,0.0015625319210812,-122.32567596435548,-165.03196716308594
M1,7.0,2021,3,2.077716588973999,6.606547832489014,0.0194398406893014,0.0016907926183193,-121.5213394165039,-169.19381713867188
M1,7.0,2021,4,1.1215250492095947,5.649102210998535,0.0190878398716449,0.001142663299106,-122.90123748779295,-171.5589599609375
M1,7.0,2022,0,0.7023535966873169,3.2789337635040283,0.0175002291798591,0.0010581067763268,-121.55118560791016,-58.43027114868164
M1,7.0,2022,1,1.6874775886535645,0.795638918876648,0.0174576304852962,0.0003401924332138,-121.47322845458984,-11.391711235046388
M1,7.0,2022,2,0.677526593208313,16.94692611694336,0.0173494424670934,0.0010689634364098,-122.28556060791016,-47.9989128112793
M1,7.0,2022,3,1.807044506072998,4.117079257965088,0.0171916224062442,0.0007656782981939,-121.18216705322266,-41.9636344909668
M1,7.0,2022,4,0.6486086845397949,3.199859142303467,0.0178239420056343,0.0004534774634521,-122.87197875976562,-10.583902359008787
M1,7.0,2023,0,0.7395820617675781,5.26970100402832,0.0175178125500679,0.0013655049260705,-122.33719635009766,-143.31207275390625
M1,7.0,2023,1,1.3070087432861328,4.0332536697387695,0.0173577424138784,0.0017094975337386,-123.17121887207033,-151.64981079101562
M1,7.0,2023,2,0.6870704889297485,5.0315141677856445,0.0174824800342321,0.0012160339392721,-123.67633056640624,-158.53564453125
M1,7.0,2023,3,1.8782376050949097,3.1176013946533203,0.0174919292330741,0.0008365322137251,-122.18182373046876,-137.84173583984375
M1,7.0,2023,4,1.1667263507843018,23.735763549804688,0.0178792383521795,0.0015015098033472,-122.4584732055664,-137.34718322753906
M1,7.0,2024,0,0.7608838081359863,1.99066424369812,0.0173416007310152,0.0011272573610767,-121.21063232421876,-56.44158172607422
M1,7.0,2024,1,1.5853949785232544,0.570846676826477,0.0173381865024566,0.0002286940871272,-122.345458984375,-32.42633056640625
M1,7.0,2024,2,1.341888189315796,17.332857131958008,0.0174255780875682,0.0007825433276593,-122.61164093017578,-101.28436279296876
M1,7.0,2024,3,1.2843906879425049,2.6410810947418213,0.0171928368508815,0.0012645295355468,-122.79631042480467,-74.40362548828125
M1,7.0,2024,4,1.1916779279708862,1.6186341047286987,0.0180229991674423,0.0004036915779579,-124.61509704589844,-32.597007751464844
