train/actor_loss,train/ent_coef_loss,time/episodes,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/fps,train/critic_loss,train/learning_rate
-123.06877136230469,-165.68728637695312,4,148,-4.2111295,4927,0.017485149204730988,1257.0,5028,33,55.548404693603516,0.0008459126528049375
-130.67889404296875,-64.98281860351562,8,326,-3.2291423750000003,9955,0.0009866016916930676,1257.0,10056,30,1.624495506286621,0.0008459126528049375
-134.51612854003906,-24.80928611755371,12,478,-2.5471759166666668,14983,0.000876892707310617,1257.0,15084,31,57.41670227050781,0.0008459126528049375
-139.9896240234375,-32.79180908203125,16,632,-2.3025705625,20011,0.0009440651629120111,1257.0,20112,31,5.7987775802612305,0.0008459126528049375
-136.8997344970703,-24.559207916259766,20,4,-2.10836595,25039,0.001155212870799005,1257.0,25140,33,2.9199841022491455,0.0008459126528049375
-135.67117309570312,14.859991073608398,24,166,-1.98935,30067,0.0012436218094080687,1257.0,30168,31,4.454563140869141,0.0008459126528049375
-134.12222290039062,1.439269781112671,28,351,-1.9136005357142858,35095,0.0010009411489591002,1257.0,35196,28,35.280006408691406,0.0008459126528049375
-133.5277557373047,-26.042781829833984,32,534,-1.8145121250000003,40123,0.0009140695328824222,1257.0,40224,28,4.334321022033691,0.0008459126528049375
-122.35689544677734,53.09371566772461,36,718,-1.739747527777778,45151,0.0008943575667217374,1257.0,45252,28,4.733019828796387,0.0008459126528049375
-120.50430297851562,-73.63089752197266,40,10,-1.6770356499999999,50179,0.0007688041077926755,1257.0,50280,27,11.505193710327148,0.0008459126528049375
-107.18865203857422,89.37733459472656,44,195,-1.6223252727272723,55207,0.0016163786640390754,1257.0,55308,27,33.78181838989258,0.0008459126528049375
-86.82901763916016,-38.792884826660156,48,380,-1.6022922708333336,60235,0.0006453176029026508,1257.0,60336,27,7.408198356628418,0.0008459126528049375
-80.20724487304688,245.95669555664062,52,566,-1.58499925,65263,0.0005773610901087523,1257.0,65364,27,29.409564971923828,0.0008459126528049375
-75.3294677734375,-11.00924301147461,56,756,-1.5605413035714284,70291,0.000881645071785897,1257.0,70392,26,7.316067695617676,0.0008459126528049375
-69.90475463867188,-28.719398498535156,60,13,-1.5411594999999998,75319,0.0007621126715093851,1257.0,75420,32,3.2035913467407227,0.0008459126528049375
-67.85784149169922,-36.94963455200195,64,174,-1.5254658437500002,80347,0.0005659863236360252,1257.0,80448,31,7.52620792388916,0.0008459126528049375
-58.02812576293945,-124.60176086425781,68,337,-1.502383955882353,85375,0.0012177381431683898,1257.0,85476,31,1.706042766571045,0.0008459126528049375
-52.947357177734375,-13.424434661865234,72,499,-1.4883787499999999,90403,0.000630885420832783,1257.0,90504,31,0.7815955877304077,0.0008459126528049375
-48.094749450683594,-108.72696685791016,76,661,-1.4733028421052632,95431,0.0013057049363851547,1257.0,95532,31,2.4642858505249023,0.0008459126528049375
