train/actor_loss,train/ent_coef_loss,time/episodes,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/fps,train/critic_loss,train/learning_rate
-123.00537872314453,-172.5091094970703,4,137,-4.43410125,4927,0.017929619178175926,1257.0,5028,36,1.2692921161651611,0.0008459126528049375
-129.2325439453125,-38.1174430847168,8,280,-3.4428266249999995,9955,0.001330713159404695,1257.0,10056,35,1.490051507949829,0.0008459126528049375
-134.7179718017578,23.188289642333984,12,424,-2.8526075833333326,14983,0.0011662485776469111,1257.0,15084,35,2.7244489192962646,0.0008459126528049375
-141.8524627685547,-38.820064544677734,16,568,-2.563955625,20011,0.0010471302084624767,1257.0,20112,35,3.6806681156158447,0.0008459126528049375
-143.81036376953125,47.25504684448242,20,4,-2.3756319,25039,0.0010463854996487498,1257.0,25140,28,4.116886138916016,0.0008459126528049375
-148.30783081054688,-56.56913375854492,24,184,-2.2237265833333333,30067,0.0007360297022387385,1257.0,30168,28,3.6036925315856934,0.0008459126528049375
-147.45358276367188,-8.055756568908691,28,365,-2.1019011071428575,35095,0.000713038956746459,1257.0,35196,27,4.002934455871582,0.0008459126528049375
-145.89527893066406,7.636850357055664,32,546,-1.99040459375,40123,0.001228897599503398,1257.0,40224,27,35.532936096191406,0.0008459126528049375
-138.13629150390625,78.04458618164062,36,726,-1.9112479166666665,45151,0.0007680474664084613,1257.0,45252,27,3.696674346923828,0.0008459126528049375
-136.53111267089844,-43.485504150390625,40,8,-1.8558024250000003,50179,0.0018758083460852504,1257.0,50280,34,18.5976505279541,0.0008459126528049375
-119.97245025634766,-5.141358852386475,44,169,-1.848193272727273,55207,0.0005022542318329215,1257.0,55308,31,7.66563606262207,0.0008459126528049375
-109.27721405029297,116.34590148925781,48,351,-1.7849938749999998,60235,0.001243934384547174,1257.0,60336,29,5.341848373413086,0.0008459126528049375
-91.75324249267578,-100.67953491210938,52,535,-1.755770096153846,65263,0.0012013120576739311,1257.0,65364,28,3.747666120529175,0.0008459126528049375
-86.94931030273438,-12.017545700073242,56,719,-1.7200579464285715,70291,0.001556498114950955,1257.0,70392,28,6.562179088592529,0.0008459126528049375
-76.80065155029297,-36.076717376708984,60,15,-1.6795592166666666,75319,0.00048349020653404295,1257.0,75420,26,4.440990924835205,0.0008459126528049375
-70.71171569824219,3.8478293418884277,64,179,-1.638783015625,80347,0.0005219304584898055,1257.0,80448,30,3.7312443256378174,0.0008459126528049375
-68.20927429199219,-39.81698989868164,68,338,-1.6030254264705885,85375,0.00029881770024076104,1257.0,85476,30,5.717132568359375,0.0008459126528049375
-59.714515686035156,-18.282611846923828,72,498,-1.5802624583333331,90403,0.000734568340703845,1257.0,90504,31,2.047261953353882,0.0008459126528049375
-58.525733947753906,-48.00053024291992,76,674,-1.572687907894737,95431,0.0013731305953115225,1257.0,95532,30,0.915139377117157,0.0008459126528049375
