time/fps,train/critic_loss,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/ent_coef,time/time_elapsed,train/actor_loss
11,1.4884896278381348,4931,1258.0,-185.3565216064453,4,-4.623386,0.0008459126528049375,5032,0.016857201233506203,450,-121.54168701171875
11,4.899989604949951,9963,1258.0,-76.62014770507812,8,-3.460289875,0.0008459126528049375,10064,0.0008702271734364331,910,-129.89321899414062
11,5.3803911209106445,14995,1258.0,-48.541908264160156,12,-2.762541416666666,0.0008459126528049375,15096,0.0012227537808939815,1368,-133.7438507080078
11,10.298528671264648,20027,1258.0,100.53461456298828,16,-2.35370875,0.0008459126528049375,20128,0.0012184205697849393,1825,-137.87496948242188
10,5.757530212402344,25059,1258.0,106.08057403564453,20,-2.15028525,0.0008459126528049375,25160,0.00044308355427347124,14,-140.648681640625
10,8.928138732910156,30091,1258.0,-1.604029893875122,24,-2.0290560833333333,0.0008459126528049375,30192,0.0006743883714079857,484,-139.26841735839844
10,12.895759582519531,35123,1258.0,-33.51347732543945,28,-1.935383,0.0008459126528049375,35224,0.0011447033612057567,959,-114.73240661621094
10,4.968666076660156,40155,1258.0,-59.014408111572266,32,-1.872024375,0.0008459126528049375,40256,0.0006678995559923351,1436,-115.69659423828125
10,4.107140064239502,45187,1258.0,-2.166029214859009,36,-1.8047755277777777,0.0008459126528049375,45288,0.0005544207524508238,1913,-115.39364624023438
10,3.393710136413574,50219,1258.0,62.57448196411133,40,-1.733904425,0.0008459126528049375,50320,0.0005700640613213181,30,-111.37321472167969
10,2.448452949523926,55251,1258.0,-10.11188793182373,44,-1.712585181818182,0.0008459126528049375,55352,0.0005029506864957511,503,-104.69715118408203
10,16.96041488647461,60283,1258.0,52.486087799072266,48,-1.6940546666666665,0.0008459126528049375,60384,0.0009811142226681113,975,-73.85294342041016
10,14.759760856628418,65315,1258.0,-45.56277847290039,52,-1.682707519230769,0.0008459126528049375,65416,0.000910487724468112,1446,-69.39533233642578
