train/ent_coef,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,time/total_timesteps,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,rollout/ep_rew_mean,train/learning_rate
0.017506930977106094,4,1257.0,174,38.92729187011719,5028,4927,-121.69328308105469,-163.20152282714844,28,-4.711071,0.0008459126528049375
0.0012187540996819735,8,1257.0,336,3.5230138301849365,10056,9955,-117.83777618408203,-53.25005340576172,29,-3.7052199999999997,0.0008459126528049375
0.0018763585248962045,12,1257.0,522,6.581359386444092,15084,14983,-98.2210922241211,-15.733713150024414,28,-2.948133,0.0008459126528049375
0.0011363450903445482,16,1257.0,718,5.78048849105835,20112,20011,-87.26770782470703,29.89505958557129,27,-2.571892375,0.0008459126528049375
0.0006707310676574707,20,1257.0,5,2.1444077491760254,25140,25039,-74.40081024169922,-44.316322326660156,26,-2.350557,0.0008459126528049375
0.0002628236834425479,24,1257.0,189,1.6098146438598633,30168,30067,-60.354637145996094,30.472618103027344,27,-2.2207642499999998,0.0008459126528049375
0.000491344602778554,28,1257.0,385,1.1014678478240967,35196,35095,-53.62162780761719,-0.21557378768920898,26,-2.1525594999999997,0.0008459126528049375
0.0004003560170531273,32,1257.0,560,6.025487422943115,40224,40123,-50.32533645629883,-31.053550720214844,27,-2.09546765625,0.0008459126528049375
0.00020036795467603952,36,1257.0,728,3.1032068729400635,45252,45151,-23.497791290283203,-31.89618492126465,27,-2.0286355833333327,0.0008459126528049375
0.00025395615375600755,40,1257.0,8,0.8390719890594482,50280,50179,-20.17694091796875,-16.795778274536133,31,-1.974515275,0.0008459126528049375
0.00017756933812052011,44,1257.0,167,1.3406386375427246,55308,55207,-15.752799987792969,-11.841273307800293,31,-1.9343991818181818,0.0008459126528049375
0.0002282680943608284,48,1257.0,351,0.5286145210266113,60336,60235,-14.032096862792969,69.76641845703125,29,-1.8915885416666665,0.0008459126528049375
0.000513837905600667,52,1257.0,531,2.8431782722473145,65364,65263,-6.191175937652588,-48.43086242675781,28,-1.8604668269230764,0.0008459126528049375
0.00040100753540173173,56,1257.0,695,1.6742236614227295,70392,70291,-0.06975561380386353,23.383676528930664,29,-1.8383133214285714,0.0008459126528049375
0.0005043953424319625,60,1257.0,14,1.6866869926452637,75420,75319,6.462757110595703,-31.58304214477539,29,-1.822631133333333,0.0008459126528049375
0.00017178240523207933,64,1257.0,186,1.4557172060012817,80448,80347,9.006775856018066,-77.22956848144531,29,-1.8035320000000001,0.0008459126528049375
0.0002589180658105761,68,1257.0,373,1.2765039205551147,85476,85375,14.146882057189941,0.24208718538284302,28,-1.7916848970588237,0.0008459126528049375
0.0002265316725242883,72,1257.0,582,1.6990704536437988,90504,90403,19.294179916381836,-2.83034348487854,26,-1.7736487222222221,0.0008459126528049375
0.0004809257516171783,76,1257.0,784,3.795398235321045,95532,95431,23.27385902404785,-63.428531646728516,26,-1.759382039473684,0.0008459126528049375
