train/ent_coef,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,time/total_timesteps,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,rollout/ep_rew_mean,train/learning_rate
0.016973882913589478,4,1257.0,159,1.3486151695251465,5028,4927,-121.21607971191406,-189.26856994628906,31,-4.676171999999999,0.0008459126528049375
0.0008896456565707922,8,1257.0,323,1.8409466743469238,10056,9955,-125.90286254882812,4.502409934997559,31,-3.4943393749999996,0.0008459126528049375
0.0006499243900179863,12,1257.0,502,3.1934545040130615,15084,14983,-118.04317474365234,111.81058502197266,29,-2.780030333333333,0.0008459126528049375
0.0005579442949965596,16,1257.0,688,3.927555799484253,20112,20011,-97.64249420166016,34.763179779052734,29,-2.46245375,0.0008459126528049375
0.0007707800250500441,20,1257.0,4,2.46848201751709,25140,25039,-94.76630401611328,10.486055374145508,31,-2.30509255,0.0008459126528049375
0.001295450609177351,24,1257.0,189,6.565575122833252,30168,30067,-73.30147552490234,62.76838302612305,27,-2.2078424583333334,0.0008459126528049375
0.00040051410906016827,28,1257.0,388,1.1523503065109253,35196,35095,-67.91989135742188,-37.34990692138672,26,-2.1280041785714285,0.0008459126528049375
0.0003348799073137343,32,1257.0,565,149.3737335205078,40224,40123,-60.80040740966797,49.919246673583984,26,-2.0812803124999997,0.0008459126528049375
0.0003971934493165463,36,1257.0,760,4.246779441833496,45252,45151,-49.34752655029297,-22.74176597595215,26,-2.0319121944444443,0.0008459126528049375
0.00040390435606241226,40,1257.0,10,11.78604507446289,50280,50179,-42.98377227783203,46.29802703857422,25,-1.9741865750000003,0.0008459126528049375
0.0004998633521609008,44,1257.0,177,5.26989221572876,55308,55207,-36.032127380371094,17.518049240112305,29,-1.9211335454545455,0.0008459126528049375
0.0004672483482863754,48,1257.0,349,0.8606711626052856,60336,60235,-37.97812271118164,-11.465428352355957,29,-1.9008730208333333,0.0008459126528049375
0.0005304121295921504,52,1257.0,544,2.6528444290161133,65364,65263,-30.19613265991211,-46.41704559326172,28,-1.8797995000000003,0.0008459126528049375
0.0005621846066787839,56,1257.0,715,1.076977014541626,70392,70291,-26.489696502685547,5.212716579437256,28,-1.8641084285714287,0.0008459126528049375
0.0009165346273221076,60,1257.0,14,11.504631042480469,75420,75319,-22.27819061279297,-14.441948890686035,29,-1.8492295000000003,0.0008459126528049375
0.00059840502217412,64,1257.0,192,0.7382484674453735,80448,80347,-20.3441219329834,-58.906272888183594,28,-1.8263682968750001,0.0008459126528049375
0.0005007625441066921,68,1257.0,372,2.19212007522583,85476,85375,-2.5876853466033936,-26.04840660095215,28,-1.8085799852941178,0.0008459126528049375
0.0007030317792668939,72,1257.0,574,8.836750030517578,90504,90403,1.82627534866333,71.91783142089844,26,-1.7898654861111112,0.0008459126528049375
0.000858551706187427,76,1257.0,793,2.4256949424743652,95532,95431,4.198189735412598,24.716115951538086,25,-1.7817392631578948,0.0008459126528049375
