train/actor_loss,time/time_elapsed,train/ent_coef,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/n_updates
-121.96768188476562,152,0.017514295876026154,32,4,-4.57814075,5032,1258.0,1.8668303489685059,0.0008459126528049375,-169.7491455078125,4931
-126.22223663330078,307,0.0013338590506464243,32,8,-3.536007875,10064,1258.0,2.162437677383423,0.0008459126528049375,15.842254638671875,9963
-125.8300552368164,464,0.0006938320584595203,32,12,-2.9344242499999997,15096,1258.0,5.849106788635254,0.0008459126528049375,-0.6184689402580261,14995
-99.16950225830078,627,0.0010834201239049435,32,16,-2.56884175,20128,1258.0,3.22961163520813,0.0008459126528049375,-26.179346084594727,20027
-96.94668579101562,6,0.0008153608068823814,26,20,-2.3369051,25160,1258.0,1.4686380624771118,0.0008459126528049375,-8.369647026062012,25059
