train/learning_rate,train/n_updates,time/total_timesteps,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,time/fps,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,4927,5028,2.880213737487793,-170.6451416015625,1257.0,0.017232298851013184,11,4,-122.79582214355469,-5.2390620000000006,419
0.0008459126528049375,9955,10056,4.194040775299072,-8.722865104675293,1257.0,0.001203435123898089,11,8,-129.40728759765625,-4.147060375,860
0.0008459126528049375,14983,15084,6.714202404022217,-13.619386672973633,1257.0,0.0009617840405553579,11,12,-134.46484375,-3.493242416666666,1295
0.0008459126528049375,20011,20112,5.021251678466797,-20.74878692626953,1257.0,0.001609981874935329,11,16,-126.39564514160156,-3.1124648125,1738
0.0008459126528049375,25039,25140,3.8665847778320312,-9.62260627746582,1257.0,0.0014759638579562306,11,20,-118.3082275390625,-2.95554165,12
0.0008459126528049375,30067,30168,3.443754196166992,-86.00587463378906,1257.0,0.0009576886659488082,11,24,-119.48858642578125,-2.7888780000000004,455
0.0008459126528049375,35095,35196,5.9192633628845215,6.300039291381836,1257.0,0.0008059430401772261,11,28,-109.49776458740234,-2.6937022500000003,902
0.0008459126528049375,40123,40224,0.5392248034477234,33.429405212402344,1257.0,0.0003671843442134559,11,32,-104.60395050048828,-2.63509203125,1347
0.0008459126528049375,45151,45252,9.511018753051758,-22.424047470092773,1257.0,0.0008653716649860144,11,36,-99.82275390625,-2.56381,1772
0.0008459126528049375,50179,50280,18.502256393432617,13.442227363586426,1257.0,0.000999851617962122,12,40,-94.5037841796875,-2.4931889,23
0.0008459126528049375,55207,55308,53.67476272583008,39.521995544433594,1257.0,0.001594532048329711,11,44,-92.12738800048828,-2.443140818181818,452
0.0008459126528049375,60235,60336,54.411231994628906,-42.06116485595703,1257.0,0.0033439260441809893,11,48,-74.14796447753906,-2.3866595416666665,882
0.0008459126528049375,65263,65364,9.418778419494629,37.21710968017578,1257.0,0.0009061966557055712,11,52,-63.09386444091797,-2.356165288461538,1328
0.0008459126528049375,70291,70392,26.24445343017578,14.694732666015625,1257.0,0.0022383828181773424,11,56,-57.35615539550781,-2.3091494999999997,1772
0.0008459126528049375,75319,75420,22.89264488220215,11.851226806640625,1257.0,0.0028555658645927906,11,60,-43.845252990722656,-2.268391983333333,36
0.0008459126528049375,80347,80448,100.18792724609375,2.737894296646118,1257.0,0.00235773460008204,11,64,-31.5876522064209,-2.2534775000000002,495
0.0008459126528049375,85375,85476,20.03350830078125,44.1724853515625,1257.0,0.002691432600840926,10,68,-13.810126304626465,-2.2251750000000006,956
0.0008459126528049375,90403,90504,297.5272521972656,14.883344650268555,1257.0,0.001698465901426971,10,72,9.876873016357422,-2.19584475,1422
0.0008459126528049375,95431,95532,19.906604766845703,-15.30791187286377,1257.0,0.0035982285626232624,10,76,24.46152114868164,-2.174044802631579,1876
