time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/n_updates,train/std,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4144,,,,,,,,,,,,,
0,1024,2,2353,0.2088623046875,16,0.9993288516998291,-0.027958669379586354,0.0128181055,-43.97434401512146,-0.043158408254384995,0.10327540879370645,-0.03677105903625488,0.2,0.0004092704424510632,,
0,1536,3,2099,0.2216796875,32,0.998747706413269,-0.023833913932321593,0.01575155,-43.95545566082001,-0.017178960144519806,0.004342340245784726,-0.003931760787963867,0.2,0.0004092704424510632,-2.447253,1257.0
1,2048,4,2030,0.2760009765625,48,0.999116837978363,-0.025551306491252035,0.021066219,-43.94761610031128,-0.03537450358271599,0.007141812617192045,0.0065430402755737305,0.2,0.0004092704424510632,-2.447253,1257.0
1,2560,5,1991,0.2584228515625,64,0.9978553652763367,-0.026045901206089184,0.017602393,-43.943297147750854,-0.02843923680484295,0.004079971746250521,0.003233790397644043,0.2,0.0004092704424510632,-2.5331915,1257.0
1,3072,6,1939,0.270751953125,80,0.9982103109359741,-0.028415068401955068,0.018349698,-43.91765248775482,-0.022301483899354935,0.002026541973464191,0.009058058261871338,0.2,0.0004092704424510632,-2.5331915,1257.0
1,3584,7,1906,0.2816162109375,96,0.9968134760856628,-0.030416432273341343,0.019756965,-43.91256892681122,-0.0455847792327404,0.0022886681981617585,0.043837666511535645,0.2,0.0004092704424510632,-2.5331915,1257.0
2,4096,8,1879,0.2415771484375,112,0.9957581758499146,-0.02737589116441086,0.014984242,-43.86238241195679,-0.03133952245116234,0.0038553521735593677,0.00836271047592163,0.2,0.0004092704424510632,-2.6176136666666667,1257.0
2,4608,9,1855,0.3582763671875,128,0.9946969747543335,-0.029516497044824064,0.027755488,-43.836063385009766,-0.0422433577477932,0.012638589454581961,-0.010563373565673828,0.2,0.0004092704424510632,-2.6176136666666667,1257.0
2,5120,10,1857,0.3057861328125,144,0.9948565363883972,-0.027973235119134188,0.023032404,-43.81216299533844,-0.03874307870864868,0.004757422342663631,0.0018053054809570312,0.2,0.0004092704424510632,-2.6256512499999998,1257.0
3,5632,11,1857,0.284912109375,160,0.9933627247810364,-0.02691188594326377,0.019455459,-43.80451822280884,-0.030700305476784706,0.01596656031324528,-0.0014107227325439453,0.2,0.0004092704424510632,-2.6256512499999998,1257.0
3,6144,12,1856,0.2481689453125,176,0.992580771446228,-0.02465673253755085,0.016004559,-43.7571564912796,-0.03587200120091438,0.0027024882001569495,0.017094135284423828,0.2,0.0004092704424510632,-2.6256512499999998,1257.0
3,6656,13,1854,0.23876953125,192,0.9910146594047546,-0.026858014229219407,0.019951034,-43.72741651535034,-0.042037732899188995,0.002924685562902596,0.012826979160308838,0.2,0.0004092704424510632,-2.6238284,1257.0
3,7168,14,1848,0.27587890625,208,0.9909120202064514,-0.026209723342617508,0.02092697,-43.690067648887634,-0.015075760893523693,0.026894817245192826,-0.002406597137451172,0.2,0.0004092704424510632,-2.6238284,1257.0
4,7680,15,1848,0.2528076171875,224,0.989638090133667,-0.024027021892834455,0.019393168,-43.677072286605835,-0.02560354955494404,0.004282158966816496,0.0029851794242858887,0.2,0.0004092704424510632,-2.6246315,1257.0
4,8192,16,1847,0.2701416015625,240,0.9883294701576233,-0.024839724705088884,0.019565806,-43.63252007961273,-0.024613650515675545,0.03798503358848393,0.0007442831993103027,0.2,0.0004092704424510632,-2.6246315,1257.0
4,8704,17,1845,0.2720947265625,256,0.9879816174507141,-0.02784257661551237,0.022174863,-43.603641510009766,-0.038216784596443176,0.0034949950022564735,0.007872998714447021,0.2,0.0004092704424510632,-2.6246315,1257.0
4,9216,18,1843,0.2197265625,272,0.9878559112548828,-0.022498296602861956,0.017126614,-43.593027234077454,-0.0301459152251482,0.002211091763456352,0.012668430805206299,0.2,0.0004092704424510632,-2.6250367142857143,1257.0
5,9728,19,1839,0.2159423828125,288,0.9868553280830383,-0.023178069677669555,0.018304452,-43.577842712402344,-0.010783987119793892,0.0451696605887264,0.0006873011589050293,0.2,0.0004092704424510632,-2.6250367142857143,1257.0
5,10240,20,1828,0.22509765625,304,0.9888023734092712,-0.022919116439879872,0.013508456,-43.58025884628296,-0.029904523864388466,0.0033194958305102773,0.004687011241912842,0.2,0.0004092704424510632,-2.608999125,1257.0
5,10752,21,1820,0.2681884765625,320,0.9887637495994568,-0.025652996788267046,0.019644674,-43.62777531147003,-0.0028599388897418976,0.048862327937968075,0.004558265209197998,0.2,0.0004092704424510632,-2.608999125,1257.0
6,11264,22,1814,0.2255859375,336,0.9881868958473206,-0.025300612905994058,0.016719138,-43.61132061481476,-0.032528914511203766,0.004238108296704013,-0.05030167102813721,0.2,0.0004092704424510632,-2.608999125,1257.0
6,11776,23,1809,0.2203369140625,352,0.9872902631759644,-0.02706612675683573,0.012697175,-43.59149169921875,-0.043406035751104355,0.002085483560222201,0.003726065158843994,0.2,0.0004092704424510632,-2.6157296666666667,1257.0
6,12288,24,1806,0.2706298828125,368,0.9874256253242493,-0.024358513328479603,0.03097847,-43.57458186149597,-0.010291092097759247,0.06406674906611443,0.0010242462158203125,0.2,0.0004092704424510632,-2.6157296666666667,1257.0
7,12800,25,1808,0.2847900390625,384,0.9862491488456726,-0.030695735302288085,0.025470655,-43.569026708602905,-0.0467635877430439,0.004509315709583461,-0.02324509620666504,0.2,0.0004092704424510632,-2.6105775,1257.0
7,13312,26,1807,0.2862548828125,400,0.9845573902130127,-0.02696921477036085,0.023658454,-43.515915870666504,0.00213497132062912,0.08247090177610517,0.00027877092361450195,0.2,0.0004092704424510632,-2.6105775,1257.0
7,13824,27,1805,0.2484130859375,416,0.9844298362731934,-0.02781451406190172,0.018564422,-43.48301434516907,-0.04180733487010002,0.004766860933159478,-0.0022584199905395508,0.2,0.0004092704424510632,-2.6105775,1257.0
7,14336,28,1798,0.260009765625,432,0.9838263988494873,-0.02920262489351444,0.01893682,-43.47658979892731,-0.03813459724187851,0.0016100743396236794,0.006442129611968994,0.2,0.0004092704424510632,-2.603288090909091,1257.0
8,14848,29,1789,0.27978515625,448,0.9828420877456665,-0.02020832685229834,0.027777651,-43.45064902305603,-0.02115948311984539,0.01747509655979229,0.0014554262161254883,0.2,0.0004092704424510632,-2.603288090909091,1257.0
8,15360,30,1785,0.220458984375,464,0.9817290902137756,-0.026121226459508762,0.015346263,-43.42005395889282,-0.03279663622379303,0.0038322805339703336,-0.013152360916137695,0.2,0.0004092704424510632,-2.5880477500000003,1257.0
8,15872,31,1785,0.2635498046875,480,0.9797735810279846,-0.02709065926319454,0.020305287,-43.37050259113312,0.01479760929942131,0.10648796916939318,0.0007485151290893555,0.2,0.0004092704424510632,-2.5880477500000003,1257.0
